region,RRm_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09476_Kronach,0.17153618,RRm,year,precipitation,mm day-1,7
09477_Kulmbach,0.18356942,RRm,year,precipitation,mm day-1,7
09478_Lichtenfels,0.16211128,RRm,year,precipitation,mm day-1,7
09479_Wunsiedel i. Fichtelgebirge,0.16907254,RRm,year,precipitation,mm day-1,7
09561_09571_Region_um_Ansbach,0.16695023,RRm,year,precipitation,mm day-1,7
09561_Ansbach,0.16431272,RRm,year,precipitation,mm day-1,7
09562_09572_09564_09563_Region_um_Erlangen,0.1869837,RRm,year,precipitation,mm day-1,7
09562_Erlangen,0.19340606,RRm,year,precipitation,mm day-1,7
09563_09573_09562_09564_Region_um_Fürth,0.18512799,RRm,year,precipitation,mm day-1,7
09563_Fürth,0.18688668,RRm,year,precipitation,mm day-1,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,0.18408,RRm,year,precipitation,mm day-1,7
09564_Nürnberg,0.20188127,RRm,year,precipitation,mm day-1,7
09565_09576_09564_Region_um_Schwabach,0.1858817,RRm,year,precipitation,mm day-1,7
09565_Schwabach,0.1938419,RRm,year,precipitation,mm day-1,7
09571_Ansbach,0.16709329,RRm,year,precipitation,mm day-1,7
09572_Erlangen-Höchstadt,0.18146005,RRm,year,precipitation,mm day-1,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,0.17444092,RRm,year,precipitation,mm day-1,7
09573_Fürth,0.1727809,RRm,year,precipitation,mm day-1,7
09574_Nürnberger Land,0.18659893,RRm,year,precipitation,mm day-1,7
09575_Neustadt a.d. Aisch-Bad Windsheim,0.16408305,RRm,year,precipitation,mm day-1,7
09576_Roth,0.18230902,RRm,year,precipitation,mm day-1,7
09577_Weißenburg-Gunzenhausen,0.17506771,RRm,year,precipitation,mm day-1,7
09661_09671_09676_Region_um_Aschaffenburg,0.17636785,RRm,year,precipitation,mm day-1,7
09661_Aschaffenburg,0.20376316,RRm,year,precipitation,mm day-1,7
09662_09678_Region_um_Schweinfurt,0.16626471,RRm,year,precipitation,mm day-1,7
09662_Schweinfurt,0.16448393,RRm,year,precipitation,mm day-1,7
09663_09679_Region_um_Würzburg,0.1592004,RRm,year,precipitation,mm day-1,7
09663_Würzburg,0.15870623,RRm,year,precipitation,mm day-1,7
09671_Aschaffenburg,0.18121569,RRm,year,precipitation,mm day-1,7
09672_Bad Kissingen,0.156887,RRm,year,precipitation,mm day-1,7
09673_Rhön-Grabfeld,0.1622845,RRm,year,precipitation,mm day-1,7
09674_Haßberge,0.16268562,RRm,year,precipitation,mm day-1,7
09675_Kitzingen,0.17396997,RRm,year,precipitation,mm day-1,7
09676_Miltenberg,0.16918848,RRm,year,precipitation,mm day-1,7
09677_Main-Spessart,0.15498663,RRm,year,precipitation,mm day-1,7
09678_Schweinfurt,0.16634136,RRm,year,precipitation,mm day-1,7
09679_Würzburg,0.15925078,RRm,year,precipitation,mm day-1,7
09761_09772_09771_Region_um_Augsburg,0.20316565,RRm,year,precipitation,mm day-1,7
09761_Augsburg,0.20946215,RRm,year,precipitation,mm day-1,7
09762_09777_Region_um_Kaufbeuren,0.22349758,RRm,year,precipitation,mm day-1,7
09762_Kaufbeuren,0.2119735,RRm,year,precipitation,mm day-1,7
09763_09780_Region_um_Kempten_(Allgäu),0.27195412,RRm,year,precipitation,mm day-1,7
09763_Kempten (Allgäu),0.23760661,RRm,year,precipitation,mm day-1,7
09764_09778_08436_Region_um_Memmingen,0.22835335,RRm,year,precipitation,mm day-1,7
09764_Memmingen,0.21151122,RRm,year,precipitation,mm day-1,7
09771_Aichach-Friedberg,0.19980091,RRm,year,precipitation,mm day-1,7
09772_Augsburg,0.20470873,RRm,year,precipitation,mm day-1,7
09773_Dillingen a.d. Donau,0.1954575,RRm,year,precipitation,mm day-1,7
09774_Günzburg,0.20719492,RRm,year,precipitation,mm day-1,7
09775_Neu-Ulm,0.20655097,RRm,year,precipitation,mm day-1,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),0.27675727,RRm,year,precipitation,mm day-1,7
09776_Lindau (Bodensee),0.30539048,RRm,year,precipitation,mm day-1,7
09777_Ostallgäu,0.22385405,RRm,year,precipitation,mm day-1,7
09778_Unterallgäu,0.208518,RRm,year,precipitation,mm day-1,7
09779_Donau-Ries,0.18602979,RRm,year,precipitation,mm day-1,7
09780_Oberallgäu,0.27346122,RRm,year,precipitation,mm day-1,7
10041_Regionalverband Saarbrücken,0.14249775,RRm,year,precipitation,mm day-1,7
10042_Merzig-Wadern,0.13438457,RRm,year,precipitation,mm day-1,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.13724142,RRm,year,precipitation,mm day-1,7
10043_Neunkirchen,0.14341044,RRm,year,precipitation,mm day-1,7
10044_Saarlouis,0.14356436,RRm,year,precipitation,mm day-1,7
10045_Saarpfalz-Kreis,0.14080274,RRm,year,precipitation,mm day-1,7
10046_St. Wendel,0.13305384,RRm,year,precipitation,mm day-1,7
11000_Berlin,0.16448195,RRm,year,precipitation,mm day-1,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,0.15599997,RRm,year,precipitation,mm day-1,7
12051_Brandenburg an der Havel,0.15810762,RRm,year,precipitation,mm day-1,7
12052_12071_Region_um_Cottbus,0.16838051,RRm,year,precipitation,mm day-1,7
12052_Cottbus,0.16763511,RRm,year,precipitation,mm day-1,7
12053_12067_12064_Region_um_Frankfurt_(Oder),0.16060439,RRm,year,precipitation,mm day-1,7
12053_Frankfurt (Oder),0.16277125,RRm,year,precipitation,mm day-1,7
12054_12063_12069_11000_12051_Region_um_Potsdam,0.15753536,RRm,year,precipitation,mm day-1,7
12054_Potsdam,0.1619238,RRm,year,precipitation,mm day-1,7
12060_Barnim,0.15146151,RRm,year,precipitation,mm day-1,7
12061_Dahme-Spreewald,0.160498,RRm,year,precipitation,mm day-1,7
12062_Elbe-Elster,0.16506587,RRm,year,precipitation,mm day-1,7
12063_Havelland,0.15752207,RRm,year,precipitation,mm day-1,7
12064_Märkisch-Oderland,0.15923414,RRm,year,precipitation,mm day-1,7
12065_Oberhavel,0.15242435,RRm,year,precipitation,mm day-1,7
12066_Oberspreewald-Lausitz,0.16747193,RRm,year,precipitation,mm day-1,7
12067_Oder-Spree,0.16176414,RRm,year,precipitation,mm day-1,7
12068_Ostprignitz-Ruppin,0.14906448,RRm,year,precipitation,mm day-1,7
12069_Potsdam-Mittelmark,0.15478498,RRm,year,precipitation,mm day-1,7
12070_Prignitz,0.1494491,RRm,year,precipitation,mm day-1,7
12071_Spree-Neiße,0.16845657,RRm,year,precipitation,mm day-1,7
12072_Teltow-Fläming,0.15933186,RRm,year,precipitation,mm day-1,7
12073_Uckermark,0.15540114,RRm,year,precipitation,mm day-1,7
13003_13072_Region_um_Rostock,0.16301715,RRm,year,precipitation,mm day-1,7
13003_Rostock,0.20065275,RRm,year,precipitation,mm day-1,7
13004_13076_13074_Region_um_Schwerin,0.14903955,RRm,year,precipitation,mm day-1,7
13004_Schwerin,0.14615637,RRm,year,precipitation,mm day-1,7
13071_Mecklenburgische Seenplatte,0.15289983,RRm,year,precipitation,mm day-1,7
13072_Rostock,0.1610682,RRm,year,precipitation,mm day-1,7
13073_Vorpommern-Rügen,0.20752732,RRm,year,precipitation,mm day-1,7
13074_Nordwestmecklenburg,0.15583579,RRm,year,precipitation,mm day-1,7
13075_Vorpommern-Greifswald,0.15534335,RRm,year,precipitation,mm day-1,7
13076_Ludwigslust-Parchim,0.14608112,RRm,year,precipitation,mm day-1,7
14511_14524_14521_14522_Region_um_Chemnitz,0.18028222,RRm,year,precipitation,mm day-1,7
14511_Chemnitz,0.18201244,RRm,year,precipitation,mm day-1,7
14521_Erzgebirgskreis,0.17608002,RRm,year,precipitation,mm day-1,7
14522_Mittelsachsen,0.17873523,RRm,year,precipitation,mm day-1,7
14523_Vogtlandkreis,0.17850217,RRm,year,precipitation,mm day-1,7
14524_Zwickau,0.19152509,RRm,year,precipitation,mm day-1,7
14612_14627_14625_14628_Region_um_Dresden,0.18915446,RRm,year,precipitation,mm day-1,7
14612_Dresden,0.21039467,RRm,year,precipitation,mm day-1,7
14625_Bautzen,0.18789399,RRm,year,precipitation,mm day-1,7
14626_Görlitz,0.1912261,RRm,year,precipitation,mm day-1,7
14627_Meißen,0.18253672,RRm,year,precipitation,mm day-1,7
14628_Sächsische Schweiz-Osterzgebirge,0.19249985,RRm,year,precipitation,mm day-1,7
14713_14729_14730_Region_um_Leipzig,0.17096709,RRm,year,precipitation,mm day-1,7
14713_Leipzig,0.17992465,RRm,year,precipitation,mm day-1,7
14729_Leipzig,0.17628974,RRm,year,precipitation,mm day-1,7
14730_Nordsachsen,0.16537622,RRm,year,precipitation,mm day-1,7
15001_15091_15082_Region_um_Dessau-Rolau,0.16712655,RRm,year,precipitation,mm day-1,7
15001_Dessau-Roßlau,0.17079882,RRm,year,precipitation,mm day-1,7
15002_15088_Region_um_Halle_(Saale),0.16772993,RRm,year,precipitation,mm day-1,7
15002_Halle (Saale),0.17399222,RRm,year,precipitation,mm day-1,7
15003_15083_15089_15086_Region_um_Magdeburg,0.15984467,RRm,year,precipitation,mm day-1,7
15003_Magdeburg,0.16305736,RRm,year,precipitation,mm day-1,7
15081_Altmarkkreis Salzwedel,0.1441115,RRm,year,precipitation,mm day-1,7
15082_Anhalt-Bitterfeld,0.17394507,RRm,year,precipitation,mm day-1,7
15083_Börde,0.15157302,RRm,year,precipitation,mm day-1,7
15084_Burgenlandkreis,0.16378364,RRm,year,precipitation,mm day-1,7
15085_Harz,0.14924638,RRm,year,precipitation,mm day-1,7
15086_Jerichower Land,0.16211982,RRm,year,precipitation,mm day-1,7
15087_Mansfeld-Südharz,0.15769532,RRm,year,precipitation,mm day-1,7
15088_Saalekreis,0.16711575,RRm,year,precipitation,mm day-1,7
15089_Salzlandkreis,0.17049406,RRm,year,precipitation,mm day-1,7
15090_Stendal,0.14811084,RRm,year,precipitation,mm day-1,7
15091_Wittenberg,0.16157624,RRm,year,precipitation,mm day-1,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.15402366,RRm,year,precipitation,mm day-1,7
16051_Erfurt,0.16224918,RRm,year,precipitation,mm day-1,7
16052_16076_15084_16074_Region_um_Gera,0.1673006,RRm,year,precipitation,mm day-1,7
16052_Gera,0.17479417,RRm,year,precipitation,mm day-1,7
16053_16074_16071_16055_Region_um_Jena,0.16262186,RRm,year,precipitation,mm day-1,7
16053_Jena,0.16806076,RRm,year,precipitation,mm day-1,7
16054_16066_16069_16070_Region_um_Suhl,0.16720536,RRm,year,precipitation,mm day-1,7
16054_Suhl,0.15686102,RRm,year,precipitation,mm day-1,7
16055_16071_Region_um_Weimar,0.15867591,RRm,year,precipitation,mm day-1,7
16055_Weimar,0.15326266,RRm,year,precipitation,mm day-1,7
16056_16063_06636_Region_um_Eisenach,0.15053397,RRm,year,precipitation,mm day-1,7
16056_Eisenach,0.13837513,RRm,year,precipitation,mm day-1,7
16061_Eichsfeld,0.15308127,RRm,year,precipitation,mm day-1,7
16062_Nordhausen,0.16135617,RRm,year,precipitation,mm day-1,7
16063_Wartburgkreis,0.15239267,RRm,year,precipitation,mm day-1,7
16064_Unstrut-Hainich-Kreis,0.14736204,RRm,year,precipitation,mm day-1,7
16065_Kyffhäuserkreis,0.14997682,RRm,year,precipitation,mm day-1,7
16066_Schmalkalden-Meiningen,0.16481376,RRm,year,precipitation,mm day-1,7
16067_Gotha,0.13941398,RRm,year,precipitation,mm day-1,7
16068_Sömmerda,0.16045976,RRm,year,precipitation,mm day-1,7
16069_Hildburghausen,0.18104725,RRm,year,precipitation,mm day-1,7
16070_Ilm-Kreis,0.15674531,RRm,year,precipitation,mm day-1,7
16071_Weimarer Land,0.15929623,RRm,year,precipitation,mm day-1,7
16072_Sonneberg,0.16646737,RRm,year,precipitation,mm day-1,7
16073_Saalfeld-Rudolstadt,0.16136833,RRm,year,precipitation,mm day-1,7
16074_Saale-Holzland-Kreis,0.1661185,RRm,year,precipitation,mm day-1,7
16075_Saale-Orla-Kreis,0.16523482,RRm,year,precipitation,mm day-1,7
16076_Greiz,0.17283458,RRm,year,precipitation,mm day-1,7
16077_Altenburger Land,0.18083605,RRm,year,precipitation,mm day-1,7
