region,RRm_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
07319_Worms,0.19370554,RRm,year,precipitation,mm day-1,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.15560578,RRm,year,precipitation,mm day-1,7
07320_Zweibrücken,0.16242343,RRm,year,precipitation,mm day-1,7
07331_Alzey-Worms,0.1597411,RRm,year,precipitation,mm day-1,7
07332_Bad Dürkheim,0.15033613,RRm,year,precipitation,mm day-1,7
07333_Donnersbergkreis,0.12023792,RRm,year,precipitation,mm day-1,7
07334_Germersheim,0.17293347,RRm,year,precipitation,mm day-1,7
07335_Kaiserslautern,0.13949746,RRm,year,precipitation,mm day-1,7
07336_Kusel,0.13850723,RRm,year,precipitation,mm day-1,7
07337_Südliche Weinstraße,0.1534867,RRm,year,precipitation,mm day-1,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.18214099,RRm,year,precipitation,mm day-1,7
07338_Rhein-Pfalz-Kreis,0.20295416,RRm,year,precipitation,mm day-1,7
07339_Mainz-Bingen,0.16702637,RRm,year,precipitation,mm day-1,7
07340_Südwestpfalz,0.15419658,RRm,year,precipitation,mm day-1,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.1742113,RRm,year,precipitation,mm day-1,7
08111_Stuttgart,0.17131427,RRm,year,precipitation,mm day-1,7
08115_Böblingen,0.15182216,RRm,year,precipitation,mm day-1,7
08116_Esslingen,0.15725857,RRm,year,precipitation,mm day-1,7
08117_Göppingen,0.16746505,RRm,year,precipitation,mm day-1,7
08118_Ludwigsburg,0.18894309,RRm,year,precipitation,mm day-1,7
08119_Rems-Murr-Kreis,0.19170274,RRm,year,precipitation,mm day-1,7
08121_08125_Region_um_Heilbronn,0.19196841,RRm,year,precipitation,mm day-1,7
08121_Heilbronn,0.20365882,RRm,year,precipitation,mm day-1,7
08125_Heilbronn,0.19082692,RRm,year,precipitation,mm day-1,7
08126_Hohenlohekreis,0.17846479,RRm,year,precipitation,mm day-1,7
08127_Schwäbisch Hall,0.16508174,RRm,year,precipitation,mm day-1,7
08128_Main-Tauber-Kreis,0.16314451,RRm,year,precipitation,mm day-1,7
08135_Heidenheim,0.17974105,RRm,year,precipitation,mm day-1,7
08136_Ostalbkreis,0.16454822,RRm,year,precipitation,mm day-1,7
08211_08216_Region_um_Baden-Baden,0.12993124,RRm,year,precipitation,mm day-1,7
08211_Baden-Baden,0.14026006,RRm,year,precipitation,mm day-1,7
08212_08215_07334_Region_um_Karlsruhe,0.16782181,RRm,year,precipitation,mm day-1,7
08212_Karlsruhe,0.15819348,RRm,year,precipitation,mm day-1,7
08215_Karlsruhe,0.16723591,RRm,year,precipitation,mm day-1,7
08216_Rastatt,0.12800057,RRm,year,precipitation,mm day-1,7
08221_08226_08222_Region_um_Heidelberg,0.22441909,RRm,year,precipitation,mm day-1,7
08221_Heidelberg,0.23544542,RRm,year,precipitation,mm day-1,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.21936472,RRm,year,precipitation,mm day-1,7
08222_Mannheim,0.24201234,RRm,year,precipitation,mm day-1,7
08225_Neckar-Odenwald-Kreis,0.18342903,RRm,year,precipitation,mm day-1,7
08226_Rhein-Neckar-Kreis,0.2208131,RRm,year,precipitation,mm day-1,7
08231_08236_08235_Region_um_Pforzheim,0.1322941,RRm,year,precipitation,mm day-1,7
08231_Pforzheim,0.14386845,RRm,year,precipitation,mm day-1,7
08235_Calw,0.12108502,RRm,year,precipitation,mm day-1,7
08236_Enzkreis,0.1457545,RRm,year,precipitation,mm day-1,7
08237_Freudenstadt,0.13928118,RRm,year,precipitation,mm day-1,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.1541521,RRm,year,precipitation,mm day-1,7
08311_Freiburg im Breisgau,0.17314678,RRm,year,precipitation,mm day-1,7
08315_Breisgau-Hochschwarzwald,0.1504288,RRm,year,precipitation,mm day-1,7
08316_Emmendingen,0.1572374,RRm,year,precipitation,mm day-1,7
08317_Ortenaukreis,0.18058558,RRm,year,precipitation,mm day-1,7
08325_Rottweil,0.146853,RRm,year,precipitation,mm day-1,7
08326_Schwarzwald-Baar-Kreis,0.14544336,RRm,year,precipitation,mm day-1,7
08327_Tuttlingen,0.18577933,RRm,year,precipitation,mm day-1,7
08335_Konstanz,0.22094864,RRm,year,precipitation,mm day-1,7
08336_Lörrach,0.15284899,RRm,year,precipitation,mm day-1,7
08337_Waldshut,0.208599,RRm,year,precipitation,mm day-1,7
08415_Reutlingen,0.14310963,RRm,year,precipitation,mm day-1,7
08416_Tübingen,0.14367431,RRm,year,precipitation,mm day-1,7
08417_Zollernalbkreis,0.13409358,RRm,year,precipitation,mm day-1,7
08421_08425_09775_Region_um_Ulm,0.18659991,RRm,year,precipitation,mm day-1,7
08421_Ulm,0.19279368,RRm,year,precipitation,mm day-1,7
08425_Alb-Donau-Kreis,0.18373223,RRm,year,precipitation,mm day-1,7
08426_Biberach,0.19407384,RRm,year,precipitation,mm day-1,7
08435_Bodenseekreis,0.31384408,RRm,year,precipitation,mm day-1,7
08436_Ravensburg,0.19538212,RRm,year,precipitation,mm day-1,7
08437_Sigmaringen,0.19469003,RRm,year,precipitation,mm day-1,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.20123513,RRm,year,precipitation,mm day-1,7
09161_Ingolstadt,0.21186247,RRm,year,precipitation,mm day-1,7
09162_09184_09179_09174_Region_um_München,0.19731408,RRm,year,precipitation,mm day-1,7
09162_München,0.2061393,RRm,year,precipitation,mm day-1,7
09163_09187_Region_um_Rosenheim,0.21830648,RRm,year,precipitation,mm day-1,7
09163_Rosenheim,0.24908778,RRm,year,precipitation,mm day-1,7
09171_Altötting,0.2231747,RRm,year,precipitation,mm day-1,7
09172_Berchtesgadener Land,0.17700513,RRm,year,precipitation,mm day-1,7
09173_Bad Tölz-Wolfratshausen,0.15593135,RRm,year,precipitation,mm day-1,7
09174_Dachau,0.19185051,RRm,year,precipitation,mm day-1,7
09175_Ebersberg,0.20605713,RRm,year,precipitation,mm day-1,7
09176_Eichstätt,0.20052488,RRm,year,precipitation,mm day-1,7
09177_Erding,0.20442083,RRm,year,precipitation,mm day-1,7
09178_Freising,0.19728708,RRm,year,precipitation,mm day-1,7
09179_Fürstenfeldbruck,0.20706734,RRm,year,precipitation,mm day-1,7
09180_Garmisch-Partenkirchen,0.16611797,RRm,year,precipitation,mm day-1,7
09181_Landsberg am Lech,0.18720347,RRm,year,precipitation,mm day-1,7
09182_Miesbach,0.1622749,RRm,year,precipitation,mm day-1,7
09183_Mühldorf a. Inn,0.21060674,RRm,year,precipitation,mm day-1,7
09184_München,0.19136688,RRm,year,precipitation,mm day-1,7
09185_Neuburg-Schrobenhausen,0.20037909,RRm,year,precipitation,mm day-1,7
09186_Pfaffenhofen a.d. Ilm,0.20123859,RRm,year,precipitation,mm day-1,7
09187_Rosenheim,0.21745318,RRm,year,precipitation,mm day-1,7
09188_Starnberg,0.22769316,RRm,year,precipitation,mm day-1,7
09189_Traunstein,0.20838398,RRm,year,precipitation,mm day-1,7
09190_Weilheim-Schongau,0.17667075,RRm,year,precipitation,mm day-1,7
09261_09274_Region_um_Landshut,0.20675863,RRm,year,precipitation,mm day-1,7
09261_Landshut,0.20380044,RRm,year,precipitation,mm day-1,7
09262_09275_Region_um_Passau,0.22522704,RRm,year,precipitation,mm day-1,7
09262_Passau,0.2321399,RRm,year,precipitation,mm day-1,7
09263_09278_Region_um_Straubing,0.22598192,RRm,year,precipitation,mm day-1,7
09263_Straubing,0.24192463,RRm,year,precipitation,mm day-1,7
09271_Deggendorf,0.2376371,RRm,year,precipitation,mm day-1,7
09272_Freyung-Grafenau,0.22308503,RRm,year,precipitation,mm day-1,7
09273_Kelheim,0.20244002,RRm,year,precipitation,mm day-1,7
09274_Landshut,0.20691699,RRm,year,precipitation,mm day-1,7
09275_Passau,0.22490655,RRm,year,precipitation,mm day-1,7
09276_Regen,0.22265121,RRm,year,precipitation,mm day-1,7
09277_Rottal-Inn,0.21440034,RRm,year,precipitation,mm day-1,7
09278_Straubing-Bogen,0.22503982,RRm,year,precipitation,mm day-1,7
09279_Dingolfing-Landau,0.21983296,RRm,year,precipitation,mm day-1,7
09361_09371_Region_um_Amberg,0.18311238,RRm,year,precipitation,mm day-1,7
09361_Amberg,0.18528771,RRm,year,precipitation,mm day-1,7
09362_09375_Region_um_Regensburg,0.21024148,RRm,year,precipitation,mm day-1,7
09362_Regensburg,0.21925423,RRm,year,precipitation,mm day-1,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,0.18833664,RRm,year,precipitation,mm day-1,7
09363_Weiden i.d. OPf.,0.20575096,RRm,year,precipitation,mm day-1,7
09371_Amberg-Sulzbach,0.18302152,RRm,year,precipitation,mm day-1,7
09372_Cham,0.20309237,RRm,year,precipitation,mm day-1,7
09373_Neumarkt i.d. OPf.,0.1845434,RRm,year,precipitation,mm day-1,7
09374_Neustadt a.d. Waldnaab,0.18745041,RRm,year,precipitation,mm day-1,7
09375_Regensburg,0.20967478,RRm,year,precipitation,mm day-1,7
09376_Schwandorf,0.2078175,RRm,year,precipitation,mm day-1,7
09377_Tirschenreuth,0.17195848,RRm,year,precipitation,mm day-1,7
09461_09471_Region_um_Bamberg,0.17709419,RRm,year,precipitation,mm day-1,7
09461_Bamberg,0.2015041,RRm,year,precipitation,mm day-1,7
09462_09472_Region_um_Bayreuth,0.17345263,RRm,year,precipitation,mm day-1,7
09462_Bayreuth,0.19133292,RRm,year,precipitation,mm day-1,7
09463_09473_Region_um_Coburg,0.19838275,RRm,year,precipitation,mm day-1,7
09463_Coburg,0.194684,RRm,year,precipitation,mm day-1,7
09464_09475_Region_um_Hof,0.16391371,RRm,year,precipitation,mm day-1,7
09464_Hof,0.16845399,RRm,year,precipitation,mm day-1,7
09471_Bamberg,0.17588964,RRm,year,precipitation,mm day-1,7
09472_Bayreuth,0.17246325,RRm,year,precipitation,mm day-1,7
09473_Coburg,0.19865565,RRm,year,precipitation,mm day-1,7
09474_Forchheim,0.19052526,RRm,year,precipitation,mm day-1,7
09475_Hof,0.16362256,RRm,year,precipitation,mm day-1,7
