region,RRm_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.6077799797058105,RRm,year,precipitation,mm day-1,7
06436_Main-Taunus-Kreis,0.6596720218658447,RRm,year,precipitation,mm day-1,7
06437_Odenwaldkreis,0.7203736305236816,RRm,year,precipitation,mm day-1,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.8001043796539307,RRm,year,precipitation,mm day-1,7
06438_Offenbach,0.7953720092773438,RRm,year,precipitation,mm day-1,7
06439_Rheingau-Taunus-Kreis,0.5125179290771484,RRm,year,precipitation,mm day-1,7
06440_Wetteraukreis,0.7873682975769043,RRm,year,precipitation,mm day-1,7
06531_Gießen,0.7065920829772949,RRm,year,precipitation,mm day-1,7
06532_Lahn-Dill-Kreis,0.5260169506072998,RRm,year,precipitation,mm day-1,7
06533_Limburg-Weilburg,0.6281588077545166,RRm,year,precipitation,mm day-1,7
06534_Marburg-Biedenkopf,0.5510790348052979,RRm,year,precipitation,mm day-1,7
06535_Vogelsbergkreis,0.7319612503051758,RRm,year,precipitation,mm day-1,7
06611_06633_03159_Region_um_Kassel,0.6934053897857666,RRm,year,precipitation,mm day-1,7
06611_Kassel,0.6759161949157715,RRm,year,precipitation,mm day-1,7
06631_Fulda,0.743424654006958,RRm,year,precipitation,mm day-1,7
06632_Hersfeld-Rotenburg,0.5454952716827393,RRm,year,precipitation,mm day-1,7
06633_Kassel,0.6426305770874023,RRm,year,precipitation,mm day-1,7
06634_Schwalm-Eder-Kreis,0.5994935035705566,RRm,year,precipitation,mm day-1,7
06635_Waldeck-Frankenberg,0.39889025688171387,RRm,year,precipitation,mm day-1,7
06636_Werra-Meißner-Kreis,0.5477795600891113,RRm,year,precipitation,mm day-1,7
07111_07137_07141_07143_Region_um_Koblenz,0.6444227695465088,RRm,year,precipitation,mm day-1,7
07111_Koblenz,0.8862004280090332,RRm,year,precipitation,mm day-1,7
07131_Ahrweiler,0.4840085506439209,RRm,year,precipitation,mm day-1,7
07132_Altenkirchen (Westerwald),0.7954199314117432,RRm,year,precipitation,mm day-1,7
07133_Bad Kreuznach,0.38418102264404297,RRm,year,precipitation,mm day-1,7
07134_Birkenfeld,0.45828962326049805,RRm,year,precipitation,mm day-1,7
07135_Cochem-Zell,0.4436523914337158,RRm,year,precipitation,mm day-1,7
07137_Mayen-Koblenz,0.6134543418884277,RRm,year,precipitation,mm day-1,7
07138_Neuwied,0.8936545848846436,RRm,year,precipitation,mm day-1,7
07140_Rhein-Hunsrück-Kreis,0.38224005699157715,RRm,year,precipitation,mm day-1,7
07141_Rhein-Lahn-Kreis,0.5991535186767578,RRm,year,precipitation,mm day-1,7
07143_Westerwaldkreis,0.6784176826477051,RRm,year,precipitation,mm day-1,7
07211_07235_Region_um_Trier,0.6199309825897217,RRm,year,precipitation,mm day-1,7
07211_Trier,0.5894880294799805,RRm,year,precipitation,mm day-1,7
07231_Bernkastel-Wittlich,0.5386240482330322,RRm,year,precipitation,mm day-1,7
07232_Eifelkreis Bitburg-Prüm,0.4843006134033203,RRm,year,precipitation,mm day-1,7
07233_Vulkaneifel,0.43567776679992676,RRm,year,precipitation,mm day-1,7
07235_Trier-Saarburg,0.6233713626861572,RRm,year,precipitation,mm day-1,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),1.041072130203247,RRm,year,precipitation,mm day-1,7
07311_Frankenthal (Pfalz),0.967700719833374,RRm,year,precipitation,mm day-1,7
07312_07335_07332_Region_um_Kaiserslautern,0.4740753173828125,RRm,year,precipitation,mm day-1,7
07312_Kaiserslautern,0.5077881813049316,RRm,year,precipitation,mm day-1,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.5162122249603271,RRm,year,precipitation,mm day-1,7
07313_Landau in der Pfalz,0.517784595489502,RRm,year,precipitation,mm day-1,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,1.0455420017242432,RRm,year,precipitation,mm day-1,7
07314_Ludwigshafen am Rhein,1.0413901805877686,RRm,year,precipitation,mm day-1,7
07315_07339_06414_06433_Region_um_Mainz,0.6706607341766357,RRm,year,precipitation,mm day-1,7
07315_Mainz,0.5899978876113892,RRm,year,precipitation,mm day-1,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.4725313186645508,RRm,year,precipitation,mm day-1,7
07316_Neustadt an der Weinstraße,0.44524574279785156,RRm,year,precipitation,mm day-1,7
07317_07340_Region_um_Pirmasens,0.5816540718078613,RRm,year,precipitation,mm day-1,7
07317_Pirmasens,0.62093186378479,RRm,year,precipitation,mm day-1,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.8453428745269775,RRm,year,precipitation,mm day-1,7
07318_Speyer,0.9760265350341797,RRm,year,precipitation,mm day-1,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.7188618183135986,RRm,year,precipitation,mm day-1,7
07319_Worms,0.702643871307373,RRm,year,precipitation,mm day-1,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.5967693328857422,RRm,year,precipitation,mm day-1,7
07320_Zweibrücken,0.6257491111755371,RRm,year,precipitation,mm day-1,7
07331_Alzey-Worms,0.515026330947876,RRm,year,precipitation,mm day-1,7
07332_Bad Dürkheim,0.42557740211486816,RRm,year,precipitation,mm day-1,7
07333_Donnersbergkreis,0.37719058990478516,RRm,year,precipitation,mm day-1,7
07334_Germersheim,0.710594654083252,RRm,year,precipitation,mm day-1,7
07335_Kaiserslautern,0.5129284858703613,RRm,year,precipitation,mm day-1,7
07336_Kusel,0.4784388542175293,RRm,year,precipitation,mm day-1,7
07337_Südliche Weinstraße,0.5159871578216553,RRm,year,precipitation,mm day-1,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.7289736270904541,RRm,year,precipitation,mm day-1,7
07338_Rhein-Pfalz-Kreis,0.9735023975372314,RRm,year,precipitation,mm day-1,7
07339_Mainz-Bingen,0.5606706142425537,RRm,year,precipitation,mm day-1,7
07340_Südwestpfalz,0.5789279937744141,RRm,year,precipitation,mm day-1,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.6870605945587158,RRm,year,precipitation,mm day-1,7
08111_Stuttgart,0.6116538047790527,RRm,year,precipitation,mm day-1,7
08115_Böblingen,0.48075199127197266,RRm,year,precipitation,mm day-1,7
08116_Esslingen,0.7490105628967285,RRm,year,precipitation,mm day-1,7
08117_Göppingen,0.7322664260864258,RRm,year,precipitation,mm day-1,7
08118_Ludwigsburg,0.6193020343780518,RRm,year,precipitation,mm day-1,7
08119_Rems-Murr-Kreis,0.8728227615356445,RRm,year,precipitation,mm day-1,7
08121_08125_Region_um_Heilbronn,0.7187092304229736,RRm,year,precipitation,mm day-1,7
08121_Heilbronn,0.7375733852386475,RRm,year,precipitation,mm day-1,7
08125_Heilbronn,0.7168679237365723,RRm,year,precipitation,mm day-1,7
08126_Hohenlohekreis,0.7923140525817871,RRm,year,precipitation,mm day-1,7
08127_Schwäbisch Hall,0.6948647499084473,RRm,year,precipitation,mm day-1,7
08128_Main-Tauber-Kreis,0.6008644104003906,RRm,year,precipitation,mm day-1,7
08135_Heidenheim,0.5712926387786865,RRm,year,precipitation,mm day-1,7
08136_Ostalbkreis,0.6568312644958496,RRm,year,precipitation,mm day-1,7
08211_08216_Region_um_Baden-Baden,1.1226587295532227,RRm,year,precipitation,mm day-1,7
08211_Baden-Baden,1.2161879539489746,RRm,year,precipitation,mm day-1,7
08212_08215_07334_Region_um_Karlsruhe,0.7882449626922607,RRm,year,precipitation,mm day-1,7
08212_Karlsruhe,0.8495540618896484,RRm,year,precipitation,mm day-1,7
08215_Karlsruhe,0.8110575675964355,RRm,year,precipitation,mm day-1,7
08216_Rastatt,1.1051764488220215,RRm,year,precipitation,mm day-1,7
08221_08226_08222_Region_um_Heidelberg,0.9385008811950684,RRm,year,precipitation,mm day-1,7
08221_Heidelberg,1.0909249782562256,RRm,year,precipitation,mm day-1,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.9569234848022461,RRm,year,precipitation,mm day-1,7
08222_Mannheim,1.221315860748291,RRm,year,precipitation,mm day-1,7
08225_Neckar-Odenwald-Kreis,0.7050862312316895,RRm,year,precipitation,mm day-1,7
08226_Rhein-Neckar-Kreis,0.9198427200317383,RRm,year,precipitation,mm day-1,7
08231_08236_08235_Region_um_Pforzheim,0.5877318382263184,RRm,year,precipitation,mm day-1,7
08231_Pforzheim,0.5483391284942627,RRm,year,precipitation,mm day-1,7
08235_Calw,0.5920252799987793,RRm,year,precipitation,mm day-1,7
08236_Enzkreis,0.5890021324157715,RRm,year,precipitation,mm day-1,7
08237_Freudenstadt,0.8731021881103516,RRm,year,precipitation,mm day-1,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,1.1137843132019043,RRm,year,precipitation,mm day-1,7
08311_Freiburg im Breisgau,1.2834925651550293,RRm,year,precipitation,mm day-1,7
08315_Breisgau-Hochschwarzwald,1.0391554832458496,RRm,year,precipitation,mm day-1,7
08316_Emmendingen,1.2393040657043457,RRm,year,precipitation,mm day-1,7
08317_Ortenaukreis,1.2507219314575195,RRm,year,precipitation,mm day-1,7
08325_Rottweil,0.6048083305358887,RRm,year,precipitation,mm day-1,7
08326_Schwarzwald-Baar-Kreis,0.6570382118225098,RRm,year,precipitation,mm day-1,7
08327_Tuttlingen,0.6224095821380615,RRm,year,precipitation,mm day-1,7
08335_Konstanz,0.8202395439147949,RRm,year,precipitation,mm day-1,7
08336_Lörrach,1.1679563522338867,RRm,year,precipitation,mm day-1,7
08337_Waldshut,0.9902291297912598,RRm,year,precipitation,mm day-1,7
08415_Reutlingen,0.6288316249847412,RRm,year,precipitation,mm day-1,7
08416_Tübingen,0.5732238292694092,RRm,year,precipitation,mm day-1,7
08417_Zollernalbkreis,0.603151798248291,RRm,year,precipitation,mm day-1,7
08421_08425_09775_Region_um_Ulm,0.6276144981384277,RRm,year,precipitation,mm day-1,7
08421_Ulm,0.6279764175415039,RRm,year,precipitation,mm day-1,7
08425_Alb-Donau-Kreis,0.5967788696289062,RRm,year,precipitation,mm day-1,7
08426_Biberach,0.7637465000152588,RRm,year,precipitation,mm day-1,7
08435_Bodenseekreis,1.1923837661743164,RRm,year,precipitation,mm day-1,7
08436_Ravensburg,1.0984253883361816,RRm,year,precipitation,mm day-1,7
08437_Sigmaringen,0.6799170970916748,RRm,year,precipitation,mm day-1,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.6606824398040771,RRm,year,precipitation,mm day-1,7
09161_Ingolstadt,0.6976134777069092,RRm,year,precipitation,mm day-1,7
09162_09184_09179_09174_Region_um_München,0.7356617450714111,RRm,year,precipitation,mm day-1,7
09162_München,0.8185358047485352,RRm,year,precipitation,mm day-1,7
09163_09187_Region_um_Rosenheim,0.8269333839416504,RRm,year,precipitation,mm day-1,7
09163_Rosenheim,0.8673300743103027,RRm,year,precipitation,mm day-1,7
09171_Altötting,0.6658430099487305,RRm,year,precipitation,mm day-1,7
09172_Berchtesgadener Land,0.7993383407592773,RRm,year,precipitation,mm day-1,7
09173_Bad Tölz-Wolfratshausen,0.9334049224853516,RRm,year,precipitation,mm day-1,7
09174_Dachau,0.6822633743286133,RRm,year,precipitation,mm day-1,7
09175_Ebersberg,0.7175323963165283,RRm,year,precipitation,mm day-1,7
09176_Eichstätt,0.6155674457550049,RRm,year,precipitation,mm day-1,7
09177_Erding,0.7082066535949707,RRm,year,precipitation,mm day-1,7
09178_Freising,0.6752886772155762,RRm,year,precipitation,mm day-1,7
09179_Fürstenfeldbruck,0.6943483352661133,RRm,year,precipitation,mm day-1,7
09180_Garmisch-Partenkirchen,0.712094783782959,RRm,year,precipitation,mm day-1,7
09181_Landsberg am Lech,0.6791012287139893,RRm,year,precipitation,mm day-1,7
09182_Miesbach,0.7252497673034668,RRm,year,precipitation,mm day-1,7
09183_Mühldorf a. Inn,0.6501386165618896,RRm,year,precipitation,mm day-1,7
09184_München,0.7696466445922852,RRm,year,precipitation,mm day-1,7
09185_Neuburg-Schrobenhausen,0.6776790618896484,RRm,year,precipitation,mm day-1,7
09186_Pfaffenhofen a.d. Ilm,0.7095613479614258,RRm,year,precipitation,mm day-1,7
09187_Rosenheim,0.8258135318756104,RRm,year,precipitation,mm day-1,7
09188_Starnberg,0.7770044803619385,RRm,year,precipitation,mm day-1,7
09189_Traunstein,0.827521800994873,RRm,year,precipitation,mm day-1,7
09190_Weilheim-Schongau,0.7555651664733887,RRm,year,precipitation,mm day-1,7
09261_09274_Region_um_Landshut,0.6185016632080078,RRm,year,precipitation,mm day-1,7
09261_Landshut,0.6321797370910645,RRm,year,precipitation,mm day-1,7
09262_09275_Region_um_Passau,0.7204883098602295,RRm,year,precipitation,mm day-1,7
09262_Passau,0.7567110061645508,RRm,year,precipitation,mm day-1,7
09263_09278_Region_um_Straubing,0.6991219520568848,RRm,year,precipitation,mm day-1,7
09263_Straubing,0.7449536323547363,RRm,year,precipitation,mm day-1,7
09271_Deggendorf,0.7955913543701172,RRm,year,precipitation,mm day-1,7
09272_Freyung-Grafenau,0.8435049057006836,RRm,year,precipitation,mm day-1,7
09273_Kelheim,0.6227293014526367,RRm,year,precipitation,mm day-1,7
09274_Landshut,0.617769718170166,RRm,year,precipitation,mm day-1,7
09275_Passau,0.7188446521759033,RRm,year,precipitation,mm day-1,7
09276_Regen,0.8545722961425781,RRm,year,precipitation,mm day-1,7
09277_Rottal-Inn,0.6046409606933594,RRm,year,precipitation,mm day-1,7
09278_Straubing-Bogen,0.696413516998291,RRm,year,precipitation,mm day-1,7
09279_Dingolfing-Landau,0.5951149463653564,RRm,year,precipitation,mm day-1,7
