region,RRm_year_2C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
03255_Holzminden,0.32114100456237793,RRm,year,precipitation,mm day-1,7
03256_Nienburg (Weser),0.30603480339050293,RRm,year,precipitation,mm day-1,7
03257_Schaumburg,0.3259568214416504,RRm,year,precipitation,mm day-1,7
03351_Celle,0.31266212463378906,RRm,year,precipitation,mm day-1,7
03352_Cuxhaven,0.3791472911834717,RRm,year,precipitation,mm day-1,7
03353_Harburg,0.3299083709716797,RRm,year,precipitation,mm day-1,7
03354_Lüchow-Dannenberg,0.2639343738555908,RRm,year,precipitation,mm day-1,7
03355_Lüneburg,0.334247350692749,RRm,year,precipitation,mm day-1,7
03356_Osterholz,0.33373498916625977,RRm,year,precipitation,mm day-1,7
03357_Rotenburg (Wümme),0.333437442779541,RRm,year,precipitation,mm day-1,7
03358_Heidekreis,0.3338956832885742,RRm,year,precipitation,mm day-1,7
03359_Stade,0.34819555282592773,RRm,year,precipitation,mm day-1,7
03360_Uelzen,0.32999420166015625,RRm,year,precipitation,mm day-1,7
03361_Verden,0.32019591331481934,RRm,year,precipitation,mm day-1,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.30743956565856934,RRm,year,precipitation,mm day-1,7
03401_Delmenhorst,0.31096696853637695,RRm,year,precipitation,mm day-1,7
03402_03452_03457_Region_um_Emden,0.38159942626953125,RRm,year,precipitation,mm day-1,7
03402_Emden,0.42588090896606445,RRm,year,precipitation,mm day-1,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.32235169410705566,RRm,year,precipitation,mm day-1,7
03403_Oldenburg (Oldb),0.3325486183166504,RRm,year,precipitation,mm day-1,7
03404_03459_05566_Region_um_Osnabrück,0.3211495876312256,RRm,year,precipitation,mm day-1,7
03404_Osnabrück,0.33216309547424316,RRm,year,precipitation,mm day-1,7
03405_03455_Region_um_Wilhelmshaven,0.3461322784423828,RRm,year,precipitation,mm day-1,7
03405_Wilhelmshaven,0.38301610946655273,RRm,year,precipitation,mm day-1,7
03451_Ammerland,0.3267326354980469,RRm,year,precipitation,mm day-1,7
03452_Aurich,0.4304928779602051,RRm,year,precipitation,mm day-1,7
03453_Cloppenburg,0.3087189197540283,RRm,year,precipitation,mm day-1,7
03454_Emsland,0.30233097076416016,RRm,year,precipitation,mm day-1,7
03455_Friesland,0.34761953353881836,RRm,year,precipitation,mm day-1,7
03456_Grafschaft Bentheim,0.34894490242004395,RRm,year,precipitation,mm day-1,7
03457_Leer,0.3170464038848877,RRm,year,precipitation,mm day-1,7
03458_Oldenburg,0.31523633003234863,RRm,year,precipitation,mm day-1,7
03459_Osnabrück,0.32457947731018066,RRm,year,precipitation,mm day-1,7
03460_Vechta,0.3062400817871094,RRm,year,precipitation,mm day-1,7
03461_Wesermarsch,0.33802103996276855,RRm,year,precipitation,mm day-1,7
03462_Wittmund,0.36553525924682617,RRm,year,precipitation,mm day-1,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.3284008502960205,RRm,year,precipitation,mm day-1,7
04011_Bremen,0.3209550380706787,RRm,year,precipitation,mm day-1,7
04012_03352_03461_Region_um_Bremerhaven,0.3612949848175049,RRm,year,precipitation,mm day-1,7
04012_Bremerhaven,0.4757530689239502,RRm,year,precipitation,mm day-1,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.47324180603027344,RRm,year,precipitation,mm day-1,7
05111_Düsseldorf,0.5660080909729004,RRm,year,precipitation,mm day-1,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.39882493019104004,RRm,year,precipitation,mm day-1,7
05112_Duisburg,0.4529433250427246,RRm,year,precipitation,mm day-1,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.34594249725341797,RRm,year,precipitation,mm day-1,7
05113_Essen,0.353193998336792,RRm,year,precipitation,mm day-1,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.3561546802520752,RRm,year,precipitation,mm day-1,7
05114_Krefeld,0.366741418838501,RRm,year,precipitation,mm day-1,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.35201525688171387,RRm,year,precipitation,mm day-1,7
05116_Mönchengladbach,0.31009840965270996,RRm,year,precipitation,mm day-1,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.4414072036743164,RRm,year,precipitation,mm day-1,7
05117_Mülheim an der Ruhr,0.42324090003967285,RRm,year,precipitation,mm day-1,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.35329127311706543,RRm,year,precipitation,mm day-1,7
05119_Oberhausen,0.4244678020477295,RRm,year,precipitation,mm day-1,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.4849393367767334,RRm,year,precipitation,mm day-1,7
05120_Remscheid,0.5210366249084473,RRm,year,precipitation,mm day-1,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.4751577377319336,RRm,year,precipitation,mm day-1,7
05122_Solingen,0.5314779281616211,RRm,year,precipitation,mm day-1,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.45610785484313965,RRm,year,precipitation,mm day-1,7
05124_Wuppertal,0.4809699058532715,RRm,year,precipitation,mm day-1,7
05154_Kleve,0.3004589080810547,RRm,year,precipitation,mm day-1,7
05158_Mettmann,0.486621618270874,RRm,year,precipitation,mm day-1,7
05162_Rhein-Kreis Neuss,0.43649959564208984,RRm,year,precipitation,mm day-1,7
05166_Viersen,0.30380821228027344,RRm,year,precipitation,mm day-1,7
05170_Wesel,0.31696033477783203,RRm,year,precipitation,mm day-1,7
05314_05382_Region_um_Bonn,0.5255732536315918,RRm,year,precipitation,mm day-1,7
05314_Bonn,0.5533599853515625,RRm,year,precipitation,mm day-1,7
05315_Köln,0.6243658065795898,RRm,year,precipitation,mm day-1,7
05316_05315_05378_05158_Region_um_Leverkusen,0.5505733489990234,RRm,year,precipitation,mm day-1,7
05316_Leverkusen,0.6336686611175537,RRm,year,precipitation,mm day-1,7
05334_Städteregion Aachen,0.41063714027404785,RRm,year,precipitation,mm day-1,7
05358_Düren,0.3346061706542969,RRm,year,precipitation,mm day-1,7
05362_Rhein-Erft-Kreis,0.42131567001342773,RRm,year,precipitation,mm day-1,7
05366_Euskirchen,0.36164093017578125,RRm,year,precipitation,mm day-1,7
05370_Heinsberg,0.33406591415405273,RRm,year,precipitation,mm day-1,7
05374_Oberbergischer Kreis,0.4926478862762451,RRm,year,precipitation,mm day-1,7
05378_Rheinisch-Bergischer Kreis,0.5286366939544678,RRm,year,precipitation,mm day-1,7
05382_Rhein-Sieg-Kreis,0.5220928192138672,RRm,year,precipitation,mm day-1,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.3246743679046631,RRm,year,precipitation,mm day-1,7
05512_Bottrop,0.3777320384979248,RRm,year,precipitation,mm day-1,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.32559752464294434,RRm,year,precipitation,mm day-1,7
05513_Gelsenkirchen,0.38454151153564453,RRm,year,precipitation,mm day-1,7
05515_05566_05558_05570_Region_um_Münster,0.3148386478424072,RRm,year,precipitation,mm day-1,7
05515_Münster,0.3211545944213867,RRm,year,precipitation,mm day-1,7
05554_Borken,0.33793163299560547,RRm,year,precipitation,mm day-1,7
05558_Coesfeld,0.3172435760498047,RRm,year,precipitation,mm day-1,7
05562_Recklinghausen,0.3022274971008301,RRm,year,precipitation,mm day-1,7
05566_Steinfurt,0.3163728713989258,RRm,year,precipitation,mm day-1,7
05570_Warendorf,0.3092641830444336,RRm,year,precipitation,mm day-1,7
05711_05754_05758_05766_Region_um_Bielefeld,0.3475790023803711,RRm,year,precipitation,mm day-1,7
05711_Bielefeld,0.3542759418487549,RRm,year,precipitation,mm day-1,7
05754_Gütersloh,0.325458288192749,RRm,year,precipitation,mm day-1,7
05758_Herford,0.34462928771972656,RRm,year,precipitation,mm day-1,7
05762_Höxter,0.33124446868896484,RRm,year,precipitation,mm day-1,7
05766_Lippe,0.3644442558288574,RRm,year,precipitation,mm day-1,7
05770_Minden-Lübbecke,0.3215656280517578,RRm,year,precipitation,mm day-1,7
05774_Paderborn,0.3776512145996094,RRm,year,precipitation,mm day-1,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.30744314193725586,RRm,year,precipitation,mm day-1,7
05911_Bochum,0.31659388542175293,RRm,year,precipitation,mm day-1,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.30098557472229004,RRm,year,precipitation,mm day-1,7
05913_Dortmund,0.3450453281402588,RRm,year,precipitation,mm day-1,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.36826443672180176,RRm,year,precipitation,mm day-1,7
05914_Hagen,0.39165759086608887,RRm,year,precipitation,mm day-1,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.30297040939331055,RRm,year,precipitation,mm day-1,7
05915_Hamm,0.32764720916748047,RRm,year,precipitation,mm day-1,7
05916_05513_05562_05911_Region_um_Herne,0.31512904167175293,RRm,year,precipitation,mm day-1,7
05916_Herne,0.3853113651275635,RRm,year,precipitation,mm day-1,7
05954_Ennepe-Ruhr-Kreis,0.39875054359436035,RRm,year,precipitation,mm day-1,7
05958_Hochsauerlandkreis,0.41797924041748047,RRm,year,precipitation,mm day-1,7
05962_Märkischer Kreis,0.4335446357727051,RRm,year,precipitation,mm day-1,7
05966_Olpe,0.45268869400024414,RRm,year,precipitation,mm day-1,7
05970_Siegen-Wittgenstein,0.4712491035461426,RRm,year,precipitation,mm day-1,7
05974_Soest,0.3697850704193115,RRm,year,precipitation,mm day-1,7
05978_Unna,0.3270432949066162,RRm,year,precipitation,mm day-1,7
06411_06432_06438_Region_um_Darmstadt,0.37797045707702637,RRm,year,precipitation,mm day-1,7
06411_Darmstadt,0.4074101448059082,RRm,year,precipitation,mm day-1,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.3715815544128418,RRm,year,precipitation,mm day-1,7
06412_Frankfurt am Main,0.3392524719238281,RRm,year,precipitation,mm day-1,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.4164600372314453,RRm,year,precipitation,mm day-1,7
06413_Offenbach am Main,0.36883068084716797,RRm,year,precipitation,mm day-1,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.28247129917144775,RRm,year,precipitation,mm day-1,7
06414_Wiesbaden,0.32918453216552734,RRm,year,precipitation,mm day-1,7
06431_Bergstraße,0.433117151260376,RRm,year,precipitation,mm day-1,7
06432_Darmstadt-Dieburg,0.3651587963104248,RRm,year,precipitation,mm day-1,7
06433_Groß-Gerau,0.39471960067749023,RRm,year,precipitation,mm day-1,7
06434_Hochtaunuskreis,0.2853236198425293,RRm,year,precipitation,mm day-1,7
06435_Main-Kinzig-Kreis,0.43775415420532227,RRm,year,precipitation,mm day-1,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.2887531518936157,RRm,year,precipitation,mm day-1,7
06436_Main-Taunus-Kreis,0.3369019031524658,RRm,year,precipitation,mm day-1,7
06437_Odenwaldkreis,0.3364377021789551,RRm,year,precipitation,mm day-1,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.40143585205078125,RRm,year,precipitation,mm day-1,7
06438_Offenbach,0.39206957817077637,RRm,year,precipitation,mm day-1,7
06439_Rheingau-Taunus-Kreis,0.29758763313293457,RRm,year,precipitation,mm day-1,7
06440_Wetteraukreis,0.39705824851989746,RRm,year,precipitation,mm day-1,7
06531_Gießen,0.377208948135376,RRm,year,precipitation,mm day-1,7
06532_Lahn-Dill-Kreis,0.3321537971496582,RRm,year,precipitation,mm day-1,7
06533_Limburg-Weilburg,0.30461835861206055,RRm,year,precipitation,mm day-1,7
06534_Marburg-Biedenkopf,0.30472540855407715,RRm,year,precipitation,mm day-1,7
06535_Vogelsbergkreis,0.40853452682495117,RRm,year,precipitation,mm day-1,7
06611_06633_03159_Region_um_Kassel,0.3250234127044678,RRm,year,precipitation,mm day-1,7
06611_Kassel,0.2949795722961426,RRm,year,precipitation,mm day-1,7
06631_Fulda,0.42669200897216797,RRm,year,precipitation,mm day-1,7
06632_Hersfeld-Rotenburg,0.30545759201049805,RRm,year,precipitation,mm day-1,7
06633_Kassel,0.29601407051086426,RRm,year,precipitation,mm day-1,7
06634_Schwalm-Eder-Kreis,0.3107903003692627,RRm,year,precipitation,mm day-1,7
06635_Waldeck-Frankenberg,0.3307321071624756,RRm,year,precipitation,mm day-1,7
06636_Werra-Meißner-Kreis,0.27492260932922363,RRm,year,precipitation,mm day-1,7
07111_07137_07141_07143_Region_um_Koblenz,0.31931591033935547,RRm,year,precipitation,mm day-1,7
07111_Koblenz,0.40225696563720703,RRm,year,precipitation,mm day-1,7
07131_Ahrweiler,0.330411434173584,RRm,year,precipitation,mm day-1,7
07132_Altenkirchen (Westerwald),0.4194774627685547,RRm,year,precipitation,mm day-1,7
07133_Bad Kreuznach,0.28101348876953125,RRm,year,precipitation,mm day-1,7
07134_Birkenfeld,0.3273475170135498,RRm,year,precipitation,mm day-1,7
07135_Cochem-Zell,0.3248300552368164,RRm,year,precipitation,mm day-1,7
07137_Mayen-Koblenz,0.3110637664794922,RRm,year,precipitation,mm day-1,7
07138_Neuwied,0.43108248710632324,RRm,year,precipitation,mm day-1,7
07140_Rhein-Hunsrück-Kreis,0.33052992820739746,RRm,year,precipitation,mm day-1,7
07141_Rhein-Lahn-Kreis,0.289949893951416,RRm,year,precipitation,mm day-1,7
07143_Westerwaldkreis,0.40033435821533203,RRm,year,precipitation,mm day-1,7
07211_07235_Region_um_Trier,0.3182694911956787,RRm,year,precipitation,mm day-1,7
07211_Trier,0.30229687690734863,RRm,year,precipitation,mm day-1,7
07231_Bernkastel-Wittlich,0.30400586128234863,RRm,year,precipitation,mm day-1,7
07232_Eifelkreis Bitburg-Prüm,0.29372286796569824,RRm,year,precipitation,mm day-1,7
07233_Vulkaneifel,0.33178067207336426,RRm,year,precipitation,mm day-1,7
07235_Trier-Saarburg,0.32007431983947754,RRm,year,precipitation,mm day-1,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.41315174102783203,RRm,year,precipitation,mm day-1,7
07311_Frankenthal (Pfalz),0.3997349739074707,RRm,year,precipitation,mm day-1,7
07312_07335_07332_Region_um_Kaiserslautern,0.2976013422012329,RRm,year,precipitation,mm day-1,7
07312_Kaiserslautern,0.31142592430114746,RRm,year,precipitation,mm day-1,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.32397234439849854,RRm,year,precipitation,mm day-1,7
07313_Landau in der Pfalz,0.323733925819397,RRm,year,precipitation,mm day-1,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.41647958755493164,RRm,year,precipitation,mm day-1,7
07314_Ludwigshafen am Rhein,0.4237668514251709,RRm,year,precipitation,mm day-1,7
07315_07339_06414_06433_Region_um_Mainz,0.3124659061431885,RRm,year,precipitation,mm day-1,7
07315_Mainz,0.275997519493103,RRm,year,precipitation,mm day-1,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.30439555644989014,RRm,year,precipitation,mm day-1,7
07316_Neustadt an der Weinstraße,0.2853735685348511,RRm,year,precipitation,mm day-1,7
07317_07340_Region_um_Pirmasens,0.3318803310394287,RRm,year,precipitation,mm day-1,7
07317_Pirmasens,0.34366726875305176,RRm,year,precipitation,mm day-1,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.38265395164489746,RRm,year,precipitation,mm day-1,7
07318_Speyer,0.36472535133361816,RRm,year,precipitation,mm day-1,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.28355872631073,RRm,year,precipitation,mm day-1,7
07319_Worms,0.31960487365722656,RRm,year,precipitation,mm day-1,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.32871055603027344,RRm,year,precipitation,mm day-1,7
07320_Zweibrücken,0.32537174224853516,RRm,year,precipitation,mm day-1,7
07331_Alzey-Worms,0.27578556537628174,RRm,year,precipitation,mm day-1,7
07332_Bad Dürkheim,0.28458571434020996,RRm,year,precipitation,mm day-1,7
07333_Donnersbergkreis,0.29804182052612305,RRm,year,precipitation,mm day-1,7
07334_Germersheim,0.30785322189331055,RRm,year,precipitation,mm day-1,7
07335_Kaiserslautern,0.3069190979003906,RRm,year,precipitation,mm day-1,7
07336_Kusel,0.2955363988876343,RRm,year,precipitation,mm day-1,7
07337_Südliche Weinstraße,0.3240060806274414,RRm,year,precipitation,mm day-1,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.3217790126800537,RRm,year,precipitation,mm day-1,7
07338_Rhein-Pfalz-Kreis,0.37045907974243164,RRm,year,precipitation,mm day-1,7
07339_Mainz-Bingen,0.2591818571090698,RRm,year,precipitation,mm day-1,7
07340_Südwestpfalz,0.33106231689453125,RRm,year,precipitation,mm day-1,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.3582463264465332,RRm,year,precipitation,mm day-1,7
08111_Stuttgart,0.3198733329772949,RRm,year,precipitation,mm day-1,7
08115_Böblingen,0.31562185287475586,RRm,year,precipitation,mm day-1,7
08116_Esslingen,0.3933558464050293,RRm,year,precipitation,mm day-1,7
08117_Göppingen,0.4947230815887451,RRm,year,precipitation,mm day-1,7
08118_Ludwigsburg,0.34246325492858887,RRm,year,precipitation,mm day-1,7
08119_Rems-Murr-Kreis,0.42810511589050293,RRm,year,precipitation,mm day-1,7
08121_08125_Region_um_Heilbronn,0.37447309494018555,RRm,year,precipitation,mm day-1,7
08121_Heilbronn,0.3799419403076172,RRm,year,precipitation,mm day-1,7
08125_Heilbronn,0.37393951416015625,RRm,year,precipitation,mm day-1,7
08126_Hohenlohekreis,0.39774584770202637,RRm,year,precipitation,mm day-1,7
08127_Schwäbisch Hall,0.3811800479888916,RRm,year,precipitation,mm day-1,7
08128_Main-Tauber-Kreis,0.3309462070465088,RRm,year,precipitation,mm day-1,7
08135_Heidenheim,0.38874077796936035,RRm,year,precipitation,mm day-1,7
08136_Ostalbkreis,0.38791656494140625,RRm,year,precipitation,mm day-1,7
08211_08216_Region_um_Baden-Baden,0.5548334121704102,RRm,year,precipitation,mm day-1,7
08211_Baden-Baden,0.6155524253845215,RRm,year,precipitation,mm day-1,7
08212_08215_07334_Region_um_Karlsruhe,0.37049102783203125,RRm,year,precipitation,mm day-1,7
08212_Karlsruhe,0.405261754989624,RRm,year,precipitation,mm day-1,7
08215_Karlsruhe,0.3912978172302246,RRm,year,precipitation,mm day-1,7
08216_Rastatt,0.5434846878051758,RRm,year,precipitation,mm day-1,7
08221_08226_08222_Region_um_Heidelberg,0.41327452659606934,RRm,year,precipitation,mm day-1,7
08221_Heidelberg,0.4383513927459717,RRm,year,precipitation,mm day-1,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.39774298667907715,RRm,year,precipitation,mm day-1,7
08222_Mannheim,0.5134134292602539,RRm,year,precipitation,mm day-1,7
08225_Neckar-Odenwald-Kreis,0.3521137237548828,RRm,year,precipitation,mm day-1,7
08226_Rhein-Neckar-Kreis,0.4067378044128418,RRm,year,precipitation,mm day-1,7
08231_08236_08235_Region_um_Pforzheim,0.36356186866760254,RRm,year,precipitation,mm day-1,7
08231_Pforzheim,0.34052538871765137,RRm,year,precipitation,mm day-1,7
08235_Calw,0.3851351737976074,RRm,year,precipitation,mm day-1,7
08236_Enzkreis,0.3377950191497803,RRm,year,precipitation,mm day-1,7
08237_Freudenstadt,0.484893798828125,RRm,year,precipitation,mm day-1,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.5742073059082031,RRm,year,precipitation,mm day-1,7
08311_Freiburg im Breisgau,0.6281867027282715,RRm,year,precipitation,mm day-1,7
08315_Breisgau-Hochschwarzwald,0.5571417808532715,RRm,year,precipitation,mm day-1,7
08316_Emmendingen,0.630521297454834,RRm,year,precipitation,mm day-1,7
08317_Ortenaukreis,0.611844539642334,RRm,year,precipitation,mm day-1,7
08325_Rottweil,0.38462305068969727,RRm,year,precipitation,mm day-1,7
08326_Schwarzwald-Baar-Kreis,0.3956298828125,RRm,year,precipitation,mm day-1,7
08327_Tuttlingen,0.3620188236236572,RRm,year,precipitation,mm day-1,7
08335_Konstanz,0.39554738998413086,RRm,year,precipitation,mm day-1,7
08336_Lörrach,0.624596118927002,RRm,year,precipitation,mm day-1,7
08337_Waldshut,0.477341890335083,RRm,year,precipitation,mm day-1,7
08415_Reutlingen,0.4046008586883545,RRm,year,precipitation,mm day-1,7
08416_Tübingen,0.3126673698425293,RRm,year,precipitation,mm day-1,7
08417_Zollernalbkreis,0.3598136901855469,RRm,year,precipitation,mm day-1,7
08421_08425_09775_Region_um_Ulm,0.3960249423980713,RRm,year,precipitation,mm day-1,7
08421_Ulm,0.3914961814880371,RRm,year,precipitation,mm day-1,7
08425_Alb-Donau-Kreis,0.3993959426879883,RRm,year,precipitation,mm day-1,7
08426_Biberach,0.4149363040924072,RRm,year,precipitation,mm day-1,7
08435_Bodenseekreis,1.1400437355041504,RRm,year,precipitation,mm day-1,7
08436_Ravensburg,0.5333027839660645,RRm,year,precipitation,mm day-1,7
08437_Sigmaringen,0.3670327663421631,RRm,year,precipitation,mm day-1,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.35056066513061523,RRm,year,precipitation,mm day-1,7
09161_Ingolstadt,0.32718563079833984,RRm,year,precipitation,mm day-1,7
09162_09184_09179_09174_Region_um_München,0.4026200771331787,RRm,year,precipitation,mm day-1,7
09162_München,0.4208872318267822,RRm,year,precipitation,mm day-1,7
09163_09187_Region_um_Rosenheim,0.5043120384216309,RRm,year,precipitation,mm day-1,7
09163_Rosenheim,0.4999732971191406,RRm,year,precipitation,mm day-1,7
09171_Altötting,0.4216012954711914,RRm,year,precipitation,mm day-1,7
09172_Berchtesgadener Land,0.6493091583251953,RRm,year,precipitation,mm day-1,7
09173_Bad Tölz-Wolfratshausen,0.5730090141296387,RRm,year,precipitation,mm day-1,7
09174_Dachau,0.37752294540405273,RRm,year,precipitation,mm day-1,7
09175_Ebersberg,0.43386030197143555,RRm,year,precipitation,mm day-1,7
09176_Eichstätt,0.3656282424926758,RRm,year,precipitation,mm day-1,7
09177_Erding,0.433443546295166,RRm,year,precipitation,mm day-1,7
09178_Freising,0.4138162136077881,RRm,year,precipitation,mm day-1,7
09179_Fürstenfeldbruck,0.4093947410583496,RRm,year,precipitation,mm day-1,7
09180_Garmisch-Partenkirchen,0.5921998023986816,RRm,year,precipitation,mm day-1,7
09181_Landsberg am Lech,0.48141932487487793,RRm,year,precipitation,mm day-1,7
09182_Miesbach,0.6128239631652832,RRm,year,precipitation,mm day-1,7
09183_Mühldorf a. Inn,0.3815641403198242,RRm,year,precipitation,mm day-1,7
09184_München,0.4401373863220215,RRm,year,precipitation,mm day-1,7
09185_Neuburg-Schrobenhausen,0.34035754203796387,RRm,year,precipitation,mm day-1,7
09186_Pfaffenhofen a.d. Ilm,0.3673884868621826,RRm,year,precipitation,mm day-1,7
09187_Rosenheim,0.5048847198486328,RRm,year,precipitation,mm day-1,7
09188_Starnberg,0.6495985984802246,RRm,year,precipitation,mm day-1,7
09189_Traunstein,0.5208570957183838,RRm,year,precipitation,mm day-1,7
09190_Weilheim-Schongau,0.5086250305175781,RRm,year,precipitation,mm day-1,7
09261_09274_Region_um_Landshut,0.394930362701416,RRm,year,precipitation,mm day-1,7
09261_Landshut,0.40029430389404297,RRm,year,precipitation,mm day-1,7
09262_09275_Region_um_Passau,0.41205692291259766,RRm,year,precipitation,mm day-1,7
09262_Passau,0.4367825984954834,RRm,year,precipitation,mm day-1,7
09263_09278_Region_um_Straubing,0.36753273010253906,RRm,year,precipitation,mm day-1,7
09263_Straubing,0.3541271686553955,RRm,year,precipitation,mm day-1,7
09271_Deggendorf,0.4031400680541992,RRm,year,precipitation,mm day-1,7
09272_Freyung-Grafenau,0.48239564895629883,RRm,year,precipitation,mm day-1,7
09273_Kelheim,0.34598803520202637,RRm,year,precipitation,mm day-1,7
09274_Landshut,0.39464282989501953,RRm,year,precipitation,mm day-1,7
09275_Passau,0.41091084480285645,RRm,year,precipitation,mm day-1,7
09276_Regen,0.51828932762146,RRm,year,precipitation,mm day-1,7
09277_Rottal-Inn,0.38228559494018555,RRm,year,precipitation,mm day-1,7
09278_Straubing-Bogen,0.36842918395996094,RRm,year,precipitation,mm day-1,7
09279_Dingolfing-Landau,0.4020991325378418,RRm,year,precipitation,mm day-1,7
