region,HSf3_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09278_Straubing-Bogen,5.175922870635986,HSf3,year,hot_spell_frequency,,7
09279_Dingolfing-Landau,5.079535484313965,HSf3,year,hot_spell_frequency,,7
09361_09371_Region_um_Amberg,4.992650985717773,HSf3,year,hot_spell_frequency,,7
09361_Amberg,5.068714141845703,HSf3,year,hot_spell_frequency,,7
09362_09375_Region_um_Regensburg,5.276160717010498,HSf3,year,hot_spell_frequency,,7
09362_Regensburg,5.122162818908691,HSf3,year,hot_spell_frequency,,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,4.617161273956299,HSf3,year,hot_spell_frequency,,7
09363_Weiden i.d. OPf.,4.759792804718018,HSf3,year,hot_spell_frequency,,7
09371_Amberg-Sulzbach,4.989476203918457,HSf3,year,hot_spell_frequency,,7
09372_Cham,4.858636379241943,HSf3,year,hot_spell_frequency,,7
09373_Neumarkt i.d. OPf.,4.963397026062012,HSf3,year,hot_spell_frequency,,7
09374_Neustadt a.d. Waldnaab,4.6099019050598145,HSf3,year,hot_spell_frequency,,7
09375_Regensburg,5.2858428955078125,HSf3,year,hot_spell_frequency,,7
09376_Schwandorf,5.042341709136963,HSf3,year,hot_spell_frequency,,7
09377_Tirschenreuth,4.221670150756836,HSf3,year,hot_spell_frequency,,7
09461_09471_Region_um_Bamberg,4.800683498382568,HSf3,year,hot_spell_frequency,,7
09461_Bamberg,4.845678329467773,HSf3,year,hot_spell_frequency,,7
09462_09472_Region_um_Bayreuth,4.528301239013672,HSf3,year,hot_spell_frequency,,7
09462_Bayreuth,4.666437149047852,HSf3,year,hot_spell_frequency,,7
09463_09473_Region_um_Coburg,4.891911506652832,HSf3,year,hot_spell_frequency,,7
09463_Coburg,4.922094345092773,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,3.7640771865844727,HSf3,year,hot_spell_frequency,,7
09464_Hof,3.88330078125,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,4.798462867736816,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,4.520658016204834,HSf3,year,hot_spell_frequency,,7
09473_Coburg,4.889682769775391,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,4.875360488891602,HSf3,year,hot_spell_frequency,,7
09475_Hof,3.7564337253570557,HSf3,year,hot_spell_frequency,,7
09476_Kronach,4.185309410095215,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,4.574613094329834,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,4.970989227294922,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,3.7809901237487793,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,4.950771331787109,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,4.914693355560303,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,4.897469520568848,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,5.086709022521973,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,4.928615093231201,HSf3,year,hot_spell_frequency,,7
09563_Fürth,5.031012535095215,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,4.972127914428711,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,4.984141826629639,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,5.055767059326172,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,4.939448356628418,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,4.9527268409729,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,4.938318729400635,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,4.926890850067139,HSf3,year,hot_spell_frequency,,7
09573_Fürth,4.913820743560791,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,5.002579212188721,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,4.7964396476745605,HSf3,year,hot_spell_frequency,,7
09576_Roth,5.0777587890625,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,5.018257141113281,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,4.954610824584961,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,4.9116411209106445,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,4.883705139160156,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,4.9373884201049805,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,4.742964267730713,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,4.777894496917725,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,4.944094657897949,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,4.70974063873291,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,4.642426490783691,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,4.897956848144531,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,4.794710159301758,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,4.975987911224365,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,4.868425369262695,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,4.881392002105713,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,4.739407062530518,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,4.920907974243164,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,4.974036693572998,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,3.477750301361084,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,3.7398345470428467,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),2.9347851276397705,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),3.6173439025878906,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,4.474338531494141,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,4.38521671295166,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,4.908869743347168,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,4.92216682434082,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,4.970039367675781,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,4.891658782958984,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,4.874309539794922,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),3.8876266479492188,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),4.312135696411133,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,3.4696431159973145,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,4.479280471801758,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,4.93360710144043,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,2.9048383235931396,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,4.876473903656006,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,4.762478828430176,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,4.8108296394348145,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,4.927797794342041,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,4.896938800811768,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,4.862900257110596,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,4.538473129272461,HSf3,year,hot_spell_frequency,,7
11000_Berlin,4.991621017456055,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,4.714098930358887,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,4.616370677947998,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,5.255298614501953,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,5.285721778869629,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),4.987407684326172,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),5.0022358894348145,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,4.753476142883301,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,4.58760404586792,HSf3,year,hot_spell_frequency,,7
12060_Barnim,4.650123119354248,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,5.210036754608154,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,5.450988292694092,HSf3,year,hot_spell_frequency,,7
12063_Havelland,4.64902400970459,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,4.977491855621338,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,4.479298114776611,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,5.475360870361328,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,4.995856761932373,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,4.330886363983154,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,4.766751289367676,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,4.07849645614624,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,5.252193450927734,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,5.027730941772461,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,4.400216102600098,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,2.8156025409698486,HSf3,year,hot_spell_frequency,,7
13003_Rostock,2.186457872390747,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,3.219806432723999,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,3.1756231784820557,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,3.591671943664551,HSf3,year,hot_spell_frequency,,7
13072_Rostock,2.848182201385498,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,1.9150935411453247,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,2.490338087081909,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,3.378284454345703,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,3.546963691711426,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,3.976303815841675,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,4.580544948577881,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,3.20656681060791,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,4.327445983886719,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,4.045311450958252,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,4.553696155548096,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,4.932328701019287,HSf3,year,hot_spell_frequency,,7
14612_Dresden,5.2083563804626465,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,5.090136528015137,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,5.086240768432617,HSf3,year,hot_spell_frequency,,7
14627_Meißen,5.224485397338867,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,4.39271354675293,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,5.151274681091309,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,5.184245586395264,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,4.971992015838623,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,5.290980815887451,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,5.1851701736450195,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,5.278411865234375,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),5.31240177154541,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),5.401325225830078,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,4.807662487030029,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,5.022086143493652,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,4.195528984069824,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,5.28997802734375,HSf3,year,hot_spell_frequency,,7
15083_Börde,4.513226509094238,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,5.032076835632324,HSf3,year,hot_spell_frequency,,7
15085_Harz,3.5845720767974854,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,4.893010139465332,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,4.556902885437012,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,5.303678512573242,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,5.168421745300293,HSf3,year,hot_spell_frequency,,7
15090_Stendal,4.446728706359863,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,5.095155715942383,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,4.536783218383789,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,4.995609283447266,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,4.8755412101745605,HSf3,year,hot_spell_frequency,,7
16052_Gera,4.774733066558838,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,4.8446149826049805,HSf3,year,hot_spell_frequency,,7
16053_Jena,4.82157039642334,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,4.144388198852539,HSf3,year,hot_spell_frequency,,7
16054_Suhl,3.425431966781616,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,4.864891529083252,HSf3,year,hot_spell_frequency,,7
16055_Weimar,4.831230163574219,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,4.432685852050781,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,4.727055072784424,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,3.896028518676758,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,3.8633275032043457,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,4.535533428192139,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,4.4799041748046875,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,4.835488319396973,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,4.190166473388672,HSf3,year,hot_spell_frequency,,7
16067_Gotha,4.22076416015625,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,5.007903099060059,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,4.398105144500732,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,3.9125916957855225,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,4.868749618530273,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,3.8694677352905273,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,4.219498157501221,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,4.825923919677734,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,4.265031814575195,HSf3,year,hot_spell_frequency,,7
16076_Greiz,4.683835029602051,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,4.924455642700195,HSf3,year,hot_spell_frequency,,7
