region,HSf3_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09463_09473_Region_um_Coburg,2.0860534,HSf3,year,hot_spell_frequency,,7
09463_Coburg,2.1464312,HSf3,year,hot_spell_frequency,,7
09464_09475_Region_um_Hof,1.3796511,HSf3,year,hot_spell_frequency,,7
09464_Hof,1.420776,HSf3,year,hot_spell_frequency,,7
09471_Bamberg,2.248007,HSf3,year,hot_spell_frequency,,7
09472_Bayreuth,1.8509688,HSf3,year,hot_spell_frequency,,7
09473_Coburg,2.0815969,HSf3,year,hot_spell_frequency,,7
09474_Forchheim,2.2061787,HSf3,year,hot_spell_frequency,,7
09475_Hof,1.3770146,HSf3,year,hot_spell_frequency,,7
09476_Kronach,1.635781,HSf3,year,hot_spell_frequency,,7
09477_Kulmbach,1.8665589,HSf3,year,hot_spell_frequency,,7
09478_Lichtenfels,2.1076376,HSf3,year,hot_spell_frequency,,7
09479_Wunsiedel i. Fichtelgebirge,1.4621708,HSf3,year,hot_spell_frequency,,7
09561_09571_Region_um_Ansbach,2.2032475,HSf3,year,hot_spell_frequency,,7
09561_Ansbach,2.1934092,HSf3,year,hot_spell_frequency,,7
09562_09572_09564_09563_Region_um_Erlangen,2.4792495,HSf3,year,hot_spell_frequency,,7
09562_Erlangen,2.5128992,HSf3,year,hot_spell_frequency,,7
09563_09573_09562_09564_Region_um_Fürth,2.4667017,HSf3,year,hot_spell_frequency,,7
09563_Fürth,2.5041914,HSf3,year,hot_spell_frequency,,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,2.3521929,HSf3,year,hot_spell_frequency,,7
09564_Nürnberg,2.558374,HSf3,year,hot_spell_frequency,,7
09565_09576_09564_Region_um_Schwabach,2.374322,HSf3,year,hot_spell_frequency,,7
09565_Schwabach,2.502776,HSf3,year,hot_spell_frequency,,7
09571_Ansbach,2.2037807,HSf3,year,hot_spell_frequency,,7
09572_Erlangen-Höchstadt,2.4470906,HSf3,year,hot_spell_frequency,,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,2.2907856,HSf3,year,hot_spell_frequency,,7
09573_Fürth,2.3929706,HSf3,year,hot_spell_frequency,,7
09574_Nürnberger Land,2.2091362,HSf3,year,hot_spell_frequency,,7
09575_Neustadt a.d. Aisch-Bad Windsheim,2.2895508,HSf3,year,hot_spell_frequency,,7
09576_Roth,2.3314586,HSf3,year,hot_spell_frequency,,7
09577_Weißenburg-Gunzenhausen,2.2144601,HSf3,year,hot_spell_frequency,,7
09661_09671_09676_Region_um_Aschaffenburg,2.2274687,HSf3,year,hot_spell_frequency,,7
09661_Aschaffenburg,2.412285,HSf3,year,hot_spell_frequency,,7
09662_09678_Region_um_Schweinfurt,2.3252993,HSf3,year,hot_spell_frequency,,7
09662_Schweinfurt,2.3225145,HSf3,year,hot_spell_frequency,,7
09663_09679_Region_um_Würzburg,2.3416345,HSf3,year,hot_spell_frequency,,7
09663_Würzburg,2.3926306,HSf3,year,hot_spell_frequency,,7
09671_Aschaffenburg,2.222905,HSf3,year,hot_spell_frequency,,7
09672_Bad Kissingen,2.0032156,HSf3,year,hot_spell_frequency,,7
09673_Rhön-Grabfeld,1.8863771,HSf3,year,hot_spell_frequency,,7
09674_Haßberge,2.253172,HSf3,year,hot_spell_frequency,,7
09675_Kitzingen,2.36374,HSf3,year,hot_spell_frequency,,7
09676_Miltenberg,2.214595,HSf3,year,hot_spell_frequency,,7
09677_Main-Spessart,2.2018614,HSf3,year,hot_spell_frequency,,7
09678_Schweinfurt,2.325419,HSf3,year,hot_spell_frequency,,7
09679_Würzburg,2.336443,HSf3,year,hot_spell_frequency,,7
09761_09772_09771_Region_um_Augsburg,2.3356185,HSf3,year,hot_spell_frequency,,7
09761_Augsburg,2.3669426,HSf3,year,hot_spell_frequency,,7
09762_09777_Region_um_Kaufbeuren,1.3694148,HSf3,year,hot_spell_frequency,,7
09762_Kaufbeuren,1.6845943,HSf3,year,hot_spell_frequency,,7
09763_09780_Region_um_Kempten_(Allgäu),0.9509806,HSf3,year,hot_spell_frequency,,7
09763_Kempten (Allgäu),1.5384176,HSf3,year,hot_spell_frequency,,7
09764_09778_08436_Region_um_Memmingen,1.9936954,HSf3,year,hot_spell_frequency,,7
09764_Memmingen,1.9299128,HSf3,year,hot_spell_frequency,,7
09771_Aichach-Friedberg,2.3670714,HSf3,year,hot_spell_frequency,,7
09772_Augsburg,2.308634,HSf3,year,hot_spell_frequency,,7
09773_Dillingen a.d. Donau,2.390621,HSf3,year,hot_spell_frequency,,7
09774_Günzburg,2.3131742,HSf3,year,hot_spell_frequency,,7
09775_Neu-Ulm,2.3075342,HSf3,year,hot_spell_frequency,,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),1.6455593,HSf3,year,hot_spell_frequency,,7
09776_Lindau (Bodensee),1.8906767,HSf3,year,hot_spell_frequency,,7
09777_Ostallgäu,1.3596655,HSf3,year,hot_spell_frequency,,7
09778_Unterallgäu,1.9276316,HSf3,year,hot_spell_frequency,,7
09779_Donau-Ries,2.3266416,HSf3,year,hot_spell_frequency,,7
09780_Oberallgäu,0.92520726,HSf3,year,hot_spell_frequency,,7
10041_Regionalverband Saarbrücken,2.3284197,HSf3,year,hot_spell_frequency,,7
10042_Merzig-Wadern,2.0778604,HSf3,year,hot_spell_frequency,,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,2.1998372,HSf3,year,hot_spell_frequency,,7
10043_Neunkirchen,2.2460961,HSf3,year,hot_spell_frequency,,7
10044_Saarlouis,2.3011484,HSf3,year,hot_spell_frequency,,7
10045_Saarpfalz-Kreis,2.2616515,HSf3,year,hot_spell_frequency,,7
10046_St. Wendel,1.9467901,HSf3,year,hot_spell_frequency,,7
11000_Berlin,1.9831624,HSf3,year,hot_spell_frequency,,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,1.8766962,HSf3,year,hot_spell_frequency,,7
12051_Brandenburg an der Havel,1.9032416,HSf3,year,hot_spell_frequency,,7
12052_12071_Region_um_Cottbus,2.145791,HSf3,year,hot_spell_frequency,,7
12052_Cottbus,2.1419106,HSf3,year,hot_spell_frequency,,7
12053_12067_12064_Region_um_Frankfurt_(Oder),1.907352,HSf3,year,hot_spell_frequency,,7
12053_Frankfurt (Oder),1.9524561,HSf3,year,hot_spell_frequency,,7
12054_12063_12069_11000_12051_Region_um_Potsdam,1.8930707,HSf3,year,hot_spell_frequency,,7
12054_Potsdam,1.8655671,HSf3,year,hot_spell_frequency,,7
12060_Barnim,1.7465984,HSf3,year,hot_spell_frequency,,7
12061_Dahme-Spreewald,2.0943618,HSf3,year,hot_spell_frequency,,7
12062_Elbe-Elster,2.1717632,HSf3,year,hot_spell_frequency,,7
12063_Havelland,1.8289549,HSf3,year,hot_spell_frequency,,7
12064_Märkisch-Oderland,1.8430822,HSf3,year,hot_spell_frequency,,7
12065_Oberhavel,1.6976937,HSf3,year,hot_spell_frequency,,7
12066_Oberspreewald-Lausitz,2.1651213,HSf3,year,hot_spell_frequency,,7
12067_Oder-Spree,1.9655296,HSf3,year,hot_spell_frequency,,7
12068_Ostprignitz-Ruppin,1.5703447,HSf3,year,hot_spell_frequency,,7
12069_Potsdam-Mittelmark,1.9062161,HSf3,year,hot_spell_frequency,,7
12070_Prignitz,1.4791538,HSf3,year,hot_spell_frequency,,7
12071_Spree-Neiße,2.1461878,HSf3,year,hot_spell_frequency,,7
12072_Teltow-Fläming,2.025272,HSf3,year,hot_spell_frequency,,7
12073_Uckermark,1.5205194,HSf3,year,hot_spell_frequency,,7
13003_13072_Region_um_Rostock,0.97321486,HSf3,year,hot_spell_frequency,,7
13003_Rostock,0.7753484,HSf3,year,hot_spell_frequency,,7
13004_13076_13074_Region_um_Schwerin,1.1628336,HSf3,year,hot_spell_frequency,,7
13004_Schwerin,1.1336412,HSf3,year,hot_spell_frequency,,7
13071_Mecklenburgische Seenplatte,1.1897463,HSf3,year,hot_spell_frequency,,7
13072_Rostock,0.98346114,HSf3,year,hot_spell_frequency,,7
13073_Vorpommern-Rügen,0.6484828,HSf3,year,hot_spell_frequency,,7
13074_Nordwestmecklenburg,0.91232,HSf3,year,hot_spell_frequency,,7
13075_Vorpommern-Greifswald,1.0901399,HSf3,year,hot_spell_frequency,,7
13076_Ludwigslust-Parchim,1.2755675,HSf3,year,hot_spell_frequency,,7
14511_14524_14521_14522_Region_um_Chemnitz,1.4542179,HSf3,year,hot_spell_frequency,,7
14511_Chemnitz,1.6318097,HSf3,year,hot_spell_frequency,,7
14521_Erzgebirgskreis,1.1155521,HSf3,year,hot_spell_frequency,,7
14522_Mittelsachsen,1.616408,HSf3,year,hot_spell_frequency,,7
14523_Vogtlandkreis,1.4087604,HSf3,year,hot_spell_frequency,,7
14524_Zwickau,1.7113378,HSf3,year,hot_spell_frequency,,7
14612_14627_14625_14628_Region_um_Dresden,1.9182868,HSf3,year,hot_spell_frequency,,7
14612_Dresden,2.10517,HSf3,year,hot_spell_frequency,,7
14625_Bautzen,1.9780363,HSf3,year,hot_spell_frequency,,7
14626_Görlitz,1.9763788,HSf3,year,hot_spell_frequency,,7
14627_Meißen,2.124391,HSf3,year,hot_spell_frequency,,7
14628_Sächsische Schweiz-Osterzgebirge,1.6139969,HSf3,year,hot_spell_frequency,,7
14713_14729_14730_Region_um_Leipzig,2.1265354,HSf3,year,hot_spell_frequency,,7
14713_Leipzig,2.2053263,HSf3,year,hot_spell_frequency,,7
14729_Leipzig,2.1035075,HSf3,year,hot_spell_frequency,,7
14730_Nordsachsen,2.13365,HSf3,year,hot_spell_frequency,,7
15001_15091_15082_Region_um_Dessau-Rolau,2.0725007,HSf3,year,hot_spell_frequency,,7
15001_Dessau-Roßlau,2.0899055,HSf3,year,hot_spell_frequency,,7
15002_15088_Region_um_Halle_(Saale),2.1556349,HSf3,year,hot_spell_frequency,,7
15002_Halle (Saale),2.247642,HSf3,year,hot_spell_frequency,,7
15003_15083_15089_15086_Region_um_Magdeburg,1.8731779,HSf3,year,hot_spell_frequency,,7
15003_Magdeburg,1.9797391,HSf3,year,hot_spell_frequency,,7
15081_Altmarkkreis Salzwedel,1.6548992,HSf3,year,hot_spell_frequency,,7
15082_Anhalt-Bitterfeld,2.0796907,HSf3,year,hot_spell_frequency,,7
15083_Börde,1.77205,HSf3,year,hot_spell_frequency,,7
15084_Burgenlandkreis,2.0397203,HSf3,year,hot_spell_frequency,,7
15085_Harz,1.3941164,HSf3,year,hot_spell_frequency,,7
15086_Jerichower Land,1.9187578,HSf3,year,hot_spell_frequency,,7
15087_Mansfeld-Südharz,1.7452064,HSf3,year,hot_spell_frequency,,7
15088_Saalekreis,2.1466112,HSf3,year,hot_spell_frequency,,7
15089_Salzlandkreis,1.9747802,HSf3,year,hot_spell_frequency,,7
15090_Stendal,1.7450873,HSf3,year,hot_spell_frequency,,7
15091_Wittenberg,2.064919,HSf3,year,hot_spell_frequency,,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,1.7247682,HSf3,year,hot_spell_frequency,,7
16051_Erfurt,1.9172649,HSf3,year,hot_spell_frequency,,7
16052_16076_15084_16074_Region_um_Gera,1.9152751,HSf3,year,hot_spell_frequency,,7
16052_Gera,1.928594,HSf3,year,hot_spell_frequency,,7
16053_16074_16071_16055_Region_um_Jena,1.8535203,HSf3,year,hot_spell_frequency,,7
16053_Jena,1.9064223,HSf3,year,hot_spell_frequency,,7
16054_16066_16069_16070_Region_um_Suhl,1.5565739,HSf3,year,hot_spell_frequency,,7
16054_Suhl,1.26133,HSf3,year,hot_spell_frequency,,7
16055_16071_Region_um_Weimar,1.8393309,HSf3,year,hot_spell_frequency,,7
16055_Weimar,1.8153163,HSf3,year,hot_spell_frequency,,7
16056_16063_06636_Region_um_Eisenach,1.6225641,HSf3,year,hot_spell_frequency,,7
16056_Eisenach,1.7314787,HSf3,year,hot_spell_frequency,,7
16061_Eichsfeld,1.4223592,HSf3,year,hot_spell_frequency,,7
16062_Nordhausen,1.5233004,HSf3,year,hot_spell_frequency,,7
16063_Wartburgkreis,1.6486411,HSf3,year,hot_spell_frequency,,7
16064_Unstrut-Hainich-Kreis,1.7376329,HSf3,year,hot_spell_frequency,,7
16065_Kyffhäuserkreis,1.842581,HSf3,year,hot_spell_frequency,,7
16066_Schmalkalden-Meiningen,1.5578141,HSf3,year,hot_spell_frequency,,7
16067_Gotha,1.5712541,HSf3,year,hot_spell_frequency,,7
16068_Sömmerda,2.027106,HSf3,year,hot_spell_frequency,,7
16069_Hildburghausen,1.7304641,HSf3,year,hot_spell_frequency,,7
16070_Ilm-Kreis,1.4075508,HSf3,year,hot_spell_frequency,,7
16071_Weimarer Land,1.842083,HSf3,year,hot_spell_frequency,,7
16072_Sonneberg,1.4842134,HSf3,year,hot_spell_frequency,,7
16073_Saalfeld-Rudolstadt,1.5380967,HSf3,year,hot_spell_frequency,,7
16074_Saale-Holzland-Kreis,1.8611703,HSf3,year,hot_spell_frequency,,7
16075_Saale-Orla-Kreis,1.4927167,HSf3,year,hot_spell_frequency,,7
16076_Greiz,1.759428,HSf3,year,hot_spell_frequency,,7
16077_Altenburger Land,1.996076,HSf3,year,hot_spell_frequency,,7
