region,HSf3_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
05114_05112_05162_05166_05170_Region_um_Krefeld,0.037902094423770905,HSf3,year,hot_spell_frequency,,7
05114_Krefeld,0.07253605872392654,HSf3,year,hot_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.017208851873874664,HSf3,year,hot_spell_frequency,,7
05116_Mönchengladbach,-0.04039754346013069,HSf3,year,hot_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.06770732253789902,HSf3,year,hot_spell_frequency,,7
05117_Mülheim an der Ruhr,0.07924459874629974,HSf3,year,hot_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.03891842067241669,HSf3,year,hot_spell_frequency,,7
05119_Oberhausen,0.000108376145362854,HSf3,year,hot_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.011354010552167892,HSf3,year,hot_spell_frequency,,7
05120_Remscheid,-0.02691970393061638,HSf3,year,hot_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.045468054711818695,HSf3,year,hot_spell_frequency,,7
05122_Solingen,0.018792979419231415,HSf3,year,hot_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.012260280549526215,HSf3,year,hot_spell_frequency,,7
05124_Wuppertal,-0.006861548870801926,HSf3,year,hot_spell_frequency,,7
05154_Kleve,0.010625861585140228,HSf3,year,hot_spell_frequency,,7
05158_Mettmann,0.07885552197694778,HSf3,year,hot_spell_frequency,,7
05162_Rhein-Kreis Neuss,0.06209927052259445,HSf3,year,hot_spell_frequency,,7
05166_Viersen,0.014807946979999542,HSf3,year,hot_spell_frequency,,7
05170_Wesel,0.02654746174812317,HSf3,year,hot_spell_frequency,,7
05314_05382_Region_um_Bonn,0.08321966230869293,HSf3,year,hot_spell_frequency,,7
05314_Bonn,0.10329721122980118,HSf3,year,hot_spell_frequency,,7
05315_Köln,0.2027665674686432,HSf3,year,hot_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,0.10912564396858215,HSf3,year,hot_spell_frequency,,7
05316_Leverkusen,0.11242891848087311,HSf3,year,hot_spell_frequency,,7
05334_Städteregion Aachen,-0.002384096384048462,HSf3,year,hot_spell_frequency,,7
05358_Düren,-0.003991365432739258,HSf3,year,hot_spell_frequency,,7
05362_Rhein-Erft-Kreis,0.0570589080452919,HSf3,year,hot_spell_frequency,,7
05366_Euskirchen,-0.0046578384935855865,HSf3,year,hot_spell_frequency,,7
05370_Heinsberg,-0.006201483309268951,HSf3,year,hot_spell_frequency,,7
05374_Oberbergischer Kreis,-0.02994436025619507,HSf3,year,hot_spell_frequency,,7
05378_Rheinisch-Bergischer Kreis,0.05169608071446419,HSf3,year,hot_spell_frequency,,7
05382_Rhein-Sieg-Kreis,0.08070424199104309,HSf3,year,hot_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.028209932148456573,HSf3,year,hot_spell_frequency,,7
05512_Bottrop,0.03744865208864212,HSf3,year,hot_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.029502160847187042,HSf3,year,hot_spell_frequency,,7
05513_Gelsenkirchen,0.06257403641939163,HSf3,year,hot_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,0.01944173127412796,HSf3,year,hot_spell_frequency,,7
05515_Münster,0.020111367106437683,HSf3,year,hot_spell_frequency,,7
05554_Borken,-0.06795740127563477,HSf3,year,hot_spell_frequency,,7
05558_Coesfeld,0.02126643806695938,HSf3,year,hot_spell_frequency,,7
05562_Recklinghausen,0.016336582601070404,HSf3,year,hot_spell_frequency,,7
05566_Steinfurt,-0.018889978528022766,HSf3,year,hot_spell_frequency,,7
05570_Warendorf,0.06979074329137802,HSf3,year,hot_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,0.019083235412836075,HSf3,year,hot_spell_frequency,,7
05711_Bielefeld,0.019450560212135315,HSf3,year,hot_spell_frequency,,7
05754_Gütersloh,0.04663722962141037,HSf3,year,hot_spell_frequency,,7
05758_Herford,0.026060812175273895,HSf3,year,hot_spell_frequency,,7
05762_Höxter,-0.01508420892059803,HSf3,year,hot_spell_frequency,,7
05766_Lippe,-0.0049605220556259155,HSf3,year,hot_spell_frequency,,7
05770_Minden-Lübbecke,0.047885358333587646,HSf3,year,hot_spell_frequency,,7
05774_Paderborn,0.006817895919084549,HSf3,year,hot_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.017174147069454193,HSf3,year,hot_spell_frequency,,7
05911_Bochum,0.012234732508659363,HSf3,year,hot_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.0101805180311203,HSf3,year,hot_spell_frequency,,7
05913_Dortmund,0.0,HSf3,year,hot_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.0018063783645629883,HSf3,year,hot_spell_frequency,,7
05914_Hagen,-0.027337880805134773,HSf3,year,hot_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.048522237688302994,HSf3,year,hot_spell_frequency,,7
05915_Hamm,0.04626764357089996,HSf3,year,hot_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,0.021063432097434998,HSf3,year,hot_spell_frequency,,7
05916_Herne,0.030392833054065704,HSf3,year,hot_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,-0.01012653112411499,HSf3,year,hot_spell_frequency,,7
05958_Hochsauerlandkreis,-0.021632637828588486,HSf3,year,hot_spell_frequency,,7
05962_Märkischer Kreis,-0.030285781249403954,HSf3,year,hot_spell_frequency,,7
05966_Olpe,-0.028571072965860367,HSf3,year,hot_spell_frequency,,7
05970_Siegen-Wittgenstein,-0.025972269475460052,HSf3,year,hot_spell_frequency,,7
05974_Soest,0.025003932416439056,HSf3,year,hot_spell_frequency,,7
05978_Unna,0.02425723522901535,HSf3,year,hot_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,0.11173895001411438,HSf3,year,hot_spell_frequency,,7
06411_Darmstadt,0.09998521208763123,HSf3,year,hot_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.04629574716091156,HSf3,year,hot_spell_frequency,,7
06412_Frankfurt am Main,0.055744707584381104,HSf3,year,hot_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.03928135335445404,HSf3,year,hot_spell_frequency,,7
06413_Offenbach am Main,0.06666666269302368,HSf3,year,hot_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.0455814003944397,HSf3,year,hot_spell_frequency,,7
06414_Wiesbaden,0.026383355259895325,HSf3,year,hot_spell_frequency,,7
06431_Bergstraße,0.07094776630401611,HSf3,year,hot_spell_frequency,,7
06432_Darmstadt-Dieburg,0.1103372573852539,HSf3,year,hot_spell_frequency,,7
06433_Groß-Gerau,0.12379762530326843,HSf3,year,hot_spell_frequency,,7
06434_Hochtaunuskreis,-0.01792518049478531,HSf3,year,hot_spell_frequency,,7
06435_Main-Kinzig-Kreis,0.015833258628845215,HSf3,year,hot_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.03716687858104706,HSf3,year,hot_spell_frequency,,7
06436_Main-Taunus-Kreis,0.018379464745521545,HSf3,year,hot_spell_frequency,,7
06437_Odenwaldkreis,-0.019550390541553497,HSf3,year,hot_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.06151045858860016,HSf3,year,hot_spell_frequency,,7
06438_Offenbach,0.11872294545173645,HSf3,year,hot_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,-0.01943238079547882,HSf3,year,hot_spell_frequency,,7
06440_Wetteraukreis,0.04678177833557129,HSf3,year,hot_spell_frequency,,7
06531_Gießen,-0.004711585119366646,HSf3,year,hot_spell_frequency,,7
06532_Lahn-Dill-Kreis,-0.026553988456726074,HSf3,year,hot_spell_frequency,,7
06533_Limburg-Weilburg,0.0007652416825294495,HSf3,year,hot_spell_frequency,,7
06534_Marburg-Biedenkopf,-0.032929666340351105,HSf3,year,hot_spell_frequency,,7
06535_Vogelsbergkreis,-0.03333333507180214,HSf3,year,hot_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,-0.006960425525903702,HSf3,year,hot_spell_frequency,,7
06611_Kassel,-0.03333333507180214,HSf3,year,hot_spell_frequency,,7
06631_Fulda,-0.03333333507180214,HSf3,year,hot_spell_frequency,,7
06632_Hersfeld-Rotenburg,-0.01956254616379738,HSf3,year,hot_spell_frequency,,7
06633_Kassel,-0.030849561095237732,HSf3,year,hot_spell_frequency,,7
06634_Schwalm-Eder-Kreis,-0.02637365087866783,HSf3,year,hot_spell_frequency,,7
06635_Waldeck-Frankenberg,-0.030378736555576324,HSf3,year,hot_spell_frequency,,7
06636_Werra-Meißner-Kreis,-0.0018948912620544434,HSf3,year,hot_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,0.005404874682426453,HSf3,year,hot_spell_frequency,,7
07111_Koblenz,0.07291032373905182,HSf3,year,hot_spell_frequency,,7
07131_Ahrweiler,-0.012886575423181057,HSf3,year,hot_spell_frequency,,7
07132_Altenkirchen (Westerwald),-0.026596687734127045,HSf3,year,hot_spell_frequency,,7
07133_Bad Kreuznach,0.009154833853244781,HSf3,year,hot_spell_frequency,,7
07134_Birkenfeld,-0.033250320702791214,HSf3,year,hot_spell_frequency,,7
07135_Cochem-Zell,-0.03279678523540497,HSf3,year,hot_spell_frequency,,7
07137_Mayen-Koblenz,0.0322948694229126,HSf3,year,hot_spell_frequency,,7
07138_Neuwied,0.012511875480413437,HSf3,year,hot_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,-0.02939518913626671,HSf3,year,hot_spell_frequency,,7
07141_Rhein-Lahn-Kreis,-0.013716401532292366,HSf3,year,hot_spell_frequency,,7
07143_Westerwaldkreis,-0.027440544217824936,HSf3,year,hot_spell_frequency,,7
07211_07235_Region_um_Trier,0.019081678241491318,HSf3,year,hot_spell_frequency,,7
07211_Trier,0.04706714674830437,HSf3,year,hot_spell_frequency,,7
07231_Bernkastel-Wittlich,-0.009910942986607552,HSf3,year,hot_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,-0.016038687899708748,HSf3,year,hot_spell_frequency,,7
07233_Vulkaneifel,-0.03333333507180214,HSf3,year,hot_spell_frequency,,7
07235_Trier-Saarburg,0.0159192755818367,HSf3,year,hot_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.14451971650123596,HSf3,year,hot_spell_frequency,,7
07311_Frankenthal (Pfalz),0.10737666487693787,HSf3,year,hot_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,0.02070377767086029,HSf3,year,hot_spell_frequency,,7
07312_Kaiserslautern,-0.0217885859310627,HSf3,year,hot_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.0409294068813324,HSf3,year,hot_spell_frequency,,7
07313_Landau in der Pfalz,0.05488674342632294,HSf3,year,hot_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.1470876932144165,HSf3,year,hot_spell_frequency,,7
07314_Ludwigshafen am Rhein,0.13713474571704865,HSf3,year,hot_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,0.07307083904743195,HSf3,year,hot_spell_frequency,,7
07315_Mainz,0.11611607670783997,HSf3,year,hot_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.042639389634132385,HSf3,year,hot_spell_frequency,,7
07316_Neustadt an der Weinstraße,0.07173493504524231,HSf3,year,hot_spell_frequency,,7
07317_07340_Region_um_Pirmasens,-0.021113375201821327,HSf3,year,hot_spell_frequency,,7
07317_Pirmasens,-0.03333333134651184,HSf3,year,hot_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.10271355509757996,HSf3,year,hot_spell_frequency,,7
07318_Speyer,0.10715512931346893,HSf3,year,hot_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.07617086172103882,HSf3,year,hot_spell_frequency,,7
07319_Worms,0.10127252340316772,HSf3,year,hot_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.01703515276312828,HSf3,year,hot_spell_frequency,,7
07320_Zweibrücken,0.01541031152009964,HSf3,year,hot_spell_frequency,,7
07331_Alzey-Worms,0.06949572265148163,HSf3,year,hot_spell_frequency,,7
07332_Bad Dürkheim,0.03938610851764679,HSf3,year,hot_spell_frequency,,7
07333_Donnersbergkreis,0.021109484136104584,HSf3,year,hot_spell_frequency,,7
07334_Germersheim,0.09626948833465576,HSf3,year,hot_spell_frequency,,7
07335_Kaiserslautern,-0.010205134749412537,HSf3,year,hot_spell_frequency,,7
07336_Kusel,-0.0071026720106601715,HSf3,year,hot_spell_frequency,,7
07337_Südliche Weinstraße,0.038931071758270264,HSf3,year,hot_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.08655400574207306,HSf3,year,hot_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,0.1406489908695221,HSf3,year,hot_spell_frequency,,7
07339_Mainz-Bingen,0.04459179937839508,HSf3,year,hot_spell_frequency,,7
07340_Südwestpfalz,-0.02026524767279625,HSf3,year,hot_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.0533328577876091,HSf3,year,hot_spell_frequency,,7
08111_Stuttgart,0.03227471560239792,HSf3,year,hot_spell_frequency,,7
08115_Böblingen,0.0022235065698623657,HSf3,year,hot_spell_frequency,,7
08116_Esslingen,0.04698757827281952,HSf3,year,hot_spell_frequency,,7
08117_Göppingen,0.024445034563541412,HSf3,year,hot_spell_frequency,,7
08118_Ludwigsburg,0.08444185554981232,HSf3,year,hot_spell_frequency,,7
08119_Rems-Murr-Kreis,0.07479456067085266,HSf3,year,hot_spell_frequency,,7
08121_08125_Region_um_Heilbronn,0.13622111082077026,HSf3,year,hot_spell_frequency,,7
08121_Heilbronn,0.13380932807922363,HSf3,year,hot_spell_frequency,,7
08125_Heilbronn,0.13645660877227783,HSf3,year,hot_spell_frequency,,7
08126_Hohenlohekreis,0.15042011439800262,HSf3,year,hot_spell_frequency,,7
08127_Schwäbisch Hall,0.12210750579833984,HSf3,year,hot_spell_frequency,,7
08128_Main-Tauber-Kreis,0.10837379097938538,HSf3,year,hot_spell_frequency,,7
08135_Heidenheim,-0.015270069241523743,HSf3,year,hot_spell_frequency,,7
08136_Ostalbkreis,0.06197056174278259,HSf3,year,hot_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,0.06711465120315552,HSf3,year,hot_spell_frequency,,7
08211_Baden-Baden,0.06090005859732628,HSf3,year,hot_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,0.09859398007392883,HSf3,year,hot_spell_frequency,,7
08212_Karlsruhe,0.07203629612922668,HSf3,year,hot_spell_frequency,,7
08215_Karlsruhe,0.10392682254314423,HSf3,year,hot_spell_frequency,,7
08216_Rastatt,0.06827636063098907,HSf3,year,hot_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,0.10080462694168091,HSf3,year,hot_spell_frequency,,7
08221_Heidelberg,0.0764310359954834,HSf3,year,hot_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.09846587479114532,HSf3,year,hot_spell_frequency,,7
08222_Mannheim,0.1358788013458252,HSf3,year,hot_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,0.07770969718694687,HSf3,year,hot_spell_frequency,,7
08226_Rhein-Neckar-Kreis,0.092530757188797,HSf3,year,hot_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,0.03884614631533623,HSf3,year,hot_spell_frequency,,7
08231_Pforzheim,0.056289877742528915,HSf3,year,hot_spell_frequency,,7
08235_Calw,-0.009939396753907204,HSf3,year,hot_spell_frequency,,7
08236_Enzkreis,0.07479093968868256,HSf3,year,hot_spell_frequency,,7
08237_Freudenstadt,-0.005425857380032539,HSf3,year,hot_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.04229390621185303,HSf3,year,hot_spell_frequency,,7
08311_Freiburg im Breisgau,0.02786221355199814,HSf3,year,hot_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,0.031197335571050644,HSf3,year,hot_spell_frequency,,7
08316_Emmendingen,0.06854598224163055,HSf3,year,hot_spell_frequency,,7
08317_Ortenaukreis,0.06432697176933289,HSf3,year,hot_spell_frequency,,7
08325_Rottweil,0.04344146326184273,HSf3,year,hot_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,0.0069273896515369415,HSf3,year,hot_spell_frequency,,7
08327_Tuttlingen,-0.0035246191546320915,HSf3,year,hot_spell_frequency,,7
08335_Konstanz,-7.304921746253967e-05,HSf3,year,hot_spell_frequency,,7
08336_Lörrach,0.03767943009734154,HSf3,year,hot_spell_frequency,,7
08337_Waldshut,0.0071686143055558205,HSf3,year,hot_spell_frequency,,7
08415_Reutlingen,-0.004171406850218773,HSf3,year,hot_spell_frequency,,7
08416_Tübingen,0.12267915904521942,HSf3,year,hot_spell_frequency,,7
08417_Zollernalbkreis,0.008798731490969658,HSf3,year,hot_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,0.0046826861798763275,HSf3,year,hot_spell_frequency,,7
08421_Ulm,0.011893216520547867,HSf3,year,hot_spell_frequency,,7
08425_Alb-Donau-Kreis,-0.006315611302852631,HSf3,year,hot_spell_frequency,,7
08426_Biberach,-0.006396152079105377,HSf3,year,hot_spell_frequency,,7
08435_Bodenseekreis,-0.003459163010120392,HSf3,year,hot_spell_frequency,,7
08436_Ravensburg,-0.012541722506284714,HSf3,year,hot_spell_frequency,,7
08437_Sigmaringen,-0.013428175821900368,HSf3,year,hot_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,0.04063121974468231,HSf3,year,hot_spell_frequency,,7
09161_Ingolstadt,0.058914583176374435,HSf3,year,hot_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,0.05561378598213196,HSf3,year,hot_spell_frequency,,7
09162_München,0.0571037158370018,HSf3,year,hot_spell_frequency,,7
09163_09187_Region_um_Rosenheim,0.008253512904047966,HSf3,year,hot_spell_frequency,,7
09163_Rosenheim,0.01708623580634594,HSf3,year,hot_spell_frequency,,7
09171_Altötting,0.0026892200112342834,HSf3,year,hot_spell_frequency,,7
09172_Berchtesgadener Land,-0.001365511678159237,HSf3,year,hot_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,-0.011084750294685364,HSf3,year,hot_spell_frequency,,7
09174_Dachau,0.07566210627555847,HSf3,year,hot_spell_frequency,,7
09175_Ebersberg,0.009476849809288979,HSf3,year,hot_spell_frequency,,7
09176_Eichstätt,0.011848803609609604,HSf3,year,hot_spell_frequency,,7
09177_Erding,0.06078100576996803,HSf3,year,hot_spell_frequency,,7
09178_Freising,0.047258298844099045,HSf3,year,hot_spell_frequency,,7
09179_Fürstenfeldbruck,0.032093677669763565,HSf3,year,hot_spell_frequency,,7
09180_Garmisch-Partenkirchen,-0.005619123578071594,HSf3,year,hot_spell_frequency,,7
09181_Landsberg am Lech,-0.010050088167190552,HSf3,year,hot_spell_frequency,,7
09182_Miesbach,-0.0007470365380868316,HSf3,year,hot_spell_frequency,,7
09183_Mühldorf a. Inn,0.02709176391363144,HSf3,year,hot_spell_frequency,,7
09184_München,0.025796707719564438,HSf3,year,hot_spell_frequency,,7
09185_Neuburg-Schrobenhausen,0.05789344385266304,HSf3,year,hot_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,0.06664182245731354,HSf3,year,hot_spell_frequency,,7
09187_Rosenheim,0.007061287760734558,HSf3,year,hot_spell_frequency,,7
09188_Starnberg,-0.03275029733777046,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,-0.013952275738120079,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,-0.012479574419558048,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,0.04966704547405243,HSf3,year,hot_spell_frequency,,7
09261_Landshut,0.03333333134651184,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,0.04644567519426346,HSf3,year,hot_spell_frequency,,7
