region,HSf3_year_3C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
05378_Rheinisch-Bergischer Kreis,0.8683626651763916,HSf3,year,hot_spell_frequency,,7
05382_Rhein-Sieg-Kreis,0.9455490112304688,HSf3,year,hot_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.9173281192779541,HSf3,year,hot_spell_frequency,,7
05512_Bottrop,0.9841989278793335,HSf3,year,hot_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.9526017904281616,HSf3,year,hot_spell_frequency,,7
05513_Gelsenkirchen,1.0430703163146973,HSf3,year,hot_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,0.751792311668396,HSf3,year,hot_spell_frequency,,7
05515_Münster,0.8281131982803345,HSf3,year,hot_spell_frequency,,7
05554_Borken,0.7288670539855957,HSf3,year,hot_spell_frequency,,7
05558_Coesfeld,0.7822529077529907,HSf3,year,hot_spell_frequency,,7
05562_Recklinghausen,0.9261917471885681,HSf3,year,hot_spell_frequency,,7
05566_Steinfurt,0.7293829917907715,HSf3,year,hot_spell_frequency,,7
05570_Warendorf,0.8122098445892334,HSf3,year,hot_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,0.7076009511947632,HSf3,year,hot_spell_frequency,,7
05711_Bielefeld,0.7570033073425293,HSf3,year,hot_spell_frequency,,7
05754_Gütersloh,0.7808938026428223,HSf3,year,hot_spell_frequency,,7
05758_Herford,0.6869087219238281,HSf3,year,hot_spell_frequency,,7
05762_Höxter,0.6305602192878723,HSf3,year,hot_spell_frequency,,7
05766_Lippe,0.6134630441665649,HSf3,year,hot_spell_frequency,,7
05770_Minden-Lübbecke,0.7138789892196655,HSf3,year,hot_spell_frequency,,7
05774_Paderborn,0.6318149566650391,HSf3,year,hot_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.8964287638664246,HSf3,year,hot_spell_frequency,,7
05911_Bochum,0.906607449054718,HSf3,year,hot_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.8774318695068359,HSf3,year,hot_spell_frequency,,7
05913_Dortmund,0.8815370202064514,HSf3,year,hot_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.6571884751319885,HSf3,year,hot_spell_frequency,,7
05914_Hagen,0.6534234881401062,HSf3,year,hot_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.7802937626838684,HSf3,year,hot_spell_frequency,,7
05915_Hamm,0.8504841327667236,HSf3,year,hot_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,0.9556049108505249,HSf3,year,hot_spell_frequency,,7
05916_Herne,1.0402015447616577,HSf3,year,hot_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,0.6810323596000671,HSf3,year,hot_spell_frequency,,7
05958_Hochsauerlandkreis,0.4144439399242401,HSf3,year,hot_spell_frequency,,7
05962_Märkischer Kreis,0.4844737648963928,HSf3,year,hot_spell_frequency,,7
05966_Olpe,0.5333560705184937,HSf3,year,hot_spell_frequency,,7
05970_Siegen-Wittgenstein,0.5340953469276428,HSf3,year,hot_spell_frequency,,7
05974_Soest,0.679233193397522,HSf3,year,hot_spell_frequency,,7
05978_Unna,0.8547526001930237,HSf3,year,hot_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,1.4105949401855469,HSf3,year,hot_spell_frequency,,7
06411_Darmstadt,1.426466464996338,HSf3,year,hot_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,1.2349776029586792,HSf3,year,hot_spell_frequency,,7
06412_Frankfurt am Main,1.4867360591888428,HSf3,year,hot_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,1.1913549900054932,HSf3,year,hot_spell_frequency,,7
06413_Offenbach am Main,1.4736411571502686,HSf3,year,hot_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,1.2665507793426514,HSf3,year,hot_spell_frequency,,7
06414_Wiesbaden,1.2860504388809204,HSf3,year,hot_spell_frequency,,7
06431_Bergstraße,1.3253017663955688,HSf3,year,hot_spell_frequency,,7
06432_Darmstadt-Dieburg,1.3705954551696777,HSf3,year,hot_spell_frequency,,7
06433_Groß-Gerau,1.4933702945709229,HSf3,year,hot_spell_frequency,,7
06434_Hochtaunuskreis,0.9286584854125977,HSf3,year,hot_spell_frequency,,7
06435_Main-Kinzig-Kreis,0.9806804060935974,HSf3,year,hot_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,1.1755620241165161,HSf3,year,hot_spell_frequency,,7
06436_Main-Taunus-Kreis,1.2983310222625732,HSf3,year,hot_spell_frequency,,7
06437_Odenwaldkreis,1.0443092584609985,HSf3,year,hot_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,1.311532974243164,HSf3,year,hot_spell_frequency,,7
06438_Offenbach,1.4677215814590454,HSf3,year,hot_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,0.9084692001342773,HSf3,year,hot_spell_frequency,,7
06440_Wetteraukreis,1.1633720397949219,HSf3,year,hot_spell_frequency,,7
06531_Gießen,0.9862223863601685,HSf3,year,hot_spell_frequency,,7
06532_Lahn-Dill-Kreis,0.8181596994400024,HSf3,year,hot_spell_frequency,,7
06533_Limburg-Weilburg,0.9349838495254517,HSf3,year,hot_spell_frequency,,7
06534_Marburg-Biedenkopf,0.8302796483039856,HSf3,year,hot_spell_frequency,,7
06535_Vogelsbergkreis,0.7782146334648132,HSf3,year,hot_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,0.6420309543609619,HSf3,year,hot_spell_frequency,,7
06611_Kassel,0.716753363609314,HSf3,year,hot_spell_frequency,,7
06631_Fulda,0.7117571830749512,HSf3,year,hot_spell_frequency,,7
06632_Hersfeld-Rotenburg,0.8393974304199219,HSf3,year,hot_spell_frequency,,7
06633_Kassel,0.6932500600814819,HSf3,year,hot_spell_frequency,,7
06634_Schwalm-Eder-Kreis,0.7695049047470093,HSf3,year,hot_spell_frequency,,7
06635_Waldeck-Frankenberg,0.6408751010894775,HSf3,year,hot_spell_frequency,,7
06636_Werra-Meißner-Kreis,0.7485277056694031,HSf3,year,hot_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,0.8140864372253418,HSf3,year,hot_spell_frequency,,7
07111_Koblenz,1.1008617877960205,HSf3,year,hot_spell_frequency,,7
07131_Ahrweiler,0.6703164577484131,HSf3,year,hot_spell_frequency,,7
07132_Altenkirchen (Westerwald),0.7009320259094238,HSf3,year,hot_spell_frequency,,7
07133_Bad Kreuznach,1.0336147546768188,HSf3,year,hot_spell_frequency,,7
07134_Birkenfeld,0.7587132453918457,HSf3,year,hot_spell_frequency,,7
07135_Cochem-Zell,0.8541998863220215,HSf3,year,hot_spell_frequency,,7
07137_Mayen-Koblenz,0.888443112373352,HSf3,year,hot_spell_frequency,,7
07138_Neuwied,0.8164509534835815,HSf3,year,hot_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,0.7776747345924377,HSf3,year,hot_spell_frequency,,7
07141_Rhein-Lahn-Kreis,0.8816156983375549,HSf3,year,hot_spell_frequency,,7
07143_Westerwaldkreis,0.736707329750061,HSf3,year,hot_spell_frequency,,7
07211_07235_Region_um_Trier,0.8915219902992249,HSf3,year,hot_spell_frequency,,7
07211_Trier,0.9482863545417786,HSf3,year,hot_spell_frequency,,7
07231_Bernkastel-Wittlich,0.8370983600616455,HSf3,year,hot_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,0.673023521900177,HSf3,year,hot_spell_frequency,,7
07233_Vulkaneifel,0.5495129823684692,HSf3,year,hot_spell_frequency,,7
07235_Trier-Saarburg,0.8850342631340027,HSf3,year,hot_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),1.659491777420044,HSf3,year,hot_spell_frequency,,7
07311_Frankenthal (Pfalz),1.6354271173477173,HSf3,year,hot_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,1.244316577911377,HSf3,year,hot_spell_frequency,,7
07312_Kaiserslautern,1.1525743007659912,HSf3,year,hot_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,1.4585882425308228,HSf3,year,hot_spell_frequency,,7
07313_Landau in der Pfalz,1.4039106369018555,HSf3,year,hot_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,1.6547839641571045,HSf3,year,hot_spell_frequency,,7
07314_Ludwigshafen am Rhein,1.6520349979400635,HSf3,year,hot_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,1.4011609554290771,HSf3,year,hot_spell_frequency,,7
07315_Mainz,1.413393497467041,HSf3,year,hot_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,1.4307208061218262,HSf3,year,hot_spell_frequency,,7
07316_Neustadt an der Weinstraße,1.466502070426941,HSf3,year,hot_spell_frequency,,7
07317_07340_Region_um_Pirmasens,1.1900088787078857,HSf3,year,hot_spell_frequency,,7
07317_Pirmasens,1.2113921642303467,HSf3,year,hot_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,1.4583241939544678,HSf3,year,hot_spell_frequency,,7
07318_Speyer,1.6964023113250732,HSf3,year,hot_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,1.3981457948684692,HSf3,year,hot_spell_frequency,,7
07319_Worms,1.4927058219909668,HSf3,year,hot_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,1.1859548091888428,HSf3,year,hot_spell_frequency,,7
07320_Zweibrücken,1.2000000476837158,HSf3,year,hot_spell_frequency,,7
07331_Alzey-Worms,1.4005745649337769,HSf3,year,hot_spell_frequency,,7
07332_Bad Dürkheim,1.3539658784866333,HSf3,year,hot_spell_frequency,,7
07333_Donnersbergkreis,1.1361163854599,HSf3,year,hot_spell_frequency,,7
07334_Germersheim,1.5271434783935547,HSf3,year,hot_spell_frequency,,7
07335_Kaiserslautern,1.1270883083343506,HSf3,year,hot_spell_frequency,,7
07336_Kusel,1.0349863767623901,HSf3,year,hot_spell_frequency,,7
07337_Südliche Weinstraße,1.4664164781570435,HSf3,year,hot_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,1.4370640516281128,HSf3,year,hot_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,1.6340792179107666,HSf3,year,hot_spell_frequency,,7
07339_Mainz-Bingen,1.3146820068359375,HSf3,year,hot_spell_frequency,,7
07340_Südwestpfalz,1.192260503768921,HSf3,year,hot_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,1.3361152410507202,HSf3,year,hot_spell_frequency,,7
08111_Stuttgart,1.4480382204055786,HSf3,year,hot_spell_frequency,,7
08115_Böblingen,1.239139437675476,HSf3,year,hot_spell_frequency,,7
08116_Esslingen,1.2211036682128906,HSf3,year,hot_spell_frequency,,7
08117_Göppingen,0.8963165879249573,HSf3,year,hot_spell_frequency,,7
08118_Ludwigsburg,1.4273627996444702,HSf3,year,hot_spell_frequency,,7
08119_Rems-Murr-Kreis,1.277509093284607,HSf3,year,hot_spell_frequency,,7
08121_08125_Region_um_Heilbronn,1.4624769687652588,HSf3,year,hot_spell_frequency,,7
08121_Heilbronn,1.4692864418029785,HSf3,year,hot_spell_frequency,,7
08125_Heilbronn,1.4618116617202759,HSf3,year,hot_spell_frequency,,7
08126_Hohenlohekreis,1.1632928848266602,HSf3,year,hot_spell_frequency,,7
08127_Schwäbisch Hall,1.133419394493103,HSf3,year,hot_spell_frequency,,7
08128_Main-Tauber-Kreis,1.0978020429611206,HSf3,year,hot_spell_frequency,,7
08135_Heidenheim,0.9727888703346252,HSf3,year,hot_spell_frequency,,7
08136_Ostalbkreis,0.9606022834777832,HSf3,year,hot_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,1.2188973426818848,HSf3,year,hot_spell_frequency,,7
08211_Baden-Baden,1.0874736309051514,HSf3,year,hot_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,1.4826486110687256,HSf3,year,hot_spell_frequency,,7
08212_Karlsruhe,1.5357141494750977,HSf3,year,hot_spell_frequency,,7
08215_Karlsruhe,1.4648306369781494,HSf3,year,hot_spell_frequency,,7
08216_Rastatt,1.1920185089111328,HSf3,year,hot_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,1.4177825450897217,HSf3,year,hot_spell_frequency,,7
08221_Heidelberg,1.4636318683624268,HSf3,year,hot_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,1.4289226531982422,HSf3,year,hot_spell_frequency,,7
08222_Mannheim,1.6151565313339233,HSf3,year,hot_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,1.1176491975784302,HSf3,year,hot_spell_frequency,,7
08226_Rhein-Neckar-Kreis,1.4592610597610474,HSf3,year,hot_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,1.0642075538635254,HSf3,year,hot_spell_frequency,,7
08231_Pforzheim,1.1332346200942993,HSf3,year,hot_spell_frequency,,7
08235_Calw,0.8664755821228027,HSf3,year,hot_spell_frequency,,7
08236_Enzkreis,1.2780392169952393,HSf3,year,hot_spell_frequency,,7
08237_Freudenstadt,0.818074107170105,HSf3,year,hot_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,1.0298066139221191,HSf3,year,hot_spell_frequency,,7
08311_Freiburg im Breisgau,1.2078642845153809,HSf3,year,hot_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,0.8960301280021667,HSf3,year,hot_spell_frequency,,7
08316_Emmendingen,1.2438448667526245,HSf3,year,hot_spell_frequency,,7
08317_Ortenaukreis,1.259246826171875,HSf3,year,hot_spell_frequency,,7
08325_Rottweil,0.8413378596305847,HSf3,year,hot_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,0.5558370351791382,HSf3,year,hot_spell_frequency,,7
08327_Tuttlingen,0.6448280811309814,HSf3,year,hot_spell_frequency,,7
08335_Konstanz,1.2469103336334229,HSf3,year,hot_spell_frequency,,7
08336_Lörrach,1.2766823768615723,HSf3,year,hot_spell_frequency,,7
08337_Waldshut,0.9789524078369141,HSf3,year,hot_spell_frequency,,7
08415_Reutlingen,0.6719374060630798,HSf3,year,hot_spell_frequency,,7
08416_Tübingen,1.253779649734497,HSf3,year,hot_spell_frequency,,7
08417_Zollernalbkreis,0.716063916683197,HSf3,year,hot_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,1.0240504741668701,HSf3,year,hot_spell_frequency,,7
08421_Ulm,1.1020410060882568,HSf3,year,hot_spell_frequency,,7
08425_Alb-Donau-Kreis,0.902924656867981,HSf3,year,hot_spell_frequency,,7
08426_Biberach,0.9891819357872009,HSf3,year,hot_spell_frequency,,7
08435_Bodenseekreis,0.9800201058387756,HSf3,year,hot_spell_frequency,,7
08436_Ravensburg,0.8995490670204163,HSf3,year,hot_spell_frequency,,7
08437_Sigmaringen,0.7852992415428162,HSf3,year,hot_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,1.3001699447631836,HSf3,year,hot_spell_frequency,,7
09161_Ingolstadt,1.4693944454193115,HSf3,year,hot_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,1.2783856391906738,HSf3,year,hot_spell_frequency,,7
09162_München,1.4121017456054688,HSf3,year,hot_spell_frequency,,7
09163_09187_Region_um_Rosenheim,0.992077112197876,HSf3,year,hot_spell_frequency,,7
09163_Rosenheim,1.1520919799804688,HSf3,year,hot_spell_frequency,,7
09171_Altötting,1.4302120208740234,HSf3,year,hot_spell_frequency,,7
09172_Berchtesgadener Land,0.4734457731246948,HSf3,year,hot_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,0.5239681601524353,HSf3,year,hot_spell_frequency,,7
09174_Dachau,1.285020112991333,HSf3,year,hot_spell_frequency,,7
09175_Ebersberg,1.372998595237732,HSf3,year,hot_spell_frequency,,7
09176_Eichstätt,1.3204339742660522,HSf3,year,hot_spell_frequency,,7
09177_Erding,1.3621876239776611,HSf3,year,hot_spell_frequency,,7
09178_Freising,1.2946752309799194,HSf3,year,hot_spell_frequency,,7
09179_Fürstenfeldbruck,1.1319046020507812,HSf3,year,hot_spell_frequency,,7
09180_Garmisch-Partenkirchen,0.26435387134552,HSf3,year,hot_spell_frequency,,7
09181_Landsberg am Lech,0.9152328372001648,HSf3,year,hot_spell_frequency,,7
09182_Miesbach,0.4707466959953308,HSf3,year,hot_spell_frequency,,7
09183_Mühldorf a. Inn,1.4444752931594849,HSf3,year,hot_spell_frequency,,7
09184_München,1.2197461128234863,HSf3,year,hot_spell_frequency,,7
09185_Neuburg-Schrobenhausen,1.3344204425811768,HSf3,year,hot_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,1.3223586082458496,HSf3,year,hot_spell_frequency,,7
09187_Rosenheim,0.9895538091659546,HSf3,year,hot_spell_frequency,,7
09188_Starnberg,0.9444994330406189,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,0.9011329412460327,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,0.6648264527320862,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,1.290869951248169,HSf3,year,hot_spell_frequency,,7
09261_Landshut,1.2984747886657715,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,1.420116901397705,HSf3,year,hot_spell_frequency,,7
09262_Passau,1.54161536693573,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,1.4181957244873047,HSf3,year,hot_spell_frequency,,7
09263_Straubing,1.5230515003204346,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,1.4801011085510254,HSf3,year,hot_spell_frequency,,7
