region,HSf3_year_3C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,3.0939016342163086,HSf3,year,hot_spell_frequency,,7
05112_Duisburg,3.2937965393066406,HSf3,year,hot_spell_frequency,,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,3.0211353302001953,HSf3,year,hot_spell_frequency,,7
05113_Essen,3.077287197113037,HSf3,year,hot_spell_frequency,,7
05114_05112_05162_05166_05170_Region_um_Krefeld,3.1319589614868164,HSf3,year,hot_spell_frequency,,7
05114_Krefeld,3.299758195877075,HSf3,year,hot_spell_frequency,,7
05116_05370_05166_05162_Region_um_Mönchengladbach,3.203517436981201,HSf3,year,hot_spell_frequency,,7
05116_Mönchengladbach,3.124619483947754,HSf3,year,hot_spell_frequency,,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,3.1336681842803955,HSf3,year,hot_spell_frequency,,7
05117_Mülheim an der Ruhr,3.1586570739746094,HSf3,year,hot_spell_frequency,,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,3.0822014808654785,HSf3,year,hot_spell_frequency,,7
05119_Oberhausen,3.278663158416748,HSf3,year,hot_spell_frequency,,7
05120_05124_05122_05378_05374_Region_um_Remscheid,2.7792768478393555,HSf3,year,hot_spell_frequency,,7
05120_Remscheid,2.468951940536499,HSf3,year,hot_spell_frequency,,7
05122_05158_05124_05378_05120_Region_um_Solingen,3.0046887397766113,HSf3,year,hot_spell_frequency,,7
05122_Solingen,2.9905412197113037,HSf3,year,hot_spell_frequency,,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,2.777547836303711,HSf3,year,hot_spell_frequency,,7
05124_Wuppertal,2.717135190963745,HSf3,year,hot_spell_frequency,,7
05154_Kleve,3.0658011436462402,HSf3,year,hot_spell_frequency,,7
05158_Mettmann,3.120922088623047,HSf3,year,hot_spell_frequency,,7
05162_Rhein-Kreis Neuss,3.446526527404785,HSf3,year,hot_spell_frequency,,7
05166_Viersen,3.0946311950683594,HSf3,year,hot_spell_frequency,,7
05170_Wesel,3.1143274307250977,HSf3,year,hot_spell_frequency,,7
05314_05382_Region_um_Bonn,3.281998634338379,HSf3,year,hot_spell_frequency,,7
05314_Bonn,3.4241437911987305,HSf3,year,hot_spell_frequency,,7
05315_Köln,3.5789012908935547,HSf3,year,hot_spell_frequency,,7
05316_05315_05378_05158_Region_um_Leverkusen,3.266482353210449,HSf3,year,hot_spell_frequency,,7
05316_Leverkusen,3.3809008598327637,HSf3,year,hot_spell_frequency,,7
05334_Städteregion Aachen,2.4137120246887207,HSf3,year,hot_spell_frequency,,7
05358_Düren,3.018483877182007,HSf3,year,hot_spell_frequency,,7
05362_Rhein-Erft-Kreis,3.54862117767334,HSf3,year,hot_spell_frequency,,7
05366_Euskirchen,2.4459922313690186,HSf3,year,hot_spell_frequency,,7
05370_Heinsberg,3.178980827331543,HSf3,year,hot_spell_frequency,,7
05374_Oberbergischer Kreis,2.6396055221557617,HSf3,year,hot_spell_frequency,,7
05378_Rheinisch-Bergischer Kreis,3.0984795093536377,HSf3,year,hot_spell_frequency,,7
05382_Rhein-Sieg-Kreis,3.268747329711914,HSf3,year,hot_spell_frequency,,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,3.0672223567962646,HSf3,year,hot_spell_frequency,,7
05512_Bottrop,3.2976884841918945,HSf3,year,hot_spell_frequency,,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,3.0443661212921143,HSf3,year,hot_spell_frequency,,7
05513_Gelsenkirchen,3.228639602661133,HSf3,year,hot_spell_frequency,,7
05515_05566_05558_05570_Region_um_Münster,2.9152004718780518,HSf3,year,hot_spell_frequency,,7
05515_Münster,2.993699789047241,HSf3,year,hot_spell_frequency,,7
05554_Borken,2.6907520294189453,HSf3,year,hot_spell_frequency,,7
05558_Coesfeld,2.8921093940734863,HSf3,year,hot_spell_frequency,,7
05562_Recklinghausen,3.029724597930908,HSf3,year,hot_spell_frequency,,7
05566_Steinfurt,2.8301165103912354,HSf3,year,hot_spell_frequency,,7
05570_Warendorf,3.0318288803100586,HSf3,year,hot_spell_frequency,,7
05711_05754_05758_05766_Region_um_Bielefeld,2.8504254817962646,HSf3,year,hot_spell_frequency,,7
05711_Bielefeld,2.766542911529541,HSf3,year,hot_spell_frequency,,7
05754_Gütersloh,2.971921682357788,HSf3,year,hot_spell_frequency,,7
05758_Herford,2.899304151535034,HSf3,year,hot_spell_frequency,,7
05762_Höxter,2.9539313316345215,HSf3,year,hot_spell_frequency,,7
05766_Lippe,2.7555360794067383,HSf3,year,hot_spell_frequency,,7
05770_Minden-Lübbecke,2.985142707824707,HSf3,year,hot_spell_frequency,,7
05774_Paderborn,2.874159097671509,HSf3,year,hot_spell_frequency,,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,2.971379041671753,HSf3,year,hot_spell_frequency,,7
05911_Bochum,2.948066473007202,HSf3,year,hot_spell_frequency,,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.9472408294677734,HSf3,year,hot_spell_frequency,,7
05913_Dortmund,2.9871766567230225,HSf3,year,hot_spell_frequency,,7
05914_05954_05913_05978_05962_Region_um_Hagen,2.723396062850952,HSf3,year,hot_spell_frequency,,7
05914_Hagen,2.7961065769195557,HSf3,year,hot_spell_frequency,,7
05915_05978_05974_05570_05558_Region_um_Hamm,2.953373670578003,HSf3,year,hot_spell_frequency,,7
05915_Hamm,3.146965503692627,HSf3,year,hot_spell_frequency,,7
05916_05513_05562_05911_Region_um_Herne,3.020061492919922,HSf3,year,hot_spell_frequency,,7
05916_Herne,3.100156784057617,HSf3,year,hot_spell_frequency,,7
05954_Ennepe-Ruhr-Kreis,2.777650833129883,HSf3,year,hot_spell_frequency,,7
05958_Hochsauerlandkreis,2.2873029708862305,HSf3,year,hot_spell_frequency,,7
05962_Märkischer Kreis,2.4817428588867188,HSf3,year,hot_spell_frequency,,7
05966_Olpe,2.3479771614074707,HSf3,year,hot_spell_frequency,,7
05970_Siegen-Wittgenstein,2.4135847091674805,HSf3,year,hot_spell_frequency,,7
05974_Soest,2.87160587310791,HSf3,year,hot_spell_frequency,,7
05978_Unna,3.0050854682922363,HSf3,year,hot_spell_frequency,,7
06411_06432_06438_Region_um_Darmstadt,3.946044921875,HSf3,year,hot_spell_frequency,,7
06411_Darmstadt,4.006181240081787,HSf3,year,hot_spell_frequency,,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,3.664182662963867,HSf3,year,hot_spell_frequency,,7
06412_Frankfurt am Main,4.157449722290039,HSf3,year,hot_spell_frequency,,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,3.70515775680542,HSf3,year,hot_spell_frequency,,7
06413_Offenbach am Main,4.346829414367676,HSf3,year,hot_spell_frequency,,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,3.603179454803467,HSf3,year,hot_spell_frequency,,7
06414_Wiesbaden,3.709878444671631,HSf3,year,hot_spell_frequency,,7
06431_Bergstraße,3.780996322631836,HSf3,year,hot_spell_frequency,,7
06432_Darmstadt-Dieburg,3.8969008922576904,HSf3,year,hot_spell_frequency,,7
06433_Groß-Gerau,4.054826259613037,HSf3,year,hot_spell_frequency,,7
06434_Hochtaunuskreis,3.360907793045044,HSf3,year,hot_spell_frequency,,7
06435_Main-Kinzig-Kreis,3.5251665115356445,HSf3,year,hot_spell_frequency,,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,3.567941188812256,HSf3,year,hot_spell_frequency,,7
06436_Main-Taunus-Kreis,3.750356435775757,HSf3,year,hot_spell_frequency,,7
06437_Odenwaldkreis,3.5463459491729736,HSf3,year,hot_spell_frequency,,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,3.7427561283111572,HSf3,year,hot_spell_frequency,,7
06438_Offenbach,4.02149772644043,HSf3,year,hot_spell_frequency,,7
06439_Rheingau-Taunus-Kreis,3.2383620738983154,HSf3,year,hot_spell_frequency,,7
06440_Wetteraukreis,3.570289134979248,HSf3,year,hot_spell_frequency,,7
06531_Gießen,3.42328143119812,HSf3,year,hot_spell_frequency,,7
06532_Lahn-Dill-Kreis,2.964153528213501,HSf3,year,hot_spell_frequency,,7
06533_Limburg-Weilburg,3.1784539222717285,HSf3,year,hot_spell_frequency,,7
06534_Marburg-Biedenkopf,3.078523635864258,HSf3,year,hot_spell_frequency,,7
06535_Vogelsbergkreis,3.1662352085113525,HSf3,year,hot_spell_frequency,,7
06611_06633_03159_Region_um_Kassel,3.162993907928467,HSf3,year,hot_spell_frequency,,7
06611_Kassel,3.132779598236084,HSf3,year,hot_spell_frequency,,7
06631_Fulda,3.180659294128418,HSf3,year,hot_spell_frequency,,7
06632_Hersfeld-Rotenburg,3.489875555038452,HSf3,year,hot_spell_frequency,,7
06633_Kassel,3.1862692832946777,HSf3,year,hot_spell_frequency,,7
06634_Schwalm-Eder-Kreis,3.2920074462890625,HSf3,year,hot_spell_frequency,,7
06635_Waldeck-Frankenberg,2.897521734237671,HSf3,year,hot_spell_frequency,,7
06636_Werra-Meißner-Kreis,3.3247663974761963,HSf3,year,hot_spell_frequency,,7
07111_07137_07141_07143_Region_um_Koblenz,3.126295566558838,HSf3,year,hot_spell_frequency,,7
07111_Koblenz,3.473564863204956,HSf3,year,hot_spell_frequency,,7
07131_Ahrweiler,2.936272621154785,HSf3,year,hot_spell_frequency,,7
07132_Altenkirchen (Westerwald),2.8707995414733887,HSf3,year,hot_spell_frequency,,7
07133_Bad Kreuznach,3.4283688068389893,HSf3,year,hot_spell_frequency,,7
07134_Birkenfeld,2.7738723754882812,HSf3,year,hot_spell_frequency,,7
07135_Cochem-Zell,3.1742939949035645,HSf3,year,hot_spell_frequency,,7
07137_Mayen-Koblenz,3.26104736328125,HSf3,year,hot_spell_frequency,,7
07138_Neuwied,3.240081548690796,HSf3,year,hot_spell_frequency,,7
07140_Rhein-Hunsrück-Kreis,3.14080548286438,HSf3,year,hot_spell_frequency,,7
07141_Rhein-Lahn-Kreis,3.2097206115722656,HSf3,year,hot_spell_frequency,,7
07143_Westerwaldkreis,2.9109718799591064,HSf3,year,hot_spell_frequency,,7
07211_07235_Region_um_Trier,3.077646017074585,HSf3,year,hot_spell_frequency,,7
07211_Trier,3.5012869834899902,HSf3,year,hot_spell_frequency,,7
07231_Bernkastel-Wittlich,3.104642868041992,HSf3,year,hot_spell_frequency,,7
07232_Eifelkreis Bitburg-Prüm,2.616986036300659,HSf3,year,hot_spell_frequency,,7
07233_Vulkaneifel,2.273433208465576,HSf3,year,hot_spell_frequency,,7
07235_Trier-Saarburg,3.0565648078918457,HSf3,year,hot_spell_frequency,,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),4.012337684631348,HSf3,year,hot_spell_frequency,,7
07311_Frankenthal (Pfalz),4.0444865226745605,HSf3,year,hot_spell_frequency,,7
07312_07335_07332_Region_um_Kaiserslautern,3.482912302017212,HSf3,year,hot_spell_frequency,,7
07312_Kaiserslautern,3.4752042293548584,HSf3,year,hot_spell_frequency,,7
07313_07337_Region_um_Landau_in_der_Pfalz,3.6373379230499268,HSf3,year,hot_spell_frequency,,7
07313_Landau in der Pfalz,3.596426248550415,HSf3,year,hot_spell_frequency,,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,4.024304389953613,HSf3,year,hot_spell_frequency,,7
07314_Ludwigshafen am Rhein,4.045978546142578,HSf3,year,hot_spell_frequency,,7
07315_07339_06414_06433_Region_um_Mainz,3.90403413772583,HSf3,year,hot_spell_frequency,,7
07315_Mainz,4.138602256774902,HSf3,year,hot_spell_frequency,,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,3.6501526832580566,HSf3,year,hot_spell_frequency,,7
07316_Neustadt an der Weinstraße,3.738927125930786,HSf3,year,hot_spell_frequency,,7
07317_07340_Region_um_Pirmasens,3.4604408740997314,HSf3,year,hot_spell_frequency,,7
07317_Pirmasens,3.463834285736084,HSf3,year,hot_spell_frequency,,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,3.9167370796203613,HSf3,year,hot_spell_frequency,,7
07318_Speyer,3.878781318664551,HSf3,year,hot_spell_frequency,,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,3.831028938293457,HSf3,year,hot_spell_frequency,,7
07319_Worms,4.060284614562988,HSf3,year,hot_spell_frequency,,7
07320_07340_10045_07317_Region_um_Zweibrücken,3.4852399826049805,HSf3,year,hot_spell_frequency,,7
07320_Zweibrücken,3.5256693363189697,HSf3,year,hot_spell_frequency,,7
07331_Alzey-Worms,3.9961965084075928,HSf3,year,hot_spell_frequency,,7
07332_Bad Dürkheim,3.6492559909820557,HSf3,year,hot_spell_frequency,,7
07333_Donnersbergkreis,3.596165418624878,HSf3,year,hot_spell_frequency,,7
07334_Germersheim,4.060102462768555,HSf3,year,hot_spell_frequency,,7
07335_Kaiserslautern,3.429706335067749,HSf3,year,hot_spell_frequency,,7
07336_Kusel,3.359863519668579,HSf3,year,hot_spell_frequency,,7
07337_Südliche Weinstraße,3.643195629119873,HSf3,year,hot_spell_frequency,,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,3.857321262359619,HSf3,year,hot_spell_frequency,,7
07338_Rhein-Pfalz-Kreis,3.9698092937469482,HSf3,year,hot_spell_frequency,,7
07339_Mainz-Bingen,3.821662425994873,HSf3,year,hot_spell_frequency,,7
07340_Südwestpfalz,3.460205316543579,HSf3,year,hot_spell_frequency,,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,3.8230810165405273,HSf3,year,hot_spell_frequency,,7
08111_Stuttgart,3.8668956756591797,HSf3,year,hot_spell_frequency,,7
08115_Böblingen,3.606196880340576,HSf3,year,hot_spell_frequency,,7
08116_Esslingen,3.78629207611084,HSf3,year,hot_spell_frequency,,7
08117_Göppingen,3.483854055404663,HSf3,year,hot_spell_frequency,,7
08118_Ludwigsburg,4.02157735824585,HSf3,year,hot_spell_frequency,,7
08119_Rems-Murr-Kreis,3.845705032348633,HSf3,year,hot_spell_frequency,,7
08121_08125_Region_um_Heilbronn,3.9429068565368652,HSf3,year,hot_spell_frequency,,7
08121_Heilbronn,4.093732833862305,HSf3,year,hot_spell_frequency,,7
08125_Heilbronn,3.928178548812866,HSf3,year,hot_spell_frequency,,7
08126_Hohenlohekreis,3.6351161003112793,HSf3,year,hot_spell_frequency,,7
08127_Schwäbisch Hall,3.656057357788086,HSf3,year,hot_spell_frequency,,7
08128_Main-Tauber-Kreis,3.641061305999756,HSf3,year,hot_spell_frequency,,7
08135_Heidenheim,3.5364255905151367,HSf3,year,hot_spell_frequency,,7
08136_Ostalbkreis,3.615084409713745,HSf3,year,hot_spell_frequency,,7
08211_08216_Region_um_Baden-Baden,3.695366144180298,HSf3,year,hot_spell_frequency,,7
08211_Baden-Baden,3.743340492248535,HSf3,year,hot_spell_frequency,,7
08212_08215_07334_Region_um_Karlsruhe,4.0079803466796875,HSf3,year,hot_spell_frequency,,7
08212_Karlsruhe,4.069707870483398,HSf3,year,hot_spell_frequency,,7
08215_Karlsruhe,3.975818157196045,HSf3,year,hot_spell_frequency,,7
08216_Rastatt,3.686398506164551,HSf3,year,hot_spell_frequency,,7
08221_08226_08222_Region_um_Heidelberg,3.859708786010742,HSf3,year,hot_spell_frequency,,7
08221_Heidelberg,3.877546787261963,HSf3,year,hot_spell_frequency,,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,3.8423972129821777,HSf3,year,hot_spell_frequency,,7
08222_Mannheim,4.119912147521973,HSf3,year,hot_spell_frequency,,7
08225_Neckar-Odenwald-Kreis,3.59083890914917,HSf3,year,hot_spell_frequency,,7
08226_Rhein-Neckar-Kreis,3.8398244380950928,HSf3,year,hot_spell_frequency,,7
08231_08236_08235_Region_um_Pforzheim,3.218345880508423,HSf3,year,hot_spell_frequency,,7
08231_Pforzheim,3.5996034145355225,HSf3,year,hot_spell_frequency,,7
08235_Calw,2.8908638954162598,HSf3,year,hot_spell_frequency,,7
08236_Enzkreis,3.62540864944458,HSf3,year,hot_spell_frequency,,7
08237_Freudenstadt,2.7827870845794678,HSf3,year,hot_spell_frequency,,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,3.192384958267212,HSf3,year,hot_spell_frequency,,7
08311_Freiburg im Breisgau,3.896951675415039,HSf3,year,hot_spell_frequency,,7
08315_Breisgau-Hochschwarzwald,2.8280715942382812,HSf3,year,hot_spell_frequency,,7
08316_Emmendingen,3.7713706493377686,HSf3,year,hot_spell_frequency,,7
08317_Ortenaukreis,3.925968647003174,HSf3,year,hot_spell_frequency,,7
08325_Rottweil,2.947178602218628,HSf3,year,hot_spell_frequency,,7
08326_Schwarzwald-Baar-Kreis,2.7525017261505127,HSf3,year,hot_spell_frequency,,7
08327_Tuttlingen,3.095067024230957,HSf3,year,hot_spell_frequency,,7
08335_Konstanz,3.5114524364471436,HSf3,year,hot_spell_frequency,,7
08336_Lörrach,3.3481194972991943,HSf3,year,hot_spell_frequency,,7
08337_Waldshut,3.3746790885925293,HSf3,year,hot_spell_frequency,,7
08415_Reutlingen,2.8949050903320312,HSf3,year,hot_spell_frequency,,7
08416_Tübingen,3.707913398742676,HSf3,year,hot_spell_frequency,,7
08417_Zollernalbkreis,2.879316806793213,HSf3,year,hot_spell_frequency,,7
08421_08425_09775_Region_um_Ulm,3.4354822635650635,HSf3,year,hot_spell_frequency,,7
08421_Ulm,3.6958837509155273,HSf3,year,hot_spell_frequency,,7
08425_Alb-Donau-Kreis,3.301920175552368,HSf3,year,hot_spell_frequency,,7
08426_Biberach,3.4025251865386963,HSf3,year,hot_spell_frequency,,7
08435_Bodenseekreis,3.586529016494751,HSf3,year,hot_spell_frequency,,7
08436_Ravensburg,2.9586219787597656,HSf3,year,hot_spell_frequency,,7
08437_Sigmaringen,2.9426894187927246,HSf3,year,hot_spell_frequency,,7
09161_09176_09185_09186_Region_um_Ingolstadt,4.004664421081543,HSf3,year,hot_spell_frequency,,7
09161_Ingolstadt,4.210726261138916,HSf3,year,hot_spell_frequency,,7
09162_09184_09179_09174_Region_um_München,3.531644821166992,HSf3,year,hot_spell_frequency,,7
09162_München,3.7039999961853027,HSf3,year,hot_spell_frequency,,7
09163_09187_Region_um_Rosenheim,3.141866445541382,HSf3,year,hot_spell_frequency,,7
09163_Rosenheim,3.584182024002075,HSf3,year,hot_spell_frequency,,7
09171_Altötting,4.095364570617676,HSf3,year,hot_spell_frequency,,7
09172_Berchtesgadener Land,2.2440762519836426,HSf3,year,hot_spell_frequency,,7
09173_Bad Tölz-Wolfratshausen,2.1943721771240234,HSf3,year,hot_spell_frequency,,7
09174_Dachau,3.794045925140381,HSf3,year,hot_spell_frequency,,7
09175_Ebersberg,3.548980474472046,HSf3,year,hot_spell_frequency,,7
09176_Eichstätt,3.941377878189087,HSf3,year,hot_spell_frequency,,7
09177_Erding,3.7349696159362793,HSf3,year,hot_spell_frequency,,7
09178_Freising,3.9343371391296387,HSf3,year,hot_spell_frequency,,7
09179_Fürstenfeldbruck,3.4683680534362793,HSf3,year,hot_spell_frequency,,7
09180_Garmisch-Partenkirchen,1.4326506853103638,HSf3,year,hot_spell_frequency,,7
09181_Landsberg am Lech,2.9282498359680176,HSf3,year,hot_spell_frequency,,7
09182_Miesbach,2.0571701526641846,HSf3,year,hot_spell_frequency,,7
09183_Mühldorf a. Inn,3.885483741760254,HSf3,year,hot_spell_frequency,,7
09184_München,3.283003091812134,HSf3,year,hot_spell_frequency,,7
09185_Neuburg-Schrobenhausen,4.04549503326416,HSf3,year,hot_spell_frequency,,7
09186_Pfaffenhofen a.d. Ilm,4.028712749481201,HSf3,year,hot_spell_frequency,,7
09187_Rosenheim,3.1382133960723877,HSf3,year,hot_spell_frequency,,7
09188_Starnberg,3.011106491088867,HSf3,year,hot_spell_frequency,,7
09189_Traunstein,3.1032323837280273,HSf3,year,hot_spell_frequency,,7
09190_Weilheim-Schongau,2.579284906387329,HSf3,year,hot_spell_frequency,,7
09261_09274_Region_um_Landshut,4.053004741668701,HSf3,year,hot_spell_frequency,,7
09261_Landshut,4.080047607421875,HSf3,year,hot_spell_frequency,,7
09262_09275_Region_um_Passau,4.28965950012207,HSf3,year,hot_spell_frequency,,7
09262_Passau,4.458958148956299,HSf3,year,hot_spell_frequency,,7
09263_09278_Region_um_Straubing,4.0888166427612305,HSf3,year,hot_spell_frequency,,7
09263_Straubing,4.167244911193848,HSf3,year,hot_spell_frequency,,7
09271_Deggendorf,4.202306270599365,HSf3,year,hot_spell_frequency,,7
09272_Freyung-Grafenau,2.913104295730591,HSf3,year,hot_spell_frequency,,7
09273_Kelheim,4.057525634765625,HSf3,year,hot_spell_frequency,,7
09274_Landshut,4.0515570640563965,HSf3,year,hot_spell_frequency,,7
09275_Passau,4.281811237335205,HSf3,year,hot_spell_frequency,,7
