region,DD_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
07339_Mainz-Bingen,-2.3082275390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
07340_Südwestpfalz,-0.0805511474609375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_Stuttgart,-1.6802978515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08115_Böblingen,-2.6254119873046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08116_Esslingen,-1.212982177734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08117_Göppingen,-1.3771209716796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08118_Ludwigsburg,-0.8450164794921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08119_Rems-Murr-Kreis,-0.802398681640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_Heilbronn,-0.529266357421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08125_Heilbronn,-0.3377838134765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08126_Hohenlohekreis,-1.4038848876953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08127_Schwäbisch Hall,-1.65789794921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08128_Main-Tauber-Kreis,-1.69732666015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08135_Heidenheim,-2.126953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08136_Ostalbkreis,-1.2863922119140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_Baden-Baden,0.4451141357421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_Karlsruhe,-0.9089508056640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08215_Karlsruhe,-1.0594940185546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08216_Rastatt,0.4241180419921875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_Heidelberg,-0.908172607421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_Mannheim,-2.7935943603515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-1.1512908935546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-0.3951416015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_Pforzheim,-1.4082183837890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08235_Calw,-1.2097015380859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08236_Enzkreis,-1.3131561279296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08237_Freudenstadt,-0.463531494140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_Freiburg im Breisgau,-0.7476043701171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-0.2913360595703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08316_Emmendingen,-0.22454833984375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08317_Ortenaukreis,-0.6566314697265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08325_Rottweil,-1.359832763671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-1.0496978759765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08327_Tuttlingen,-1.06207275390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08335_Konstanz,-1.886444091796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08336_Lörrach,0.102569580078125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08337_Waldshut,-0.1931610107421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08415_Reutlingen,-0.9739990234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08416_Tübingen,-2.320465087890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
08417_Zollernalbkreis,-1.176116943359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_Ulm,-2.3422088623046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08425_Alb-Donau-Kreis,-1.92999267578125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08426_Biberach,-1.666534423828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08435_Bodenseekreis,-2.3328094482421875,DD,year,days_with_precipitation_amount_below_threshold,days,7
08436_Ravensburg,-1.03106689453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
08437_Sigmaringen,-1.3744659423828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_Ingolstadt,-2.747589111328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_München,-2.15631103515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_Rosenheim,-3.1493072509765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09171_Altötting,-2.245758056640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09172_Berchtesgadener Land,-2.3773040771484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-2.0598907470703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09174_Dachau,-2.3054046630859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09175_Ebersberg,-1.3818511962890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09176_Eichstätt,-2.814453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09177_Erding,-1.813873291015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09178_Freising,-2.3000335693359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09179_Fürstenfeldbruck,-2.3121337890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09180_Garmisch-Partenkirchen,-1.8095245361328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09181_Landsberg am Lech,-1.6354827880859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09182_Miesbach,-1.904815673828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09183_Mühldorf a. Inn,-1.9771575927734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09184_München,-1.583099365234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-2.6323394775390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-2.455230712890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09187_Rosenheim,-2.32696533203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09188_Starnberg,-2.3886566162109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09189_Traunstein,-1.88226318359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09190_Weilheim-Schongau,-2.0253448486328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_Landshut,-2.5587005615234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_Passau,-2.0572967529296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_Straubing,-2.74542236328125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09271_Deggendorf,-2.373046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09272_Freyung-Grafenau,-1.456695556640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09273_Kelheim,-2.309783935546875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09274_Landshut,-2.65496826171875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09275_Passau,-1.92340087890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09276_Regen,-1.900115966796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09277_Rottal-Inn,-1.7566070556640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09278_Straubing-Bogen,-2.523895263671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09279_Dingolfing-Landau,-2.997314453125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_Amberg,-2.61846923828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_Regensburg,-3.1838226318359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_Weiden i.d. OPf.,-2.450531005859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09371_Amberg-Sulzbach,-2.7278594970703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09372_Cham,-2.10040283203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-2.0675048828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-2.175537109375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09375_Regensburg,-2.8082275390625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09376_Schwandorf,-2.300384521484375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09377_Tirschenreuth,-2.0662384033203125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_Bamberg,-3.066864013671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_Bayreuth,-2.963958740234375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_Coburg,-2.021392822265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_Hof,-2.4566497802734375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09471_Bamberg,-2.4046173095703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09472_Bayreuth,-2.4149322509765625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09473_Coburg,-2.4543609619140625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09474_Forchheim,-2.261444091796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09475_Hof,-2.185791015625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09476_Kronach,-1.6028594970703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09477_Kulmbach,-2.345001220703125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09478_Lichtenfels,-2.56195068359375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-2.1158599853515625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_Ansbach,-2.365142822265625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_Erlangen,-3.1270751953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_Fürth,-2.828338623046875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_Nürnberg,-3.2633056640625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_Schwabach,-3.154449462890625,DD,year,days_with_precipitation_amount_below_threshold,days,7
09571_Ansbach,-2.8045654296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09572_Erlangen-Höchstadt,-2.7706756591796875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_Fürth,-2.9958343505859375,DD,year,days_with_precipitation_amount_below_threshold,days,7
09574_Nürnberger Land,-1.876953125,DD,year,days_with_precipitation_amount_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-2.61639404296875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09576_Roth,-2.8603973388671875,DD,year,days_with_precipitation_amount_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-2.8539581298828125,DD,year,days_with_precipitation_amount_below_threshold,days,7
