region,DSx5_year_2C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09279_Dingolfing-Landau,4.439788818359375,DSx5,year,dry_spell_duration,days,7
09361_09371_Region_um_Amberg,3.996227264404297,DSx5,year,dry_spell_duration,days,7
09361_Amberg,3.857145309448242,DSx5,year,dry_spell_duration,days,7
09362_09375_Region_um_Regensburg,4.71711540222168,DSx5,year,dry_spell_duration,days,7
09362_Regensburg,6.106357574462891,DSx5,year,dry_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,4.825395584106445,DSx5,year,dry_spell_duration,days,7
09363_Weiden i.d. OPf.,5.119535446166992,DSx5,year,dry_spell_duration,days,7
09371_Amberg-Sulzbach,4.002033233642578,DSx5,year,dry_spell_duration,days,7
09372_Cham,4.321348190307617,DSx5,year,dry_spell_duration,days,7
09373_Neumarkt i.d. OPf.,4.791110992431641,DSx5,year,dry_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,4.810428619384766,DSx5,year,dry_spell_duration,days,7
09375_Regensburg,4.629762649536133,DSx5,year,dry_spell_duration,days,7
09376_Schwandorf,4.483907699584961,DSx5,year,dry_spell_duration,days,7
09377_Tirschenreuth,5.109613418579102,DSx5,year,dry_spell_duration,days,7
09461_09471_Region_um_Bamberg,2.76043701171875,DSx5,year,dry_spell_duration,days,7
09461_Bamberg,3.365480422973633,DSx5,year,dry_spell_duration,days,7
09462_09472_Region_um_Bayreuth,3.999408721923828,DSx5,year,dry_spell_duration,days,7
09462_Bayreuth,4.150781631469727,DSx5,year,dry_spell_duration,days,7
09463_09473_Region_um_Coburg,5.149274826049805,DSx5,year,dry_spell_duration,days,7
09463_Coburg,5.765573501586914,DSx5,year,dry_spell_duration,days,7
09464_09475_Region_um_Hof,3.945362091064453,DSx5,year,dry_spell_duration,days,7
09464_Hof,3.964609146118164,DSx5,year,dry_spell_duration,days,7
09471_Bamberg,2.750307083129883,DSx5,year,dry_spell_duration,days,7
09472_Bayreuth,3.99102783203125,DSx5,year,dry_spell_duration,days,7
09473_Coburg,5.103788375854492,DSx5,year,dry_spell_duration,days,7
09474_Forchheim,3.281980514526367,DSx5,year,dry_spell_duration,days,7
09475_Hof,3.9441280364990234,DSx5,year,dry_spell_duration,days,7
09476_Kronach,3.969472885131836,DSx5,year,dry_spell_duration,days,7
09477_Kulmbach,4.194402694702148,DSx5,year,dry_spell_duration,days,7
09478_Lichtenfels,4.563835144042969,DSx5,year,dry_spell_duration,days,7
09479_Wunsiedel i. Fichtelgebirge,4.574913024902344,DSx5,year,dry_spell_duration,days,7
09561_09571_Region_um_Ansbach,3.9897537231445312,DSx5,year,dry_spell_duration,days,7
09561_Ansbach,3.8210067749023438,DSx5,year,dry_spell_duration,days,7
09562_09572_09564_09563_Region_um_Erlangen,3.1056785583496094,DSx5,year,dry_spell_duration,days,7
09562_Erlangen,3.5388031005859375,DSx5,year,dry_spell_duration,days,7
09563_09573_09562_09564_Region_um_Fürth,4.437187194824219,DSx5,year,dry_spell_duration,days,7
09563_Fürth,4.675212860107422,DSx5,year,dry_spell_duration,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,4.333330154418945,DSx5,year,dry_spell_duration,days,7
09564_Nürnberg,4.236185073852539,DSx5,year,dry_spell_duration,days,7
09565_09576_09564_Region_um_Schwabach,5.271121978759766,DSx5,year,dry_spell_duration,days,7
09565_Schwabach,4.370576858520508,DSx5,year,dry_spell_duration,days,7
09571_Ansbach,3.998910903930664,DSx5,year,dry_spell_duration,days,7
09572_Erlangen-Höchstadt,3.003438949584961,DSx5,year,dry_spell_duration,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,3.8576278686523438,DSx5,year,dry_spell_duration,days,7
09573_Fürth,5.051555633544922,DSx5,year,dry_spell_duration,days,7
09574_Nürnberger Land,4.471845626831055,DSx5,year,dry_spell_duration,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,2.9423294067382812,DSx5,year,dry_spell_duration,days,7
09576_Roth,5.585842132568359,DSx5,year,dry_spell_duration,days,7
09577_Weißenburg-Gunzenhausen,5.273294448852539,DSx5,year,dry_spell_duration,days,7
09661_09671_09676_Region_um_Aschaffenburg,5.156148910522461,DSx5,year,dry_spell_duration,days,7
09661_Aschaffenburg,5.5582733154296875,DSx5,year,dry_spell_duration,days,7
09662_09678_Region_um_Schweinfurt,4.114044189453125,DSx5,year,dry_spell_duration,days,7
09662_Schweinfurt,4.690299987792969,DSx5,year,dry_spell_duration,days,7
09663_09679_Region_um_Würzburg,3.400348663330078,DSx5,year,dry_spell_duration,days,7
09663_Würzburg,3.846973419189453,DSx5,year,dry_spell_duration,days,7
09671_Aschaffenburg,5.195911407470703,DSx5,year,dry_spell_duration,days,7
09672_Bad Kissingen,4.36842155456543,DSx5,year,dry_spell_duration,days,7
09673_Rhön-Grabfeld,4.928979873657227,DSx5,year,dry_spell_duration,days,7
09674_Haßberge,3.664888381958008,DSx5,year,dry_spell_duration,days,7
09675_Kitzingen,3.019512176513672,DSx5,year,dry_spell_duration,days,7
09676_Miltenberg,5.080722808837891,DSx5,year,dry_spell_duration,days,7
09677_Main-Spessart,4.734706878662109,DSx5,year,dry_spell_duration,days,7
09678_Schweinfurt,4.089225769042969,DSx5,year,dry_spell_duration,days,7
09679_Würzburg,3.380990982055664,DSx5,year,dry_spell_duration,days,7
09761_09772_09771_Region_um_Augsburg,6.707185745239258,DSx5,year,dry_spell_duration,days,7
09761_Augsburg,6.816705703735352,DSx5,year,dry_spell_duration,days,7
09762_09777_Region_um_Kaufbeuren,3.1052799224853516,DSx5,year,dry_spell_duration,days,7
09762_Kaufbeuren,3.468494415283203,DSx5,year,dry_spell_duration,days,7
09763_09780_Region_um_Kempten_(Allgäu),3.1456918716430664,DSx5,year,dry_spell_duration,days,7
09763_Kempten (Allgäu),3.7408599853515625,DSx5,year,dry_spell_duration,days,7
09764_09778_08436_Region_um_Memmingen,4.503786087036133,DSx5,year,dry_spell_duration,days,7
09764_Memmingen,3.9087791442871094,DSx5,year,dry_spell_duration,days,7
09771_Aichach-Friedberg,6.26786994934082,DSx5,year,dry_spell_duration,days,7
09772_Augsburg,7.007902145385742,DSx5,year,dry_spell_duration,days,7
09773_Dillingen a.d. Donau,6.424497604370117,DSx5,year,dry_spell_duration,days,7
09774_Günzburg,7.400077819824219,DSx5,year,dry_spell_duration,days,7
09775_Neu-Ulm,6.59233283996582,DSx5,year,dry_spell_duration,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),4.1163330078125,DSx5,year,dry_spell_duration,days,7
09776_Lindau (Bodensee),4.043529510498047,DSx5,year,dry_spell_duration,days,7
09777_Ostallgäu,3.094040870666504,DSx5,year,dry_spell_duration,days,7
09778_Unterallgäu,4.522937774658203,DSx5,year,dry_spell_duration,days,7
09779_Donau-Ries,5.735603332519531,DSx5,year,dry_spell_duration,days,7
09780_Oberallgäu,3.119579315185547,DSx5,year,dry_spell_duration,days,7
10041_Regionalverband Saarbrücken,6.020971298217773,DSx5,year,dry_spell_duration,days,7
10042_Merzig-Wadern,6.9407958984375,DSx5,year,dry_spell_duration,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,6.142055511474609,DSx5,year,dry_spell_duration,days,7
10043_Neunkirchen,6.071006774902344,DSx5,year,dry_spell_duration,days,7
10044_Saarlouis,6.81269645690918,DSx5,year,dry_spell_duration,days,7
10045_Saarpfalz-Kreis,5.61485481262207,DSx5,year,dry_spell_duration,days,7
10046_St. Wendel,6.5683746337890625,DSx5,year,dry_spell_duration,days,7
11000_Berlin,7.15093994140625,DSx5,year,dry_spell_duration,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,6.445127487182617,DSx5,year,dry_spell_duration,days,7
12051_Brandenburg an der Havel,6.5677032470703125,DSx5,year,dry_spell_duration,days,7
12052_12071_Region_um_Cottbus,6.716215133666992,DSx5,year,dry_spell_duration,days,7
12052_Cottbus,5.992132186889648,DSx5,year,dry_spell_duration,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),6.177644729614258,DSx5,year,dry_spell_duration,days,7
12053_Frankfurt (Oder),5.826242446899414,DSx5,year,dry_spell_duration,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,6.571811676025391,DSx5,year,dry_spell_duration,days,7
12054_Potsdam,6.906076431274414,DSx5,year,dry_spell_duration,days,7
12060_Barnim,5.405858993530273,DSx5,year,dry_spell_duration,days,7
12061_Dahme-Spreewald,7.300077438354492,DSx5,year,dry_spell_duration,days,7
12062_Elbe-Elster,7.535362243652344,DSx5,year,dry_spell_duration,days,7
12063_Havelland,5.501493453979492,DSx5,year,dry_spell_duration,days,7
12064_Märkisch-Oderland,6.512796401977539,DSx5,year,dry_spell_duration,days,7
12065_Oberhavel,4.90582275390625,DSx5,year,dry_spell_duration,days,7
12066_Oberspreewald-Lausitz,7.884069442749023,DSx5,year,dry_spell_duration,days,7
12067_Oder-Spree,5.882024765014648,DSx5,year,dry_spell_duration,days,7
12068_Ostprignitz-Ruppin,4.350612640380859,DSx5,year,dry_spell_duration,days,7
12069_Potsdam-Mittelmark,7.065879821777344,DSx5,year,dry_spell_duration,days,7
12070_Prignitz,4.412572860717773,DSx5,year,dry_spell_duration,days,7
12071_Spree-Neiße,6.790126800537109,DSx5,year,dry_spell_duration,days,7
12072_Teltow-Fläming,6.342845916748047,DSx5,year,dry_spell_duration,days,7
12073_Uckermark,5.668050765991211,DSx5,year,dry_spell_duration,days,7
13003_13072_Region_um_Rostock,5.55375862121582,DSx5,year,dry_spell_duration,days,7
13003_Rostock,4.825588226318359,DSx5,year,dry_spell_duration,days,7
13004_13076_13074_Region_um_Schwerin,3.7022361755371094,DSx5,year,dry_spell_duration,days,7
13004_Schwerin,2.932122230529785,DSx5,year,dry_spell_duration,days,7
13071_Mecklenburgische Seenplatte,3.6592283248901367,DSx5,year,dry_spell_duration,days,7
13072_Rostock,5.591464996337891,DSx5,year,dry_spell_duration,days,7
13073_Vorpommern-Rügen,3.9659900665283203,DSx5,year,dry_spell_duration,days,7
13074_Nordwestmecklenburg,4.49955940246582,DSx5,year,dry_spell_duration,days,7
13075_Vorpommern-Greifswald,3.240734100341797,DSx5,year,dry_spell_duration,days,7
13076_Ludwigslust-Parchim,3.4447402954101562,DSx5,year,dry_spell_duration,days,7
14511_14524_14521_14522_Region_um_Chemnitz,6.769569396972656,DSx5,year,dry_spell_duration,days,7
14511_Chemnitz,6.559246063232422,DSx5,year,dry_spell_duration,days,7
14521_Erzgebirgskreis,6.072654724121094,DSx5,year,dry_spell_duration,days,7
14522_Mittelsachsen,7.533395767211914,DSx5,year,dry_spell_duration,days,7
14523_Vogtlandkreis,5.667808532714844,DSx5,year,dry_spell_duration,days,7
14524_Zwickau,6.471014022827148,DSx5,year,dry_spell_duration,days,7
14612_14627_14625_14628_Region_um_Dresden,7.970174789428711,DSx5,year,dry_spell_duration,days,7
14612_Dresden,7.765268325805664,DSx5,year,dry_spell_duration,days,7
14625_Bautzen,7.787534713745117,DSx5,year,dry_spell_duration,days,7
14626_Görlitz,7.775468826293945,DSx5,year,dry_spell_duration,days,7
14627_Meißen,7.354074478149414,DSx5,year,dry_spell_duration,days,7
14628_Sächsische Schweiz-Osterzgebirge,8.814596176147461,DSx5,year,dry_spell_duration,days,7
14713_14729_14730_Region_um_Leipzig,6.681976318359375,DSx5,year,dry_spell_duration,days,7
14713_Leipzig,6.354944229125977,DSx5,year,dry_spell_duration,days,7
14729_Leipzig,6.964239120483398,DSx5,year,dry_spell_duration,days,7
14730_Nordsachsen,6.535888671875,DSx5,year,dry_spell_duration,days,7
15001_15091_15082_Region_um_Dessau-Rolau,6.710405349731445,DSx5,year,dry_spell_duration,days,7
15001_Dessau-Roßlau,6.944324493408203,DSx5,year,dry_spell_duration,days,7
15002_15088_Region_um_Halle_(Saale),6.631429672241211,DSx5,year,dry_spell_duration,days,7
15002_Halle (Saale),6.663476943969727,DSx5,year,dry_spell_duration,days,7
15003_15083_15089_15086_Region_um_Magdeburg,6.053239822387695,DSx5,year,dry_spell_duration,days,7
15003_Magdeburg,5.33074951171875,DSx5,year,dry_spell_duration,days,7
15081_Altmarkkreis Salzwedel,6.329202651977539,DSx5,year,dry_spell_duration,days,7
15082_Anhalt-Bitterfeld,6.796638488769531,DSx5,year,dry_spell_duration,days,7
15083_Börde,5.998920440673828,DSx5,year,dry_spell_duration,days,7
15084_Burgenlandkreis,6.623073577880859,DSx5,year,dry_spell_duration,days,7
15085_Harz,6.069746017456055,DSx5,year,dry_spell_duration,days,7
15086_Jerichower Land,5.579984664916992,DSx5,year,dry_spell_duration,days,7
15087_Mansfeld-Südharz,6.50755500793457,DSx5,year,dry_spell_duration,days,7
15088_Saalekreis,6.628288269042969,DSx5,year,dry_spell_duration,days,7
15089_Salzlandkreis,7.2952728271484375,DSx5,year,dry_spell_duration,days,7
15090_Stendal,4.921102523803711,DSx5,year,dry_spell_duration,days,7
15091_Wittenberg,6.616249084472656,DSx5,year,dry_spell_duration,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,6.286127090454102,DSx5,year,dry_spell_duration,days,7
16051_Erfurt,5.564563751220703,DSx5,year,dry_spell_duration,days,7
16052_16076_15084_16074_Region_um_Gera,6.6518707275390625,DSx5,year,dry_spell_duration,days,7
16052_Gera,6.729215621948242,DSx5,year,dry_spell_duration,days,7
16053_16074_16071_16055_Region_um_Jena,6.660539627075195,DSx5,year,dry_spell_duration,days,7
16053_Jena,6.615135192871094,DSx5,year,dry_spell_duration,days,7
16054_16066_16069_16070_Region_um_Suhl,5.27827262878418,DSx5,year,dry_spell_duration,days,7
16054_Suhl,5.164527893066406,DSx5,year,dry_spell_duration,days,7
16055_16071_Region_um_Weimar,7.053163528442383,DSx5,year,dry_spell_duration,days,7
16055_Weimar,7.261709213256836,DSx5,year,dry_spell_duration,days,7
16056_16063_06636_Region_um_Eisenach,6.06495475769043,DSx5,year,dry_spell_duration,days,7
16056_Eisenach,6.412496566772461,DSx5,year,dry_spell_duration,days,7
16061_Eichsfeld,6.038852691650391,DSx5,year,dry_spell_duration,days,7
16062_Nordhausen,6.868429183959961,DSx5,year,dry_spell_duration,days,7
16063_Wartburgkreis,5.616752624511719,DSx5,year,dry_spell_duration,days,7
16064_Unstrut-Hainich-Kreis,6.485237121582031,DSx5,year,dry_spell_duration,days,7
16065_Kyffhäuserkreis,6.387777328491211,DSx5,year,dry_spell_duration,days,7
16066_Schmalkalden-Meiningen,5.102842330932617,DSx5,year,dry_spell_duration,days,7
16067_Gotha,5.872802734375,DSx5,year,dry_spell_duration,days,7
16068_Sömmerda,6.63353157043457,DSx5,year,dry_spell_duration,days,7
16069_Hildburghausen,5.068321228027344,DSx5,year,dry_spell_duration,days,7
16070_Ilm-Kreis,5.814624786376953,DSx5,year,dry_spell_duration,days,7
16071_Weimarer Land,7.029268264770508,DSx5,year,dry_spell_duration,days,7
16072_Sonneberg,4.080451965332031,DSx5,year,dry_spell_duration,days,7
16073_Saalfeld-Rudolstadt,4.9319305419921875,DSx5,year,dry_spell_duration,days,7
16074_Saale-Holzland-Kreis,6.23942756652832,DSx5,year,dry_spell_duration,days,7
16075_Saale-Orla-Kreis,4.582115173339844,DSx5,year,dry_spell_duration,days,7
16076_Greiz,7.081327438354492,DSx5,year,dry_spell_duration,days,7
16077_Altenburger Land,6.830867767333984,DSx5,year,dry_spell_duration,days,7
