region,DSx5_year_2C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
04012_03352_03461_Region_um_Bremerhaven,-2.030536651611328,DSx5,year,dry_spell_duration,days,7
04012_Bremerhaven,-2.3371009826660156,DSx5,year,dry_spell_duration,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-2.357518196105957,DSx5,year,dry_spell_duration,days,7
05111_Düsseldorf,-2.5100784301757812,DSx5,year,dry_spell_duration,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-2.2964324951171875,DSx5,year,dry_spell_duration,days,7
05112_Duisburg,-2.549107551574707,DSx5,year,dry_spell_duration,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-2.6643028259277344,DSx5,year,dry_spell_duration,days,7
05113_Essen,-2.6210832595825195,DSx5,year,dry_spell_duration,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-2.489076614379883,DSx5,year,dry_spell_duration,days,7
05114_Krefeld,-2.7867698669433594,DSx5,year,dry_spell_duration,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-2.3174543380737305,DSx5,year,dry_spell_duration,days,7
05116_Mönchengladbach,-2.5502710342407227,DSx5,year,dry_spell_duration,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-2.665426254272461,DSx5,year,dry_spell_duration,days,7
05117_Mülheim an der Ruhr,-3.215320587158203,DSx5,year,dry_spell_duration,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-2.613485336303711,DSx5,year,dry_spell_duration,days,7
05119_Oberhausen,-3.006509780883789,DSx5,year,dry_spell_duration,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-2.780686378479004,DSx5,year,dry_spell_duration,days,7
05120_Remscheid,-2.405186653137207,DSx5,year,dry_spell_duration,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-2.6175546646118164,DSx5,year,dry_spell_duration,days,7
05122_Solingen,-2.5934228897094727,DSx5,year,dry_spell_duration,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-2.8556385040283203,DSx5,year,dry_spell_duration,days,7
05124_Wuppertal,-2.6630687713623047,DSx5,year,dry_spell_duration,days,7
05154_Kleve,-2.6147022247314453,DSx5,year,dry_spell_duration,days,7
05158_Mettmann,-2.5656166076660156,DSx5,year,dry_spell_duration,days,7
05162_Rhein-Kreis Neuss,-2.3892736434936523,DSx5,year,dry_spell_duration,days,7
05166_Viersen,-2.7035865783691406,DSx5,year,dry_spell_duration,days,7
05170_Wesel,-2.886251449584961,DSx5,year,dry_spell_duration,days,7
05314_05382_Region_um_Bonn,-3.0283002853393555,DSx5,year,dry_spell_duration,days,7
05314_Bonn,-2.9160661697387695,DSx5,year,dry_spell_duration,days,7
05315_Köln,-2.6352338790893555,DSx5,year,dry_spell_duration,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-2.6354846954345703,DSx5,year,dry_spell_duration,days,7
05316_Leverkusen,-2.703948974609375,DSx5,year,dry_spell_duration,days,7
05334_Städteregion Aachen,-2.1907100677490234,DSx5,year,dry_spell_duration,days,7
05358_Düren,-2.3628435134887695,DSx5,year,dry_spell_duration,days,7
05362_Rhein-Erft-Kreis,-2.2705602645874023,DSx5,year,dry_spell_duration,days,7
05366_Euskirchen,-1.871511459350586,DSx5,year,dry_spell_duration,days,7
05370_Heinsberg,-2.3381710052490234,DSx5,year,dry_spell_duration,days,7
05374_Oberbergischer Kreis,-2.8962574005126953,DSx5,year,dry_spell_duration,days,7
05378_Rheinisch-Bergischer Kreis,-2.688286781311035,DSx5,year,dry_spell_duration,days,7
05382_Rhein-Sieg-Kreis,-3.042360305786133,DSx5,year,dry_spell_duration,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-2.703554153442383,DSx5,year,dry_spell_duration,days,7
05512_Bottrop,-2.8676986694335938,DSx5,year,dry_spell_duration,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-2.4978694915771484,DSx5,year,dry_spell_duration,days,7
05513_Gelsenkirchen,-2.711009979248047,DSx5,year,dry_spell_duration,days,7
05515_05566_05558_05570_Region_um_Münster,-2.14272403717041,DSx5,year,dry_spell_duration,days,7
05515_Münster,-2.5896787643432617,DSx5,year,dry_spell_duration,days,7
05554_Borken,-2.1260976791381836,DSx5,year,dry_spell_duration,days,7
05558_Coesfeld,-2.197965621948242,DSx5,year,dry_spell_duration,days,7
05562_Recklinghausen,-2.664011001586914,DSx5,year,dry_spell_duration,days,7
05566_Steinfurt,-2.176370620727539,DSx5,year,dry_spell_duration,days,7
05570_Warendorf,-2.2602739334106445,DSx5,year,dry_spell_duration,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-1.911076545715332,DSx5,year,dry_spell_duration,days,7
05711_Bielefeld,-1.7583389282226562,DSx5,year,dry_spell_duration,days,7
05754_Gütersloh,-2.0525636672973633,DSx5,year,dry_spell_duration,days,7
05758_Herford,-2.262120246887207,DSx5,year,dry_spell_duration,days,7
05762_Höxter,-2.0267763137817383,DSx5,year,dry_spell_duration,days,7
05766_Lippe,-2.10208797454834,DSx5,year,dry_spell_duration,days,7
05770_Minden-Lübbecke,-2.1042709350585938,DSx5,year,dry_spell_duration,days,7
05774_Paderborn,-1.7420177459716797,DSx5,year,dry_spell_duration,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-2.709660530090332,DSx5,year,dry_spell_duration,days,7
05911_Bochum,-3.2878761291503906,DSx5,year,dry_spell_duration,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-2.8475914001464844,DSx5,year,dry_spell_duration,days,7
05913_Dortmund,-2.9833717346191406,DSx5,year,dry_spell_duration,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-2.8858766555786133,DSx5,year,dry_spell_duration,days,7
05914_Hagen,-3.2106752395629883,DSx5,year,dry_spell_duration,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-2.4334306716918945,DSx5,year,dry_spell_duration,days,7
05915_Hamm,-2.848942756652832,DSx5,year,dry_spell_duration,days,7
05916_05513_05562_05911_Region_um_Herne,-2.575399398803711,DSx5,year,dry_spell_duration,days,7
05916_Herne,-3.280402183532715,DSx5,year,dry_spell_duration,days,7
05954_Ennepe-Ruhr-Kreis,-3.281505584716797,DSx5,year,dry_spell_duration,days,7
05958_Hochsauerlandkreis,-2.11446475982666,DSx5,year,dry_spell_duration,days,7
05962_Märkischer Kreis,-2.568216323852539,DSx5,year,dry_spell_duration,days,7
05966_Olpe,-2.457538604736328,DSx5,year,dry_spell_duration,days,7
05970_Siegen-Wittgenstein,-2.0424089431762695,DSx5,year,dry_spell_duration,days,7
05974_Soest,-2.6527013778686523,DSx5,year,dry_spell_duration,days,7
05978_Unna,-3.070010185241699,DSx5,year,dry_spell_duration,days,7
06411_06432_06438_Region_um_Darmstadt,-2.83573055267334,DSx5,year,dry_spell_duration,days,7
06411_Darmstadt,-3.1971664428710938,DSx5,year,dry_spell_duration,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-2.0433177947998047,DSx5,year,dry_spell_duration,days,7
06412_Frankfurt am Main,-2.29086971282959,DSx5,year,dry_spell_duration,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-2.2002201080322266,DSx5,year,dry_spell_duration,days,7
06413_Offenbach am Main,-2.5134353637695312,DSx5,year,dry_spell_duration,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-2.250978469848633,DSx5,year,dry_spell_duration,days,7
06414_Wiesbaden,-2.071868896484375,DSx5,year,dry_spell_duration,days,7
06431_Bergstraße,-2.514801025390625,DSx5,year,dry_spell_duration,days,7
06432_Darmstadt-Dieburg,-2.9261178970336914,DSx5,year,dry_spell_duration,days,7
06433_Groß-Gerau,-2.5522327423095703,DSx5,year,dry_spell_duration,days,7
06434_Hochtaunuskreis,-2.8566932678222656,DSx5,year,dry_spell_duration,days,7
06435_Main-Kinzig-Kreis,-2.0704288482666016,DSx5,year,dry_spell_duration,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-2.225343704223633,DSx5,year,dry_spell_duration,days,7
06436_Main-Taunus-Kreis,-2.3002891540527344,DSx5,year,dry_spell_duration,days,7
06437_Odenwaldkreis,-2.7651500701904297,DSx5,year,dry_spell_duration,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-2.3026628494262695,DSx5,year,dry_spell_duration,days,7
06438_Offenbach,-2.6238632202148438,DSx5,year,dry_spell_duration,days,7
06439_Rheingau-Taunus-Kreis,-2.31732177734375,DSx5,year,dry_spell_duration,days,7
06440_Wetteraukreis,-1.795013427734375,DSx5,year,dry_spell_duration,days,7
06531_Gießen,-1.9641027450561523,DSx5,year,dry_spell_duration,days,7
06532_Lahn-Dill-Kreis,-2.7705488204956055,DSx5,year,dry_spell_duration,days,7
06533_Limburg-Weilburg,-2.446971893310547,DSx5,year,dry_spell_duration,days,7
06534_Marburg-Biedenkopf,-2.439594268798828,DSx5,year,dry_spell_duration,days,7
06535_Vogelsbergkreis,-1.8381710052490234,DSx5,year,dry_spell_duration,days,7
06611_06633_03159_Region_um_Kassel,-2.1377134323120117,DSx5,year,dry_spell_duration,days,7
06611_Kassel,-2.5643177032470703,DSx5,year,dry_spell_duration,days,7
06631_Fulda,-1.818765640258789,DSx5,year,dry_spell_duration,days,7
06632_Hersfeld-Rotenburg,-1.9662237167358398,DSx5,year,dry_spell_duration,days,7
06633_Kassel,-2.3723297119140625,DSx5,year,dry_spell_duration,days,7
06634_Schwalm-Eder-Kreis,-1.8423213958740234,DSx5,year,dry_spell_duration,days,7
06635_Waldeck-Frankenberg,-1.9100379943847656,DSx5,year,dry_spell_duration,days,7
06636_Werra-Meißner-Kreis,-2.2459402084350586,DSx5,year,dry_spell_duration,days,7
07111_07137_07141_07143_Region_um_Koblenz,-2.162221908569336,DSx5,year,dry_spell_duration,days,7
07111_Koblenz,-2.247241973876953,DSx5,year,dry_spell_duration,days,7
07131_Ahrweiler,-2.083547592163086,DSx5,year,dry_spell_duration,days,7
07132_Altenkirchen (Westerwald),-2.769176483154297,DSx5,year,dry_spell_duration,days,7
07133_Bad Kreuznach,-1.9024410247802734,DSx5,year,dry_spell_duration,days,7
07134_Birkenfeld,-1.9900131225585938,DSx5,year,dry_spell_duration,days,7
07135_Cochem-Zell,-2.1936187744140625,DSx5,year,dry_spell_duration,days,7
07137_Mayen-Koblenz,-2.150214195251465,DSx5,year,dry_spell_duration,days,7
07138_Neuwied,-2.5619211196899414,DSx5,year,dry_spell_duration,days,7
07140_Rhein-Hunsrück-Kreis,-1.9405021667480469,DSx5,year,dry_spell_duration,days,7
07141_Rhein-Lahn-Kreis,-2.1200265884399414,DSx5,year,dry_spell_duration,days,7
07143_Westerwaldkreis,-2.676377296447754,DSx5,year,dry_spell_duration,days,7
07211_07235_Region_um_Trier,-1.728571891784668,DSx5,year,dry_spell_duration,days,7
07211_Trier,-2.2776336669921875,DSx5,year,dry_spell_duration,days,7
07231_Bernkastel-Wittlich,-1.5905160903930664,DSx5,year,dry_spell_duration,days,7
07232_Eifelkreis Bitburg-Prüm,-1.6918306350708008,DSx5,year,dry_spell_duration,days,7
07233_Vulkaneifel,-1.9636344909667969,DSx5,year,dry_spell_duration,days,7
07235_Trier-Saarburg,-1.6665287017822266,DSx5,year,dry_spell_duration,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-2.7755203247070312,DSx5,year,dry_spell_duration,days,7
07311_Frankenthal (Pfalz),-2.627809524536133,DSx5,year,dry_spell_duration,days,7
07312_07335_07332_Region_um_Kaiserslautern,-2.302323341369629,DSx5,year,dry_spell_duration,days,7
07312_Kaiserslautern,-1.975480079650879,DSx5,year,dry_spell_duration,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-2.2871131896972656,DSx5,year,dry_spell_duration,days,7
07313_Landau in der Pfalz,-2.1322975158691406,DSx5,year,dry_spell_duration,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-2.797882080078125,DSx5,year,dry_spell_duration,days,7
07314_Ludwigshafen am Rhein,-2.7963294982910156,DSx5,year,dry_spell_duration,days,7
07315_07339_06414_06433_Region_um_Mainz,-2.214710235595703,DSx5,year,dry_spell_duration,days,7
07315_Mainz,-2.8919296264648438,DSx5,year,dry_spell_duration,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-2.6122570037841797,DSx5,year,dry_spell_duration,days,7
07316_Neustadt an der Weinstraße,-3.1718177795410156,DSx5,year,dry_spell_duration,days,7
07317_07340_Region_um_Pirmasens,-2.4698915481567383,DSx5,year,dry_spell_duration,days,7
07317_Pirmasens,-2.7964696884155273,DSx5,year,dry_spell_duration,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-2.354456901550293,DSx5,year,dry_spell_duration,days,7
07318_Speyer,-2.6175174713134766,DSx5,year,dry_spell_duration,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-2.4188175201416016,DSx5,year,dry_spell_duration,days,7
07319_Worms,-2.513032913208008,DSx5,year,dry_spell_duration,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-2.370248794555664,DSx5,year,dry_spell_duration,days,7
07320_Zweibrücken,-2.77956485748291,DSx5,year,dry_spell_duration,days,7
07331_Alzey-Worms,-2.1029510498046875,DSx5,year,dry_spell_duration,days,7
07332_Bad Dürkheim,-2.897003173828125,DSx5,year,dry_spell_duration,days,7
07333_Donnersbergkreis,-2.386702537536621,DSx5,year,dry_spell_duration,days,7
07334_Germersheim,-2.4754228591918945,DSx5,year,dry_spell_duration,days,7
07335_Kaiserslautern,-2.0223312377929688,DSx5,year,dry_spell_duration,days,7
07336_Kusel,-2.705934524536133,DSx5,year,dry_spell_duration,days,7
07337_Südliche Weinstraße,-2.3212528228759766,DSx5,year,dry_spell_duration,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-2.365846633911133,DSx5,year,dry_spell_duration,days,7
07338_Rhein-Pfalz-Kreis,-2.8780250549316406,DSx5,year,dry_spell_duration,days,7
07339_Mainz-Bingen,-2.157072067260742,DSx5,year,dry_spell_duration,days,7
07340_Südwestpfalz,-2.4472246170043945,DSx5,year,dry_spell_duration,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-2.1944236755371094,DSx5,year,dry_spell_duration,days,7
08111_Stuttgart,-2.631779670715332,DSx5,year,dry_spell_duration,days,7
08115_Böblingen,-2.2539138793945312,DSx5,year,dry_spell_duration,days,7
08116_Esslingen,-2.445645332336426,DSx5,year,dry_spell_duration,days,7
08117_Göppingen,-2.427403450012207,DSx5,year,dry_spell_duration,days,7
08118_Ludwigsburg,-2.0068302154541016,DSx5,year,dry_spell_duration,days,7
08119_Rems-Murr-Kreis,-2.1918773651123047,DSx5,year,dry_spell_duration,days,7
08121_08125_Region_um_Heilbronn,-2.181715965270996,DSx5,year,dry_spell_duration,days,7
08121_Heilbronn,-2.752229690551758,DSx5,year,dry_spell_duration,days,7
08125_Heilbronn,-2.183732032775879,DSx5,year,dry_spell_duration,days,7
08126_Hohenlohekreis,-2.5501298904418945,DSx5,year,dry_spell_duration,days,7
08127_Schwäbisch Hall,-2.5201663970947266,DSx5,year,dry_spell_duration,days,7
08128_Main-Tauber-Kreis,-2.5438079833984375,DSx5,year,dry_spell_duration,days,7
08135_Heidenheim,-2.2560806274414062,DSx5,year,dry_spell_duration,days,7
08136_Ostalbkreis,-1.944300651550293,DSx5,year,dry_spell_duration,days,7
08211_08216_Region_um_Baden-Baden,-2.517218589782715,DSx5,year,dry_spell_duration,days,7
08211_Baden-Baden,-2.7039947509765625,DSx5,year,dry_spell_duration,days,7
08212_08215_07334_Region_um_Karlsruhe,-2.3074417114257812,DSx5,year,dry_spell_duration,days,7
08212_Karlsruhe,-2.630131721496582,DSx5,year,dry_spell_duration,days,7
08215_Karlsruhe,-2.3409318923950195,DSx5,year,dry_spell_duration,days,7
08216_Rastatt,-2.493594169616699,DSx5,year,dry_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,-2.5782527923583984,DSx5,year,dry_spell_duration,days,7
08221_Heidelberg,-3.098583221435547,DSx5,year,dry_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-2.5748119354248047,DSx5,year,dry_spell_duration,days,7
08222_Mannheim,-2.682147979736328,DSx5,year,dry_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,-2.8328123092651367,DSx5,year,dry_spell_duration,days,7
08226_Rhein-Neckar-Kreis,-2.751297950744629,DSx5,year,dry_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,-2.3623275756835938,DSx5,year,dry_spell_duration,days,7
08231_Pforzheim,-1.9953041076660156,DSx5,year,dry_spell_duration,days,7
08235_Calw,-2.7336559295654297,DSx5,year,dry_spell_duration,days,7
08236_Enzkreis,-2.1137466430664062,DSx5,year,dry_spell_duration,days,7
08237_Freudenstadt,-3.100022315979004,DSx5,year,dry_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-3.2344093322753906,DSx5,year,dry_spell_duration,days,7
08311_Freiburg im Breisgau,-3.6182384490966797,DSx5,year,dry_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,-3.239042282104492,DSx5,year,dry_spell_duration,days,7
08316_Emmendingen,-3.1327438354492188,DSx5,year,dry_spell_duration,days,7
08317_Ortenaukreis,-3.242023468017578,DSx5,year,dry_spell_duration,days,7
08325_Rottweil,-3.0936498641967773,DSx5,year,dry_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,-2.6136951446533203,DSx5,year,dry_spell_duration,days,7
08327_Tuttlingen,-2.296658515930176,DSx5,year,dry_spell_duration,days,7
08335_Konstanz,-2.2715015411376953,DSx5,year,dry_spell_duration,days,7
08336_Lörrach,-2.846451759338379,DSx5,year,dry_spell_duration,days,7
08337_Waldshut,-2.0457639694213867,DSx5,year,dry_spell_duration,days,7
08415_Reutlingen,-2.2530336380004883,DSx5,year,dry_spell_duration,days,7
08416_Tübingen,-3.288132667541504,DSx5,year,dry_spell_duration,days,7
08417_Zollernalbkreis,-2.414461135864258,DSx5,year,dry_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,-2.393324851989746,DSx5,year,dry_spell_duration,days,7
08421_Ulm,-2.7088747024536133,DSx5,year,dry_spell_duration,days,7
08425_Alb-Donau-Kreis,-2.546685218811035,DSx5,year,dry_spell_duration,days,7
08426_Biberach,-2.561018943786621,DSx5,year,dry_spell_duration,days,7
08435_Bodenseekreis,-2.3396148681640625,DSx5,year,dry_spell_duration,days,7
08436_Ravensburg,-2.4113731384277344,DSx5,year,dry_spell_duration,days,7
08437_Sigmaringen,-2.8848161697387695,DSx5,year,dry_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-2.3490076065063477,DSx5,year,dry_spell_duration,days,7
09161_Ingolstadt,-2.689638137817383,DSx5,year,dry_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,-2.540729522705078,DSx5,year,dry_spell_duration,days,7
09162_München,-2.6710987091064453,DSx5,year,dry_spell_duration,days,7
09163_09187_Region_um_Rosenheim,-2.7970199584960938,DSx5,year,dry_spell_duration,days,7
09163_Rosenheim,-3.1004867553710938,DSx5,year,dry_spell_duration,days,7
09171_Altötting,-2.7763776779174805,DSx5,year,dry_spell_duration,days,7
09172_Berchtesgadener Land,-2.750978469848633,DSx5,year,dry_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,-2.3610944747924805,DSx5,year,dry_spell_duration,days,7
09174_Dachau,-2.755373001098633,DSx5,year,dry_spell_duration,days,7
09175_Ebersberg,-2.807117462158203,DSx5,year,dry_spell_duration,days,7
09176_Eichstätt,-2.193455696105957,DSx5,year,dry_spell_duration,days,7
09177_Erding,-3.400390625,DSx5,year,dry_spell_duration,days,7
09178_Freising,-2.953948974609375,DSx5,year,dry_spell_duration,days,7
09179_Fürstenfeldbruck,-2.638185501098633,DSx5,year,dry_spell_duration,days,7
09180_Garmisch-Partenkirchen,-2.905332565307617,DSx5,year,dry_spell_duration,days,7
09181_Landsberg am Lech,-2.490689277648926,DSx5,year,dry_spell_duration,days,7
09182_Miesbach,-2.9282960891723633,DSx5,year,dry_spell_duration,days,7
09183_Mühldorf a. Inn,-3.677718162536621,DSx5,year,dry_spell_duration,days,7
09184_München,-2.391472816467285,DSx5,year,dry_spell_duration,days,7
09185_Neuburg-Schrobenhausen,-2.371461868286133,DSx5,year,dry_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,-2.693413734436035,DSx5,year,dry_spell_duration,days,7
09187_Rosenheim,-2.806668281555176,DSx5,year,dry_spell_duration,days,7
09188_Starnberg,-2.5937957763671875,DSx5,year,dry_spell_duration,days,7
09189_Traunstein,-2.91324520111084,DSx5,year,dry_spell_duration,days,7
09190_Weilheim-Schongau,-2.651578903198242,DSx5,year,dry_spell_duration,days,7
09261_09274_Region_um_Landshut,-3.5742321014404297,DSx5,year,dry_spell_duration,days,7
09261_Landshut,-3.2887773513793945,DSx5,year,dry_spell_duration,days,7
