region,DSx5_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03453_Cloppenburg,-0.10919380187988281,DSx5,year,dry_spell_duration,days,7
03454_Emsland,-0.15798282623291016,DSx5,year,dry_spell_duration,days,7
03455_Friesland,0.05127143859863281,DSx5,year,dry_spell_duration,days,7
03456_Grafschaft Bentheim,-0.2143726348876953,DSx5,year,dry_spell_duration,days,7
03457_Leer,-0.057097434997558594,DSx5,year,dry_spell_duration,days,7
03458_Oldenburg,0.09735679626464844,DSx5,year,dry_spell_duration,days,7
03459_Osnabrück,-0.06882953643798828,DSx5,year,dry_spell_duration,days,7
03460_Vechta,-0.10478401184082031,DSx5,year,dry_spell_duration,days,7
03461_Wesermarsch,-0.15367412567138672,DSx5,year,dry_spell_duration,days,7
03462_Wittmund,-0.07395744323730469,DSx5,year,dry_spell_duration,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.25939369201660156,DSx5,year,dry_spell_duration,days,7
04011_Bremen,-0.003261566162109375,DSx5,year,dry_spell_duration,days,7
04012_03352_03461_Region_um_Bremerhaven,-0.203338623046875,DSx5,year,dry_spell_duration,days,7
04012_Bremerhaven,-0.1894397735595703,DSx5,year,dry_spell_duration,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-0.022634506225585938,DSx5,year,dry_spell_duration,days,7
05111_Düsseldorf,-0.16364669799804688,DSx5,year,dry_spell_duration,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.011020660400390625,DSx5,year,dry_spell_duration,days,7
05112_Duisburg,0.11145973205566406,DSx5,year,dry_spell_duration,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-0.047557830810546875,DSx5,year,dry_spell_duration,days,7
05113_Essen,-0.035552024841308594,DSx5,year,dry_spell_duration,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.07690048217773438,DSx5,year,dry_spell_duration,days,7
05114_Krefeld,0.1816272735595703,DSx5,year,dry_spell_duration,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.12090492248535156,DSx5,year,dry_spell_duration,days,7
05116_Mönchengladbach,-0.10544776916503906,DSx5,year,dry_spell_duration,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-0.10230541229248047,DSx5,year,dry_spell_duration,days,7
05117_Mülheim an der Ruhr,0.02875518798828125,DSx5,year,dry_spell_duration,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.010656356811523438,DSx5,year,dry_spell_duration,days,7
05119_Oberhausen,0.10318565368652344,DSx5,year,dry_spell_duration,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-0.04646492004394531,DSx5,year,dry_spell_duration,days,7
05120_Remscheid,0.04988384246826172,DSx5,year,dry_spell_duration,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-0.0032491683959960938,DSx5,year,dry_spell_duration,days,7
05122_Solingen,0.28012561798095703,DSx5,year,dry_spell_duration,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-0.12217903137207031,DSx5,year,dry_spell_duration,days,7
05124_Wuppertal,-0.0007314682006835938,DSx5,year,dry_spell_duration,days,7
05154_Kleve,0.14014625549316406,DSx5,year,dry_spell_duration,days,7
05158_Mettmann,-0.06952667236328125,DSx5,year,dry_spell_duration,days,7
05162_Rhein-Kreis Neuss,0.051116943359375,DSx5,year,dry_spell_duration,days,7
05166_Viersen,0.07019805908203125,DSx5,year,dry_spell_duration,days,7
05170_Wesel,-0.04984474182128906,DSx5,year,dry_spell_duration,days,7
05314_05382_Region_um_Bonn,0.0068302154541015625,DSx5,year,dry_spell_duration,days,7
05314_Bonn,0.11365318298339844,DSx5,year,dry_spell_duration,days,7
05315_Köln,-0.05684375762939453,DSx5,year,dry_spell_duration,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-0.013342857360839844,DSx5,year,dry_spell_duration,days,7
05316_Leverkusen,0.09579849243164062,DSx5,year,dry_spell_duration,days,7
05334_Städteregion Aachen,0.042420387268066406,DSx5,year,dry_spell_duration,days,7
05358_Düren,0.14064598083496094,DSx5,year,dry_spell_duration,days,7
05362_Rhein-Erft-Kreis,0.18423843383789062,DSx5,year,dry_spell_duration,days,7
05366_Euskirchen,0.0001621246337890625,DSx5,year,dry_spell_duration,days,7
05370_Heinsberg,0.08659839630126953,DSx5,year,dry_spell_duration,days,7
05374_Oberbergischer Kreis,-0.17744827270507812,DSx5,year,dry_spell_duration,days,7
05378_Rheinisch-Bergischer Kreis,0.05478477478027344,DSx5,year,dry_spell_duration,days,7
05382_Rhein-Sieg-Kreis,-0.0065555572509765625,DSx5,year,dry_spell_duration,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-0.0033140182495117188,DSx5,year,dry_spell_duration,days,7
05512_Bottrop,0.07565498352050781,DSx5,year,dry_spell_duration,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-0.027466773986816406,DSx5,year,dry_spell_duration,days,7
05513_Gelsenkirchen,-0.049681663513183594,DSx5,year,dry_spell_duration,days,7
05515_05566_05558_05570_Region_um_Münster,-0.0572052001953125,DSx5,year,dry_spell_duration,days,7
05515_Münster,-0.13301944732666016,DSx5,year,dry_spell_duration,days,7
05554_Borken,-0.2742195129394531,DSx5,year,dry_spell_duration,days,7
05558_Coesfeld,0.0016422271728515625,DSx5,year,dry_spell_duration,days,7
05562_Recklinghausen,-0.0176849365234375,DSx5,year,dry_spell_duration,days,7
05566_Steinfurt,-0.3391904830932617,DSx5,year,dry_spell_duration,days,7
05570_Warendorf,-0.08324432373046875,DSx5,year,dry_spell_duration,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-0.05069541931152344,DSx5,year,dry_spell_duration,days,7
05711_Bielefeld,-0.09732246398925781,DSx5,year,dry_spell_duration,days,7
05754_Gütersloh,-0.09441757202148438,DSx5,year,dry_spell_duration,days,7
05758_Herford,-0.18269062042236328,DSx5,year,dry_spell_duration,days,7
05762_Höxter,-0.2216930389404297,DSx5,year,dry_spell_duration,days,7
05766_Lippe,-0.16586589813232422,DSx5,year,dry_spell_duration,days,7
05770_Minden-Lübbecke,0.0627431869506836,DSx5,year,dry_spell_duration,days,7
05774_Paderborn,-0.038199424743652344,DSx5,year,dry_spell_duration,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-0.11526775360107422,DSx5,year,dry_spell_duration,days,7
05911_Bochum,-0.06571674346923828,DSx5,year,dry_spell_duration,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-0.1454763412475586,DSx5,year,dry_spell_duration,days,7
05913_Dortmund,-0.10122871398925781,DSx5,year,dry_spell_duration,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.09139823913574219,DSx5,year,dry_spell_duration,days,7
05914_Hagen,-0.10360527038574219,DSx5,year,dry_spell_duration,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-0.09422683715820312,DSx5,year,dry_spell_duration,days,7
05915_Hamm,-0.007967948913574219,DSx5,year,dry_spell_duration,days,7
05916_05513_05562_05911_Region_um_Herne,-0.04082679748535156,DSx5,year,dry_spell_duration,days,7
05916_Herne,0.02747631072998047,DSx5,year,dry_spell_duration,days,7
05954_Ennepe-Ruhr-Kreis,-0.180267333984375,DSx5,year,dry_spell_duration,days,7
05958_Hochsauerlandkreis,-0.15601348876953125,DSx5,year,dry_spell_duration,days,7
05962_Märkischer Kreis,-0.11530303955078125,DSx5,year,dry_spell_duration,days,7
05966_Olpe,-0.11287212371826172,DSx5,year,dry_spell_duration,days,7
05970_Siegen-Wittgenstein,0.2343120574951172,DSx5,year,dry_spell_duration,days,7
05974_Soest,-0.13077163696289062,DSx5,year,dry_spell_duration,days,7
05978_Unna,-0.08168411254882812,DSx5,year,dry_spell_duration,days,7
06411_06432_06438_Region_um_Darmstadt,0.30507659912109375,DSx5,year,dry_spell_duration,days,7
06411_Darmstadt,0.23549842834472656,DSx5,year,dry_spell_duration,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.24036312103271484,DSx5,year,dry_spell_duration,days,7
06412_Frankfurt am Main,0.3715782165527344,DSx5,year,dry_spell_duration,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.24883174896240234,DSx5,year,dry_spell_duration,days,7
06413_Offenbach am Main,0.42639923095703125,DSx5,year,dry_spell_duration,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.1382465362548828,DSx5,year,dry_spell_duration,days,7
06414_Wiesbaden,0.01300048828125,DSx5,year,dry_spell_duration,days,7
06431_Bergstraße,0.1767444610595703,DSx5,year,dry_spell_duration,days,7
06432_Darmstadt-Dieburg,0.19538307189941406,DSx5,year,dry_spell_duration,days,7
06433_Groß-Gerau,0.2452983856201172,DSx5,year,dry_spell_duration,days,7
06434_Hochtaunuskreis,-0.03717041015625,DSx5,year,dry_spell_duration,days,7
06435_Main-Kinzig-Kreis,0.22353839874267578,DSx5,year,dry_spell_duration,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.04787254333496094,DSx5,year,dry_spell_duration,days,7
06436_Main-Taunus-Kreis,-0.06045055389404297,DSx5,year,dry_spell_duration,days,7
06437_Odenwaldkreis,0.1306324005126953,DSx5,year,dry_spell_duration,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.15110397338867188,DSx5,year,dry_spell_duration,days,7
06438_Offenbach,0.49539661407470703,DSx5,year,dry_spell_duration,days,7
06439_Rheingau-Taunus-Kreis,0.15015602111816406,DSx5,year,dry_spell_duration,days,7
06440_Wetteraukreis,0.24466323852539062,DSx5,year,dry_spell_duration,days,7
06531_Gießen,0.2245016098022461,DSx5,year,dry_spell_duration,days,7
06532_Lahn-Dill-Kreis,0.2502708435058594,DSx5,year,dry_spell_duration,days,7
06533_Limburg-Weilburg,0.3982992172241211,DSx5,year,dry_spell_duration,days,7
06534_Marburg-Biedenkopf,0.181060791015625,DSx5,year,dry_spell_duration,days,7
06535_Vogelsbergkreis,0.06301498413085938,DSx5,year,dry_spell_duration,days,7
06611_06633_03159_Region_um_Kassel,-0.24079322814941406,DSx5,year,dry_spell_duration,days,7
06611_Kassel,0.026045799255371094,DSx5,year,dry_spell_duration,days,7
06631_Fulda,0.1010122299194336,DSx5,year,dry_spell_duration,days,7
06632_Hersfeld-Rotenburg,-0.16227054595947266,DSx5,year,dry_spell_duration,days,7
06633_Kassel,-0.09029579162597656,DSx5,year,dry_spell_duration,days,7
06634_Schwalm-Eder-Kreis,-0.1271514892578125,DSx5,year,dry_spell_duration,days,7
06635_Waldeck-Frankenberg,0.13012981414794922,DSx5,year,dry_spell_duration,days,7
06636_Werra-Meißner-Kreis,-0.13027381896972656,DSx5,year,dry_spell_duration,days,7
07111_07137_07141_07143_Region_um_Koblenz,0.1377544403076172,DSx5,year,dry_spell_duration,days,7
07111_Koblenz,0.04355049133300781,DSx5,year,dry_spell_duration,days,7
07131_Ahrweiler,0.17748451232910156,DSx5,year,dry_spell_duration,days,7
07132_Altenkirchen (Westerwald),0.07064628601074219,DSx5,year,dry_spell_duration,days,7
07133_Bad Kreuznach,0.14826583862304688,DSx5,year,dry_spell_duration,days,7
07134_Birkenfeld,0.3668785095214844,DSx5,year,dry_spell_duration,days,7
07135_Cochem-Zell,0.2273569107055664,DSx5,year,dry_spell_duration,days,7
07137_Mayen-Koblenz,0.2342967987060547,DSx5,year,dry_spell_duration,days,7
07138_Neuwied,0.1889667510986328,DSx5,year,dry_spell_duration,days,7
07140_Rhein-Hunsrück-Kreis,0.2740974426269531,DSx5,year,dry_spell_duration,days,7
07141_Rhein-Lahn-Kreis,0.08185005187988281,DSx5,year,dry_spell_duration,days,7
07143_Westerwaldkreis,0.2757558822631836,DSx5,year,dry_spell_duration,days,7
07211_07235_Region_um_Trier,0.5957851409912109,DSx5,year,dry_spell_duration,days,7
07211_Trier,0.5309820175170898,DSx5,year,dry_spell_duration,days,7
07231_Bernkastel-Wittlich,0.5280027389526367,DSx5,year,dry_spell_duration,days,7
07232_Eifelkreis Bitburg-Prüm,0.3679628372192383,DSx5,year,dry_spell_duration,days,7
07233_Vulkaneifel,0.30087852478027344,DSx5,year,dry_spell_duration,days,7
07235_Trier-Saarburg,0.5625076293945312,DSx5,year,dry_spell_duration,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.16660690307617188,DSx5,year,dry_spell_duration,days,7
07311_Frankenthal (Pfalz),0.33626747131347656,DSx5,year,dry_spell_duration,days,7
07312_07335_07332_Region_um_Kaiserslautern,0.3143730163574219,DSx5,year,dry_spell_duration,days,7
07312_Kaiserslautern,0.33380889892578125,DSx5,year,dry_spell_duration,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.1681842803955078,DSx5,year,dry_spell_duration,days,7
07313_Landau in der Pfalz,0.15536785125732422,DSx5,year,dry_spell_duration,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.12356185913085938,DSx5,year,dry_spell_duration,days,7
07314_Ludwigshafen am Rhein,0.1861553192138672,DSx5,year,dry_spell_duration,days,7
07315_07339_06414_06433_Region_um_Mainz,0.2269134521484375,DSx5,year,dry_spell_duration,days,7
07315_Mainz,0.27871131896972656,DSx5,year,dry_spell_duration,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.2111501693725586,DSx5,year,dry_spell_duration,days,7
07316_Neustadt an der Weinstraße,0.21024227142333984,DSx5,year,dry_spell_duration,days,7
07317_07340_Region_um_Pirmasens,0.390838623046875,DSx5,year,dry_spell_duration,days,7
07317_Pirmasens,0.38959407806396484,DSx5,year,dry_spell_duration,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.028491973876953125,DSx5,year,dry_spell_duration,days,7
07318_Speyer,0.10358619689941406,DSx5,year,dry_spell_duration,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.30367088317871094,DSx5,year,dry_spell_duration,days,7
07319_Worms,0.2649669647216797,DSx5,year,dry_spell_duration,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.6171245574951172,DSx5,year,dry_spell_duration,days,7
07320_Zweibrücken,0.4752941131591797,DSx5,year,dry_spell_duration,days,7
07331_Alzey-Worms,0.2129993438720703,DSx5,year,dry_spell_duration,days,7
07332_Bad Dürkheim,0.34067726135253906,DSx5,year,dry_spell_duration,days,7
07333_Donnersbergkreis,0.29152870178222656,DSx5,year,dry_spell_duration,days,7
07334_Germersheim,-0.12685203552246094,DSx5,year,dry_spell_duration,days,7
07335_Kaiserslautern,0.36959075927734375,DSx5,year,dry_spell_duration,days,7
07336_Kusel,0.2554454803466797,DSx5,year,dry_spell_duration,days,7
07337_Südliche Weinstraße,0.1897745132446289,DSx5,year,dry_spell_duration,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.1382122039794922,DSx5,year,dry_spell_duration,days,7
07338_Rhein-Pfalz-Kreis,0.2973346710205078,DSx5,year,dry_spell_duration,days,7
07339_Mainz-Bingen,0.18934249877929688,DSx5,year,dry_spell_duration,days,7
07340_Südwestpfalz,0.40049171447753906,DSx5,year,dry_spell_duration,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.047265052795410156,DSx5,year,dry_spell_duration,days,7
08111_Stuttgart,0.2037181854248047,DSx5,year,dry_spell_duration,days,7
08115_Böblingen,0.16387939453125,DSx5,year,dry_spell_duration,days,7
08116_Esslingen,-0.19379138946533203,DSx5,year,dry_spell_duration,days,7
08117_Göppingen,0.06006622314453125,DSx5,year,dry_spell_duration,days,7
08118_Ludwigsburg,0.06209754943847656,DSx5,year,dry_spell_duration,days,7
08119_Rems-Murr-Kreis,-0.08838653564453125,DSx5,year,dry_spell_duration,days,7
08121_08125_Region_um_Heilbronn,0.045566558837890625,DSx5,year,dry_spell_duration,days,7
08121_Heilbronn,-0.045780181884765625,DSx5,year,dry_spell_duration,days,7
08125_Heilbronn,0.04319572448730469,DSx5,year,dry_spell_duration,days,7
08126_Hohenlohekreis,-0.05441093444824219,DSx5,year,dry_spell_duration,days,7
08127_Schwäbisch Hall,0.064483642578125,DSx5,year,dry_spell_duration,days,7
08128_Main-Tauber-Kreis,-0.069793701171875,DSx5,year,dry_spell_duration,days,7
08135_Heidenheim,0.06633281707763672,DSx5,year,dry_spell_duration,days,7
08136_Ostalbkreis,0.013515472412109375,DSx5,year,dry_spell_duration,days,7
08211_08216_Region_um_Baden-Baden,0.3035850524902344,DSx5,year,dry_spell_duration,days,7
08211_Baden-Baden,0.21221542358398438,DSx5,year,dry_spell_duration,days,7
08212_08215_07334_Region_um_Karlsruhe,0.01681995391845703,DSx5,year,dry_spell_duration,days,7
08212_Karlsruhe,0.05585289001464844,DSx5,year,dry_spell_duration,days,7
08215_Karlsruhe,-0.07293319702148438,DSx5,year,dry_spell_duration,days,7
08216_Rastatt,0.3206453323364258,DSx5,year,dry_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,0.11433792114257812,DSx5,year,dry_spell_duration,days,7
08221_Heidelberg,0.3836021423339844,DSx5,year,dry_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,0.22786712646484375,DSx5,year,dry_spell_duration,days,7
08222_Mannheim,0.28186607360839844,DSx5,year,dry_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,0.053313255310058594,DSx5,year,dry_spell_duration,days,7
08226_Rhein-Neckar-Kreis,0.08661556243896484,DSx5,year,dry_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,0.0759429931640625,DSx5,year,dry_spell_duration,days,7
08231_Pforzheim,0.1654043197631836,DSx5,year,dry_spell_duration,days,7
08235_Calw,0.180877685546875,DSx5,year,dry_spell_duration,days,7
08236_Enzkreis,-0.06758975982666016,DSx5,year,dry_spell_duration,days,7
08237_Freudenstadt,0.28881263732910156,DSx5,year,dry_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.0543365478515625,DSx5,year,dry_spell_duration,days,7
08311_Freiburg im Breisgau,0.005949974060058594,DSx5,year,dry_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,0.05867767333984375,DSx5,year,dry_spell_duration,days,7
08316_Emmendingen,0.08281707763671875,DSx5,year,dry_spell_duration,days,7
08317_Ortenaukreis,0.06380748748779297,DSx5,year,dry_spell_duration,days,7
08325_Rottweil,0.1976318359375,DSx5,year,dry_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,0.37056922912597656,DSx5,year,dry_spell_duration,days,7
08327_Tuttlingen,0.33640003204345703,DSx5,year,dry_spell_duration,days,7
08335_Konstanz,-0.1062774658203125,DSx5,year,dry_spell_duration,days,7
08336_Lörrach,0.10604095458984375,DSx5,year,dry_spell_duration,days,7
08337_Waldshut,0.13733863830566406,DSx5,year,dry_spell_duration,days,7
08415_Reutlingen,-0.0013427734375,DSx5,year,dry_spell_duration,days,7
08416_Tübingen,0.2136058807373047,DSx5,year,dry_spell_duration,days,7
08417_Zollernalbkreis,0.2502479553222656,DSx5,year,dry_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,-0.14352989196777344,DSx5,year,dry_spell_duration,days,7
08421_Ulm,0.04756355285644531,DSx5,year,dry_spell_duration,days,7
08425_Alb-Donau-Kreis,-0.062305450439453125,DSx5,year,dry_spell_duration,days,7
08426_Biberach,-0.2251300811767578,DSx5,year,dry_spell_duration,days,7
08435_Bodenseekreis,0.016689300537109375,DSx5,year,dry_spell_duration,days,7
08436_Ravensburg,0.06407546997070312,DSx5,year,dry_spell_duration,days,7
08437_Sigmaringen,0.18279170989990234,DSx5,year,dry_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-0.20936203002929688,DSx5,year,dry_spell_duration,days,7
09161_Ingolstadt,-0.15773773193359375,DSx5,year,dry_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,-0.17988300323486328,DSx5,year,dry_spell_duration,days,7
09162_München,-0.26152610778808594,DSx5,year,dry_spell_duration,days,7
09163_09187_Region_um_Rosenheim,-0.18834304809570312,DSx5,year,dry_spell_duration,days,7
09163_Rosenheim,-0.3658275604248047,DSx5,year,dry_spell_duration,days,7
09171_Altötting,-0.24280929565429688,DSx5,year,dry_spell_duration,days,7
09172_Berchtesgadener Land,-0.15568828582763672,DSx5,year,dry_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,-0.2910308837890625,DSx5,year,dry_spell_duration,days,7
09174_Dachau,-0.3383493423461914,DSx5,year,dry_spell_duration,days,7
09175_Ebersberg,0.0243682861328125,DSx5,year,dry_spell_duration,days,7
09176_Eichstätt,-0.24421310424804688,DSx5,year,dry_spell_duration,days,7
09177_Erding,-0.21566200256347656,DSx5,year,dry_spell_duration,days,7
09178_Freising,-0.23464393615722656,DSx5,year,dry_spell_duration,days,7
09179_Fürstenfeldbruck,-0.2879781723022461,DSx5,year,dry_spell_duration,days,7
09180_Garmisch-Partenkirchen,-0.12314796447753906,DSx5,year,dry_spell_duration,days,7
09181_Landsberg am Lech,-0.21056747436523438,DSx5,year,dry_spell_duration,days,7
09182_Miesbach,-0.1746988296508789,DSx5,year,dry_spell_duration,days,7
09183_Mühldorf a. Inn,-0.2992982864379883,DSx5,year,dry_spell_duration,days,7
09184_München,-0.13267898559570312,DSx5,year,dry_spell_duration,days,7
09185_Neuburg-Schrobenhausen,-0.3445100784301758,DSx5,year,dry_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,-0.20804691314697266,DSx5,year,dry_spell_duration,days,7
09187_Rosenheim,-0.20774459838867188,DSx5,year,dry_spell_duration,days,7
09188_Starnberg,-0.362762451171875,DSx5,year,dry_spell_duration,days,7
09189_Traunstein,-0.2884712219238281,DSx5,year,dry_spell_duration,days,7
09190_Weilheim-Schongau,-0.3087444305419922,DSx5,year,dry_spell_duration,days,7
09261_09274_Region_um_Landshut,-0.2547168731689453,DSx5,year,dry_spell_duration,days,7
09261_Landshut,-0.30913543701171875,DSx5,year,dry_spell_duration,days,7
