region,FD_year_2C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03251_Diepholz,-23.056339263916016,FD,year,days_with_air_temperature_below_threshold,days,7
03252_Hameln-Pyrmont,-24.821395874023438,FD,year,days_with_air_temperature_below_threshold,days,7
03254_Hildesheim,-24.366561889648438,FD,year,days_with_air_temperature_below_threshold,days,7
03255_Holzminden,-26.440879821777344,FD,year,days_with_air_temperature_below_threshold,days,7
01056_Pinneberg,-23.513957977294922,FD,year,days_with_air_temperature_below_threshold,days,7
03256_Nienburg (Weser),-23.258609771728516,FD,year,days_with_air_temperature_below_threshold,days,7
03257_Schaumburg,-23.32849884033203,FD,year,days_with_air_temperature_below_threshold,days,7
03351_Celle,-24.01932144165039,FD,year,days_with_air_temperature_below_threshold,days,7
03352_Cuxhaven,-22.846885681152344,FD,year,days_with_air_temperature_below_threshold,days,7
03353_Harburg,-24.80697250366211,FD,year,days_with_air_temperature_below_threshold,days,7
03354_Lüchow-Dannenberg,-24.62717056274414,FD,year,days_with_air_temperature_below_threshold,days,7
03355_Lüneburg,-24.9698486328125,FD,year,days_with_air_temperature_below_threshold,days,7
03356_Osterholz,-23.475318908691406,FD,year,days_with_air_temperature_below_threshold,days,7
03357_Rotenburg (Wümme),-24.049549102783203,FD,year,days_with_air_temperature_below_threshold,days,7
03358_Heidekreis,-24.546783447265625,FD,year,days_with_air_temperature_below_threshold,days,7
03359_Stade,-23.818397521972656,FD,year,days_with_air_temperature_below_threshold,days,7
03360_Uelzen,-25.02779769897461,FD,year,days_with_air_temperature_below_threshold,days,7
03361_Verden,-23.12104034423828,FD,year,days_with_air_temperature_below_threshold,days,7
03401_Delmenhorst,-22.32093048095703,FD,year,days_with_air_temperature_below_threshold,days,7
03402_Emden,-19.367610931396484,FD,year,days_with_air_temperature_below_threshold,days,7
03403_Oldenburg (Oldb),-22.761714935302734,FD,year,days_with_air_temperature_below_threshold,days,7
03404_Osnabrück,-22.399166107177734,FD,year,days_with_air_temperature_below_threshold,days,7
03405_Wilhelmshaven,-20.28605079650879,FD,year,days_with_air_temperature_below_threshold,days,7
03451_Ammerland,-22.838932037353516,FD,year,days_with_air_temperature_below_threshold,days,7
03452_Aurich,-20.12889862060547,FD,year,days_with_air_temperature_below_threshold,days,7
03453_Cloppenburg,-22.811180114746094,FD,year,days_with_air_temperature_below_threshold,days,7
03454_Emsland,-21.465839385986328,FD,year,days_with_air_temperature_below_threshold,days,7
03455_Friesland,-22.25014877319336,FD,year,days_with_air_temperature_below_threshold,days,7
03456_Grafschaft Bentheim,-21.359573364257812,FD,year,days_with_air_temperature_below_threshold,days,7
03457_Leer,-22.01360321044922,FD,year,days_with_air_temperature_below_threshold,days,7
03458_Oldenburg,-22.914260864257812,FD,year,days_with_air_temperature_below_threshold,days,7
03459_Osnabrück,-22.559803009033203,FD,year,days_with_air_temperature_below_threshold,days,7
03460_Vechta,-22.956260681152344,FD,year,days_with_air_temperature_below_threshold,days,7
03461_Wesermarsch,-22.88469696044922,FD,year,days_with_air_temperature_below_threshold,days,7
03462_Wittmund,-21.56441879272461,FD,year,days_with_air_temperature_below_threshold,days,7
04011_Bremen,-22.564964294433594,FD,year,days_with_air_temperature_below_threshold,days,7
04012_Bremerhaven,-22.17652130126953,FD,year,days_with_air_temperature_below_threshold,days,7
05111_Düsseldorf,-19.220600128173828,FD,year,days_with_air_temperature_below_threshold,days,7
05112_Duisburg,-19.14533042907715,FD,year,days_with_air_temperature_below_threshold,days,7
05113_Essen,-19.77292251586914,FD,year,days_with_air_temperature_below_threshold,days,7
05114_Krefeld,-18.855182647705078,FD,year,days_with_air_temperature_below_threshold,days,7
05116_Mönchengladbach,-19.072734832763672,FD,year,days_with_air_temperature_below_threshold,days,7
05117_Mülheim an der Ruhr,-19.468772888183594,FD,year,days_with_air_temperature_below_threshold,days,7
05119_Oberhausen,-19.333219528198242,FD,year,days_with_air_temperature_below_threshold,days,7
05120_Remscheid,-23.70232391357422,FD,year,days_with_air_temperature_below_threshold,days,7
05122_Solingen,-21.253963470458984,FD,year,days_with_air_temperature_below_threshold,days,7
05124_Wuppertal,-22.28120231628418,FD,year,days_with_air_temperature_below_threshold,days,7
05154_Kleve,-19.635570526123047,FD,year,days_with_air_temperature_below_threshold,days,7
05158_Mettmann,-19.74312973022461,FD,year,days_with_air_temperature_below_threshold,days,7
05162_Rhein-Kreis Neuss,-18.98832130432129,FD,year,days_with_air_temperature_below_threshold,days,7
05166_Viersen,-19.23719024658203,FD,year,days_with_air_temperature_below_threshold,days,7
05170_Wesel,-19.526578903198242,FD,year,days_with_air_temperature_below_threshold,days,7
05314_Bonn,-21.080989837646484,FD,year,days_with_air_temperature_below_threshold,days,7
05315_Köln,-19.623199462890625,FD,year,days_with_air_temperature_below_threshold,days,7
05316_Leverkusen,-20.546913146972656,FD,year,days_with_air_temperature_below_threshold,days,7
05334_Städteregion Aachen,-23.308475494384766,FD,year,days_with_air_temperature_below_threshold,days,7
05358_Düren,-20.442962646484375,FD,year,days_with_air_temperature_below_threshold,days,7
05362_Rhein-Erft-Kreis,-19.07062530517578,FD,year,days_with_air_temperature_below_threshold,days,7
05366_Euskirchen,-25.647247314453125,FD,year,days_with_air_temperature_below_threshold,days,7
05370_Heinsberg,-18.568279266357422,FD,year,days_with_air_temperature_below_threshold,days,7
05374_Oberbergischer Kreis,-26.000343322753906,FD,year,days_with_air_temperature_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-21.95513916015625,FD,year,days_with_air_temperature_below_threshold,days,7
05382_Rhein-Sieg-Kreis,-22.424259185791016,FD,year,days_with_air_temperature_below_threshold,days,7
05512_Bottrop,-19.635892868041992,FD,year,days_with_air_temperature_below_threshold,days,7
05513_Gelsenkirchen,-19.5059814453125,FD,year,days_with_air_temperature_below_threshold,days,7
05515_Münster,-21.262367248535156,FD,year,days_with_air_temperature_below_threshold,days,7
05554_Borken,-20.650745391845703,FD,year,days_with_air_temperature_below_threshold,days,7
05558_Coesfeld,-20.848651885986328,FD,year,days_with_air_temperature_below_threshold,days,7
05562_Recklinghausen,-19.924575805664062,FD,year,days_with_air_temperature_below_threshold,days,7
05566_Steinfurt,-21.58937644958496,FD,year,days_with_air_temperature_below_threshold,days,7
05570_Warendorf,-20.80324935913086,FD,year,days_with_air_temperature_below_threshold,days,7
05711_Bielefeld,-22.88379669189453,FD,year,days_with_air_temperature_below_threshold,days,7
05754_Gütersloh,-21.997100830078125,FD,year,days_with_air_temperature_below_threshold,days,7
05758_Herford,-22.946773529052734,FD,year,days_with_air_temperature_below_threshold,days,7
05762_Höxter,-26.30465316772461,FD,year,days_with_air_temperature_below_threshold,days,7
05766_Lippe,-24.749897003173828,FD,year,days_with_air_temperature_below_threshold,days,7
05770_Minden-Lübbecke,-22.44097900390625,FD,year,days_with_air_temperature_below_threshold,days,7
05774_Paderborn,-24.597930908203125,FD,year,days_with_air_temperature_below_threshold,days,7
05911_Bochum,-20.103694915771484,FD,year,days_with_air_temperature_below_threshold,days,7
05913_Dortmund,-20.283161163330078,FD,year,days_with_air_temperature_below_threshold,days,7
05914_Hagen,-24.230369567871094,FD,year,days_with_air_temperature_below_threshold,days,7
05915_Hamm,-20.15982437133789,FD,year,days_with_air_temperature_below_threshold,days,7
05916_Herne,-19.404129028320312,FD,year,days_with_air_temperature_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-23.415115356445312,FD,year,days_with_air_temperature_below_threshold,days,7
05958_Hochsauerlandkreis,-28.23584747314453,FD,year,days_with_air_temperature_below_threshold,days,7
05962_Märkischer Kreis,-25.774459838867188,FD,year,days_with_air_temperature_below_threshold,days,7
05966_Olpe,-27.818161010742188,FD,year,days_with_air_temperature_below_threshold,days,7
05970_Siegen-Wittgenstein,-28.2469482421875,FD,year,days_with_air_temperature_below_threshold,days,7
05974_Soest,-22.697044372558594,FD,year,days_with_air_temperature_below_threshold,days,7
05978_Unna,-20.520158767700195,FD,year,days_with_air_temperature_below_threshold,days,7
06411_Darmstadt,-22.623023986816406,FD,year,days_with_air_temperature_below_threshold,days,7
06412_Frankfurt am Main,-23.07291030883789,FD,year,days_with_air_temperature_below_threshold,days,7
06413_Offenbach am Main,-22.206790924072266,FD,year,days_with_air_temperature_below_threshold,days,7
06414_Wiesbaden,-24.350543975830078,FD,year,days_with_air_temperature_below_threshold,days,7
06431_Bergstraße,-23.581954956054688,FD,year,days_with_air_temperature_below_threshold,days,7
06432_Darmstadt-Dieburg,-23.229145050048828,FD,year,days_with_air_temperature_below_threshold,days,7
06433_Groß-Gerau,-22.4928035736084,FD,year,days_with_air_temperature_below_threshold,days,7
06434_Hochtaunuskreis,-26.155109405517578,FD,year,days_with_air_temperature_below_threshold,days,7
06435_Main-Kinzig-Kreis,-25.745773315429688,FD,year,days_with_air_temperature_below_threshold,days,7
06436_Main-Taunus-Kreis,-24.294692993164062,FD,year,days_with_air_temperature_below_threshold,days,7
06437_Odenwaldkreis,-24.928741455078125,FD,year,days_with_air_temperature_below_threshold,days,7
06438_Offenbach,-22.31014633178711,FD,year,days_with_air_temperature_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,-25.311912536621094,FD,year,days_with_air_temperature_below_threshold,days,7
06440_Wetteraukreis,-24.916297912597656,FD,year,days_with_air_temperature_below_threshold,days,7
06531_Gießen,-25.418048858642578,FD,year,days_with_air_temperature_below_threshold,days,7
06532_Lahn-Dill-Kreis,-27.030353546142578,FD,year,days_with_air_temperature_below_threshold,days,7
06533_Limburg-Weilburg,-25.892009735107422,FD,year,days_with_air_temperature_below_threshold,days,7
06534_Marburg-Biedenkopf,-27.26287841796875,FD,year,days_with_air_temperature_below_threshold,days,7
06535_Vogelsbergkreis,-26.968490600585938,FD,year,days_with_air_temperature_below_threshold,days,7
06611_Kassel,-26.974327087402344,FD,year,days_with_air_temperature_below_threshold,days,7
06631_Fulda,-27.199325561523438,FD,year,days_with_air_temperature_below_threshold,days,7
06632_Hersfeld-Rotenburg,-27.010101318359375,FD,year,days_with_air_temperature_below_threshold,days,7
06633_Kassel,-27.140518188476562,FD,year,days_with_air_temperature_below_threshold,days,7
06634_Schwalm-Eder-Kreis,-26.705455780029297,FD,year,days_with_air_temperature_below_threshold,days,7
06635_Waldeck-Frankenberg,-27.700592041015625,FD,year,days_with_air_temperature_below_threshold,days,7
06636_Werra-Meißner-Kreis,-27.264305114746094,FD,year,days_with_air_temperature_below_threshold,days,7
07111_Koblenz,-23.77855682373047,FD,year,days_with_air_temperature_below_threshold,days,7
07131_Ahrweiler,-25.329879760742188,FD,year,days_with_air_temperature_below_threshold,days,7
07132_Altenkirchen (Westerwald),-26.39588165283203,FD,year,days_with_air_temperature_below_threshold,days,7
07133_Bad Kreuznach,-24.501384735107422,FD,year,days_with_air_temperature_below_threshold,days,7
07134_Birkenfeld,-25.63574981689453,FD,year,days_with_air_temperature_below_threshold,days,7
07135_Cochem-Zell,-25.45026397705078,FD,year,days_with_air_temperature_below_threshold,days,7
07137_Mayen-Koblenz,-25.065597534179688,FD,year,days_with_air_temperature_below_threshold,days,7
07138_Neuwied,-24.38302993774414,FD,year,days_with_air_temperature_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-25.6806640625,FD,year,days_with_air_temperature_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-25.41197967529297,FD,year,days_with_air_temperature_below_threshold,days,7
07143_Westerwaldkreis,-26.42017364501953,FD,year,days_with_air_temperature_below_threshold,days,7
07211_Trier,-23.492778778076172,FD,year,days_with_air_temperature_below_threshold,days,7
07231_Bernkastel-Wittlich,-24.952167510986328,FD,year,days_with_air_temperature_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-26.598190307617188,FD,year,days_with_air_temperature_below_threshold,days,7
07233_Vulkaneifel,-26.38603973388672,FD,year,days_with_air_temperature_below_threshold,days,7
07235_Trier-Saarburg,-24.211429595947266,FD,year,days_with_air_temperature_below_threshold,days,7
07311_Frankenthal (Pfalz),-21.20994758605957,FD,year,days_with_air_temperature_below_threshold,days,7
07312_Kaiserslautern,-23.76311492919922,FD,year,days_with_air_temperature_below_threshold,days,7
07313_Landau in der Pfalz,-23.058536529541016,FD,year,days_with_air_temperature_below_threshold,days,7
07314_Ludwigshafen am Rhein,-20.8380126953125,FD,year,days_with_air_temperature_below_threshold,days,7
07315_Mainz,-22.891448974609375,FD,year,days_with_air_temperature_below_threshold,days,7
07316_Neustadt an der Weinstraße,-22.828689575195312,FD,year,days_with_air_temperature_below_threshold,days,7
07317_Pirmasens,-24.092334747314453,FD,year,days_with_air_temperature_below_threshold,days,7
07318_Speyer,-21.27145767211914,FD,year,days_with_air_temperature_below_threshold,days,7
07319_Worms,-22.10464859008789,FD,year,days_with_air_temperature_below_threshold,days,7
07320_Zweibrücken,-23.044174194335938,FD,year,days_with_air_temperature_below_threshold,days,7
07331_Alzey-Worms,-22.88678741455078,FD,year,days_with_air_temperature_below_threshold,days,7
07332_Bad Dürkheim,-23.60916519165039,FD,year,days_with_air_temperature_below_threshold,days,7
07333_Donnersbergkreis,-24.342239379882812,FD,year,days_with_air_temperature_below_threshold,days,7
07334_Germersheim,-21.068912506103516,FD,year,days_with_air_temperature_below_threshold,days,7
07335_Kaiserslautern,-23.641971588134766,FD,year,days_with_air_temperature_below_threshold,days,7
07336_Kusel,-24.60175323486328,FD,year,days_with_air_temperature_below_threshold,days,7
07337_Südliche Weinstraße,-22.80086898803711,FD,year,days_with_air_temperature_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-21.432588577270508,FD,year,days_with_air_temperature_below_threshold,days,7
07339_Mainz-Bingen,-23.19205093383789,FD,year,days_with_air_temperature_below_threshold,days,7
07340_Südwestpfalz,-24.343219757080078,FD,year,days_with_air_temperature_below_threshold,days,7
08111_Stuttgart,-21.955425262451172,FD,year,days_with_air_temperature_below_threshold,days,7
08115_Böblingen,-24.57032012939453,FD,year,days_with_air_temperature_below_threshold,days,7
08116_Esslingen,-24.2830810546875,FD,year,days_with_air_temperature_below_threshold,days,7
08117_Göppingen,-25.123321533203125,FD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-23.19672393798828,FD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-24.663589477539062,FD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-22.853260040283203,FD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-23.312313079833984,FD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-25.29495620727539,FD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-25.52745819091797,FD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-25.650131225585938,FD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-26.108905792236328,FD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-25.73889923095703,FD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-22.459823608398438,FD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-19.87289810180664,FD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-21.41650390625,FD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-21.835315704345703,FD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-22.253963470458984,FD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-20.676254272460938,FD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-25.411270141601562,FD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-23.226539611816406,FD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-23.590866088867188,FD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-25.1575927734375,FD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-23.313072204589844,FD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-25.711952209472656,FD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-21.443572998046875,FD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-24.050918579101562,FD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-22.412574768066406,FD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-22.39040756225586,FD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-25.797954559326172,FD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-26.738540649414062,FD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-26.917083740234375,FD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-25.011184692382812,FD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-24.593734741210938,FD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-26.644378662109375,FD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-25.717147827148438,FD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-24.415328979492188,FD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-26.01396942138672,FD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-26.29967498779297,FD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-26.027114868164062,FD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-25.6444091796875,FD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-23.242095947265625,FD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-25.837364196777344,FD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-26.590179443359375,FD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-25.8880615234375,FD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-24.763187408447266,FD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-25.262680053710938,FD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-25.6099853515625,FD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-23.595809936523438,FD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-25.613746643066406,FD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-25.43444061279297,FD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-25.4315185546875,FD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-26.89406967163086,FD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-25.763710021972656,FD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-25.149864196777344,FD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-25.6260986328125,FD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-24.565841674804688,FD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-26.079605102539062,FD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-25.45574951171875,FD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-25.548446655273438,FD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-25.378787994384766,FD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-25.445667266845703,FD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-25.475929260253906,FD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-25.78247833251953,FD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-26.170318603515625,FD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-25.591930389404297,FD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-26.20977020263672,FD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-25.507583618164062,FD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-27.350257873535156,FD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-26.847885131835938,FD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-27.50698471069336,FD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-26.483978271484375,FD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-26.010066986083984,FD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-25.655517578125,FD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-26.945720672607422,FD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-26.622940063476562,FD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-26.23632049560547,FD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-26.772323608398438,FD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-25.852378845214844,FD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-26.780197143554688,FD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-26.744285583496094,FD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-27.15937042236328,FD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-27.013317108154297,FD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-27.167274475097656,FD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-26.334205627441406,FD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-27.323989868164062,FD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-26.669105529785156,FD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-27.163436889648438,FD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-27.63323974609375,FD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-25.769142150878906,FD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-26.819679260253906,FD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-26.68035888671875,FD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-27.004440307617188,FD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-25.443363189697266,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-27.060211181640625,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-27.123504638671875,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-26.36404800415039,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-27.164260864257812,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-27.793678283691406,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-27.144668579101562,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-26.705860137939453,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-27.326019287109375,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-25.990585327148438,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-25.253631591796875,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-24.99303436279297,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-25.24530792236328,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-25.893341064453125,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-26.0467529296875,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-25.545516967773438,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-25.574249267578125,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-26.357948303222656,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-25.175010681152344,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-25.946014404296875,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-25.750625610351562,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-23.445236206054688,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-25.486343383789062,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-24.96804428100586,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-25.104915618896484,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-27.29330825805664,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-27.580795288085938,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-25.286602020263672,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-24.912445068359375,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-25.057804107666016,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-25.598236083984375,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-25.251258850097656,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-24.854591369628906,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-25.359458923339844,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-25.83232879638672,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-26.07469940185547,FD,year,days_with_air_temperature_below_threshold,days,7
