region,FD_year_4C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
12054_Potsdam,-49.1576,FD,year,days_with_air_temperature_below_threshold,days,7
12060_Barnim,-52.704548,FD,year,days_with_air_temperature_below_threshold,days,7
12061_Dahme-Spreewald,-50.700512,FD,year,days_with_air_temperature_below_threshold,days,7
12062_Elbe-Elster,-50.240665,FD,year,days_with_air_temperature_below_threshold,days,7
12063_Havelland,-49.52275,FD,year,days_with_air_temperature_below_threshold,days,7
12064_Märkisch-Oderland,-52.25966,FD,year,days_with_air_temperature_below_threshold,days,7
12065_Oberhavel,-52.201977,FD,year,days_with_air_temperature_below_threshold,days,7
12066_Oberspreewald-Lausitz,-50.319256,FD,year,days_with_air_temperature_below_threshold,days,7
12067_Oder-Spree,-51.699738,FD,year,days_with_air_temperature_below_threshold,days,7
12068_Ostprignitz-Ruppin,-51.841537,FD,year,days_with_air_temperature_below_threshold,days,7
12069_Potsdam-Mittelmark,-50.252655,FD,year,days_with_air_temperature_below_threshold,days,7
12070_Prignitz,-50.902603,FD,year,days_with_air_temperature_below_threshold,days,7
12071_Spree-Neiße,-50.809776,FD,year,days_with_air_temperature_below_threshold,days,7
12072_Teltow-Fläming,-50.70854,FD,year,days_with_air_temperature_below_threshold,days,7
12073_Uckermark,-53.426792,FD,year,days_with_air_temperature_below_threshold,days,7
13003_Rostock,-47.24729,FD,year,days_with_air_temperature_below_threshold,days,7
13004_Schwerin,-50.283703,FD,year,days_with_air_temperature_below_threshold,days,7
13072_Rostock,-50.295727,FD,year,days_with_air_temperature_below_threshold,days,7
13076_Ludwigslust-Parchim,-50.434906,FD,year,days_with_air_temperature_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-52.135944,FD,year,days_with_air_temperature_below_threshold,days,7
13073_Vorpommern-Rügen,-47.315628,FD,year,days_with_air_temperature_below_threshold,days,7
13074_Nordwestmecklenburg,-48.951088,FD,year,days_with_air_temperature_below_threshold,days,7
13075_Vorpommern-Greifswald,-51.59445,FD,year,days_with_air_temperature_below_threshold,days,7
14511_Chemnitz,-54.691544,FD,year,days_with_air_temperature_below_threshold,days,7
14522_Mittelsachsen,-54.390152,FD,year,days_with_air_temperature_below_threshold,days,7
14523_Vogtlandkreis,-59.560905,FD,year,days_with_air_temperature_below_threshold,days,7
14521_Erzgebirgskreis,-59.985638,FD,year,days_with_air_temperature_below_threshold,days,7
14524_Zwickau,-53.71552,FD,year,days_with_air_temperature_below_threshold,days,7
14612_Dresden,-50.71923,FD,year,days_with_air_temperature_below_threshold,days,7
14626_Görlitz,-54.176857,FD,year,days_with_air_temperature_below_threshold,days,7
14625_Bautzen,-52.60611,FD,year,days_with_air_temperature_below_threshold,days,7
14627_Meißen,-49.307205,FD,year,days_with_air_temperature_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-57.34954,FD,year,days_with_air_temperature_below_threshold,days,7
14713_Leipzig,-47.75923,FD,year,days_with_air_temperature_below_threshold,days,7
14729_Leipzig,-49.221577,FD,year,days_with_air_temperature_below_threshold,days,7
14730_Nordsachsen,-49.283623,FD,year,days_with_air_temperature_below_threshold,days,7
15001_Dessau-Roßlau,-49.714527,FD,year,days_with_air_temperature_below_threshold,days,7
15082_Anhalt-Bitterfeld,-49.307297,FD,year,days_with_air_temperature_below_threshold,days,7
15091_Wittenberg,-50.344803,FD,year,days_with_air_temperature_below_threshold,days,7
15002_Halle (Saale),-48.14189,FD,year,days_with_air_temperature_below_threshold,days,7
15084_Burgenlandkreis,-49.476116,FD,year,days_with_air_temperature_below_threshold,days,7
15088_Saalekreis,-48.96025,FD,year,days_with_air_temperature_below_threshold,days,7
15087_Mansfeld-Südharz,-53.073128,FD,year,days_with_air_temperature_below_threshold,days,7
15003_Magdeburg,-48.43943,FD,year,days_with_air_temperature_below_threshold,days,7
15085_Harz,-53.10112,FD,year,days_with_air_temperature_below_threshold,days,7
15086_Jerichower Land,-49.3821,FD,year,days_with_air_temperature_below_threshold,days,7
15083_Börde,-48.48969,FD,year,days_with_air_temperature_below_threshold,days,7
15090_Stendal,-48.936714,FD,year,days_with_air_temperature_below_threshold,days,7
15089_Salzlandkreis,-48.25065,FD,year,days_with_air_temperature_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-48.03392,FD,year,days_with_air_temperature_below_threshold,days,7
16051_Erfurt,-49.817368,FD,year,days_with_air_temperature_below_threshold,days,7
16052_Gera,-51.38144,FD,year,days_with_air_temperature_below_threshold,days,7
16053_Jena,-52.010235,FD,year,days_with_air_temperature_below_threshold,days,7
16054_Suhl,-60.79077,FD,year,days_with_air_temperature_below_threshold,days,7
16055_Weimar,-51.93858,FD,year,days_with_air_temperature_below_threshold,days,7
16056_Eisenach,-53.57979,FD,year,days_with_air_temperature_below_threshold,days,7
16061_Eichsfeld,-54.662083,FD,year,days_with_air_temperature_below_threshold,days,7
16062_Nordhausen,-55.667496,FD,year,days_with_air_temperature_below_threshold,days,7
16063_Wartburgkreis,-54.45576,FD,year,days_with_air_temperature_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-52.376987,FD,year,days_with_air_temperature_below_threshold,days,7
16065_Kyffhäuserkreis,-52.074677,FD,year,days_with_air_temperature_below_threshold,days,7
16066_Schmalkalden-Meiningen,-58.46078,FD,year,days_with_air_temperature_below_threshold,days,7
16067_Gotha,-54.332504,FD,year,days_with_air_temperature_below_threshold,days,7
16068_Sömmerda,-49.698612,FD,year,days_with_air_temperature_below_threshold,days,7
16069_Hildburghausen,-57.733047,FD,year,days_with_air_temperature_below_threshold,days,7
16070_Ilm-Kreis,-57.364502,FD,year,days_with_air_temperature_below_threshold,days,7
16071_Weimarer Land,-51.95687,FD,year,days_with_air_temperature_below_threshold,days,7
16072_Sonneberg,-59.963394,FD,year,days_with_air_temperature_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-57.824245,FD,year,days_with_air_temperature_below_threshold,days,7
16074_Saale-Holzland-Kreis,-52.663185,FD,year,days_with_air_temperature_below_threshold,days,7
16075_Saale-Orla-Kreis,-57.92865,FD,year,days_with_air_temperature_below_threshold,days,7
16076_Greiz,-54.34101,FD,year,days_with_air_temperature_below_threshold,days,7
16077_Altenburger Land,-50.345867,FD,year,days_with_air_temperature_below_threshold,days,7
01001_01059_Region_um_Flensburg,-44.602886,FD,year,days_with_air_temperature_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-46.435867,FD,year,days_with_air_temperature_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-47.392014,FD,year,days_with_air_temperature_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-46.957687,FD,year,days_with_air_temperature_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-46.36279,FD,year,days_with_air_temperature_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-48.309258,FD,year,days_with_air_temperature_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-47.29389,FD,year,days_with_air_temperature_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-42.59604,FD,year,days_with_air_temperature_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-37.507217,FD,year,days_with_air_temperature_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-42.196323,FD,year,days_with_air_temperature_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-41.841095,FD,year,days_with_air_temperature_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-39.198257,FD,year,days_with_air_temperature_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-42.633217,FD,year,days_with_air_temperature_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-41.69884,FD,year,days_with_air_temperature_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-36.17294,FD,year,days_with_air_temperature_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-36.50467,FD,year,days_with_air_temperature_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-38.216255,FD,year,days_with_air_temperature_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-35.961166,FD,year,days_with_air_temperature_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-35.519558,FD,year,days_with_air_temperature_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-36.799313,FD,year,days_with_air_temperature_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-36.27751,FD,year,days_with_air_temperature_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-46.391823,FD,year,days_with_air_temperature_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-41.353916,FD,year,days_with_air_temperature_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-45.096794,FD,year,days_with_air_temperature_below_threshold,days,7
05314_05382_Region_um_Bonn,-42.34881,FD,year,days_with_air_temperature_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-39.08832,FD,year,days_with_air_temperature_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-36.726902,FD,year,days_with_air_temperature_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-36.86165,FD,year,days_with_air_temperature_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-40.417408,FD,year,days_with_air_temperature_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-44.332603,FD,year,days_with_air_temperature_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-38.374954,FD,year,days_with_air_temperature_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-39.196697,FD,year,days_with_air_temperature_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-44.940487,FD,year,days_with_air_temperature_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-40.82517,FD,year,days_with_air_temperature_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-37.005215,FD,year,days_with_air_temperature_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-42.635143,FD,year,days_with_air_temperature_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-47.48525,FD,year,days_with_air_temperature_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-47.87316,FD,year,days_with_air_temperature_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-46.00787,FD,year,days_with_air_temperature_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-46.87566,FD,year,days_with_air_temperature_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-46.295177,FD,year,days_with_air_temperature_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-53.123085,FD,year,days_with_air_temperature_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-49.231213,FD,year,days_with_air_temperature_below_threshold,days,7
07211_07235_Region_um_Trier,-46.985443,FD,year,days_with_air_temperature_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-39.474205,FD,year,days_with_air_temperature_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-45.868484,FD,year,days_with_air_temperature_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-43.57639,FD,year,days_with_air_temperature_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-39.469345,FD,year,days_with_air_temperature_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-43.9562,FD,year,days_with_air_temperature_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-43.875614,FD,year,days_with_air_temperature_below_threshold,days,7
07317_07340_Region_um_Pirmasens,-46.470364,FD,year,days_with_air_temperature_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-41.351074,FD,year,days_with_air_temperature_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-42.92707,FD,year,days_with_air_temperature_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-45.804703,FD,year,days_with_air_temperature_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-41.84806,FD,year,days_with_air_temperature_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-48.1316,FD,year,days_with_air_temperature_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-45.331528,FD,year,days_with_air_temperature_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,-45.069027,FD,year,days_with_air_temperature_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-39.954235,FD,year,days_with_air_temperature_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-42.985756,FD,year,days_with_air_temperature_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-42.701557,FD,year,days_with_air_temperature_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-49.905632,FD,year,days_with_air_temperature_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-49.3714,FD,year,days_with_air_temperature_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-55.82042,FD,year,days_with_air_temperature_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-54.392296,FD,year,days_with_air_temperature_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-53.42946,FD,year,days_with_air_temperature_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-55.15645,FD,year,days_with_air_temperature_below_threshold,days,7
09261_09274_Region_um_Landshut,-54.21156,FD,year,days_with_air_temperature_below_threshold,days,7
09262_09275_Region_um_Passau,-56.740547,FD,year,days_with_air_temperature_below_threshold,days,7
09263_09278_Region_um_Straubing,-56.11903,FD,year,days_with_air_temperature_below_threshold,days,7
09361_09371_Region_um_Amberg,-57.35646,FD,year,days_with_air_temperature_below_threshold,days,7
09362_09375_Region_um_Regensburg,-55.909626,FD,year,days_with_air_temperature_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-58.9315,FD,year,days_with_air_temperature_below_threshold,days,7
09461_09471_Region_um_Bamberg,-52.99187,FD,year,days_with_air_temperature_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-58.256104,FD,year,days_with_air_temperature_below_threshold,days,7
09463_09473_Region_um_Coburg,-55.159958,FD,year,days_with_air_temperature_below_threshold,days,7
09464_09475_Region_um_Hof,-60.6454,FD,year,days_with_air_temperature_below_threshold,days,7
09561_09571_Region_um_Ansbach,-53.437904,FD,year,days_with_air_temperature_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-51.26819,FD,year,days_with_air_temperature_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-51.05818,FD,year,days_with_air_temperature_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-53.3117,FD,year,days_with_air_temperature_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-53.497116,FD,year,days_with_air_temperature_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-52.850876,FD,year,days_with_air_temperature_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-48.879307,FD,year,days_with_air_temperature_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-50.911118,FD,year,days_with_air_temperature_below_threshold,days,7
09663_09679_Region_um_Würzburg,-48.74894,FD,year,days_with_air_temperature_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-53.476402,FD,year,days_with_air_temperature_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-57.454205,FD,year,days_with_air_temperature_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-59.087227,FD,year,days_with_air_temperature_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-55.5544,FD,year,days_with_air_temperature_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-55.70379,FD,year,days_with_air_temperature_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,-45.52138,FD,year,days_with_air_temperature_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-49.89116,FD,year,days_with_air_temperature_below_threshold,days,7
12052_12071_Region_um_Cottbus,-50.72911,FD,year,days_with_air_temperature_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-51.966908,FD,year,days_with_air_temperature_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-49.798355,FD,year,days_with_air_temperature_below_threshold,days,7
13003_13072_Region_um_Rostock,-50.145638,FD,year,days_with_air_temperature_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-49.982315,FD,year,days_with_air_temperature_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-56.293537,FD,year,days_with_air_temperature_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-53.0265,FD,year,days_with_air_temperature_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-49.14452,FD,year,days_with_air_temperature_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-49.88902,FD,year,days_with_air_temperature_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-48.887165,FD,year,days_with_air_temperature_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-48.679035,FD,year,days_with_air_temperature_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-53.077213,FD,year,days_with_air_temperature_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-51.657173,FD,year,days_with_air_temperature_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-52.275177,FD,year,days_with_air_temperature_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-58.073467,FD,year,days_with_air_temperature_below_threshold,days,7
16055_16071_Region_um_Weimar,-51.954994,FD,year,days_with_air_temperature_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-54.32969,FD,year,days_with_air_temperature_below_threshold,days,7
