region,FD_year_4C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03456_Grafschaft Bentheim,-38.12874984741211,FD,year,days_with_air_temperature_below_threshold,days,7
03457_Leer,-38.49565887451172,FD,year,days_with_air_temperature_below_threshold,days,7
03458_Oldenburg,-41.80442810058594,FD,year,days_with_air_temperature_below_threshold,days,7
03459_Osnabrück,-40.85039138793945,FD,year,days_with_air_temperature_below_threshold,days,7
03460_Vechta,-40.790462493896484,FD,year,days_with_air_temperature_below_threshold,days,7
03461_Wesermarsch,-39.30223083496094,FD,year,days_with_air_temperature_below_threshold,days,7
03462_Wittmund,-37.14265823364258,FD,year,days_with_air_temperature_below_threshold,days,7
04011_Bremen,-40.59454345703125,FD,year,days_with_air_temperature_below_threshold,days,7
04012_Bremerhaven,-38.62846374511719,FD,year,days_with_air_temperature_below_threshold,days,7
05111_Düsseldorf,-35.197654724121094,FD,year,days_with_air_temperature_below_threshold,days,7
05112_Duisburg,-34.4699821472168,FD,year,days_with_air_temperature_below_threshold,days,7
05113_Essen,-37.06755065917969,FD,year,days_with_air_temperature_below_threshold,days,7
05114_Krefeld,-34.037628173828125,FD,year,days_with_air_temperature_below_threshold,days,7
05116_Mönchengladbach,-34.083106994628906,FD,year,days_with_air_temperature_below_threshold,days,7
05117_Mülheim an der Ruhr,-35.83454895019531,FD,year,days_with_air_temperature_below_threshold,days,7
05119_Oberhausen,-34.71936798095703,FD,year,days_with_air_temperature_below_threshold,days,7
05120_Remscheid,-45.843902587890625,FD,year,days_with_air_temperature_below_threshold,days,7
05122_Solingen,-41.048892974853516,FD,year,days_with_air_temperature_below_threshold,days,7
05124_Wuppertal,-43.4287223815918,FD,year,days_with_air_temperature_below_threshold,days,7
05154_Kleve,-34.50682067871094,FD,year,days_with_air_temperature_below_threshold,days,7
05158_Mettmann,-37.82029342651367,FD,year,days_with_air_temperature_below_threshold,days,7
05162_Rhein-Kreis Neuss,-34.144439697265625,FD,year,days_with_air_temperature_below_threshold,days,7
05166_Viersen,-34.006011962890625,FD,year,days_with_air_temperature_below_threshold,days,7
05170_Wesel,-35.07328796386719,FD,year,days_with_air_temperature_below_threshold,days,7
05314_Bonn,-37.76408386230469,FD,year,days_with_air_temperature_below_threshold,days,7
05315_Köln,-34.924583435058594,FD,year,days_with_air_temperature_below_threshold,days,7
05316_Leverkusen,-37.312469482421875,FD,year,days_with_air_temperature_below_threshold,days,7
05334_Städteregion Aachen,-42.992313385009766,FD,year,days_with_air_temperature_below_threshold,days,7
05358_Düren,-36.983253479003906,FD,year,days_with_air_temperature_below_threshold,days,7
05362_Rhein-Erft-Kreis,-34.61033248901367,FD,year,days_with_air_temperature_below_threshold,days,7
05366_Euskirchen,-47.92864990234375,FD,year,days_with_air_temperature_below_threshold,days,7
05370_Heinsberg,-33.391212463378906,FD,year,days_with_air_temperature_below_threshold,days,7
05374_Oberbergischer Kreis,-49.04771423339844,FD,year,days_with_air_temperature_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-40.98484420776367,FD,year,days_with_air_temperature_below_threshold,days,7
05382_Rhein-Sieg-Kreis,-40.59958267211914,FD,year,days_with_air_temperature_below_threshold,days,7
05512_Bottrop,-35.323936462402344,FD,year,days_with_air_temperature_below_threshold,days,7
05513_Gelsenkirchen,-35.26924514770508,FD,year,days_with_air_temperature_below_threshold,days,7
05515_Münster,-38.818115234375,FD,year,days_with_air_temperature_below_threshold,days,7
05554_Borken,-37.865821838378906,FD,year,days_with_air_temperature_below_threshold,days,7
05558_Coesfeld,-38.068824768066406,FD,year,days_with_air_temperature_below_threshold,days,7
05562_Recklinghausen,-36.68727493286133,FD,year,days_with_air_temperature_below_threshold,days,7
05566_Steinfurt,-39.750396728515625,FD,year,days_with_air_temperature_below_threshold,days,7
05570_Warendorf,-38.682430267333984,FD,year,days_with_air_temperature_below_threshold,days,7
05711_Bielefeld,-42.03217315673828,FD,year,days_with_air_temperature_below_threshold,days,7
05754_Gütersloh,-40.83376693725586,FD,year,days_with_air_temperature_below_threshold,days,7
05758_Herford,-41.60456085205078,FD,year,days_with_air_temperature_below_threshold,days,7
05762_Höxter,-49.0203742980957,FD,year,days_with_air_temperature_below_threshold,days,7
05766_Lippe,-46.3006591796875,FD,year,days_with_air_temperature_below_threshold,days,7
05770_Minden-Lübbecke,-40.754737854003906,FD,year,days_with_air_temperature_below_threshold,days,7
05774_Paderborn,-46.808319091796875,FD,year,days_with_air_temperature_below_threshold,days,7
05911_Bochum,-37.01177215576172,FD,year,days_with_air_temperature_below_threshold,days,7
05913_Dortmund,-36.761680603027344,FD,year,days_with_air_temperature_below_threshold,days,7
05914_Hagen,-44.77833557128906,FD,year,days_with_air_temperature_below_threshold,days,7
05915_Hamm,-36.540462493896484,FD,year,days_with_air_temperature_below_threshold,days,7
05916_Herne,-35.55637741088867,FD,year,days_with_air_temperature_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-42.62053298950195,FD,year,days_with_air_temperature_below_threshold,days,7
05958_Hochsauerlandkreis,-55.67809295654297,FD,year,days_with_air_temperature_below_threshold,days,7
05962_Märkischer Kreis,-50.194183349609375,FD,year,days_with_air_temperature_below_threshold,days,7
05966_Olpe,-54.938812255859375,FD,year,days_with_air_temperature_below_threshold,days,7
05970_Siegen-Wittgenstein,-57.370506286621094,FD,year,days_with_air_temperature_below_threshold,days,7
05974_Soest,-43.556705474853516,FD,year,days_with_air_temperature_below_threshold,days,7
05978_Unna,-37.874351501464844,FD,year,days_with_air_temperature_below_threshold,days,7
06411_Darmstadt,-41.46965408325195,FD,year,days_with_air_temperature_below_threshold,days,7
06412_Frankfurt am Main,-42.782936096191406,FD,year,days_with_air_temperature_below_threshold,days,7
06413_Offenbach am Main,-40.855567932128906,FD,year,days_with_air_temperature_below_threshold,days,7
06414_Wiesbaden,-46.45930862426758,FD,year,days_with_air_temperature_below_threshold,days,7
06431_Bergstraße,-43.01573944091797,FD,year,days_with_air_temperature_below_threshold,days,7
06432_Darmstadt-Dieburg,-41.94409942626953,FD,year,days_with_air_temperature_below_threshold,days,7
06433_Groß-Gerau,-41.31428909301758,FD,year,days_with_air_temperature_below_threshold,days,7
06434_Hochtaunuskreis,-49.588497161865234,FD,year,days_with_air_temperature_below_threshold,days,7
06435_Main-Kinzig-Kreis,-50.38679504394531,FD,year,days_with_air_temperature_below_threshold,days,7
06436_Main-Taunus-Kreis,-45.537269592285156,FD,year,days_with_air_temperature_below_threshold,days,7
06437_Odenwaldkreis,-47.9327507019043,FD,year,days_with_air_temperature_below_threshold,days,7
06438_Offenbach,-41.443748474121094,FD,year,days_with_air_temperature_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,-49.477996826171875,FD,year,days_with_air_temperature_below_threshold,days,7
06440_Wetteraukreis,-47.959720611572266,FD,year,days_with_air_temperature_below_threshold,days,7
06531_Gießen,-49.64326095581055,FD,year,days_with_air_temperature_below_threshold,days,7
06532_Lahn-Dill-Kreis,-53.408226013183594,FD,year,days_with_air_temperature_below_threshold,days,7
06533_Limburg-Weilburg,-50.10179138183594,FD,year,days_with_air_temperature_below_threshold,days,7
06534_Marburg-Biedenkopf,-53.7579460144043,FD,year,days_with_air_temperature_below_threshold,days,7
06535_Vogelsbergkreis,-53.1832389831543,FD,year,days_with_air_temperature_below_threshold,days,7
06611_Kassel,-51.243553161621094,FD,year,days_with_air_temperature_below_threshold,days,7
06631_Fulda,-55.36803436279297,FD,year,days_with_air_temperature_below_threshold,days,7
06632_Hersfeld-Rotenburg,-53.98809814453125,FD,year,days_with_air_temperature_below_threshold,days,7
06633_Kassel,-51.471580505371094,FD,year,days_with_air_temperature_below_threshold,days,7
06634_Schwalm-Eder-Kreis,-52.45750045776367,FD,year,days_with_air_temperature_below_threshold,days,7
06635_Waldeck-Frankenberg,-55.48381042480469,FD,year,days_with_air_temperature_below_threshold,days,7
06636_Werra-Meißner-Kreis,-53.82896423339844,FD,year,days_with_air_temperature_below_threshold,days,7
07111_Koblenz,-43.288089752197266,FD,year,days_with_air_temperature_below_threshold,days,7
07131_Ahrweiler,-47.50068664550781,FD,year,days_with_air_temperature_below_threshold,days,7
07132_Altenkirchen (Westerwald),-49.95513916015625,FD,year,days_with_air_temperature_below_threshold,days,7
07133_Bad Kreuznach,-47.783233642578125,FD,year,days_with_air_temperature_below_threshold,days,7
07134_Birkenfeld,-51.629852294921875,FD,year,days_with_air_temperature_below_threshold,days,7
07135_Cochem-Zell,-49.045692443847656,FD,year,days_with_air_temperature_below_threshold,days,7
07137_Mayen-Koblenz,-46.121177673339844,FD,year,days_with_air_temperature_below_threshold,days,7
07138_Neuwied,-45.32778549194336,FD,year,days_with_air_temperature_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-50.166053771972656,FD,year,days_with_air_temperature_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-48.343719482421875,FD,year,days_with_air_temperature_below_threshold,days,7
07143_Westerwaldkreis,-50.84814453125,FD,year,days_with_air_temperature_below_threshold,days,7
07211_Trier,-44.71419143676758,FD,year,days_with_air_temperature_below_threshold,days,7
07231_Bernkastel-Wittlich,-48.877899169921875,FD,year,days_with_air_temperature_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-50.96595764160156,FD,year,days_with_air_temperature_below_threshold,days,7
07233_Vulkaneifel,-53.487606048583984,FD,year,days_with_air_temperature_below_threshold,days,7
07235_Trier-Saarburg,-45.66361618041992,FD,year,days_with_air_temperature_below_threshold,days,7
07311_Frankenthal (Pfalz),-39.294921875,FD,year,days_with_air_temperature_below_threshold,days,7
07312_Kaiserslautern,-47.040733337402344,FD,year,days_with_air_temperature_below_threshold,days,7
07313_Landau in der Pfalz,-42.87223434448242,FD,year,days_with_air_temperature_below_threshold,days,7
07314_Ludwigshafen am Rhein,-39.56840133666992,FD,year,days_with_air_temperature_below_threshold,days,7
07315_Mainz,-43.34086608886719,FD,year,days_with_air_temperature_below_threshold,days,7
07316_Neustadt an der Weinstraße,-42.000675201416016,FD,year,days_with_air_temperature_below_threshold,days,7
07317_Pirmasens,-46.079673767089844,FD,year,days_with_air_temperature_below_threshold,days,7
07318_Speyer,-38.56591033935547,FD,year,days_with_air_temperature_below_threshold,days,7
07319_Worms,-39.12693405151367,FD,year,days_with_air_temperature_below_threshold,days,7
07320_Zweibrücken,-44.2885627746582,FD,year,days_with_air_temperature_below_threshold,days,7
07331_Alzey-Worms,-41.10783004760742,FD,year,days_with_air_temperature_below_threshold,days,7
07332_Bad Dürkheim,-42.86399459838867,FD,year,days_with_air_temperature_below_threshold,days,7
07333_Donnersbergkreis,-44.500545501708984,FD,year,days_with_air_temperature_below_threshold,days,7
07334_Germersheim,-37.8899040222168,FD,year,days_with_air_temperature_below_threshold,days,7
07335_Kaiserslautern,-46.75538635253906,FD,year,days_with_air_temperature_below_threshold,days,7
07336_Kusel,-47.29347229003906,FD,year,days_with_air_temperature_below_threshold,days,7
07337_Südliche Weinstraße,-42.37062072753906,FD,year,days_with_air_temperature_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-38.93144607543945,FD,year,days_with_air_temperature_below_threshold,days,7
07339_Mainz-Bingen,-44.32931137084961,FD,year,days_with_air_temperature_below_threshold,days,7
07340_Südwestpfalz,-46.882293701171875,FD,year,days_with_air_temperature_below_threshold,days,7
08111_Stuttgart,-44.376190185546875,FD,year,days_with_air_temperature_below_threshold,days,7
08115_Böblingen,-48.88135528564453,FD,year,days_with_air_temperature_below_threshold,days,7
08116_Esslingen,-47.23827362060547,FD,year,days_with_air_temperature_below_threshold,days,7
08117_Göppingen,-52.56695556640625,FD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-43.43604278564453,FD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-47.549957275390625,FD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-42.05459976196289,FD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-43.25048065185547,FD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-46.570518493652344,FD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-50.679832458496094,FD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-47.341766357421875,FD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-56.135093688964844,FD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-53.48863220214844,FD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-44.145652770996094,FD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-37.12904357910156,FD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-38.680564880371094,FD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-43.426658630371094,FD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-42.22016906738281,FD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-39.55544662475586,FD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-49.09880447387695,FD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-42.60418701171875,FD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-43.628150939941406,FD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-53.98652648925781,FD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-42.948402404785156,FD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-55.723182678222656,FD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-45.04945373535156,FD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-51.21417999267578,FD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-45.26698303222656,FD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-44.16983413696289,FD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-56.788063049316406,FD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-58.15453338623047,FD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-59.24723815917969,FD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-54.08654022216797,FD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-51.65376281738281,FD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-56.60809326171875,FD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-56.57749938964844,FD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-50.347251892089844,FD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-56.79681396484375,FD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-56.443668365478516,FD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-57.019203186035156,FD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-55.99635314941406,FD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-47.85356903076172,FD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-55.2734375,FD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-57.72351837158203,FD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-53.76487731933594,FD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-52.65363693237305,FD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-54.63488006591797,FD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-53.97087097167969,FD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-56.702640533447266,FD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-58.02920150756836,FD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-52.65784454345703,FD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-54.301490783691406,FD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-56.486724853515625,FD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-54.30216979980469,FD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-53.179725646972656,FD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-53.34709167480469,FD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-56.50999069213867,FD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-54.50373077392578,FD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-58.33815383911133,FD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-54.28909683227539,FD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-54.14007568359375,FD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-53.150455474853516,FD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-53.21226501464844,FD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-56.647300720214844,FD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-55.46235656738281,FD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-55.99463653564453,FD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-56.267555236816406,FD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-53.74726104736328,FD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-56.9600830078125,FD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-56.21757507324219,FD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-57.80241012573242,FD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-60.349544525146484,FD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-55.49382019042969,FD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-54.124229431152344,FD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-56.75238800048828,FD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-60.29008865356445,FD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-54.70711898803711,FD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-56.14912414550781,FD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-54.015281677246094,FD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-58.705726623535156,FD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-55.398658752441406,FD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-60.21925354003906,FD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-58.30583190917969,FD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-59.34016418457031,FD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-56.99663543701172,FD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-60.077537536621094,FD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-56.699981689453125,FD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-58.44926452636719,FD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-61.44010925292969,FD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-52.63910675048828,FD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-58.19092559814453,FD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-55.09950256347656,FD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-61.65385437011719,FD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-53.19634246826172,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-58.484317779541016,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-56.26696014404297,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-54.56853485107422,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-61.73670196533203,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-60.419273376464844,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-58.03803253173828,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-54.54415512084961,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-62.357452392578125,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-52.04899597167969,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-51.26688766479492,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-50.31549835205078,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-50.724205017089844,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-52.59008026123047,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-52.095924377441406,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-51.646759033203125,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-50.512386322021484,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-55.33171081542969,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-48.61896514892578,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-54.30029296875,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-55.013954162597656,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-44.911556243896484,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-50.56715393066406,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-47.01136779785156,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-47.74135208129883,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-54.26654815673828,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-56.612510681152344,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-52.084556579589844,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-47.37221145629883,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-48.26974105834961,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-51.4942512512207,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-49.92924499511719,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-47.029052734375,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-51.891387939453125,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-56.22080993652344,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-57.396583557128906,FD,year,days_with_air_temperature_below_threshold,days,7
