region,FD_year_4C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
06634_Schwalm-Eder-Kreis,-35.57135009765625,FD,year,days_with_air_temperature_below_threshold,days,7
06635_Waldeck-Frankenberg,-38.15565490722656,FD,year,days_with_air_temperature_below_threshold,days,7
06636_Werra-Meißner-Kreis,-35.88970184326172,FD,year,days_with_air_temperature_below_threshold,days,7
07111_Koblenz,-25.461387634277344,FD,year,days_with_air_temperature_below_threshold,days,7
07131_Ahrweiler,-31.083984375,FD,year,days_with_air_temperature_below_threshold,days,7
07132_Altenkirchen (Westerwald),-30.057437896728516,FD,year,days_with_air_temperature_below_threshold,days,7
07133_Bad Kreuznach,-26.33785629272461,FD,year,days_with_air_temperature_below_threshold,days,7
07134_Birkenfeld,-31.48937225341797,FD,year,days_with_air_temperature_below_threshold,days,7
07135_Cochem-Zell,-28.945865631103516,FD,year,days_with_air_temperature_below_threshold,days,7
07137_Mayen-Koblenz,-27.158769607543945,FD,year,days_with_air_temperature_below_threshold,days,7
07138_Neuwied,-23.964832305908203,FD,year,days_with_air_temperature_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-33.18431091308594,FD,year,days_with_air_temperature_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-30.31377601623535,FD,year,days_with_air_temperature_below_threshold,days,7
07143_Westerwaldkreis,-31.071308135986328,FD,year,days_with_air_temperature_below_threshold,days,7
07211_Trier,-28.435863494873047,FD,year,days_with_air_temperature_below_threshold,days,7
07231_Bernkastel-Wittlich,-29.917619705200195,FD,year,days_with_air_temperature_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-30.51296615600586,FD,year,days_with_air_temperature_below_threshold,days,7
07233_Vulkaneifel,-35.10359191894531,FD,year,days_with_air_temperature_below_threshold,days,7
07235_Trier-Saarburg,-27.497453689575195,FD,year,days_with_air_temperature_below_threshold,days,7
07311_Frankenthal (Pfalz),-22.09259605407715,FD,year,days_with_air_temperature_below_threshold,days,7
07312_Kaiserslautern,-29.649261474609375,FD,year,days_with_air_temperature_below_threshold,days,7
07313_Landau in der Pfalz,-20.675832748413086,FD,year,days_with_air_temperature_below_threshold,days,7
07314_Ludwigshafen am Rhein,-21.641456604003906,FD,year,days_with_air_temperature_below_threshold,days,7
07315_Mainz,-25.907150268554688,FD,year,days_with_air_temperature_below_threshold,days,7
07316_Neustadt an der Weinstraße,-21.929332733154297,FD,year,days_with_air_temperature_below_threshold,days,7
07317_Pirmasens,-25.477031707763672,FD,year,days_with_air_temperature_below_threshold,days,7
07318_Speyer,-20.63996124267578,FD,year,days_with_air_temperature_below_threshold,days,7
07319_Worms,-21.636817932128906,FD,year,days_with_air_temperature_below_threshold,days,7
07320_Zweibrücken,-24.153799057006836,FD,year,days_with_air_temperature_below_threshold,days,7
07331_Alzey-Worms,-24.294086456298828,FD,year,days_with_air_temperature_below_threshold,days,7
07332_Bad Dürkheim,-24.94394302368164,FD,year,days_with_air_temperature_below_threshold,days,7
07333_Donnersbergkreis,-26.769689559936523,FD,year,days_with_air_temperature_below_threshold,days,7
07334_Germersheim,-18.347156524658203,FD,year,days_with_air_temperature_below_threshold,days,7
07335_Kaiserslautern,-27.699222564697266,FD,year,days_with_air_temperature_below_threshold,days,7
07336_Kusel,-25.264663696289062,FD,year,days_with_air_temperature_below_threshold,days,7
07337_Südliche Weinstraße,-20.691120147705078,FD,year,days_with_air_temperature_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-21.662376403808594,FD,year,days_with_air_temperature_below_threshold,days,7
07339_Mainz-Bingen,-24.675033569335938,FD,year,days_with_air_temperature_below_threshold,days,7
07340_Südwestpfalz,-25.130895614624023,FD,year,days_with_air_temperature_below_threshold,days,7
08111_Stuttgart,-29.48828125,FD,year,days_with_air_temperature_below_threshold,days,7
08115_Böblingen,-30.640216827392578,FD,year,days_with_air_temperature_below_threshold,days,7
08116_Esslingen,-33.116294860839844,FD,year,days_with_air_temperature_below_threshold,days,7
08117_Göppingen,-37.59496307373047,FD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-27.262706756591797,FD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-27.946044921875,FD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-25.580463409423828,FD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-26.022411346435547,FD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-29.588088989257812,FD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-32.0452880859375,FD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-31.652008056640625,FD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-40.08515930175781,FD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-38.67622375488281,FD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-27.75821876525879,FD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-19.69593048095703,FD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-21.979219436645508,FD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-28.701860427856445,FD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-22.75653076171875,FD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-20.231857299804688,FD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-30.006877899169922,FD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-24.08731460571289,FD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-31.271343231201172,FD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-37.30363464355469,FD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-28.77011489868164,FD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-39.87547302246094,FD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-28.221372604370117,FD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-37.243621826171875,FD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-30.13140869140625,FD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-28.242717742919922,FD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-41.69561767578125,FD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-46.948909759521484,FD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-46.59762191772461,FD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-28.570262908935547,FD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-30.98122787475586,FD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-37.06394958496094,FD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-43.279258728027344,FD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-32.286956787109375,FD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-43.323177337646484,FD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-41.27635192871094,FD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-42.914798736572266,FD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-40.59502410888672,FD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-14.29491138458252,FD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-38.065887451171875,FD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-42.0974235534668,FD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-37.26973342895508,FD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-34.90415954589844,FD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-36.676048278808594,FD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-35.72970962524414,FD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-43.94175338745117,FD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-43.94770050048828,FD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-36.924034118652344,FD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-35.987220764160156,FD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-41.33363342285156,FD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-35.377689361572266,FD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-36.80356979370117,FD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-30.51198959350586,FD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-46.2694091796875,FD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-38.30824279785156,FD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-44.059776306152344,FD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-36.918174743652344,FD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-36.79508972167969,FD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-37.11597442626953,FD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-36.358360290527344,FD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-38.63216018676758,FD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-30.981510162353516,FD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-39.76760482788086,FD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-41.2921028137207,FD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-38.38154602050781,FD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-40.953556060791016,FD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-40.319183349609375,FD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-41.874107360839844,FD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-50.40302276611328,FD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-39.153114318847656,FD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-38.1331787109375,FD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-40.84968566894531,FD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-50.138389587402344,FD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-37.58140182495117,FD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-41.358154296875,FD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-36.711265563964844,FD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-42.73240661621094,FD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-39.84391403198242,FD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-46.27031707763672,FD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-43.459842681884766,FD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-47.05759811401367,FD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-43.3649787902832,FD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-46.943607330322266,FD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-41.59321975708008,FD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-44.393375396728516,FD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-50.16124725341797,FD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-33.55996322631836,FD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-44.432464599609375,FD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-33.80027770996094,FD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-48.9420280456543,FD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-35.23423767089844,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-45.996768951416016,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-35.343753814697266,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-38.94647979736328,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-50.269203186035156,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-45.474342346191406,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-42.26917266845703,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-39.041168212890625,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-50.68885040283203,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-36.62735366821289,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-32.82608413696289,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-33.323204040527344,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-33.544620513916016,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-34.28520965576172,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-36.902870178222656,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-33.74372100830078,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-34.870216369628906,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-40.87803268432617,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-33.60157775878906,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-36.97321701049805,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-40.93194580078125,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-25.497398376464844,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-31.214433670043945,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-30.872989654541016,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-30.82461929321289,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-37.778526306152344,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-39.20405197143555,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-35.051788330078125,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-31.201189041137695,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-33.29231643676758,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-34.23213195800781,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-32.80621337890625,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-31.14406967163086,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-37.14637756347656,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-43.23012161254883,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-44.55951690673828,FD,year,days_with_air_temperature_below_threshold,days,7
