region,FD_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
03358_Heidekreis,-37.38612,FD,year,days_with_air_temperature_below_threshold,days,7
03359_Stade,-36.172237,FD,year,days_with_air_temperature_below_threshold,days,7
03360_Uelzen,-38.43803,FD,year,days_with_air_temperature_below_threshold,days,7
03361_Verden,-35.568424,FD,year,days_with_air_temperature_below_threshold,days,7
03401_Delmenhorst,-34.40266,FD,year,days_with_air_temperature_below_threshold,days,7
03402_Emden,-28.598534,FD,year,days_with_air_temperature_below_threshold,days,7
03403_Oldenburg (Oldb),-34.24849,FD,year,days_with_air_temperature_below_threshold,days,7
03404_Osnabrück,-34.23155,FD,year,days_with_air_temperature_below_threshold,days,7
03405_Wilhelmshaven,-29.383087,FD,year,days_with_air_temperature_below_threshold,days,7
03451_Ammerland,-34.4614,FD,year,days_with_air_temperature_below_threshold,days,7
03452_Aurich,-29.881947,FD,year,days_with_air_temperature_below_threshold,days,7
03453_Cloppenburg,-34.022118,FD,year,days_with_air_temperature_below_threshold,days,7
03454_Emsland,-32.72839,FD,year,days_with_air_temperature_below_threshold,days,7
03455_Friesland,-33.199245,FD,year,days_with_air_temperature_below_threshold,days,7
03456_Grafschaft Bentheim,-32.148846,FD,year,days_with_air_temperature_below_threshold,days,7
03457_Leer,-32.67904,FD,year,days_with_air_temperature_below_threshold,days,7
03458_Oldenburg,-34.688736,FD,year,days_with_air_temperature_below_threshold,days,7
03459_Osnabrück,-34.16081,FD,year,days_with_air_temperature_below_threshold,days,7
03460_Vechta,-34.071476,FD,year,days_with_air_temperature_below_threshold,days,7
03461_Wesermarsch,-33.65781,FD,year,days_with_air_temperature_below_threshold,days,7
03462_Wittmund,-31.975859,FD,year,days_with_air_temperature_below_threshold,days,7
04011_Bremen,-34.02888,FD,year,days_with_air_temperature_below_threshold,days,7
04012_Bremerhaven,-33.198658,FD,year,days_with_air_temperature_below_threshold,days,7
05111_Düsseldorf,-28.972082,FD,year,days_with_air_temperature_below_threshold,days,7
05112_Duisburg,-28.60232,FD,year,days_with_air_temperature_below_threshold,days,7
05113_Essen,-29.932198,FD,year,days_with_air_temperature_below_threshold,days,7
05114_Krefeld,-28.769758,FD,year,days_with_air_temperature_below_threshold,days,7
05116_Mönchengladbach,-29.31317,FD,year,days_with_air_temperature_below_threshold,days,7
05117_Mülheim an der Ruhr,-29.871616,FD,year,days_with_air_temperature_below_threshold,days,7
05119_Oberhausen,-28.715925,FD,year,days_with_air_temperature_below_threshold,days,7
05120_Remscheid,-36.339283,FD,year,days_with_air_temperature_below_threshold,days,7
05122_Solingen,-32.886528,FD,year,days_with_air_temperature_below_threshold,days,7
05124_Wuppertal,-34.537273,FD,year,days_with_air_temperature_below_threshold,days,7
05154_Kleve,-29.74069,FD,year,days_with_air_temperature_below_threshold,days,7
05158_Mettmann,-31.153559,FD,year,days_with_air_temperature_below_threshold,days,7
05162_Rhein-Kreis Neuss,-28.939613,FD,year,days_with_air_temperature_below_threshold,days,7
05166_Viersen,-29.209082,FD,year,days_with_air_temperature_below_threshold,days,7
05170_Wesel,-30.007236,FD,year,days_with_air_temperature_below_threshold,days,7
05314_Bonn,-31.845322,FD,year,days_with_air_temperature_below_threshold,days,7
05315_Köln,-29.421972,FD,year,days_with_air_temperature_below_threshold,days,7
05316_Leverkusen,-30.935114,FD,year,days_with_air_temperature_below_threshold,days,7
05334_Städteregion Aachen,-34.51108,FD,year,days_with_air_temperature_below_threshold,days,7
05358_Düren,-31.167866,FD,year,days_with_air_temperature_below_threshold,days,7
05362_Rhein-Erft-Kreis,-29.31356,FD,year,days_with_air_temperature_below_threshold,days,7
05366_Euskirchen,-38.50085,FD,year,days_with_air_temperature_below_threshold,days,7
05370_Heinsberg,-28.54952,FD,year,days_with_air_temperature_below_threshold,days,7
05374_Oberbergischer Kreis,-38.828827,FD,year,days_with_air_temperature_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-34.11861,FD,year,days_with_air_temperature_below_threshold,days,7
05382_Rhein-Sieg-Kreis,-34.117317,FD,year,days_with_air_temperature_below_threshold,days,7
05512_Bottrop,-29.151888,FD,year,days_with_air_temperature_below_threshold,days,7
05513_Gelsenkirchen,-28.694952,FD,year,days_with_air_temperature_below_threshold,days,7
05515_Münster,-32.44865,FD,year,days_with_air_temperature_below_threshold,days,7
05554_Borken,-31.842813,FD,year,days_with_air_temperature_below_threshold,days,7
05558_Coesfeld,-32.174576,FD,year,days_with_air_temperature_below_threshold,days,7
05562_Recklinghausen,-30.402662,FD,year,days_with_air_temperature_below_threshold,days,7
05566_Steinfurt,-33.092422,FD,year,days_with_air_temperature_below_threshold,days,7
05570_Warendorf,-32.36224,FD,year,days_with_air_temperature_below_threshold,days,7
05711_Bielefeld,-34.6203,FD,year,days_with_air_temperature_below_threshold,days,7
05754_Gütersloh,-33.600563,FD,year,days_with_air_temperature_below_threshold,days,7
05758_Herford,-34.677822,FD,year,days_with_air_temperature_below_threshold,days,7
05762_Höxter,-39.684288,FD,year,days_with_air_temperature_below_threshold,days,7
05766_Lippe,-37.26515,FD,year,days_with_air_temperature_below_threshold,days,7
05770_Minden-Lübbecke,-34.313297,FD,year,days_with_air_temperature_below_threshold,days,7
05774_Paderborn,-37.21272,FD,year,days_with_air_temperature_below_threshold,days,7
05911_Bochum,-30.262053,FD,year,days_with_air_temperature_below_threshold,days,7
05913_Dortmund,-30.236092,FD,year,days_with_air_temperature_below_threshold,days,7
05914_Hagen,-35.84864,FD,year,days_with_air_temperature_below_threshold,days,7
05915_Hamm,-31.040249,FD,year,days_with_air_temperature_below_threshold,days,7
05916_Herne,-28.835962,FD,year,days_with_air_temperature_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-34.694363,FD,year,days_with_air_temperature_below_threshold,days,7
05958_Hochsauerlandkreis,-42.78769,FD,year,days_with_air_temperature_below_threshold,days,7
05962_Märkischer Kreis,-39.482464,FD,year,days_with_air_temperature_below_threshold,days,7
05966_Olpe,-42.662357,FD,year,days_with_air_temperature_below_threshold,days,7
05970_Siegen-Wittgenstein,-43.604618,FD,year,days_with_air_temperature_below_threshold,days,7
05974_Soest,-34.675995,FD,year,days_with_air_temperature_below_threshold,days,7
05978_Unna,-31.169851,FD,year,days_with_air_temperature_below_threshold,days,7
06411_Darmstadt,-33.196144,FD,year,days_with_air_temperature_below_threshold,days,7
06412_Frankfurt am Main,-34.586308,FD,year,days_with_air_temperature_below_threshold,days,7
06413_Offenbach am Main,-33.653355,FD,year,days_with_air_temperature_below_threshold,days,7
06414_Wiesbaden,-36.52911,FD,year,days_with_air_temperature_below_threshold,days,7
06431_Bergstraße,-34.892227,FD,year,days_with_air_temperature_below_threshold,days,7
06432_Darmstadt-Dieburg,-34.20036,FD,year,days_with_air_temperature_below_threshold,days,7
06433_Groß-Gerau,-33.363644,FD,year,days_with_air_temperature_below_threshold,days,7
06434_Hochtaunuskreis,-39.262882,FD,year,days_with_air_temperature_below_threshold,days,7
06435_Main-Kinzig-Kreis,-39.22046,FD,year,days_with_air_temperature_below_threshold,days,7
06436_Main-Taunus-Kreis,-36.26608,FD,year,days_with_air_temperature_below_threshold,days,7
06437_Odenwaldkreis,-38.175087,FD,year,days_with_air_temperature_below_threshold,days,7
06438_Offenbach,-33.389126,FD,year,days_with_air_temperature_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,-38.67258,FD,year,days_with_air_temperature_below_threshold,days,7
06440_Wetteraukreis,-38.170795,FD,year,days_with_air_temperature_below_threshold,days,7
06531_Gießen,-39.316822,FD,year,days_with_air_temperature_below_threshold,days,7
06532_Lahn-Dill-Kreis,-41.020714,FD,year,days_with_air_temperature_below_threshold,days,7
06533_Limburg-Weilburg,-39.208145,FD,year,days_with_air_temperature_below_threshold,days,7
06534_Marburg-Biedenkopf,-41.408157,FD,year,days_with_air_temperature_below_threshold,days,7
06535_Vogelsbergkreis,-41.573174,FD,year,days_with_air_temperature_below_threshold,days,7
06611_Kassel,-40.98475,FD,year,days_with_air_temperature_below_threshold,days,7
06631_Fulda,-42.45172,FD,year,days_with_air_temperature_below_threshold,days,7
06632_Hersfeld-Rotenburg,-41.31316,FD,year,days_with_air_temperature_below_threshold,days,7
06633_Kassel,-41.023445,FD,year,days_with_air_temperature_below_threshold,days,7
06634_Schwalm-Eder-Kreis,-41.19725,FD,year,days_with_air_temperature_below_threshold,days,7
06635_Waldeck-Frankenberg,-42.99637,FD,year,days_with_air_temperature_below_threshold,days,7
06636_Werra-Meißner-Kreis,-42.037457,FD,year,days_with_air_temperature_below_threshold,days,7
07111_Koblenz,-35.833244,FD,year,days_with_air_temperature_below_threshold,days,7
07131_Ahrweiler,-38.43835,FD,year,days_with_air_temperature_below_threshold,days,7
07132_Altenkirchen (Westerwald),-39.6476,FD,year,days_with_air_temperature_below_threshold,days,7
07133_Bad Kreuznach,-37.362244,FD,year,days_with_air_temperature_below_threshold,days,7
07134_Birkenfeld,-39.358147,FD,year,days_with_air_temperature_below_threshold,days,7
07135_Cochem-Zell,-38.00636,FD,year,days_with_air_temperature_below_threshold,days,7
07137_Mayen-Koblenz,-37.205845,FD,year,days_with_air_temperature_below_threshold,days,7
07138_Neuwied,-36.65786,FD,year,days_with_air_temperature_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-39.03261,FD,year,days_with_air_temperature_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-38.35134,FD,year,days_with_air_temperature_below_threshold,days,7
07143_Westerwaldkreis,-40.021282,FD,year,days_with_air_temperature_below_threshold,days,7
07211_Trier,-35.60048,FD,year,days_with_air_temperature_below_threshold,days,7
07231_Bernkastel-Wittlich,-37.607746,FD,year,days_with_air_temperature_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-39.3534,FD,year,days_with_air_temperature_below_threshold,days,7
07233_Vulkaneifel,-41.18435,FD,year,days_with_air_temperature_below_threshold,days,7
07235_Trier-Saarburg,-36.52538,FD,year,days_with_air_temperature_below_threshold,days,7
07311_Frankenthal (Pfalz),-31.903168,FD,year,days_with_air_temperature_below_threshold,days,7
07312_Kaiserslautern,-36.50234,FD,year,days_with_air_temperature_below_threshold,days,7
07313_Landau in der Pfalz,-34.513744,FD,year,days_with_air_temperature_below_threshold,days,7
07314_Ludwigshafen am Rhein,-31.791079,FD,year,days_with_air_temperature_below_threshold,days,7
07315_Mainz,-35.04509,FD,year,days_with_air_temperature_below_threshold,days,7
07316_Neustadt an der Weinstraße,-34.184338,FD,year,days_with_air_temperature_below_threshold,days,7
07317_Pirmasens,-35.88844,FD,year,days_with_air_temperature_below_threshold,days,7
07318_Speyer,-31.89651,FD,year,days_with_air_temperature_below_threshold,days,7
07319_Worms,-32.72643,FD,year,days_with_air_temperature_below_threshold,days,7
07320_Zweibrücken,-34.874016,FD,year,days_with_air_temperature_below_threshold,days,7
07331_Alzey-Worms,-34.02906,FD,year,days_with_air_temperature_below_threshold,days,7
07332_Bad Dürkheim,-34.83772,FD,year,days_with_air_temperature_below_threshold,days,7
07333_Donnersbergkreis,-35.920547,FD,year,days_with_air_temperature_below_threshold,days,7
07334_Germersheim,-31.581558,FD,year,days_with_air_temperature_below_threshold,days,7
07335_Kaiserslautern,-36.341476,FD,year,days_with_air_temperature_below_threshold,days,7
07336_Kusel,-36.80792,FD,year,days_with_air_temperature_below_threshold,days,7
07337_Südliche Weinstraße,-34.246292,FD,year,days_with_air_temperature_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-31.992073,FD,year,days_with_air_temperature_below_threshold,days,7
07339_Mainz-Bingen,-35.544754,FD,year,days_with_air_temperature_below_threshold,days,7
07340_Südwestpfalz,-36.01353,FD,year,days_with_air_temperature_below_threshold,days,7
08111_Stuttgart,-35.71293,FD,year,days_with_air_temperature_below_threshold,days,7
08115_Böblingen,-38.683258,FD,year,days_with_air_temperature_below_threshold,days,7
08116_Esslingen,-37.580544,FD,year,days_with_air_temperature_below_threshold,days,7
08117_Göppingen,-40.15294,FD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-35.5567,FD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-37.704285,FD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-34.431156,FD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-35.668243,FD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-37.82416,FD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-39.683865,FD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-38.32636,FD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-42.097862,FD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-40.76912,FD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-34.749905,FD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-30.088566,FD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-32.071995,FD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-34.634884,FD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-33.62914,FD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-31.46518,FD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-38.66437,FD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-34.532806,FD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-35.847706,FD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-40.288097,FD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-35.286053,FD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-41.494343,FD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-34.588295,FD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-38.707066,FD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-35.26266,FD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-34.893345,FD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-41.85061,FD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-43.091595,FD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-43.633377,FD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-41.090866,FD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-38.90227,FD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-42.254143,FD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-41.81748,FD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-38.968777,FD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-41.87863,FD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-42.20291,FD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-42.453545,FD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-42.100163,FD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-36.71534,FD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-42.03573,FD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-43.212135,FD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-40.890926,FD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-39.67147,FD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-40.401093,FD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-41.22894,FD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-42.0953,FD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-42.518135,FD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-40.475372,FD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-40.96183,FD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-42.159977,FD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-41.117687,FD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-40.642467,FD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-40.438164,FD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-42.57833,FD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-41.3268,FD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-42.37321,FD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-41.25631,FD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-40.817043,FD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-40.8531,FD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-40.617725,FD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-41.4315,FD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-41.231396,FD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-41.32002,FD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-42.03386,FD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-41.01373,FD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-43.40122,FD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-42.480927,FD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-43.468513,FD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-44.567337,FD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-41.64224,FD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-41.28982,FD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-43.127327,FD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-44.699234,FD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-41.86223,FD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-42.774265,FD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-41.483376,FD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-43.1223,FD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-42.03265,FD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-43.886642,FD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-43.273266,FD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-43.78434,FD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-42.727352,FD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-44.15237,FD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-42.56115,FD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-43.472687,FD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-44.949543,FD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-40.39909,FD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-43.521114,FD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-41.788586,FD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-44.665253,FD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-40.825428,FD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-43.735622,FD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-42.434513,FD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-41.638092,FD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-44.886463,FD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-44.40654,FD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-43.5006,FD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-41.897625,FD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-45.410122,FD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-40.666443,FD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-39.330246,FD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-38.803173,FD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-39.32558,FD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-40.204067,FD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-40.599236,FD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-39.923607,FD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-39.697083,FD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-42.02941,FD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-39.142673,FD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-41.14306,FD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-41.8155,FD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-35.71115,FD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-39.64286,FD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-37.80391,FD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-37.72464,FD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-41.987797,FD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-43.278126,FD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-40.689682,FD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-38.101925,FD,year,days_with_air_temperature_below_threshold,days,7
09676_Miltenberg,-38.334976,FD,year,days_with_air_temperature_below_threshold,days,7
09677_Main-Spessart,-39.911655,FD,year,days_with_air_temperature_below_threshold,days,7
09678_Schweinfurt,-39.63239,FD,year,days_with_air_temperature_below_threshold,days,7
09679_Würzburg,-37.999805,FD,year,days_with_air_temperature_below_threshold,days,7
09761_Augsburg,-39.922413,FD,year,days_with_air_temperature_below_threshold,days,7
09762_Kaufbeuren,-42.39633,FD,year,days_with_air_temperature_below_threshold,days,7
09763_Kempten (Allgäu),-43.222298,FD,year,days_with_air_temperature_below_threshold,days,7
09764_Memmingen,-41.87735,FD,year,days_with_air_temperature_below_threshold,days,7
09771_Aichach-Friedberg,-40.499615,FD,year,days_with_air_temperature_below_threshold,days,7
09772_Augsburg,-40.652996,FD,year,days_with_air_temperature_below_threshold,days,7
09773_Dillingen a.d. Donau,-41.4795,FD,year,days_with_air_temperature_below_threshold,days,7
09774_Günzburg,-40.9358,FD,year,days_with_air_temperature_below_threshold,days,7
09775_Neu-Ulm,-41.296417,FD,year,days_with_air_temperature_below_threshold,days,7
09776_Lindau (Bodensee),-41.803898,FD,year,days_with_air_temperature_below_threshold,days,7
09777_Ostallgäu,-42.72306,FD,year,days_with_air_temperature_below_threshold,days,7
09778_Unterallgäu,-41.571186,FD,year,days_with_air_temperature_below_threshold,days,7
09779_Donau-Ries,-41.59662,FD,year,days_with_air_temperature_below_threshold,days,7
09780_Oberallgäu,-43.648262,FD,year,days_with_air_temperature_below_threshold,days,7
10041_Regionalverband Saarbrücken,-33.34348,FD,year,days_with_air_temperature_below_threshold,days,7
10042_Merzig-Wadern,-35.788513,FD,year,days_with_air_temperature_below_threshold,days,7
10043_Neunkirchen,-35.2837,FD,year,days_with_air_temperature_below_threshold,days,7
10044_Saarlouis,-33.966927,FD,year,days_with_air_temperature_below_threshold,days,7
10045_Saarpfalz-Kreis,-34.575768,FD,year,days_with_air_temperature_below_threshold,days,7
10046_St. Wendel,-37.87005,FD,year,days_with_air_temperature_below_threshold,days,7
11000_Berlin,-39.005554,FD,year,days_with_air_temperature_below_threshold,days,7
12051_Brandenburg an der Havel,-38.386845,FD,year,days_with_air_temperature_below_threshold,days,7
12052_Cottbus,-39.35808,FD,year,days_with_air_temperature_below_threshold,days,7
12053_Frankfurt (Oder),-40.628143,FD,year,days_with_air_temperature_below_threshold,days,7
