region,SU35_year_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
07132_Altenkirchen (Westerwald),-0.25180506706237793,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,-0.15244460105895996,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,-0.27416539192199707,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,-0.331504762172699,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,-0.12403935194015503,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,-0.16088059544563293,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-0.3155372440814972,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,-0.18171647191047668,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,-0.2691805064678192,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,-0.28408193588256836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,-0.30137139558792114,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,-0.29462212324142456,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-0.29057565331459045,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,-0.2562307119369507,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,-0.2821282148361206,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-0.021983899176120758,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),-0.006256610155105591,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-0.14531290531158447,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,-0.3240598440170288,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-0.0939592719078064,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,-0.10494071245193481,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-0.02337421476840973,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,-0.01846993714570999,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-0.015730343759059906,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,-0.006160516291856766,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.04500311613082886,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,-0.03034508228302002,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,-0.2783976197242737,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,-0.26853442192077637,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.009073585271835327,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,-0.020422443747520447,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.015152603387832642,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,-0.028179802000522614,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.2643299102783203,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,-0.2666667103767395,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,-0.01571980118751526,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,-0.011777769774198532,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,-0.10044276714324951,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,-0.012956932187080383,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,-0.25378677248954773,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,-0.16876187920570374,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,-0.09238708019256592,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.011026546359062195,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,-0.018981745466589928,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,-0.010209593921899796,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,-0.27908217906951904,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.2890486717224121,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,-0.19407469034194946,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,-0.27558237314224243,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,-0.26497185230255127,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,-0.22907480597496033,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,-0.3943645656108856,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,-0.2554801404476166,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,-0.05933558940887451,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,-0.08229152858257294,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,-0.11721402406692505,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,-0.2906329035758972,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,-0.2658720016479492,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,-0.4223881959915161,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,-0.19263145327568054,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,-0.26640784740448,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
