region,SU35_year_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03255_Holzminden,0.08833920210599899,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03256_Nienburg (Weser),0.232367604970932,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03257_Schaumburg,0.1543310284614563,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03351_Celle,0.2017260193824768,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03352_Cuxhaven,0.05946963652968407,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03353_Harburg,0.13375061750411987,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03354_Lüchow-Dannenberg,0.22897040843963623,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03355_Lüneburg,0.20250509679317474,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03356_Osterholz,0.1328163594007492,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03357_Rotenburg (Wümme),0.09437409043312073,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03358_Heidekreis,0.15567150712013245,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03359_Stade,0.1322033405303955,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03360_Uelzen,0.18064995110034943,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03361_Verden,0.1689886897802353,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.15089821815490723,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_Delmenhorst,0.13333332538604736,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_03452_03457_Region_um_Emden,0.06931968033313751,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_Emden,0.04528643563389778,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.12849538028240204,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_Oldenburg (Oldb),0.14329195022583008,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,0.24516092240810394,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_Osnabrück,0.219451904296875,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,0.04859820380806923,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_Wilhelmshaven,0.030773071572184563,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03451_Ammerland,0.10510411113500595,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,0.05824019014835358,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,0.15039092302322388,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,0.16431185603141785,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,0.057159423828125,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,0.21402709186077118,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,0.06926655769348145,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,0.1340237259864807,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,0.22581107914447784,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,0.194130539894104,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,0.10444734990596771,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,0.049989622086286545,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.13696807622909546,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,0.19230955839157104,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,0.07242245227098465,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,0.07524831593036652,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.35985657572746277,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,0.43568527698516846,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.31250178813934326,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,0.4146389961242676,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.2989983558654785,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,0.3165818750858307,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.27427375316619873,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,0.3566126525402069,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.30608224868774414,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,0.2623862028121948,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.32507818937301636,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,0.325164258480072,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,0.3163219690322876,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,0.4052460193634033,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.10539953410625458,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,0.07809621840715408,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,0.20003339648246765,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,0.2653958797454834,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,0.1365932673215866,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,0.10332665592432022,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,0.27516740560531616,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,0.3179750442504883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,0.31555378437042236,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,0.3106834292411804,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,0.2674320638179779,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,0.20918503403663635,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,0.29710474610328674,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,0.45705485343933105,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,0.30055999755859375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,0.45621398091316223,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,0.10413634032011032,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,0.2230147123336792,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,0.32338690757751465,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,0.07362101972103119,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,0.2829900085926056,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,0.06533464789390564,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,0.19416961073875427,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,0.19960162043571472,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,0.34120500087738037,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,0.4443345069885254,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,0.373217910528183,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,0.43333330750465393,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,0.25708696246147156,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,0.3178994953632355,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,0.24112337827682495,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,0.3196766972541809,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,0.4058443307876587,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,0.270967572927475,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,0.2548188865184784,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,0.2207883894443512,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,0.23962616920471191,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,0.24846448004245758,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,0.20277410745620728,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,0.10053037852048874,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,0.09497955441474915,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,0.19672535359859467,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,0.09708404541015625,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,0.26925039291381836,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,0.21204203367233276,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,0.26533567905426025,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,0.3025939464569092,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,0.1184069961309433,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,0.08756545931100845,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,0.22891438007354736,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,0.2756653428077698,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,0.3838852345943451,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,0.41728389263153076,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,0.11800772696733475,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,0.012767746113240719,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,0.04365972802042961,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,0.017658164724707603,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,0.01801915094256401,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,0.12578608095645905,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,0.27928921580314636,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,0.6647942662239075,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,0.8431272506713867,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,0.4250078797340393,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,0.7788821458816528,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,0.4090578556060791,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,0.780102550983429,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.4606768488883972,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,0.3863985240459442,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,0.6901422739028931,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,0.5462740659713745,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,0.911170244216919,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,0.18542654812335968,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,0.2314102053642273,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,0.42752426862716675,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,0.5160297155380249,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,0.15301182866096497,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,0.4505103826522827,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,0.8218535780906677,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,0.13989967107772827,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,0.3139837682247162,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,0.18626299500465393,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,0.06905990839004517,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,0.12963198125362396,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,0.08985043317079544,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,0.055620357394218445,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,0.08220137655735016,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,0.09340465813875198,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,0.041410770267248154,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,0.059256941080093384,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,0.07500898838043213,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,0.08646459132432938,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,0.036276303231716156,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,0.06705387681722641,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,0.10051751136779785,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,0.22830232977867126,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,0.07592938840389252,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),0.0676189661026001,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,0.19861510396003723,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,0.050870537757873535,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,0.05820263922214508,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,0.13411414623260498,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,0.14720118045806885,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,0.03960304334759712,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,0.1015024334192276,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,0.0453626848757267,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,0.08840110152959824,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,0.09074533730745316,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,0.08716728538274765,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,0.04652898386120796,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,0.00996075663715601,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,0.08161000907421112,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),1.2706446647644043,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),1.104266881942749,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,0.30743005871772766,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,0.18274515867233276,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.5853584408760071,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,0.5332657694816589,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,1.2662326097488403,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,1.2064101696014404,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,0.6054556965827942,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,0.6270975470542908,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.5924165844917297,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,0.5549713373184204,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,0.198873832821846,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,0.16664262115955353,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.9041929244995117,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,1.32539963722229,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.7112266421318054,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,0.8970675468444824,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.20199401676654816,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,0.153394877910614,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,0.5010576844215393,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,0.47597283124923706,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,0.21695370972156525,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,1.1485917568206787,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,0.17518505454063416,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,0.13802966475486755,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,0.5854506492614746,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.8955430388450623,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,1.2669751644134521,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,0.45452597737312317,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,0.2031601369380951,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.29929840564727783,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,0.41350501775741577,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,0.1580008864402771,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,0.25129231810569763,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,0.08665744960308075,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,0.5133403539657593,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,0.32182592153549194,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,0.6531185507774353,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,0.777101993560791,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,0.6396398544311523,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,0.2459835708141327,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,0.17002633213996887,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,0.22561493515968323,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,0.06735581159591675,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,0.08361116051673889,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_08216_Region_um_Baden-Baden,0.410102516412735,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,0.21222758293151855,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,0.9675251841545105,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,1.025384545326233,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
