region,SU35_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
03256_Nienburg (Weser),-0.07446926832199097,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03257_Schaumburg,-0.018751084804534912,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03351_Celle,-0.051394931972026825,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03352_Cuxhaven,-0.025097548961639404,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03353_Harburg,-0.082466259598732,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03354_Lüchow-Dannenberg,-0.3605096936225891,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03355_Lüneburg,-0.12128368020057678,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03356_Osterholz,-0.02906959503889084,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03357_Rotenburg (Wümme),-0.0325307697057724,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03358_Heidekreis,-0.05299285054206848,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03359_Stade,-0.028672486543655396,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03360_Uelzen,-0.12195698916912079,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03361_Verden,-0.01360437273979187,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-0.028234556317329407,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_Delmenhorst,-0.04454261064529419,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_03452_03457_Region_um_Emden,-0.11842061579227448,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_Emden,-0.10870719701051712,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-0.06078210473060608,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_Oldenburg (Oldb),-0.08235892653465271,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-0.015003956854343414,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_Osnabrück,-0.023616740480065346,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-0.027718912810087204,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_Wilhelmshaven,-0.016146091744303703,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03451_Ammerland,-0.10030904412269592,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,-0.09739697724580765,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,-0.10284930467605591,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,-0.03143295645713806,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,-0.0326019749045372,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,-0.03720369189977646,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,-0.14520029723644257,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,-0.04360479116439819,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,-0.05877077579498291,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,-0.05447635054588318,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,-0.04505091905593872,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,-0.04351866990327835,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-0.012962192296981812,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,-0.009763680398464203,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-0.01620578020811081,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,-0.03160669654607773,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-0.03935747593641281,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,-0.04945468530058861,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.03764527663588524,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,-0.04633637145161629,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-0.01808427833020687,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,-0.034474581480026245,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-0.03374717757105827,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,-0.02169378101825714,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-0.029390646144747734,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,-0.03333333507180214,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-0.043816328048706055,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,-0.059002961963415146,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-0.03429581597447395,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,-0.02733149565756321,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,-0.0067712836898863316,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,-0.03467494249343872,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-0.025758206844329834,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,-0.03333417326211929,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-0.012316402979195118,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,-0.026471784338355064,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,-0.04446248710155487,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,-0.04663876071572304,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,-0.027412952855229378,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,-0.043797142803668976,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,-0.03188757970929146,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_05382_Region_um_Bonn,-0.0032763683702796698,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,-0.01133451983332634,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,-0.04155145213007927,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-0.033817339688539505,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,-0.05207148939371109,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,-0.038043417036533356,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,-0.03261249512434006,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,-0.03322114795446396,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,-0.0554785281419754,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,-0.049200884997844696,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,-0.046001553535461426,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-0.012057662010192871,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,-0.0036868464667350054,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-0.0207519493997097,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,-0.016406718641519547,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-0.020211227238178253,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,-0.02168549783527851,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-0.03069090098142624,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,-0.03333333507180214,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,-0.031149324029684067,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,-0.03198753297328949,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,-0.029358193278312683,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,-0.029545355588197708,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,-0.0305413156747818,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-0.022309452295303345,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,-0.02355595864355564,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,-0.036098793148994446,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,-0.0757807195186615,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,-0.04597541689872742,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,-0.016919448971748352,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,-0.0776488184928894,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,-0.009338073432445526,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-0.019277364015579224,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,-0.018130965530872345,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-0.01931145042181015,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,-0.010311774909496307,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.011036965996026993,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,-0.005995454266667366,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-0.029928939417004585,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,-0.007506843656301498,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-0.024608712643384933,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,-0.030392827466130257,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-0.021434277296066284,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,-0.05133848637342453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,-0.03281103074550629,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,-0.0735655277967453,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,-0.08537841588258743,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,-0.03781388700008392,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,-0.014439933001995087,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,0.0012089201482012868,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-0.028777189552783966,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,-0.0526009127497673,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-0.04062580317258835,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,-0.03333333134651184,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,0.00011983513832092285,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,-0.00919625535607338,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,0.009249569848179817,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,0.008784904144704342,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,-0.0076917968690395355,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,-0.05321825295686722,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.0012242570519447327,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,-0.02280203253030777,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,-0.059406012296676636,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-0.01714017242193222,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,0.003988178446888924,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,-0.006166733801364899,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,-0.05249091982841492,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,-0.023096565157175064,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,-0.05418108403682709,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,-3.870576620101929e-06,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,-0.023518547415733337,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,-0.0746760368347168,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_06633_03159_Region_um_Kassel,-0.05152103304862976,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,-0.09272335469722748,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,-0.10550084710121155,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,-0.08268968760967255,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,-0.07071217894554138,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,-0.07589809596538544,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,-0.056326016783714294,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,-0.06905971467494965,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,-0.051073312759399414,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),-0.015408754348754883,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,-0.0022773882374167442,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,-0.12097254395484924,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,-0.01776742935180664,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,-0.005684049800038338,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-0.08369684219360352,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,-0.006246589124202728,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,-0.05335192382335663,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_07235_Region_um_Trier,-0.042648494243621826,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,-0.0008790493011474609,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,-0.00348702073097229,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-0.07866033911705017,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,-0.09057646989822388,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,-0.04736846685409546,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-0.022544249892234802,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),0.02418816089630127,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,0.0006450489163398743,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,-0.0608227401971817,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-0.004227951169013977,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,-0.006427306681871414,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-0.021407127380371094,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,-0.005543187260627747,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,0.0034752623178064823,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,0.0012710243463516235,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.001715969294309616,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,-0.0007787421345710754,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_07340_Region_um_Pirmasens,-0.04527665674686432,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,-0.0885508581995964,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.01636212319135666,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,-0.03908909112215042,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.007239356637001038,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,0.005710497498512268,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.024174034595489502,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,-0.05770540237426758,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,-0.0374017134308815,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,0.0010989867150783539,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,-0.06779812276363373,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,-0.04005444794893265,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,-0.04791692644357681,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,-0.015371985733509064,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,-0.003913063555955887,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.015474829822778702,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,-0.012124568223953247,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,-0.02247001975774765,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,-0.04227322340011597,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.0050297086127102375,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,0.0,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,-0.05292733013629913,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,0.0039151753298938274,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,-0.034495897591114044,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,0.006033636629581451,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,-0.03197523206472397,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_08125_Region_um_Heilbronn,-0.05232644081115723,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,-0.1115616112947464,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,-0.046542368829250336,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,-0.03930854797363281,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,-0.06913244724273682,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,-0.0708865076303482,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,-0.05486835539340973,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,-0.06156016141176224,SU35,year,days_with_air_temperature_above_or_equal_threshold,days,7
