realization,region,HSx3_year_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_year_HSx3,10044_Saarlouis,2.523928,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,10045_Saarpfalz-Kreis,1.862673,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,10046_St. Wendel,1.1633034,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,11000_Berlin,2.7453332,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12051_12063_12069_Region_um_Brandenburg_an_der_Havel,2.9580958,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12051_Brandenburg an der Havel,3.3226264,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12052_12071_Region_um_Cottbus,2.712416,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12052_Cottbus,2.8732643,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12053_12067_12064_Region_um_Frankfurt_(Oder),2.483928,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12053_Frankfurt (Oder),2.636148,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12054_12063_12069_11000_12051_Region_um_Potsdam,2.9265316,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12054_Potsdam,3.0144906,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12060_Barnim,2.415625,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12061_Dahme-Spreewald,2.6551526,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12062_Elbe-Elster,2.4962912,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12063_Havelland,2.80281,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12064_Märkisch-Oderland,2.4287493,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12065_Oberhavel,1.7730024,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12066_Oberspreewald-Lausitz,2.768888,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12067_Oder-Spree,2.526287,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12068_Ostprignitz-Ruppin,1.6960508,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12069_Potsdam-Mittelmark,3.0283244,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12070_Prignitz,1.9917083,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12071_Spree-Neiße,2.6959963,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12072_Teltow-Fläming,2.6401224,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,12073_Uckermark,1.3033321,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13003_13072_Region_um_Rostock,0.70766836,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13003_Rostock,0.30181205,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13004_13076_13074_Region_um_Schwerin,1.0678099,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13004_Schwerin,1.3085306,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13071_Mecklenburgische Seenplatte,1.0612942,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13072_Rostock,0.72795963,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13073_Vorpommern-Rügen,0.35740432,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13074_Nordwestmecklenburg,0.41165766,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13075_Vorpommern-Greifswald,0.45910892,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,13076_Ludwigslust-Parchim,1.33832,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14511_14524_14521_14522_Region_um_Chemnitz,0.6179146,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14511_Chemnitz,0.73528063,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14521_Erzgebirgskreis,0.19269848,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14522_Mittelsachsen,0.8401388,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14523_Vogtlandkreis,0.49753922,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14524_Zwickau,0.92350656,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14612_14627_14625_14628_Region_um_Dresden,1.9439359,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14612_Dresden,2.4041317,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14625_Bautzen,2.1688364,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14626_Görlitz,1.6676308,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14627_Meißen,2.5635502,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14628_Sächsische Schweiz-Osterzgebirge,0.98388547,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14713_14729_14730_Region_um_Leipzig,2.1994464,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14713_Leipzig,2.6344872,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14729_Leipzig,1.903529,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,14730_Nordsachsen,2.3747544,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15001_15091_15082_Region_um_Dessau-Rolau,2.9264333,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15001_Dessau-Roßlau,3.0168395,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15002_15088_Region_um_Halle_(Saale),2.2998226,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15002_Halle (Saale),2.2801003,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15003_15083_15089_15086_Region_um_Magdeburg,2.61185,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15003_Magdeburg,3.100278,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15081_Altmarkkreis Salzwedel,2.3622613,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15082_Anhalt-Bitterfeld,2.7563453,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15083_Börde,2.4461544,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15084_Burgenlandkreis,1.9270908,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15085_Harz,1.0059671,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15086_Jerichower Land,3.0145447,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15087_Mansfeld-Südharz,1.388789,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15088_Saalekreis,2.3017569,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15089_Salzlandkreis,2.3758628,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15090_Stendal,3.0940409,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,15091_Wittenberg,3.0416296,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16051_16067_16068_16070_16071_16055_Region_um_Erfurt,0.9661631,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16051_Erfurt,0.9837707,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16052_16076_15084_16074_Region_um_Gera,1.642104,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16052_Gera,1.2287514,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16053_16074_16071_16055_Region_um_Jena,1.5272774,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16053_Jena,2.122919,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16054_16066_16069_16070_Region_um_Suhl,0.50038296,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16054_Suhl,0.15330444,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16055_16071_Region_um_Weimar,1.2502333,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16055_Weimar,1.09417,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16056_16063_06636_Region_um_Eisenach,0.7544996,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16056_Eisenach,0.7210057,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16061_Eichsfeld,0.44696426,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16062_Nordhausen,0.8012572,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16063_Wartburgkreis,0.77014744,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16064_Unstrut-Hainich-Kreis,0.71312916,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16065_Kyffhäuserkreis,1.5094869,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16066_Schmalkalden-Meiningen,0.44017202,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16067_Gotha,0.49200517,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16068_Sömmerda,1.8649937,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16069_Hildburghausen,0.8126021,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16070_Ilm-Kreis,0.29529947,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16071_Weimarer Land,1.2681171,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16072_Sonneberg,0.5473015,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16073_Saalfeld-Rudolstadt,0.7486381,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16074_Saale-Holzland-Kreis,1.7412046,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16075_Saale-Orla-Kreis,0.67027295,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16076_Greiz,1.1541145,HSx3,year,hot_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_HSx3,16077_Altenburger Land,1.4849916,HSx3,year,hot_spell_duration,days,7
