region,LFD_year_3C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
03157_Peine,-12.092168807983398,LFD,year,days_with_air_temperature_below_threshold,days,7
03158_Wolfenbüttel,-11.64622688293457,LFD,year,days_with_air_temperature_below_threshold,days,7
03241_Region Hannover,-11.734909057617188,LFD,year,days_with_air_temperature_below_threshold,days,7
03251_Diepholz,-12.486567497253418,LFD,year,days_with_air_temperature_below_threshold,days,7
03252_Hameln-Pyrmont,-12.275634765625,LFD,year,days_with_air_temperature_below_threshold,days,7
03254_Hildesheim,-12.07633113861084,LFD,year,days_with_air_temperature_below_threshold,days,7
03255_Holzminden,-11.635477066040039,LFD,year,days_with_air_temperature_below_threshold,days,7
01056_Pinneberg,-12.791999816894531,LFD,year,days_with_air_temperature_below_threshold,days,7
03256_Nienburg (Weser),-12.27467155456543,LFD,year,days_with_air_temperature_below_threshold,days,7
03257_Schaumburg,-11.765898704528809,LFD,year,days_with_air_temperature_below_threshold,days,7
03351_Celle,-11.96041488647461,LFD,year,days_with_air_temperature_below_threshold,days,7
03352_Cuxhaven,-11.436790466308594,LFD,year,days_with_air_temperature_below_threshold,days,7
03353_Harburg,-12.620539665222168,LFD,year,days_with_air_temperature_below_threshold,days,7
03354_Lüchow-Dannenberg,-12.67648696899414,LFD,year,days_with_air_temperature_below_threshold,days,7
03355_Lüneburg,-12.381258010864258,LFD,year,days_with_air_temperature_below_threshold,days,7
03356_Osterholz,-12.82813835144043,LFD,year,days_with_air_temperature_below_threshold,days,7
03357_Rotenburg (Wümme),-12.828556060791016,LFD,year,days_with_air_temperature_below_threshold,days,7
03358_Heidekreis,-12.315086364746094,LFD,year,days_with_air_temperature_below_threshold,days,7
03359_Stade,-13.033551216125488,LFD,year,days_with_air_temperature_below_threshold,days,7
03360_Uelzen,-12.047809600830078,LFD,year,days_with_air_temperature_below_threshold,days,7
03361_Verden,-13.008846282958984,LFD,year,days_with_air_temperature_below_threshold,days,7
03401_Delmenhorst,-12.922700881958008,LFD,year,days_with_air_temperature_below_threshold,days,7
03402_Emden,-9.01991081237793,LFD,year,days_with_air_temperature_below_threshold,days,7
03403_Oldenburg (Oldb),-12.89664077758789,LFD,year,days_with_air_temperature_below_threshold,days,7
03404_Osnabrück,-11.139301300048828,LFD,year,days_with_air_temperature_below_threshold,days,7
03405_Wilhelmshaven,-9.02578353881836,LFD,year,days_with_air_temperature_below_threshold,days,7
03451_Ammerland,-13.035481452941895,LFD,year,days_with_air_temperature_below_threshold,days,7
03452_Aurich,-10.273117065429688,LFD,year,days_with_air_temperature_below_threshold,days,7
03453_Cloppenburg,-12.088964462280273,LFD,year,days_with_air_temperature_below_threshold,days,7
03454_Emsland,-11.246355056762695,LFD,year,days_with_air_temperature_below_threshold,days,7
03455_Friesland,-11.258404731750488,LFD,year,days_with_air_temperature_below_threshold,days,7
03456_Grafschaft Bentheim,-10.67911148071289,LFD,year,days_with_air_temperature_below_threshold,days,7
03457_Leer,-11.710134506225586,LFD,year,days_with_air_temperature_below_threshold,days,7
03458_Oldenburg,-12.509187698364258,LFD,year,days_with_air_temperature_below_threshold,days,7
03459_Osnabrück,-11.268595695495605,LFD,year,days_with_air_temperature_below_threshold,days,7
03460_Vechta,-11.618053436279297,LFD,year,days_with_air_temperature_below_threshold,days,7
03461_Wesermarsch,-11.98586368560791,LFD,year,days_with_air_temperature_below_threshold,days,7
03462_Wittmund,-10.92468547821045,LFD,year,days_with_air_temperature_below_threshold,days,7
04011_Bremen,-10.686031341552734,LFD,year,days_with_air_temperature_below_threshold,days,7
04012_Bremerhaven,-11.656882286071777,LFD,year,days_with_air_temperature_below_threshold,days,7
05111_Düsseldorf,-7.121482849121094,LFD,year,days_with_air_temperature_below_threshold,days,7
05112_Duisburg,-6.728936195373535,LFD,year,days_with_air_temperature_below_threshold,days,7
05113_Essen,-7.2617926597595215,LFD,year,days_with_air_temperature_below_threshold,days,7
05114_Krefeld,-6.875451564788818,LFD,year,days_with_air_temperature_below_threshold,days,7
05116_Mönchengladbach,-8.410667419433594,LFD,year,days_with_air_temperature_below_threshold,days,7
05117_Mülheim an der Ruhr,-7.310993194580078,LFD,year,days_with_air_temperature_below_threshold,days,7
05119_Oberhausen,-6.782205581665039,LFD,year,days_with_air_temperature_below_threshold,days,7
05120_Remscheid,-9.2926025390625,LFD,year,days_with_air_temperature_below_threshold,days,7
05122_Solingen,-8.015968322753906,LFD,year,days_with_air_temperature_below_threshold,days,7
05124_Wuppertal,-8.789052963256836,LFD,year,days_with_air_temperature_below_threshold,days,7
05154_Kleve,-9.6033935546875,LFD,year,days_with_air_temperature_below_threshold,days,7
05158_Mettmann,-7.523958206176758,LFD,year,days_with_air_temperature_below_threshold,days,7
05162_Rhein-Kreis Neuss,-7.648739337921143,LFD,year,days_with_air_temperature_below_threshold,days,7
05166_Viersen,-8.329456329345703,LFD,year,days_with_air_temperature_below_threshold,days,7
05170_Wesel,-8.592309951782227,LFD,year,days_with_air_temperature_below_threshold,days,7
05314_Bonn,-8.750334739685059,LFD,year,days_with_air_temperature_below_threshold,days,7
05315_Köln,-7.347995758056641,LFD,year,days_with_air_temperature_below_threshold,days,7
05316_Leverkusen,-7.554432392120361,LFD,year,days_with_air_temperature_below_threshold,days,7
05334_Städteregion Aachen,-9.26623821258545,LFD,year,days_with_air_temperature_below_threshold,days,7
05358_Düren,-8.361897468566895,LFD,year,days_with_air_temperature_below_threshold,days,7
05362_Rhein-Erft-Kreis,-7.890576362609863,LFD,year,days_with_air_temperature_below_threshold,days,7
05366_Euskirchen,-10.68398666381836,LFD,year,days_with_air_temperature_below_threshold,days,7
05370_Heinsberg,-8.34058666229248,LFD,year,days_with_air_temperature_below_threshold,days,7
05374_Oberbergischer Kreis,-10.710067749023438,LFD,year,days_with_air_temperature_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,-8.219322204589844,LFD,year,days_with_air_temperature_below_threshold,days,7
05382_Rhein-Sieg-Kreis,-9.12579345703125,LFD,year,days_with_air_temperature_below_threshold,days,7
05512_Bottrop,-7.40565824508667,LFD,year,days_with_air_temperature_below_threshold,days,7
05513_Gelsenkirchen,-7.129090309143066,LFD,year,days_with_air_temperature_below_threshold,days,7
05515_Münster,-10.084168434143066,LFD,year,days_with_air_temperature_below_threshold,days,7
05554_Borken,-10.057083129882812,LFD,year,days_with_air_temperature_below_threshold,days,7
05558_Coesfeld,-9.581548690795898,LFD,year,days_with_air_temperature_below_threshold,days,7
05562_Recklinghausen,-8.333395004272461,LFD,year,days_with_air_temperature_below_threshold,days,7
05566_Steinfurt,-10.570294380187988,LFD,year,days_with_air_temperature_below_threshold,days,7
05570_Warendorf,-10.152929306030273,LFD,year,days_with_air_temperature_below_threshold,days,7
05711_Bielefeld,-9.606651306152344,LFD,year,days_with_air_temperature_below_threshold,days,7
05754_Gütersloh,-10.383172988891602,LFD,year,days_with_air_temperature_below_threshold,days,7
05758_Herford,-11.685911178588867,LFD,year,days_with_air_temperature_below_threshold,days,7
05762_Höxter,-12.148829460144043,LFD,year,days_with_air_temperature_below_threshold,days,7
05766_Lippe,-11.433913230895996,LFD,year,days_with_air_temperature_below_threshold,days,7
05770_Minden-Lübbecke,-11.811491966247559,LFD,year,days_with_air_temperature_below_threshold,days,7
05774_Paderborn,-10.28939437866211,LFD,year,days_with_air_temperature_below_threshold,days,7
05911_Bochum,-7.410055637359619,LFD,year,days_with_air_temperature_below_threshold,days,7
05913_Dortmund,-7.8481621742248535,LFD,year,days_with_air_temperature_below_threshold,days,7
05914_Hagen,-9.302186965942383,LFD,year,days_with_air_temperature_below_threshold,days,7
05915_Hamm,-9.525877952575684,LFD,year,days_with_air_temperature_below_threshold,days,7
05916_Herne,-7.158810615539551,LFD,year,days_with_air_temperature_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,-8.549427032470703,LFD,year,days_with_air_temperature_below_threshold,days,7
05958_Hochsauerlandkreis,-12.189557075500488,LFD,year,days_with_air_temperature_below_threshold,days,7
05962_Märkischer Kreis,-10.73396110534668,LFD,year,days_with_air_temperature_below_threshold,days,7
05966_Olpe,-11.713167190551758,LFD,year,days_with_air_temperature_below_threshold,days,7
05970_Siegen-Wittgenstein,-12.030204772949219,LFD,year,days_with_air_temperature_below_threshold,days,7
05974_Soest,-9.765498161315918,LFD,year,days_with_air_temperature_below_threshold,days,7
05978_Unna,-8.722667694091797,LFD,year,days_with_air_temperature_below_threshold,days,7
06411_Darmstadt,-8.971427917480469,LFD,year,days_with_air_temperature_below_threshold,days,7
06412_Frankfurt am Main,-9.52099609375,LFD,year,days_with_air_temperature_below_threshold,days,7
06413_Offenbach am Main,-8.973468780517578,LFD,year,days_with_air_temperature_below_threshold,days,7
06414_Wiesbaden,-9.719446182250977,LFD,year,days_with_air_temperature_below_threshold,days,7
06431_Bergstraße,-9.099475860595703,LFD,year,days_with_air_temperature_below_threshold,days,7
06432_Darmstadt-Dieburg,-9.07667350769043,LFD,year,days_with_air_temperature_below_threshold,days,7
06433_Groß-Gerau,-9.407081604003906,LFD,year,days_with_air_temperature_below_threshold,days,7
06434_Hochtaunuskreis,-10.842267990112305,LFD,year,days_with_air_temperature_below_threshold,days,7
06435_Main-Kinzig-Kreis,-10.886411666870117,LFD,year,days_with_air_temperature_below_threshold,days,7
06436_Main-Taunus-Kreis,-10.116832733154297,LFD,year,days_with_air_temperature_below_threshold,days,7
06437_Odenwaldkreis,-9.81494140625,LFD,year,days_with_air_temperature_below_threshold,days,7
06438_Offenbach,-9.207298278808594,LFD,year,days_with_air_temperature_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,-11.190855026245117,LFD,year,days_with_air_temperature_below_threshold,days,7
06440_Wetteraukreis,-10.427751541137695,LFD,year,days_with_air_temperature_below_threshold,days,7
06531_Gießen,-11.183682441711426,LFD,year,days_with_air_temperature_below_threshold,days,7
06532_Lahn-Dill-Kreis,-11.63477897644043,LFD,year,days_with_air_temperature_below_threshold,days,7
06533_Limburg-Weilburg,-10.987772941589355,LFD,year,days_with_air_temperature_below_threshold,days,7
06534_Marburg-Biedenkopf,-11.890871047973633,LFD,year,days_with_air_temperature_below_threshold,days,7
06535_Vogelsbergkreis,-11.693032264709473,LFD,year,days_with_air_temperature_below_threshold,days,7
06611_Kassel,-12.499876022338867,LFD,year,days_with_air_temperature_below_threshold,days,7
06631_Fulda,-12.257059097290039,LFD,year,days_with_air_temperature_below_threshold,days,7
06632_Hersfeld-Rotenburg,-11.837851524353027,LFD,year,days_with_air_temperature_below_threshold,days,7
06633_Kassel,-12.155142784118652,LFD,year,days_with_air_temperature_below_threshold,days,7
06634_Schwalm-Eder-Kreis,-12.032611846923828,LFD,year,days_with_air_temperature_below_threshold,days,7
06635_Waldeck-Frankenberg,-12.433911323547363,LFD,year,days_with_air_temperature_below_threshold,days,7
06636_Werra-Meißner-Kreis,-12.167720794677734,LFD,year,days_with_air_temperature_below_threshold,days,7
07111_Koblenz,-10.202020645141602,LFD,year,days_with_air_temperature_below_threshold,days,7
07131_Ahrweiler,-10.508153915405273,LFD,year,days_with_air_temperature_below_threshold,days,7
07132_Altenkirchen (Westerwald),-10.725017547607422,LFD,year,days_with_air_temperature_below_threshold,days,7
07133_Bad Kreuznach,-10.375524520874023,LFD,year,days_with_air_temperature_below_threshold,days,7
07134_Birkenfeld,-10.828514099121094,LFD,year,days_with_air_temperature_below_threshold,days,7
07135_Cochem-Zell,-10.69106674194336,LFD,year,days_with_air_temperature_below_threshold,days,7
07137_Mayen-Koblenz,-10.098613739013672,LFD,year,days_with_air_temperature_below_threshold,days,7
07138_Neuwied,-9.964178085327148,LFD,year,days_with_air_temperature_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,-10.941322326660156,LFD,year,days_with_air_temperature_below_threshold,days,7
07141_Rhein-Lahn-Kreis,-11.016195297241211,LFD,year,days_with_air_temperature_below_threshold,days,7
07143_Westerwaldkreis,-10.79173469543457,LFD,year,days_with_air_temperature_below_threshold,days,7
07211_Trier,-10.326775550842285,LFD,year,days_with_air_temperature_below_threshold,days,7
07231_Bernkastel-Wittlich,-10.29516315460205,LFD,year,days_with_air_temperature_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,-11.516057968139648,LFD,year,days_with_air_temperature_below_threshold,days,7
07233_Vulkaneifel,-11.785735130310059,LFD,year,days_with_air_temperature_below_threshold,days,7
07235_Trier-Saarburg,-10.414417266845703,LFD,year,days_with_air_temperature_below_threshold,days,7
07311_Frankenthal (Pfalz),-8.44110107421875,LFD,year,days_with_air_temperature_below_threshold,days,7
07312_Kaiserslautern,-9.842118263244629,LFD,year,days_with_air_temperature_below_threshold,days,7
07313_Landau in der Pfalz,-8.502573013305664,LFD,year,days_with_air_temperature_below_threshold,days,7
07314_Ludwigshafen am Rhein,-8.218027114868164,LFD,year,days_with_air_temperature_below_threshold,days,7
07315_Mainz,-9.875825881958008,LFD,year,days_with_air_temperature_below_threshold,days,7
07316_Neustadt an der Weinstraße,-8.494379997253418,LFD,year,days_with_air_temperature_below_threshold,days,7
07317_Pirmasens,-10.152441024780273,LFD,year,days_with_air_temperature_below_threshold,days,7
07318_Speyer,-8.075508117675781,LFD,year,days_with_air_temperature_below_threshold,days,7
07319_Worms,-8.633007049560547,LFD,year,days_with_air_temperature_below_threshold,days,7
07320_Zweibrücken,-10.637372016906738,LFD,year,days_with_air_temperature_below_threshold,days,7
07331_Alzey-Worms,-9.075931549072266,LFD,year,days_with_air_temperature_below_threshold,days,7
07332_Bad Dürkheim,-8.389925003051758,LFD,year,days_with_air_temperature_below_threshold,days,7
07333_Donnersbergkreis,-9.780914306640625,LFD,year,days_with_air_temperature_below_threshold,days,7
07334_Germersheim,-8.162942886352539,LFD,year,days_with_air_temperature_below_threshold,days,7
07335_Kaiserslautern,-10.253475189208984,LFD,year,days_with_air_temperature_below_threshold,days,7
07336_Kusel,-10.992822647094727,LFD,year,days_with_air_temperature_below_threshold,days,7
07337_Südliche Weinstraße,-8.560213088989258,LFD,year,days_with_air_temperature_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,-8.187501907348633,LFD,year,days_with_air_temperature_below_threshold,days,7
07339_Mainz-Bingen,-9.827776908874512,LFD,year,days_with_air_temperature_below_threshold,days,7
07340_Südwestpfalz,-9.595792770385742,LFD,year,days_with_air_temperature_below_threshold,days,7
08111_Stuttgart,-10.934986114501953,LFD,year,days_with_air_temperature_below_threshold,days,7
08115_Böblingen,-11.757593154907227,LFD,year,days_with_air_temperature_below_threshold,days,7
08116_Esslingen,-11.716126441955566,LFD,year,days_with_air_temperature_below_threshold,days,7
08117_Göppingen,-12.37304973602295,LFD,year,days_with_air_temperature_below_threshold,days,7
08118_Ludwigsburg,-9.911382675170898,LFD,year,days_with_air_temperature_below_threshold,days,7
08119_Rems-Murr-Kreis,-11.490165710449219,LFD,year,days_with_air_temperature_below_threshold,days,7
08121_Heilbronn,-9.828024864196777,LFD,year,days_with_air_temperature_below_threshold,days,7
08125_Heilbronn,-9.813566207885742,LFD,year,days_with_air_temperature_below_threshold,days,7
08126_Hohenlohekreis,-10.373411178588867,LFD,year,days_with_air_temperature_below_threshold,days,7
08127_Schwäbisch Hall,-11.740092277526855,LFD,year,days_with_air_temperature_below_threshold,days,7
08128_Main-Tauber-Kreis,-10.632620811462402,LFD,year,days_with_air_temperature_below_threshold,days,7
08135_Heidenheim,-13.509262084960938,LFD,year,days_with_air_temperature_below_threshold,days,7
08136_Ostalbkreis,-12.588602066040039,LFD,year,days_with_air_temperature_below_threshold,days,7
08211_Baden-Baden,-9.429027557373047,LFD,year,days_with_air_temperature_below_threshold,days,7
08212_Karlsruhe,-7.966930389404297,LFD,year,days_with_air_temperature_below_threshold,days,7
08215_Karlsruhe,-8.08349609375,LFD,year,days_with_air_temperature_below_threshold,days,7
08216_Rastatt,-9.86198616027832,LFD,year,days_with_air_temperature_below_threshold,days,7
08221_Heidelberg,-8.910076141357422,LFD,year,days_with_air_temperature_below_threshold,days,7
08222_Mannheim,-7.8856892585754395,LFD,year,days_with_air_temperature_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,-10.336273193359375,LFD,year,days_with_air_temperature_below_threshold,days,7
08226_Rhein-Neckar-Kreis,-8.980335235595703,LFD,year,days_with_air_temperature_below_threshold,days,7
08231_Pforzheim,-9.173727035522461,LFD,year,days_with_air_temperature_below_threshold,days,7
08235_Calw,-11.46218204498291,LFD,year,days_with_air_temperature_below_threshold,days,7
08236_Enzkreis,-9.036856651306152,LFD,year,days_with_air_temperature_below_threshold,days,7
08237_Freudenstadt,-13.835386276245117,LFD,year,days_with_air_temperature_below_threshold,days,7
08311_Freiburg im Breisgau,-12.241704940795898,LFD,year,days_with_air_temperature_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,-15.92192554473877,LFD,year,days_with_air_temperature_below_threshold,days,7
08316_Emmendingen,-12.519012451171875,LFD,year,days_with_air_temperature_below_threshold,days,7
08317_Ortenaukreis,-11.125837326049805,LFD,year,days_with_air_temperature_below_threshold,days,7
08325_Rottweil,-13.866103172302246,LFD,year,days_with_air_temperature_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,-15.822530746459961,LFD,year,days_with_air_temperature_below_threshold,days,7
08327_Tuttlingen,-15.462114334106445,LFD,year,days_with_air_temperature_below_threshold,days,7
08335_Konstanz,-15.248026847839355,LFD,year,days_with_air_temperature_below_threshold,days,7
08336_Lörrach,-16.15455436706543,LFD,year,days_with_air_temperature_below_threshold,days,7
08337_Waldshut,-15.932515144348145,LFD,year,days_with_air_temperature_below_threshold,days,7
08415_Reutlingen,-13.977309226989746,LFD,year,days_with_air_temperature_below_threshold,days,7
08416_Tübingen,-12.588666915893555,LFD,year,days_with_air_temperature_below_threshold,days,7
08417_Zollernalbkreis,-14.025446891784668,LFD,year,days_with_air_temperature_below_threshold,days,7
08421_Ulm,-13.832000732421875,LFD,year,days_with_air_temperature_below_threshold,days,7
08425_Alb-Donau-Kreis,-14.034823417663574,LFD,year,days_with_air_temperature_below_threshold,days,7
08426_Biberach,-15.767477989196777,LFD,year,days_with_air_temperature_below_threshold,days,7
08435_Bodenseekreis,-18.303035736083984,LFD,year,days_with_air_temperature_below_threshold,days,7
08436_Ravensburg,-18.748531341552734,LFD,year,days_with_air_temperature_below_threshold,days,7
08437_Sigmaringen,-15.204777717590332,LFD,year,days_with_air_temperature_below_threshold,days,7
09161_Ingolstadt,-14.251489639282227,LFD,year,days_with_air_temperature_below_threshold,days,7
09162_München,-13.948467254638672,LFD,year,days_with_air_temperature_below_threshold,days,7
09163_Rosenheim,-18.96736717224121,LFD,year,days_with_air_temperature_below_threshold,days,7
09171_Altötting,-15.302545547485352,LFD,year,days_with_air_temperature_below_threshold,days,7
09172_Berchtesgadener Land,-19.645923614501953,LFD,year,days_with_air_temperature_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,-21.385112762451172,LFD,year,days_with_air_temperature_below_threshold,days,7
09174_Dachau,-14.527134895324707,LFD,year,days_with_air_temperature_below_threshold,days,7
09175_Ebersberg,-15.590812683105469,LFD,year,days_with_air_temperature_below_threshold,days,7
09176_Eichstätt,-13.899124145507812,LFD,year,days_with_air_temperature_below_threshold,days,7
09177_Erding,-14.707839012145996,LFD,year,days_with_air_temperature_below_threshold,days,7
09178_Freising,-15.027077674865723,LFD,year,days_with_air_temperature_below_threshold,days,7
09179_Fürstenfeldbruck,-14.220685005187988,LFD,year,days_with_air_temperature_below_threshold,days,7
09180_Garmisch-Partenkirchen,-21.972278594970703,LFD,year,days_with_air_temperature_below_threshold,days,7
09181_Landsberg am Lech,-16.52043342590332,LFD,year,days_with_air_temperature_below_threshold,days,7
09182_Miesbach,-20.92768669128418,LFD,year,days_with_air_temperature_below_threshold,days,7
09183_Mühldorf a. Inn,-14.776330947875977,LFD,year,days_with_air_temperature_below_threshold,days,7
09184_München,-15.398089408874512,LFD,year,days_with_air_temperature_below_threshold,days,7
09185_Neuburg-Schrobenhausen,-14.379801750183105,LFD,year,days_with_air_temperature_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,-14.551568031311035,LFD,year,days_with_air_temperature_below_threshold,days,7
09187_Rosenheim,-19.103309631347656,LFD,year,days_with_air_temperature_below_threshold,days,7
09188_Starnberg,-16.60197639465332,LFD,year,days_with_air_temperature_below_threshold,days,7
09189_Traunstein,-19.21435546875,LFD,year,days_with_air_temperature_below_threshold,days,7
09190_Weilheim-Schongau,-19.689289093017578,LFD,year,days_with_air_temperature_below_threshold,days,7
09261_Landshut,-14.731710433959961,LFD,year,days_with_air_temperature_below_threshold,days,7
09262_Passau,-14.568925857543945,LFD,year,days_with_air_temperature_below_threshold,days,7
09263_Straubing,-15.241440773010254,LFD,year,days_with_air_temperature_below_threshold,days,7
09271_Deggendorf,-15.69929313659668,LFD,year,days_with_air_temperature_below_threshold,days,7
09272_Freyung-Grafenau,-17.112485885620117,LFD,year,days_with_air_temperature_below_threshold,days,7
09273_Kelheim,-14.554176330566406,LFD,year,days_with_air_temperature_below_threshold,days,7
09274_Landshut,-14.691226959228516,LFD,year,days_with_air_temperature_below_threshold,days,7
09275_Passau,-15.00457763671875,LFD,year,days_with_air_temperature_below_threshold,days,7
09276_Regen,-18.968402862548828,LFD,year,days_with_air_temperature_below_threshold,days,7
09277_Rottal-Inn,-14.141420364379883,LFD,year,days_with_air_temperature_below_threshold,days,7
09278_Straubing-Bogen,-15.775402069091797,LFD,year,days_with_air_temperature_below_threshold,days,7
09279_Dingolfing-Landau,-14.669658660888672,LFD,year,days_with_air_temperature_below_threshold,days,7
09361_Amberg,-13.82834529876709,LFD,year,days_with_air_temperature_below_threshold,days,7
09362_Regensburg,-15.092548370361328,LFD,year,days_with_air_temperature_below_threshold,days,7
09363_Weiden i.d. OPf.,-14.295334815979004,LFD,year,days_with_air_temperature_below_threshold,days,7
09371_Amberg-Sulzbach,-13.683979988098145,LFD,year,days_with_air_temperature_below_threshold,days,7
09372_Cham,-16.31241798400879,LFD,year,days_with_air_temperature_below_threshold,days,7
09373_Neumarkt i.d. OPf.,-13.470460891723633,LFD,year,days_with_air_temperature_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,-14.038517951965332,LFD,year,days_with_air_temperature_below_threshold,days,7
09375_Regensburg,-14.878396987915039,LFD,year,days_with_air_temperature_below_threshold,days,7
09376_Schwandorf,-14.177899360656738,LFD,year,days_with_air_temperature_below_threshold,days,7
09377_Tirschenreuth,-13.995763778686523,LFD,year,days_with_air_temperature_below_threshold,days,7
09461_Bamberg,-13.027055740356445,LFD,year,days_with_air_temperature_below_threshold,days,7
09462_Bayreuth,-13.49824047088623,LFD,year,days_with_air_temperature_below_threshold,days,7
09463_Coburg,-13.05614948272705,LFD,year,days_with_air_temperature_below_threshold,days,7
09464_Hof,-12.754186630249023,LFD,year,days_with_air_temperature_below_threshold,days,7
09471_Bamberg,-12.883049964904785,LFD,year,days_with_air_temperature_below_threshold,days,7
09472_Bayreuth,-13.688725471496582,LFD,year,days_with_air_temperature_below_threshold,days,7
09473_Coburg,-13.271227836608887,LFD,year,days_with_air_temperature_below_threshold,days,7
09474_Forchheim,-13.100943565368652,LFD,year,days_with_air_temperature_below_threshold,days,7
09475_Hof,-13.279486656188965,LFD,year,days_with_air_temperature_below_threshold,days,7
09476_Kronach,-13.558785438537598,LFD,year,days_with_air_temperature_below_threshold,days,7
09477_Kulmbach,-13.775703430175781,LFD,year,days_with_air_temperature_below_threshold,days,7
09478_Lichtenfels,-13.126161575317383,LFD,year,days_with_air_temperature_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,-14.36606216430664,LFD,year,days_with_air_temperature_below_threshold,days,7
09561_Ansbach,-11.716360092163086,LFD,year,days_with_air_temperature_below_threshold,days,7
09562_Erlangen,-12.001367568969727,LFD,year,days_with_air_temperature_below_threshold,days,7
09563_Fürth,-11.880590438842773,LFD,year,days_with_air_temperature_below_threshold,days,7
09564_Nürnberg,-11.796883583068848,LFD,year,days_with_air_temperature_below_threshold,days,7
09565_Schwabach,-11.845512390136719,LFD,year,days_with_air_temperature_below_threshold,days,7
09571_Ansbach,-11.909058570861816,LFD,year,days_with_air_temperature_below_threshold,days,7
09572_Erlangen-Höchstadt,-12.600632667541504,LFD,year,days_with_air_temperature_below_threshold,days,7
09573_Fürth,-11.884527206420898,LFD,year,days_with_air_temperature_below_threshold,days,7
09574_Nürnberger Land,-13.091118812561035,LFD,year,days_with_air_temperature_below_threshold,days,7
09575_Neustadt a.d. Aisch-Bad Windsheim,-11.662022590637207,LFD,year,days_with_air_temperature_below_threshold,days,7
09576_Roth,-12.273272514343262,LFD,year,days_with_air_temperature_below_threshold,days,7
09577_Weißenburg-Gunzenhausen,-12.973872184753418,LFD,year,days_with_air_temperature_below_threshold,days,7
09661_Aschaffenburg,-9.849079132080078,LFD,year,days_with_air_temperature_below_threshold,days,7
09662_Schweinfurt,-11.956228256225586,LFD,year,days_with_air_temperature_below_threshold,days,7
09663_Würzburg,-11.202910423278809,LFD,year,days_with_air_temperature_below_threshold,days,7
09671_Aschaffenburg,-10.390275001525879,LFD,year,days_with_air_temperature_below_threshold,days,7
09672_Bad Kissingen,-12.460200309753418,LFD,year,days_with_air_temperature_below_threshold,days,7
09673_Rhön-Grabfeld,-12.980073928833008,LFD,year,days_with_air_temperature_below_threshold,days,7
09674_Haßberge,-12.905406951904297,LFD,year,days_with_air_temperature_below_threshold,days,7
09675_Kitzingen,-11.290549278259277,LFD,year,days_with_air_temperature_below_threshold,days,7
