realization,region,LFD_year_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_year_LFD,09675_Kitzingen,6.767881,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09676_Miltenberg,6.1348166,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09677_Main-Spessart,7.5728273,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09678_Schweinfurt,7.3947797,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09679_Würzburg,5.863754,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09761_09772_09771_Region_um_Augsburg,6.9631486,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09761_Augsburg,6.5195456,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09762_09777_Region_um_Kaufbeuren,12.889117,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09762_Kaufbeuren,11.07393,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09763_09780_Region_um_Kempten_(Allgäu),17.841526,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09763_Kempten (Allgäu),12.2102,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09764_09778_08436_Region_um_Memmingen,8.821046,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09764_Memmingen,7.8163114,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09771_Aichach-Friedberg,7.080841,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09772_Augsburg,6.940286,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09773_Dillingen a.d. Donau,6.7933745,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09774_Günzburg,8.068368,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09775_Neu-Ulm,7.546317,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),11.588774,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09776_Lindau (Bodensee),8.874021,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09777_Ostallgäu,12.945264,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09778_Unterallgäu,9.197317,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09779_Donau-Ries,7.155318,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,09780_Oberallgäu,18.088598,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,10041_Regionalverband Saarbrücken,3.6881738,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,10042_Merzig-Wadern,4.7833867,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,5.423163,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,10043_Neunkirchen,4.8031893,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,10044_Saarlouis,4.2245245,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,10045_Saarpfalz-Kreis,5.4742746,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,10046_St. Wendel,5.8810067,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,11000_Berlin,3.7197506,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12051_12063_12069_Region_um_Brandenburg_an_der_Havel,5.6197634,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12051_Brandenburg an der Havel,6.2226577,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12052_12071_Region_um_Cottbus,5.9929976,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12052_Cottbus,5.980228,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12053_12067_12064_Region_um_Frankfurt_(Oder),5.7274003,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12053_Frankfurt (Oder),6.415627,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12054_12063_12069_11000_12051_Region_um_Potsdam,5.2762804,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12054_Potsdam,4.306382,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12060_Barnim,5.536715,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12061_Dahme-Spreewald,6.1306424,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12062_Elbe-Elster,6.588515,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12063_Havelland,5.93127,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12064_Märkisch-Oderland,5.798991,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12065_Oberhavel,7.130916,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12066_Oberspreewald-Lausitz,6.0305085,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12067_Oder-Spree,5.613218,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12068_Ostprignitz-Ruppin,6.341322,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12069_Potsdam-Mittelmark,5.355204,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12070_Prignitz,6.862892,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12071_Spree-Neiße,5.9943004,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12072_Teltow-Fläming,5.954501,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,12073_Uckermark,6.2392807,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13003_13072_Region_um_Rostock,4.8665495,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13003_Rostock,2.800739,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13004_13076_13074_Region_um_Schwerin,4.7956395,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13004_Schwerin,3.9924836,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13071_Mecklenburgische Seenplatte,6.112749,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13072_Rostock,4.9698324,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13073_Vorpommern-Rügen,4.4010606,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13074_Nordwestmecklenburg,3.827593,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13075_Vorpommern-Greifswald,5.1428766,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,13076_Ludwigslust-Parchim,5.2262645,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14511_14524_14521_14522_Region_um_Chemnitz,9.096187,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14511_Chemnitz,6.2404075,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14521_Erzgebirgskreis,12.156208,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14522_Mittelsachsen,7.4080873,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14523_Vogtlandkreis,12.44258,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14524_Zwickau,7.5569715,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14612_14627_14625_14628_Region_um_Dresden,6.505425,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14612_Dresden,5.6472635,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14625_Bautzen,6.042714,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14626_Görlitz,6.482017,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14627_Meißen,5.2996325,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14628_Sächsische Schweiz-Osterzgebirge,8.402537,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14713_14729_14730_Region_um_Leipzig,4.360928,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14713_Leipzig,3.308545,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14729_Leipzig,3.8207033,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,14730_Nordsachsen,4.9491887,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15001_15091_15082_Region_um_Dessau-Rolau,4.614032,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15001_Dessau-Roßlau,4.053727,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15002_15088_Region_um_Halle_(Saale),4.1223674,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15002_Halle (Saale),3.6979797,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15003_15083_15089_15086_Region_um_Magdeburg,5.2521796,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15003_Magdeburg,4.8734694,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15081_Altmarkkreis Salzwedel,7.5292983,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15082_Anhalt-Bitterfeld,4.066318,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15083_Börde,5.2522035,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15084_Burgenlandkreis,4.567294,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15085_Harz,8.714957,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15086_Jerichower Land,5.935392,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15087_Mansfeld-Südharz,7.5653796,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15088_Saalekreis,4.1639886,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15089_Salzlandkreis,4.5534525,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15090_Stendal,7.547725,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,15091_Wittenberg,5.0937753,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16051_16067_16068_16070_16071_16055_Region_um_Erfurt,8.028421,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16051_Erfurt,7.1782513,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16052_16076_15084_16074_Region_um_Gera,6.486886,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16052_Gera,6.6337824,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16053_16074_16071_16055_Region_um_Jena,6.75557,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16053_Jena,5.532575,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16054_16066_16069_16070_Region_um_Suhl,10.255312,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16054_Suhl,12.68519,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16055_16071_Region_um_Weimar,7.08067,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16055_Weimar,6.9859676,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16056_16063_06636_Region_um_Eisenach,9.183516,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16056_Eisenach,8.278457,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16061_Eichsfeld,7.385881,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16062_Nordhausen,8.186751,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16063_Wartburgkreis,9.290723,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16064_Unstrut-Hainich-Kreis,6.961988,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16065_Kyffhäuserkreis,6.9318457,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16066_Schmalkalden-Meiningen,10.291614,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16067_Gotha,9.007289,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16068_Sömmerda,5.7225904,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16069_Hildburghausen,9.567979,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16070_Ilm-Kreis,10.545663,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16071_Weimarer Land,7.0915227,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16072_Sonneberg,10.349356,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16073_Saalfeld-Rudolstadt,10.766815,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16074_Saale-Holzland-Kreis,6.581908,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16075_Saale-Orla-Kreis,11.664435,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16076_Greiz,9.535631,LFD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_LFD,16077_Altenburger Land,5.483361,LFD,year,days_with_air_temperature_below_threshold,days,7
