region,HSx3_year_3C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
05762_Höxter,2.3305724,HSx3,year,hot_spell_duration,days,7
05766_Lippe,2.2742612,HSx3,year,hot_spell_duration,days,7
05770_Minden-Lübbecke,2.4654796,HSx3,year,hot_spell_duration,days,7
05774_Paderborn,2.2663395,HSx3,year,hot_spell_duration,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,2.8402178,HSx3,year,hot_spell_duration,days,7
05911_Bochum,2.8911738,HSx3,year,hot_spell_duration,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.7726994,HSx3,year,hot_spell_duration,days,7
05913_Dortmund,2.8790019,HSx3,year,hot_spell_duration,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,2.3961525,HSx3,year,hot_spell_duration,days,7
05914_Hagen,2.2854373,HSx3,year,hot_spell_duration,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,2.618547,HSx3,year,hot_spell_duration,days,7
05915_Hamm,2.805594,HSx3,year,hot_spell_duration,days,7
05916_05513_05562_05911_Region_um_Herne,2.9583068,HSx3,year,hot_spell_duration,days,7
05916_Herne,3.096299,HSx3,year,hot_spell_duration,days,7
05954_Ennepe-Ruhr-Kreis,2.427037,HSx3,year,hot_spell_duration,days,7
05958_Hochsauerlandkreis,1.7083923,HSx3,year,hot_spell_duration,days,7
05962_Märkischer Kreis,2.0600324,HSx3,year,hot_spell_duration,days,7
05966_Olpe,2.0325234,HSx3,year,hot_spell_duration,days,7
05970_Siegen-Wittgenstein,2.093335,HSx3,year,hot_spell_duration,days,7
05974_Soest,2.3669171,HSx3,year,hot_spell_duration,days,7
05978_Unna,2.8272514,HSx3,year,hot_spell_duration,days,7
06411_06432_06438_Region_um_Darmstadt,4.570457,HSx3,year,hot_spell_duration,days,7
06411_Darmstadt,4.7080426,HSx3,year,hot_spell_duration,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,4.040922,HSx3,year,hot_spell_duration,days,7
06412_Frankfurt am Main,4.6646934,HSx3,year,hot_spell_duration,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,3.992845,HSx3,year,hot_spell_duration,days,7
06413_Offenbach am Main,4.7434816,HSx3,year,hot_spell_duration,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,4.1784687,HSx3,year,hot_spell_duration,days,7
06414_Wiesbaden,4.2946925,HSx3,year,hot_spell_duration,days,7
06431_Bergstraße,4.502828,HSx3,year,hot_spell_duration,days,7
06432_Darmstadt-Dieburg,4.4586406,HSx3,year,hot_spell_duration,days,7
06433_Groß-Gerau,4.954944,HSx3,year,hot_spell_duration,days,7
06434_Hochtaunuskreis,3.5497792,HSx3,year,hot_spell_duration,days,7
06435_Main-Kinzig-Kreis,3.6648028,HSx3,year,hot_spell_duration,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,4.029809,HSx3,year,hot_spell_duration,days,7
06436_Main-Taunus-Kreis,4.340817,HSx3,year,hot_spell_duration,days,7
06437_Odenwaldkreis,3.6888404,HSx3,year,hot_spell_duration,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,4.1915617,HSx3,year,hot_spell_duration,days,7
06438_Offenbach,4.7368937,HSx3,year,hot_spell_duration,days,7
06439_Rheingau-Taunus-Kreis,3.462466,HSx3,year,hot_spell_duration,days,7
06440_Wetteraukreis,3.9119465,HSx3,year,hot_spell_duration,days,7
06531_Gießen,3.5714724,HSx3,year,hot_spell_duration,days,7
06532_Lahn-Dill-Kreis,2.9944024,HSx3,year,hot_spell_duration,days,7
06533_Limburg-Weilburg,3.36238,HSx3,year,hot_spell_duration,days,7
06534_Marburg-Biedenkopf,3.0475178,HSx3,year,hot_spell_duration,days,7
06535_Vogelsbergkreis,2.81725,HSx3,year,hot_spell_duration,days,7
06611_06633_03159_Region_um_Kassel,2.4128022,HSx3,year,hot_spell_duration,days,7
06611_Kassel,2.557843,HSx3,year,hot_spell_duration,days,7
06631_Fulda,2.606584,HSx3,year,hot_spell_duration,days,7
06632_Hersfeld-Rotenburg,2.8029802,HSx3,year,hot_spell_duration,days,7
06633_Kassel,2.489175,HSx3,year,hot_spell_duration,days,7
06634_Schwalm-Eder-Kreis,2.7613282,HSx3,year,hot_spell_duration,days,7
06635_Waldeck-Frankenberg,2.3129098,HSx3,year,hot_spell_duration,days,7
06636_Werra-Meißner-Kreis,2.5460641,HSx3,year,hot_spell_duration,days,7
07111_07137_07141_07143_Region_um_Koblenz,3.0336351,HSx3,year,hot_spell_duration,days,7
07111_Koblenz,3.4602537,HSx3,year,hot_spell_duration,days,7
07131_Ahrweiler,2.4438639,HSx3,year,hot_spell_duration,days,7
07132_Altenkirchen (Westerwald),2.6177092,HSx3,year,hot_spell_duration,days,7
07133_Bad Kreuznach,3.7425911,HSx3,year,hot_spell_duration,days,7
07134_Birkenfeld,2.9409525,HSx3,year,hot_spell_duration,days,7
07135_Cochem-Zell,2.9985437,HSx3,year,hot_spell_duration,days,7
07137_Mayen-Koblenz,3.0839133,HSx3,year,hot_spell_duration,days,7
07138_Neuwied,3.1067107,HSx3,year,hot_spell_duration,days,7
07140_Rhein-Hunsrück-Kreis,2.9407437,HSx3,year,hot_spell_duration,days,7
07141_Rhein-Lahn-Kreis,3.259883,HSx3,year,hot_spell_duration,days,7
07143_Westerwaldkreis,2.7652771,HSx3,year,hot_spell_duration,days,7
07211_07235_Region_um_Trier,3.2986999,HSx3,year,hot_spell_duration,days,7
07211_Trier,3.4790585,HSx3,year,hot_spell_duration,days,7
07231_Bernkastel-Wittlich,3.0634964,HSx3,year,hot_spell_duration,days,7
07232_Eifelkreis Bitburg-Prüm,2.6106887,HSx3,year,hot_spell_duration,days,7
07233_Vulkaneifel,2.169917,HSx3,year,hot_spell_duration,days,7
07235_Trier-Saarburg,3.278319,HSx3,year,hot_spell_duration,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),5.4123755,HSx3,year,hot_spell_duration,days,7
07311_Frankenthal (Pfalz),5.380284,HSx3,year,hot_spell_duration,days,7
07312_07335_07332_Region_um_Kaiserslautern,4.0975866,HSx3,year,hot_spell_duration,days,7
07312_Kaiserslautern,3.8610513,HSx3,year,hot_spell_duration,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,4.6374416,HSx3,year,hot_spell_duration,days,7
07313_Landau in der Pfalz,4.570309,HSx3,year,hot_spell_duration,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,5.40953,HSx3,year,hot_spell_duration,days,7
07314_Ludwigshafen am Rhein,5.41763,HSx3,year,hot_spell_duration,days,7
07315_07339_06414_06433_Region_um_Mainz,4.5832553,HSx3,year,hot_spell_duration,days,7
07315_Mainz,4.6695046,HSx3,year,hot_spell_duration,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,4.526588,HSx3,year,hot_spell_duration,days,7
07316_Neustadt an der Weinstraße,4.6047444,HSx3,year,hot_spell_duration,days,7
07317_07340_Region_um_Pirmasens,4.088095,HSx3,year,hot_spell_duration,days,7
07317_Pirmasens,4.0238686,HSx3,year,hot_spell_duration,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,4.964617,HSx3,year,hot_spell_duration,days,7
07318_Speyer,5.453772,HSx3,year,hot_spell_duration,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,4.687916,HSx3,year,hot_spell_duration,days,7
07319_Worms,5.0155997,HSx3,year,hot_spell_duration,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,4.0977445,HSx3,year,hot_spell_duration,days,7
07320_Zweibrücken,4.11188,HSx3,year,hot_spell_duration,days,7
07331_Alzey-Worms,4.6034513,HSx3,year,hot_spell_duration,days,7
07332_Bad Dürkheim,4.380653,HSx3,year,hot_spell_duration,days,7
07333_Donnersbergkreis,4.0001817,HSx3,year,hot_spell_duration,days,7
07334_Germersheim,5.262729,HSx3,year,hot_spell_duration,days,7
07335_Kaiserslautern,3.8800585,HSx3,year,hot_spell_duration,days,7
07336_Kusel,3.7893124,HSx3,year,hot_spell_duration,days,7
07337_Südliche Weinstraße,4.6470537,HSx3,year,hot_spell_duration,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,4.8801956,HSx3,year,hot_spell_duration,days,7
07338_Rhein-Pfalz-Kreis,5.386001,HSx3,year,hot_spell_duration,days,7
07339_Mainz-Bingen,4.3922434,HSx3,year,hot_spell_duration,days,7
07340_Südwestpfalz,4.0925527,HSx3,year,hot_spell_duration,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,4.2958302,HSx3,year,hot_spell_duration,days,7
08111_Stuttgart,4.5207887,HSx3,year,hot_spell_duration,days,7
08115_Böblingen,4.026775,HSx3,year,hot_spell_duration,days,7
08116_Esslingen,4.092023,HSx3,year,hot_spell_duration,days,7
08117_Göppingen,3.4437973,HSx3,year,hot_spell_duration,days,7
08118_Ludwigsburg,4.6614957,HSx3,year,hot_spell_duration,days,7
08119_Rems-Murr-Kreis,4.291351,HSx3,year,hot_spell_duration,days,7
08121_08125_Region_um_Heilbronn,4.7070217,HSx3,year,hot_spell_duration,days,7
08121_Heilbronn,4.8715534,HSx3,year,hot_spell_duration,days,7
08125_Heilbronn,4.690956,HSx3,year,hot_spell_duration,days,7
08126_Hohenlohekreis,4.1927457,HSx3,year,hot_spell_duration,days,7
08127_Schwäbisch Hall,3.867511,HSx3,year,hot_spell_duration,days,7
08128_Main-Tauber-Kreis,4.010971,HSx3,year,hot_spell_duration,days,7
08135_Heidenheim,3.602084,HSx3,year,hot_spell_duration,days,7
08136_Ostalbkreis,3.6462483,HSx3,year,hot_spell_duration,days,7
08211_08216_Region_um_Baden-Baden,3.9826238,HSx3,year,hot_spell_duration,days,7
08211_Baden-Baden,3.9123125,HSx3,year,hot_spell_duration,days,7
08212_08215_07334_Region_um_Karlsruhe,5.040846,HSx3,year,hot_spell_duration,days,7
08212_Karlsruhe,5.162715,HSx3,year,hot_spell_duration,days,7
08215_Karlsruhe,4.9270105,HSx3,year,hot_spell_duration,days,7
08216_Rastatt,3.995767,HSx3,year,hot_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,4.8608975,HSx3,year,hot_spell_duration,days,7
08221_Heidelberg,4.8706713,HSx3,year,hot_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,4.858549,HSx3,year,hot_spell_duration,days,7
08222_Mannheim,5.462806,HSx3,year,hot_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,4.046721,HSx3,year,hot_spell_duration,days,7
08226_Rhein-Neckar-Kreis,4.775571,HSx3,year,hot_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,3.5668097,HSx3,year,hot_spell_duration,days,7
08231_Pforzheim,3.9362478,HSx3,year,hot_spell_duration,days,7
08235_Calw,3.1009123,HSx3,year,hot_spell_duration,days,7
08236_Enzkreis,4.1467957,HSx3,year,hot_spell_duration,days,7
08237_Freudenstadt,2.940617,HSx3,year,hot_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,3.6388557,HSx3,year,hot_spell_duration,days,7
08311_Freiburg im Breisgau,4.322312,HSx3,year,hot_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,3.2662222,HSx3,year,hot_spell_duration,days,7
08316_Emmendingen,4.239994,HSx3,year,hot_spell_duration,days,7
08317_Ortenaukreis,4.3511887,HSx3,year,hot_spell_duration,days,7
08325_Rottweil,3.1561012,HSx3,year,hot_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,2.5814924,HSx3,year,hot_spell_duration,days,7
08327_Tuttlingen,2.9266882,HSx3,year,hot_spell_duration,days,7
08335_Konstanz,4.260073,HSx3,year,hot_spell_duration,days,7
08336_Lörrach,3.9752083,HSx3,year,hot_spell_duration,days,7
08337_Waldshut,3.6711078,HSx3,year,hot_spell_duration,days,7
08415_Reutlingen,2.8681307,HSx3,year,hot_spell_duration,days,7
08416_Tübingen,3.9870496,HSx3,year,hot_spell_duration,days,7
08417_Zollernalbkreis,2.8356667,HSx3,year,hot_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,3.5440245,HSx3,year,hot_spell_duration,days,7
08421_Ulm,3.820721,HSx3,year,hot_spell_duration,days,7
08425_Alb-Donau-Kreis,3.3789818,HSx3,year,hot_spell_duration,days,7
08426_Biberach,3.5881212,HSx3,year,hot_spell_duration,days,7
08435_Bodenseekreis,3.8152313,HSx3,year,hot_spell_duration,days,7
08436_Ravensburg,3.3935175,HSx3,year,hot_spell_duration,days,7
08437_Sigmaringen,3.2086518,HSx3,year,hot_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,4.283468,HSx3,year,hot_spell_duration,days,7
09161_Ingolstadt,4.5768256,HSx3,year,hot_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,3.9359045,HSx3,year,hot_spell_duration,days,7
09162_München,4.159475,HSx3,year,hot_spell_duration,days,7
09163_09187_Region_um_Rosenheim,3.325701,HSx3,year,hot_spell_duration,days,7
09163_Rosenheim,3.6864247,HSx3,year,hot_spell_duration,days,7
09171_Altötting,4.4909306,HSx3,year,hot_spell_duration,days,7
09172_Berchtesgadener Land,1.8929826,HSx3,year,hot_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,2.1157856,HSx3,year,hot_spell_duration,days,7
09174_Dachau,4.1549067,HSx3,year,hot_spell_duration,days,7
09175_Ebersberg,3.8753831,HSx3,year,hot_spell_duration,days,7
09176_Eichstätt,4.1835685,HSx3,year,hot_spell_duration,days,7
09177_Erding,4.1646047,HSx3,year,hot_spell_duration,days,7
09178_Freising,4.2983727,HSx3,year,hot_spell_duration,days,7
09179_Fürstenfeldbruck,3.7935615,HSx3,year,hot_spell_duration,days,7
09180_Garmisch-Partenkirchen,1.2226864,HSx3,year,hot_spell_duration,days,7
09181_Landsberg am Lech,3.2552168,HSx3,year,hot_spell_duration,days,7
09182_Miesbach,1.8687934,HSx3,year,hot_spell_duration,days,7
09183_Mühldorf a. Inn,4.296164,HSx3,year,hot_spell_duration,days,7
09184_München,3.7265449,HSx3,year,hot_spell_duration,days,7
09185_Neuburg-Schrobenhausen,4.353483,HSx3,year,hot_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,4.321961,HSx3,year,hot_spell_duration,days,7
09187_Rosenheim,3.3157005,HSx3,year,hot_spell_duration,days,7
09188_Starnberg,3.3457181,HSx3,year,hot_spell_duration,days,7
09189_Traunstein,3.0593255,HSx3,year,hot_spell_duration,days,7
09190_Weilheim-Schongau,2.7140896,HSx3,year,hot_spell_duration,days,7
09261_09274_Region_um_Landshut,4.368714,HSx3,year,hot_spell_duration,days,7
09261_Landshut,4.388917,HSx3,year,hot_spell_duration,days,7
09262_09275_Region_um_Passau,4.5522575,HSx3,year,hot_spell_duration,days,7
09262_Passau,4.7940903,HSx3,year,hot_spell_duration,days,7
09263_09278_Region_um_Straubing,4.5091567,HSx3,year,hot_spell_duration,days,7
09263_Straubing,4.8659043,HSx3,year,hot_spell_duration,days,7
09271_Deggendorf,4.615336,HSx3,year,hot_spell_duration,days,7
09272_Freyung-Grafenau,2.877807,HSx3,year,hot_spell_duration,days,7
09273_Kelheim,4.358588,HSx3,year,hot_spell_duration,days,7
09274_Landshut,4.3676324,HSx3,year,hot_spell_duration,days,7
09275_Passau,4.5410466,HSx3,year,hot_spell_duration,days,7
09276_Regen,2.8488162,HSx3,year,hot_spell_duration,days,7
09277_Rottal-Inn,4.5284944,HSx3,year,hot_spell_duration,days,7
09278_Straubing-Bogen,4.488073,HSx3,year,hot_spell_duration,days,7
09279_Dingolfing-Landau,4.6278543,HSx3,year,hot_spell_duration,days,7
09361_09371_Region_um_Amberg,3.763352,HSx3,year,hot_spell_duration,days,7
09361_Amberg,3.8801131,HSx3,year,hot_spell_duration,days,7
09362_09375_Region_um_Regensburg,4.448024,HSx3,year,hot_spell_duration,days,7
09362_Regensburg,4.7185764,HSx3,year,hot_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,3.4125123,HSx3,year,hot_spell_duration,days,7
09363_Weiden i.d. OPf.,3.622387,HSx3,year,hot_spell_duration,days,7
09371_Amberg-Sulzbach,3.7584794,HSx3,year,hot_spell_duration,days,7
09372_Cham,3.5832279,HSx3,year,hot_spell_duration,days,7
09373_Neumarkt i.d. OPf.,3.7799897,HSx3,year,hot_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,3.4018312,HSx3,year,hot_spell_duration,days,7
09375_Regensburg,4.4310126,HSx3,year,hot_spell_duration,days,7
09376_Schwandorf,3.9411287,HSx3,year,hot_spell_duration,days,7
09377_Tirschenreuth,2.853827,HSx3,year,hot_spell_duration,days,7
09461_09471_Region_um_Bamberg,3.867341,HSx3,year,hot_spell_duration,days,7
09461_Bamberg,4.0257382,HSx3,year,hot_spell_duration,days,7
09462_09472_Region_um_Bayreuth,3.1883917,HSx3,year,hot_spell_duration,days,7
09462_Bayreuth,3.3148513,HSx3,year,hot_spell_duration,days,7
09463_09473_Region_um_Coburg,3.5607386,HSx3,year,hot_spell_duration,days,7
