region,HSx3_year_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
05315_Köln,1.9931687,HSx3,year,hot_spell_duration,days,7
05316_05315_05378_05158_Region_um_Leverkusen,1.7403449,HSx3,year,hot_spell_duration,days,7
05316_Leverkusen,1.8338914,HSx3,year,hot_spell_duration,days,7
05334_Städteregion Aachen,1.0841964,HSx3,year,hot_spell_duration,days,7
05358_Düren,1.4116634,HSx3,year,hot_spell_duration,days,7
05362_Rhein-Erft-Kreis,1.7733153,HSx3,year,hot_spell_duration,days,7
05366_Euskirchen,1.0323901,HSx3,year,hot_spell_duration,days,7
05370_Heinsberg,1.5859016,HSx3,year,hot_spell_duration,days,7
05374_Oberbergischer Kreis,1.2676712,HSx3,year,hot_spell_duration,days,7
05378_Rheinisch-Bergischer Kreis,1.5805802,HSx3,year,hot_spell_duration,days,7
05382_Rhein-Sieg-Kreis,1.6381129,HSx3,year,hot_spell_duration,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,1.5781882,HSx3,year,hot_spell_duration,days,7
05512_Bottrop,1.6278131,HSx3,year,hot_spell_duration,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,1.583484,HSx3,year,hot_spell_duration,days,7
05513_Gelsenkirchen,1.6515572,HSx3,year,hot_spell_duration,days,7
05515_05566_05558_05570_Region_um_Münster,1.3812804,HSx3,year,hot_spell_duration,days,7
05515_Münster,1.4454782,HSx3,year,hot_spell_duration,days,7
05554_Borken,1.3814632,HSx3,year,hot_spell_duration,days,7
05558_Coesfeld,1.4184681,HSx3,year,hot_spell_duration,days,7
05562_Recklinghausen,1.5683134,HSx3,year,hot_spell_duration,days,7
05566_Steinfurt,1.300907,HSx3,year,hot_spell_duration,days,7
05570_Warendorf,1.4441985,HSx3,year,hot_spell_duration,days,7
05711_05754_05758_05766_Region_um_Bielefeld,1.3044556,HSx3,year,hot_spell_duration,days,7
05711_Bielefeld,1.3540236,HSx3,year,hot_spell_duration,days,7
05754_Gütersloh,1.4019382,HSx3,year,hot_spell_duration,days,7
05758_Herford,1.2876033,HSx3,year,hot_spell_duration,days,7
05762_Höxter,1.2605712,HSx3,year,hot_spell_duration,days,7
05766_Lippe,1.2246741,HSx3,year,hot_spell_duration,days,7
05770_Minden-Lübbecke,1.3303307,HSx3,year,hot_spell_duration,days,7
05774_Paderborn,1.1959149,HSx3,year,hot_spell_duration,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,1.5117829,HSx3,year,hot_spell_duration,days,7
05911_Bochum,1.5622555,HSx3,year,hot_spell_duration,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,1.4715344,HSx3,year,hot_spell_duration,days,7
05913_Dortmund,1.5556388,HSx3,year,hot_spell_duration,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,1.2500813,HSx3,year,hot_spell_duration,days,7
05914_Hagen,1.1839498,HSx3,year,hot_spell_duration,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,1.3834664,HSx3,year,hot_spell_duration,days,7
05915_Hamm,1.4809421,HSx3,year,hot_spell_duration,days,7
05916_05513_05562_05911_Region_um_Herne,1.5806763,HSx3,year,hot_spell_duration,days,7
05916_Herne,1.6637539,HSx3,year,hot_spell_duration,days,7
05954_Ennepe-Ruhr-Kreis,1.2674339,HSx3,year,hot_spell_duration,days,7
05958_Hochsauerlandkreis,0.82784873,HSx3,year,hot_spell_duration,days,7
05962_Märkischer Kreis,1.0546613,HSx3,year,hot_spell_duration,days,7
05966_Olpe,1.0229598,HSx3,year,hot_spell_duration,days,7
05970_Siegen-Wittgenstein,1.024612,HSx3,year,hot_spell_duration,days,7
05974_Soest,1.2344978,HSx3,year,hot_spell_duration,days,7
05978_Unna,1.4891531,HSx3,year,hot_spell_duration,days,7
06411_06432_06438_Region_um_Darmstadt,2.3195915,HSx3,year,hot_spell_duration,days,7
06411_Darmstadt,2.3630233,HSx3,year,hot_spell_duration,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,2.0911646,HSx3,year,hot_spell_duration,days,7
06412_Frankfurt am Main,2.364002,HSx3,year,hot_spell_duration,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,2.0630765,HSx3,year,hot_spell_duration,days,7
06413_Offenbach am Main,2.3981216,HSx3,year,hot_spell_duration,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,2.1467693,HSx3,year,hot_spell_duration,days,7
06414_Wiesbaden,2.2136273,HSx3,year,hot_spell_duration,days,7
06431_Bergstraße,2.2954729,HSx3,year,hot_spell_duration,days,7
06432_Darmstadt-Dieburg,2.2532706,HSx3,year,hot_spell_duration,days,7
06433_Groß-Gerau,2.5332398,HSx3,year,hot_spell_duration,days,7
06434_Hochtaunuskreis,1.8436043,HSx3,year,hot_spell_duration,days,7
06435_Main-Kinzig-Kreis,1.9073426,HSx3,year,hot_spell_duration,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,2.074819,HSx3,year,hot_spell_duration,days,7
06436_Main-Taunus-Kreis,2.2255344,HSx3,year,hot_spell_duration,days,7
06437_Odenwaldkreis,1.8943906,HSx3,year,hot_spell_duration,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,2.148835,HSx3,year,hot_spell_duration,days,7
06438_Offenbach,2.4321792,HSx3,year,hot_spell_duration,days,7
06439_Rheingau-Taunus-Kreis,1.796406,HSx3,year,hot_spell_duration,days,7
06440_Wetteraukreis,2.0443754,HSx3,year,hot_spell_duration,days,7
06531_Gießen,1.8890603,HSx3,year,hot_spell_duration,days,7
06532_Lahn-Dill-Kreis,1.5508344,HSx3,year,hot_spell_duration,days,7
06533_Limburg-Weilburg,1.7426841,HSx3,year,hot_spell_duration,days,7
06534_Marburg-Biedenkopf,1.5897648,HSx3,year,hot_spell_duration,days,7
06535_Vogelsbergkreis,1.4607736,HSx3,year,hot_spell_duration,days,7
06611_06633_03159_Region_um_Kassel,1.2980665,HSx3,year,hot_spell_duration,days,7
06611_Kassel,1.366934,HSx3,year,hot_spell_duration,days,7
06631_Fulda,1.3411878,HSx3,year,hot_spell_duration,days,7
06632_Hersfeld-Rotenburg,1.4756973,HSx3,year,hot_spell_duration,days,7
06633_Kassel,1.3433605,HSx3,year,hot_spell_duration,days,7
06634_Schwalm-Eder-Kreis,1.4543359,HSx3,year,hot_spell_duration,days,7
06635_Waldeck-Frankenberg,1.2116226,HSx3,year,hot_spell_duration,days,7
06636_Werra-Meißner-Kreis,1.362166,HSx3,year,hot_spell_duration,days,7
07111_07137_07141_07143_Region_um_Koblenz,1.5608621,HSx3,year,hot_spell_duration,days,7
07111_Koblenz,1.8138583,HSx3,year,hot_spell_duration,days,7
07131_Ahrweiler,1.2290075,HSx3,year,hot_spell_duration,days,7
07132_Altenkirchen (Westerwald),1.336497,HSx3,year,hot_spell_duration,days,7
07133_Bad Kreuznach,1.9240781,HSx3,year,hot_spell_duration,days,7
07134_Birkenfeld,1.4663695,HSx3,year,hot_spell_duration,days,7
07135_Cochem-Zell,1.5133946,HSx3,year,hot_spell_duration,days,7
07137_Mayen-Koblenz,1.5820171,HSx3,year,hot_spell_duration,days,7
07138_Neuwied,1.6194785,HSx3,year,hot_spell_duration,days,7
07140_Rhein-Hunsrück-Kreis,1.484847,HSx3,year,hot_spell_duration,days,7
07141_Rhein-Lahn-Kreis,1.6745156,HSx3,year,hot_spell_duration,days,7
07143_Westerwaldkreis,1.4250576,HSx3,year,hot_spell_duration,days,7
07211_07235_Region_um_Trier,1.6428913,HSx3,year,hot_spell_duration,days,7
07211_Trier,1.7104645,HSx3,year,hot_spell_duration,days,7
07231_Bernkastel-Wittlich,1.5278993,HSx3,year,hot_spell_duration,days,7
07232_Eifelkreis Bitburg-Prüm,1.2978691,HSx3,year,hot_spell_duration,days,7
07233_Vulkaneifel,1.07321,HSx3,year,hot_spell_duration,days,7
07235_Trier-Saarburg,1.6352553,HSx3,year,hot_spell_duration,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),2.7321312,HSx3,year,hot_spell_duration,days,7
07311_Frankenthal (Pfalz),2.7117748,HSx3,year,hot_spell_duration,days,7
07312_07335_07332_Region_um_Kaiserslautern,2.082475,HSx3,year,hot_spell_duration,days,7
07312_Kaiserslautern,1.9562905,HSx3,year,hot_spell_duration,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,2.3464472,HSx3,year,hot_spell_duration,days,7
07313_Landau in der Pfalz,2.3084579,HSx3,year,hot_spell_duration,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,2.7307408,HSx3,year,hot_spell_duration,days,7
07314_Ludwigshafen am Rhein,2.7394683,HSx3,year,hot_spell_duration,days,7
07315_07339_06414_06433_Region_um_Mainz,2.3449504,HSx3,year,hot_spell_duration,days,7
07315_Mainz,2.4067862,HSx3,year,hot_spell_duration,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,2.2973979,HSx3,year,hot_spell_duration,days,7
07316_Neustadt an der Weinstraße,2.3374245,HSx3,year,hot_spell_duration,days,7
07317_07340_Region_um_Pirmasens,2.0622644,HSx3,year,hot_spell_duration,days,7
07317_Pirmasens,2.0282784,HSx3,year,hot_spell_duration,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,2.4985185,HSx3,year,hot_spell_duration,days,7
07318_Speyer,2.7523625,HSx3,year,hot_spell_duration,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,2.3811405,HSx3,year,hot_spell_duration,days,7
07319_Worms,2.536908,HSx3,year,hot_spell_duration,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,2.0599825,HSx3,year,hot_spell_duration,days,7
07320_Zweibrücken,2.0587294,HSx3,year,hot_spell_duration,days,7
07331_Alzey-Worms,2.3411546,HSx3,year,hot_spell_duration,days,7
07332_Bad Dürkheim,2.231837,HSx3,year,hot_spell_duration,days,7
07333_Donnersbergkreis,2.0509224,HSx3,year,hot_spell_duration,days,7
07334_Germersheim,2.6222863,HSx3,year,hot_spell_duration,days,7
07335_Kaiserslautern,1.9680134,HSx3,year,hot_spell_duration,days,7
07336_Kusel,1.9205418,HSx3,year,hot_spell_duration,days,7
07337_Südliche Weinstraße,2.3518865,HSx3,year,hot_spell_duration,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,2.4615078,HSx3,year,hot_spell_duration,days,7
07338_Rhein-Pfalz-Kreis,2.7094564,HSx3,year,hot_spell_duration,days,7
07339_Mainz-Bingen,2.2402067,HSx3,year,hot_spell_duration,days,7
07340_Südwestpfalz,2.0646236,HSx3,year,hot_spell_duration,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,2.1815548,HSx3,year,hot_spell_duration,days,7
08111_Stuttgart,2.2778628,HSx3,year,hot_spell_duration,days,7
08115_Böblingen,2.0454013,HSx3,year,hot_spell_duration,days,7
08116_Esslingen,2.0683677,HSx3,year,hot_spell_duration,days,7
08117_Göppingen,1.6968224,HSx3,year,hot_spell_duration,days,7
08118_Ludwigsburg,2.347127,HSx3,year,hot_spell_duration,days,7
08119_Rems-Murr-Kreis,2.2066426,HSx3,year,hot_spell_duration,days,7
08121_08125_Region_um_Heilbronn,2.3830812,HSx3,year,hot_spell_duration,days,7
08121_Heilbronn,2.4678433,HSx3,year,hot_spell_duration,days,7
08125_Heilbronn,2.3748045,HSx3,year,hot_spell_duration,days,7
08126_Hohenlohekreis,2.1404896,HSx3,year,hot_spell_duration,days,7
08127_Schwäbisch Hall,2.010099,HSx3,year,hot_spell_duration,days,7
08128_Main-Tauber-Kreis,2.0456572,HSx3,year,hot_spell_duration,days,7
08135_Heidenheim,1.7614733,HSx3,year,hot_spell_duration,days,7
08136_Ostalbkreis,1.8396366,HSx3,year,hot_spell_duration,days,7
08211_08216_Region_um_Baden-Baden,1.9476495,HSx3,year,hot_spell_duration,days,7
08211_Baden-Baden,1.9222444,HSx3,year,hot_spell_duration,days,7
08212_08215_07334_Region_um_Karlsruhe,2.514409,HSx3,year,hot_spell_duration,days,7
08212_Karlsruhe,2.5555942,HSx3,year,hot_spell_duration,days,7
08215_Karlsruhe,2.4620223,HSx3,year,hot_spell_duration,days,7
08216_Rastatt,1.9523983,HSx3,year,hot_spell_duration,days,7
08221_08226_08222_Region_um_Heidelberg,2.4738903,HSx3,year,hot_spell_duration,days,7
08221_Heidelberg,2.5112884,HSx3,year,hot_spell_duration,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,2.4684978,HSx3,year,hot_spell_duration,days,7
08222_Mannheim,2.775926,HSx3,year,hot_spell_duration,days,7
08225_Neckar-Odenwald-Kreis,2.0660286,HSx3,year,hot_spell_duration,days,7
08226_Rhein-Neckar-Kreis,2.4277096,HSx3,year,hot_spell_duration,days,7
08231_08236_08235_Region_um_Pforzheim,1.7699347,HSx3,year,hot_spell_duration,days,7
08231_Pforzheim,1.9808092,HSx3,year,hot_spell_duration,days,7
08235_Calw,1.5244572,HSx3,year,hot_spell_duration,days,7
08236_Enzkreis,2.0725436,HSx3,year,hot_spell_duration,days,7
08237_Freudenstadt,1.3876452,HSx3,year,hot_spell_duration,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,1.7162566,HSx3,year,hot_spell_duration,days,7
08311_Freiburg im Breisgau,2.052506,HSx3,year,hot_spell_duration,days,7
08315_Breisgau-Hochschwarzwald,1.5032688,HSx3,year,hot_spell_duration,days,7
08316_Emmendingen,2.0729117,HSx3,year,hot_spell_duration,days,7
08317_Ortenaukreis,2.1430724,HSx3,year,hot_spell_duration,days,7
08325_Rottweil,1.5062644,HSx3,year,hot_spell_duration,days,7
08326_Schwarzwald-Baar-Kreis,1.1605326,HSx3,year,hot_spell_duration,days,7
08327_Tuttlingen,1.3685042,HSx3,year,hot_spell_duration,days,7
08335_Konstanz,2.095487,HSx3,year,hot_spell_duration,days,7
08336_Lörrach,1.86424,HSx3,year,hot_spell_duration,days,7
08337_Waldshut,1.7539703,HSx3,year,hot_spell_duration,days,7
08415_Reutlingen,1.3496695,HSx3,year,hot_spell_duration,days,7
08416_Tübingen,2.0078223,HSx3,year,hot_spell_duration,days,7
08417_Zollernalbkreis,1.3175952,HSx3,year,hot_spell_duration,days,7
08421_08425_09775_Region_um_Ulm,1.7276139,HSx3,year,hot_spell_duration,days,7
08421_Ulm,1.8795539,HSx3,year,hot_spell_duration,days,7
08425_Alb-Donau-Kreis,1.6349763,HSx3,year,hot_spell_duration,days,7
08426_Biberach,1.7549486,HSx3,year,hot_spell_duration,days,7
08435_Bodenseekreis,1.8491362,HSx3,year,hot_spell_duration,days,7
08436_Ravensburg,1.6300557,HSx3,year,hot_spell_duration,days,7
08437_Sigmaringen,1.5261773,HSx3,year,hot_spell_duration,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,2.1836367,HSx3,year,hot_spell_duration,days,7
09161_Ingolstadt,2.328966,HSx3,year,hot_spell_duration,days,7
09162_09184_09179_09174_Region_um_München,1.9800136,HSx3,year,hot_spell_duration,days,7
09162_München,2.1129987,HSx3,year,hot_spell_duration,days,7
09163_09187_Region_um_Rosenheim,1.6342115,HSx3,year,hot_spell_duration,days,7
09163_Rosenheim,1.8680503,HSx3,year,hot_spell_duration,days,7
09171_Altötting,2.356407,HSx3,year,hot_spell_duration,days,7
09172_Berchtesgadener Land,0.8596054,HSx3,year,hot_spell_duration,days,7
09173_Bad Tölz-Wolfratshausen,0.93128747,HSx3,year,hot_spell_duration,days,7
09174_Dachau,2.1135905,HSx3,year,hot_spell_duration,days,7
09175_Ebersberg,1.9693257,HSx3,year,hot_spell_duration,days,7
09176_Eichstätt,2.1338928,HSx3,year,hot_spell_duration,days,7
09177_Erding,2.1364665,HSx3,year,hot_spell_duration,days,7
09178_Freising,2.2113724,HSx3,year,hot_spell_duration,days,7
09179_Fürstenfeldbruck,1.8961422,HSx3,year,hot_spell_duration,days,7
09180_Garmisch-Partenkirchen,0.46415278,HSx3,year,hot_spell_duration,days,7
09181_Landsberg am Lech,1.5436816,HSx3,year,hot_spell_duration,days,7
09182_Miesbach,0.783831,HSx3,year,hot_spell_duration,days,7
09183_Mühldorf a. Inn,2.2173498,HSx3,year,hot_spell_duration,days,7
09184_München,1.8520235,HSx3,year,hot_spell_duration,days,7
09185_Neuburg-Schrobenhausen,2.2197604,HSx3,year,hot_spell_duration,days,7
09186_Pfaffenhofen a.d. Ilm,2.2017336,HSx3,year,hot_spell_duration,days,7
09187_Rosenheim,1.6277289,HSx3,year,hot_spell_duration,days,7
09188_Starnberg,1.5955828,HSx3,year,hot_spell_duration,days,7
09189_Traunstein,1.4595258,HSx3,year,hot_spell_duration,days,7
09190_Weilheim-Schongau,1.2446193,HSx3,year,hot_spell_duration,days,7
09261_09274_Region_um_Landshut,2.2524374,HSx3,year,hot_spell_duration,days,7
09261_Landshut,2.2776945,HSx3,year,hot_spell_duration,days,7
09262_09275_Region_um_Passau,2.3981304,HSx3,year,hot_spell_duration,days,7
09262_Passau,2.545057,HSx3,year,hot_spell_duration,days,7
09263_09278_Region_um_Straubing,2.3581295,HSx3,year,hot_spell_duration,days,7
09263_Straubing,2.5471172,HSx3,year,hot_spell_duration,days,7
09271_Deggendorf,2.4425724,HSx3,year,hot_spell_duration,days,7
09272_Freyung-Grafenau,1.3745595,HSx3,year,hot_spell_duration,days,7
09273_Kelheim,2.223009,HSx3,year,hot_spell_duration,days,7
09274_Landshut,2.2510853,HSx3,year,hot_spell_duration,days,7
09275_Passau,2.391319,HSx3,year,hot_spell_duration,days,7
09276_Regen,1.3828614,HSx3,year,hot_spell_duration,days,7
09277_Rottal-Inn,2.3868184,HSx3,year,hot_spell_duration,days,7
09278_Straubing-Bogen,2.34696,HSx3,year,hot_spell_duration,days,7
09279_Dingolfing-Landau,2.4139082,HSx3,year,hot_spell_duration,days,7
09361_09371_Region_um_Amberg,1.9472146,HSx3,year,hot_spell_duration,days,7
09361_Amberg,2.017211,HSx3,year,hot_spell_duration,days,7
09362_09375_Region_um_Regensburg,2.3006403,HSx3,year,hot_spell_duration,days,7
09362_Regensburg,2.41757,HSx3,year,hot_spell_duration,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,1.7423002,HSx3,year,hot_spell_duration,days,7
09363_Weiden i.d. OPf.,1.8543574,HSx3,year,hot_spell_duration,days,7
09371_Amberg-Sulzbach,1.9442939,HSx3,year,hot_spell_duration,days,7
09372_Cham,1.8452175,HSx3,year,hot_spell_duration,days,7
09373_Neumarkt i.d. OPf.,1.9365718,HSx3,year,hot_spell_duration,days,7
09374_Neustadt a.d. Waldnaab,1.7365973,HSx3,year,hot_spell_duration,days,7
09375_Regensburg,2.2932885,HSx3,year,hot_spell_duration,days,7
09376_Schwandorf,2.038977,HSx3,year,hot_spell_duration,days,7
09377_Tirschenreuth,1.4627224,HSx3,year,hot_spell_duration,days,7
09461_09471_Region_um_Bamberg,1.993672,HSx3,year,hot_spell_duration,days,7
09461_Bamberg,2.0552652,HSx3,year,hot_spell_duration,days,7
09462_09472_Region_um_Bayreuth,1.6442658,HSx3,year,hot_spell_duration,days,7
09462_Bayreuth,1.7252731,HSx3,year,hot_spell_duration,days,7
