realization,region,RRm_year_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_year_RRm,12052_12071_Region_um_Cottbus,1.5413356,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12052_Cottbus,1.5037904,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12053_12067_12064_Region_um_Frankfurt_(Oder),1.4423534,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12053_Frankfurt (Oder),1.448025,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12054_12063_12069_11000_12051_Region_um_Potsdam,1.4327776,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12054_Potsdam,1.4383321,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12060_Barnim,1.5139806,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12061_Dahme-Spreewald,1.4550418,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12062_Elbe-Elster,1.4817088,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12063_Havelland,1.410323,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12064_Märkisch-Oderland,1.4089377,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12065_Oberhavel,1.4928892,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12066_Oberspreewald-Lausitz,1.5425413,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12067_Oder-Spree,1.47379,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12068_Ostprignitz-Ruppin,1.4726294,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12069_Potsdam-Mittelmark,1.4286962,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12070_Prignitz,1.5400773,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12071_Spree-Neiße,1.5451679,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12072_Teltow-Fläming,1.4129837,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,12073_Uckermark,1.4171556,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13003_13072_Region_um_Rostock,1.6184173,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13003_Rostock,1.6377921,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13004_13076_13074_Region_um_Schwerin,1.6514175,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13004_Schwerin,1.6599915,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13071_Mecklenburgische Seenplatte,1.4806346,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13072_Rostock,1.6174487,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13073_Vorpommern-Rügen,1.6343428,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13074_Nordwestmecklenburg,1.6738917,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13075_Vorpommern-Greifswald,1.4624673,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,13076_Ludwigslust-Parchim,1.6416944,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14511_14524_14521_14522_Region_um_Chemnitz,2.1573188,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14511_Chemnitz,2.0479708,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14521_Erzgebirgskreis,2.439105,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14522_Mittelsachsen,2.0327692,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14523_Vogtlandkreis,2.0195222,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14524_Zwickau,1.9113556,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14612_14627_14625_14628_Region_um_Dresden,1.8400172,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14612_Dresden,1.787603,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14625_Bautzen,1.8279535,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14626_Görlitz,1.7864554,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14627_Meißen,1.6108855,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14628_Sächsische Schweiz-Osterzgebirge,2.0682595,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14713_14729_14730_Region_um_Leipzig,1.5458331,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14713_Leipzig,1.5251342,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14729_Leipzig,1.6019883,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,14730_Nordsachsen,1.5035806,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15001_15091_15082_Region_um_Dessau-Rolau,1.4399574,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15001_Dessau-Roßlau,1.4446034,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15002_15088_Region_um_Halle_(Saale),1.3184485,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15002_Halle (Saale),1.2799723,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15003_15083_15089_15086_Region_um_Magdeburg,1.3449067,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15003_Magdeburg,1.2500764,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15081_Altmarkkreis Salzwedel,1.4782491,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15082_Anhalt-Bitterfeld,1.3958371,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15083_Börde,1.3945897,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15084_Burgenlandkreis,1.4814574,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15085_Harz,1.7163568,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15086_Jerichower Land,1.3572071,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15087_Mansfeld-Südharz,1.4382411,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15088_Saalekreis,1.322222,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15089_Salzlandkreis,1.2626559,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15090_Stendal,1.3872015,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,15091_Wittenberg,1.472242,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16051_16067_16068_16070_16071_16055_Region_um_Erfurt,1.6926122,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16051_Erfurt,1.4028357,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16052_16076_15084_16074_Region_um_Gera,1.5806164,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16052_Gera,1.6136011,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16053_16074_16071_16055_Region_um_Jena,1.5958534,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16053_Jena,1.5718278,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16054_16066_16069_16070_Region_um_Suhl,2.139477,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16054_Suhl,2.8236551,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16055_16071_Region_um_Weimar,1.5677017,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16055_Weimar,1.5611843,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16056_16063_06636_Region_um_Eisenach,2.003709,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16056_Eisenach,1.9651722,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16061_Eichsfeld,1.9392058,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16062_Nordhausen,1.8122735,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16063_Wartburgkreis,1.9568996,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16064_Unstrut-Hainich-Kreis,1.6023244,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16065_Kyffhäuserkreis,1.4325529,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16066_Schmalkalden-Meiningen,2.083638,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16067_Gotha,1.906595,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16068_Sömmerda,1.351299,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16069_Hildburghausen,2.204809,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16070_Ilm-Kreis,2.0226038,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16071_Weimarer Land,1.5684487,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16072_Sonneberg,2.7035959,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16073_Saalfeld-Rudolstadt,1.9295872,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16074_Saale-Holzland-Kreis,1.6300762,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16075_Saale-Orla-Kreis,1.8528146,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16076_Greiz,1.6905153,RRm,year,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_year_RRm,16077_Altenburger Land,1.6408767,RRm,year,precipitation,mm day-1,7
