region,ci_name,ci_frequency,standard_name,units,mid_month,SU30_year_1.5C_rcp85_ensemble-robustness
03256_Nienburg (Weser),SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
03257_Schaumburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03351_Celle,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03352_Cuxhaven,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
03353_Harburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03354_Lüchow-Dannenberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
03355_Lüneburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03356_Osterholz,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
03357_Rotenburg (Wümme),SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03358_Heidekreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
03359_Stade,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03360_Uelzen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03361_Verden,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03401_Delmenhorst,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03402_Emden,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03403_Oldenburg (Oldb),SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03404_Osnabrück,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
03405_Wilhelmshaven,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03451_Ammerland,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03452_Aurich,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
03453_Cloppenburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
03454_Emsland,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03455_Friesland,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03456_Grafschaft Bentheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03457_Leer,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03458_Oldenburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03459_Osnabrück,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03460_Vechta,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03461_Wesermarsch,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
03462_Wittmund,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
04011_Bremen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
04012_Bremerhaven,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05111_Düsseldorf,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05112_Duisburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05113_Essen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05114_Krefeld,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05116_Mönchengladbach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05117_Mülheim an der Ruhr,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05119_Oberhausen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05120_Remscheid,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05122_Solingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05124_Wuppertal,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05154_Kleve,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05158_Mettmann,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05162_Rhein-Kreis Neuss,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05166_Viersen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05170_Wesel,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05314_Bonn,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05315_Köln,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05316_Leverkusen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05334_Städteregion Aachen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05358_Düren,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05362_Rhein-Erft-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05366_Euskirchen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05370_Heinsberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05374_Oberbergischer Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05378_Rheinisch-Bergischer Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05382_Rhein-Sieg-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05512_Bottrop,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05513_Gelsenkirchen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05515_Münster,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05554_Borken,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05558_Coesfeld,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05562_Recklinghausen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05566_Steinfurt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05570_Warendorf,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05711_Bielefeld,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05754_Gütersloh,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05758_Herford,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05762_Höxter,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05766_Lippe,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
05770_Minden-Lübbecke,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05774_Paderborn,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05911_Bochum,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05913_Dortmund,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05914_Hagen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05915_Hamm,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05916_Herne,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05954_Ennepe-Ruhr-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05958_Hochsauerlandkreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05962_Märkischer Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05966_Olpe,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05970_Siegen-Wittgenstein,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05974_Soest,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
05978_Unna,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06411_Darmstadt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06412_Frankfurt am Main,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06413_Offenbach am Main,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06414_Wiesbaden,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06431_Bergstraße,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06432_Darmstadt-Dieburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06433_Groß-Gerau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06434_Hochtaunuskreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06435_Main-Kinzig-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06436_Main-Taunus-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06437_Odenwaldkreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06438_Offenbach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06439_Rheingau-Taunus-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06440_Wetteraukreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06531_Gießen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06532_Lahn-Dill-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06533_Limburg-Weilburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06534_Marburg-Biedenkopf,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06535_Vogelsbergkreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06611_Kassel,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06631_Fulda,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06632_Hersfeld-Rotenburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06633_Kassel,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06634_Schwalm-Eder-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
06635_Waldeck-Frankenberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
06636_Werra-Meißner-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07111_Koblenz,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07131_Ahrweiler,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07132_Altenkirchen (Westerwald),SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
07133_Bad Kreuznach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07134_Birkenfeld,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07135_Cochem-Zell,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,1
07137_Mayen-Koblenz,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07138_Neuwied,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07140_Rhein-Hunsrück-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07141_Rhein-Lahn-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07143_Westerwaldkreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07211_Trier,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07231_Bernkastel-Wittlich,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07232_Eifelkreis Bitburg-Prüm,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07233_Vulkaneifel,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07235_Trier-Saarburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07311_Frankenthal (Pfalz),SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07312_Kaiserslautern,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07313_Landau in der Pfalz,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07314_Ludwigshafen am Rhein,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07315_Mainz,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07316_Neustadt an der Weinstraße,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07317_Pirmasens,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07318_Speyer,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07319_Worms,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07320_Zweibrücken,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07331_Alzey-Worms,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07332_Bad Dürkheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07333_Donnersbergkreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07334_Germersheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07335_Kaiserslautern,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07336_Kusel,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07337_Südliche Weinstraße,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07338_Rhein-Pfalz-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07339_Mainz-Bingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
07340_Südwestpfalz,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08111_Stuttgart,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08115_Böblingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08116_Esslingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08117_Göppingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08118_Ludwigsburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08119_Rems-Murr-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08121_Heilbronn,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08125_Heilbronn,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08126_Hohenlohekreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08127_Schwäbisch Hall,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08128_Main-Tauber-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08135_Heidenheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08136_Ostalbkreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08211_Baden-Baden,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08212_Karlsruhe,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08215_Karlsruhe,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08216_Rastatt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08221_Heidelberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08222_Mannheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08225_Neckar-Odenwald-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08226_Rhein-Neckar-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08231_Pforzheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08235_Calw,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08236_Enzkreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08237_Freudenstadt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08311_Freiburg im Breisgau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08315_Breisgau-Hochschwarzwald,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08316_Emmendingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08317_Ortenaukreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08325_Rottweil,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08326_Schwarzwald-Baar-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08327_Tuttlingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08335_Konstanz,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08336_Lörrach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08337_Waldshut,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08415_Reutlingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08416_Tübingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08417_Zollernalbkreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08421_Ulm,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08425_Alb-Donau-Kreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08426_Biberach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08435_Bodenseekreis,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08436_Ravensburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
08437_Sigmaringen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09161_Ingolstadt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09162_München,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09163_Rosenheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09171_Altötting,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09172_Berchtesgadener Land,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09173_Bad Tölz-Wolfratshausen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09174_Dachau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09175_Ebersberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09176_Eichstätt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09177_Erding,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09178_Freising,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09179_Fürstenfeldbruck,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09180_Garmisch-Partenkirchen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09181_Landsberg am Lech,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09182_Miesbach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09183_Mühldorf a. Inn,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09184_München,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09185_Neuburg-Schrobenhausen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09186_Pfaffenhofen a.d. Ilm,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09187_Rosenheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09188_Starnberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09189_Traunstein,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09190_Weilheim-Schongau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09261_Landshut,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09262_Passau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09263_Straubing,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09271_Deggendorf,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09272_Freyung-Grafenau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09273_Kelheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09274_Landshut,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09275_Passau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09276_Regen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09277_Rottal-Inn,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09278_Straubing-Bogen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09279_Dingolfing-Landau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09361_Amberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09362_Regensburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09363_Weiden i.d. OPf.,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09371_Amberg-Sulzbach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09372_Cham,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09373_Neumarkt i.d. OPf.,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09374_Neustadt a.d. Waldnaab,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09375_Regensburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09376_Schwandorf,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09377_Tirschenreuth,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09461_Bamberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09462_Bayreuth,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09463_Coburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09464_Hof,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09471_Bamberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09472_Bayreuth,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09473_Coburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09474_Forchheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09475_Hof,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09476_Kronach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09477_Kulmbach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09478_Lichtenfels,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09479_Wunsiedel i. Fichtelgebirge,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09561_Ansbach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09562_Erlangen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09563_Fürth,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09564_Nürnberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09565_Schwabach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09571_Ansbach,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09572_Erlangen-Höchstadt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09573_Fürth,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09574_Nürnberger Land,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09575_Neustadt a.d. Aisch-Bad Windsheim,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09576_Roth,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09577_Weißenburg-Gunzenhausen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09661_Aschaffenburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09662_Schweinfurt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09663_Würzburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09671_Aschaffenburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09672_Bad Kissingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09673_Rhön-Grabfeld,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09674_Haßberge,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09675_Kitzingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09676_Miltenberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09677_Main-Spessart,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09678_Schweinfurt,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09679_Würzburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09761_Augsburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09762_Kaufbeuren,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09763_Kempten (Allgäu),SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09764_Memmingen,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09771_Aichach-Friedberg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09772_Augsburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09773_Dillingen a.d. Donau,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09774_Günzburg,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09775_Neu-Ulm,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
09776_Lindau (Bodensee),SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7,2
