region,SU30_year_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
03462_Wittmund,7.899999618530273,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,9.845829010009766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,9.190505981445312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,12.079904556274414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,11.91535472869873,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,10.15314769744873,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,11.765913963317871,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,10.729289054870605,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,11.221014976501465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,11.731945991516113,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,7.938202857971191,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,10.358427047729492,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,8.747057914733887,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,11.415977478027344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,11.380937576293945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,11.602598190307617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,10.94044303894043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,11.409364700317383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,12.305469512939453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,12.64431381225586,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,12.762554168701172,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,7.207287311553955,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,9.524860382080078,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,11.578001976013184,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,6.607779026031494,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,11.163349151611328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,8.498888969421387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,10.8794584274292,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,10.446025848388672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,11.61508846282959,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,11.206966400146484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,11.350984573364258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,10.861116409301758,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,11.396966934204102,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,11.249902725219727,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,10.937450408935547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,11.236612319946289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,10.755634307861328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,11.370661735534668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,9.435291290283203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,8.22441291809082,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,8.049286842346191,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,9.77552604675293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,8.110297203063965,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,9.453470230102539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,9.686229705810547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,8.055657386779785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,10.079011917114258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,10.68131160736084,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,8.3431978225708,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,5.7276811599731445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,6.879916191101074,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,7.26813268661499,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,7.228696346282959,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,8.6890869140625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,9.40872573852539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,15.697863578796387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,15.476823806762695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,15.541887283325195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,14.739134788513184,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,14.952004432678223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,14.822635650634766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,16.64374542236328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,13.698349952697754,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,12.41487979888916,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,15.056158065795898,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,12.439600944519043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,15.613462448120117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,12.594474792480469,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,13.604951858520508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,12.379377365112305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,10.74151611328125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,11.040481567382812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,10.41377067565918,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,9.685626983642578,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,8.85889720916748,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,9.111088752746582,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,10.101354598999023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,8.75674057006836,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,9.669804573059082,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,7.75439453125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,9.316537857055664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,12.323081970214844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,8.550590515136719,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),8.61740493774414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,12.326244354248047,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,9.355307579040527,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,10.160200119018555,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,10.639688491821289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,10.980405807495117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,10.09096908569336,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,11.148284912109375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,10.284076690673828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,11.772115707397461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,10.158857345581055,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,8.17228889465332,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,7.081776142120361,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,10.258549690246582,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),18.447006225585938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,12.341878890991211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,15.017775535583496,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,18.355472564697266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,15.697629928588867,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,15.588860511779785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,13.148691177368164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,18.37428092956543,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,17.59125328063965,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,13.251276016235352,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,15.754382133483887,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,14.950576782226562,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,13.955375671386719,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,18.41407012939453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,12.745258331298828,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,12.272391319274902,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,15.420703887939453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,18.278547286987305,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,14.700886726379395,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,13.09832763671875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,15.098731994628906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,13.297201156616211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,13.689197540283203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,11.323486328125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,15.927425384521484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,13.913204193115234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,16.155555725097656,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,15.754620552062988,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,13.979249954223633,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,12.365224838256836,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,13.777562141418457,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,11.182031631469727,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,11.469408988952637,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,14.010564804077148,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,19.08171844482422,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,17.84173583984375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,14.324618339538574,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,15.724630355834961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,18.11014175415039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,13.18876838684082,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,15.887426376342773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,13.048032760620117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,8.823836326599121,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,14.490578651428223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,8.42325210571289,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,14.517148971557617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,10.195159912109375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,14.346738815307617,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,14.517782211303711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,9.074578285217285,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,7.060682773590088,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,8.300817489624023,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,11.351944923400879,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,12.026721000671387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,11.342489242553711,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,9.070558547973633,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,13.201202392578125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,8.912864685058594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,11.597640991210938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,10.139314651489258,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,9.98423957824707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,10.831282615661621,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,8.565497398376465,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,9.002287864685059,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,15.94575309753418,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,12.450361251831055,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,12.102657318115234,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,14.968141555786133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,6.30328369140625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,6.037862777709961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,13.1519193649292,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,11.486857414245605,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,14.021441459655762,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,13.58167839050293,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,14.531525611877441,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,11.574342727661133,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,3.4597010612487793,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,8.712910652160645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,5.616831302642822,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,14.200785636901855,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,10.482805252075195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,14.876725196838379,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,15.082223892211914,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,9.489402770996094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,8.348106384277344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,9.210408210754395,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,6.867745876312256,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,15.529646873474121,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,16.907978057861328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,16.892242431640625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,15.892606735229492,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,8.62472152709961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,15.454029083251953,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,15.475031852722168,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,16.221372604370117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,9.189579010009766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,15.950631141662598,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,15.604479789733887,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,17.096115112304688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,13.124377250671387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,16.18654441833496,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,11.589357376098633,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,12.669240951538086,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,11.838848114013672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,12.891450881958008,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,10.948593139648438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,15.49058723449707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,13.295507431030273,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,9.386207580566406,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,13.749069213867188,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,11.036752700805664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,12.73854923248291,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,7.85220193862915,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,13.410420417785645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,10.410131454467773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,12.12002182006836,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,13.001476287841797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,7.4594879150390625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
