region,SU30_year_3C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
03251_Diepholz,5.169463157653809,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03252_Hameln-Pyrmont,4.963080883026123,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03254_Hildesheim,5.231531620025635,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03255_Holzminden,4.654080390930176,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
01056_Pinneberg,4.135699272155762,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03256_Nienburg (Weser),5.378912925720215,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03257_Schaumburg,5.151524543762207,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03351_Celle,5.7619242668151855,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03352_Cuxhaven,3.3428633213043213,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03353_Harburg,4.62790060043335,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03354_Lüchow-Dannenberg,5.83503532409668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03355_Lüneburg,5.104492664337158,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03356_Osterholz,4.3690714836120605,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03357_Rotenburg (Wümme),4.582113265991211,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03358_Heidekreis,4.9930267333984375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03359_Stade,3.8831396102905273,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03360_Uelzen,5.199804306030273,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03361_Verden,4.952661037445068,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03401_Delmenhorst,4.910333633422852,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03402_Emden,2.4071524143218994,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03403_Oldenburg (Oldb),4.289690971374512,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03404_Osnabrück,5.168747901916504,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03405_Wilhelmshaven,1.5746219158172607,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03451_Ammerland,3.922199010848999,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03452_Aurich,2.7599587440490723,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03453_Cloppenburg,4.366535663604736,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03454_Emsland,4.424895286560059,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03455_Friesland,2.943507194519043,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03456_Grafschaft Bentheim,4.7440876960754395,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03457_Leer,3.4697983264923096,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03458_Oldenburg,4.57985782623291,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03459_Osnabrück,5.02955961227417,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03460_Vechta,4.927764892578125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03461_Wesermarsch,3.691246509552002,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
03462_Wittmund,2.6523866653442383,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04011_Bremen,5.09779691696167,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
04012_Bremerhaven,3.243882656097412,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05111_Düsseldorf,7.853994369506836,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05112_Duisburg,8.0159912109375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05113_Essen,7.002681732177734,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05114_Krefeld,7.405361175537109,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05116_Mönchengladbach,6.800086498260498,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05117_Mülheim an der Ruhr,7.173961162567139,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05119_Oberhausen,8.162860870361328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05120_Remscheid,4.646842002868652,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05122_Solingen,6.275174617767334,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05124_Wuppertal,5.306552886962891,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05154_Kleve,5.882279396057129,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05158_Mettmann,6.740415573120117,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05162_Rhein-Kreis Neuss,7.7255144119262695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05166_Viersen,6.9186625480651855,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05170_Wesel,6.2816009521484375,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05314_Bonn,7.964694023132324,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05315_Köln,8.739654541015625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05316_Leverkusen,7.583404541015625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05334_Städteregion Aachen,4.655773162841797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05358_Düren,6.294102191925049,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05362_Rhein-Erft-Kreis,7.775312900543213,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05366_Euskirchen,4.039560317993164,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05370_Heinsberg,6.738124847412109,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05374_Oberbergischer Kreis,4.654271602630615,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05378_Rheinisch-Bergischer Kreis,6.299452304840088,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05382_Rhein-Sieg-Kreis,7.010759353637695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05512_Bottrop,7.568520545959473,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05513_Gelsenkirchen,7.725752830505371,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05515_Münster,6.043261528015137,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05554_Borken,5.798027992248535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05558_Coesfeld,5.989841461181641,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05562_Recklinghausen,6.9985575675964355,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05566_Steinfurt,5.458866119384766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05570_Warendorf,5.911966323852539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05711_Bielefeld,5.849955081939697,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05754_Gütersloh,5.754639625549316,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05758_Herford,5.202864646911621,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05762_Höxter,4.813740253448486,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05766_Lippe,4.840999603271484,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05770_Minden-Lübbecke,5.3101348876953125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05774_Paderborn,4.953775882720947,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05911_Bochum,6.888737678527832,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05913_Dortmund,6.970582485198975,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05914_Hagen,4.92222261428833,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05915_Hamm,6.414103984832764,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05916_Herne,7.765701770782471,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05954_Ennepe-Ruhr-Kreis,5.324674129486084,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05958_Hochsauerlandkreis,3.537827730178833,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05962_Märkischer Kreis,3.9535889625549316,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05966_Olpe,4.049424171447754,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05970_Siegen-Wittgenstein,3.7671713829040527,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05974_Soest,5.251895427703857,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
05978_Unna,6.626972198486328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06411_Darmstadt,11.95489501953125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06412_Frankfurt am Main,12.241510391235352,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06413_Offenbach am Main,12.90084457397461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06414_Wiesbaden,10.026185035705566,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06431_Bergstraße,10.960399627685547,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06432_Darmstadt-Dieburg,10.544291496276855,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06433_Groß-Gerau,12.450077056884766,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06434_Hochtaunuskreis,7.509390354156494,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06435_Main-Kinzig-Kreis,8.099264144897461,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06436_Main-Taunus-Kreis,10.17385196685791,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06437_Odenwaldkreis,8.548917770385742,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06438_Offenbach,12.093098640441895,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06439_Rheingau-Taunus-Kreis,7.25400447845459,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06440_Wetteraukreis,8.891576766967773,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06531_Gießen,8.006508827209473,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06532_Lahn-Dill-Kreis,5.786949157714844,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06533_Limburg-Weilburg,7.26210880279541,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06534_Marburg-Biedenkopf,6.288305759429932,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06535_Vogelsbergkreis,5.293400764465332,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06611_Kassel,5.359194755554199,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06631_Fulda,5.010663986206055,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06632_Hersfeld-Rotenburg,5.735414028167725,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06633_Kassel,5.290338516235352,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06634_Schwalm-Eder-Kreis,5.749324798583984,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06635_Waldeck-Frankenberg,4.467803955078125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
06636_Werra-Meißner-Kreis,4.995831489562988,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07111_Koblenz,8.123889923095703,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07131_Ahrweiler,5.026430606842041,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07132_Altenkirchen (Westerwald),5.133360385894775,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07133_Bad Kreuznach,8.30740737915039,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07134_Birkenfeld,5.713074684143066,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07135_Cochem-Zell,6.543748378753662,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07137_Mayen-Koblenz,6.727038860321045,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07138_Neuwied,6.531266212463379,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07140_Rhein-Hunsrück-Kreis,6.035411834716797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07141_Rhein-Lahn-Kreis,7.234358310699463,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07143_Westerwaldkreis,5.0819292068481445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07211_Trier,7.36641788482666,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07231_Bernkastel-Wittlich,6.5698137283325195,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,4.702818393707275,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07233_Vulkaneifel,3.8240673542022705,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07235_Trier-Saarburg,6.868424415588379,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07311_Frankenthal (Pfalz),14.19575023651123,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07312_Kaiserslautern,8.957244873046875,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07313_Landau in der Pfalz,11.710267066955566,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07314_Ludwigshafen am Rhein,14.20572280883789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07315_Mainz,11.10175895690918,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07316_Neustadt an der Weinstraße,11.973281860351562,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07317_Pirmasens,9.356254577636719,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07318_Speyer,14.996846199035645,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07319_Worms,12.82554817199707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07320_Zweibrücken,9.07376480102539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07331_Alzey-Worms,10.626693725585938,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07332_Bad Dürkheim,10.845232963562012,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07333_Donnersbergkreis,9.217443466186523,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07334_Germersheim,13.688590049743652,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07335_Kaiserslautern,9.280317306518555,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07336_Kusel,8.365775108337402,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07337_Südliche Weinstraße,11.967606544494629,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07338_Rhein-Pfalz-Kreis,14.416979789733887,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07339_Mainz-Bingen,10.152149200439453,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
07340_Südwestpfalz,9.701133728027344,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08111_Stuttgart,11.340080261230469,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08115_Böblingen,9.592872619628906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08116_Esslingen,9.784163475036621,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08117_Göppingen,6.9640045166015625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08118_Ludwigsburg,11.823859214782715,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08119_Rems-Murr-Kreis,9.930378913879395,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08121_Heilbronn,12.193185806274414,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08125_Heilbronn,11.524528503417969,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08126_Hohenlohekreis,9.614845275878906,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08127_Schwäbisch Hall,8.531726837158203,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08128_Main-Tauber-Kreis,8.906350135803223,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08135_Heidenheim,7.624505996704102,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08136_Ostalbkreis,7.960117816925049,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08211_Baden-Baden,8.787673950195312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08212_Karlsruhe,13.718001365661621,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08215_Karlsruhe,13.036821365356445,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08216_Rastatt,9.86983871459961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08221_Heidelberg,12.200243949890137,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08222_Mannheim,14.197197914123535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08225_Neckar-Odenwald-Kreis,9.601324081420898,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08226_Rhein-Neckar-Kreis,11.701186180114746,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08231_Pforzheim,8.928160667419434,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08235_Calw,6.4784111976623535,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08236_Enzkreis,9.645185470581055,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08237_Freudenstadt,5.997955322265625,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08311_Freiburg im Breisgau,9.414135932922363,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08315_Breisgau-Hochschwarzwald,6.864607334136963,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08316_Emmendingen,10.327959060668945,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08317_Ortenaukreis,10.350239753723145,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08325_Rottweil,6.792917728424072,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08326_Schwarzwald-Baar-Kreis,4.4231462478637695,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08327_Tuttlingen,5.431396007537842,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08335_Konstanz,9.816417694091797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08336_Lörrach,9.574346542358398,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08337_Waldshut,7.328749656677246,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08415_Reutlingen,5.568150520324707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08416_Tübingen,9.453336715698242,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08417_Zollernalbkreis,5.653418064117432,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08421_Ulm,8.72281265258789,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08425_Alb-Donau-Kreis,7.028817176818848,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08426_Biberach,7.737888336181641,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08435_Bodenseekreis,7.663333892822266,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08436_Ravensburg,6.924560070037842,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
08437_Sigmaringen,6.273174285888672,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09161_Ingolstadt,11.15876579284668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09162_München,11.654034614562988,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09163_Rosenheim,9.552618980407715,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09171_Altötting,11.751262664794922,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09172_Berchtesgadener Land,4.060832500457764,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09173_Bad Tölz-Wolfratshausen,4.081727027893066,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09174_Dachau,9.766661643981934,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09175_Ebersberg,10.507081031799316,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09176_Eichstätt,9.590197563171387,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09177_Erding,10.15367317199707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09178_Freising,10.273849487304688,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09179_Fürstenfeldbruck,8.201776504516602,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09180_Garmisch-Partenkirchen,2.1754894256591797,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09181_Landsberg am Lech,7.118711948394775,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09182_Miesbach,3.5331475734710693,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09183_Mühldorf a. Inn,11.094544410705566,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09184_München,9.283280372619629,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09185_Neuburg-Schrobenhausen,10.029251098632812,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,9.74173355102539,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09187_Rosenheim,7.789507865905762,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09188_Starnberg,7.520526885986328,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09189_Traunstein,6.762903213500977,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09190_Weilheim-Schongau,5.5375189781188965,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09261_Landshut,9.585416793823242,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09262_Passau,11.292893409729004,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09263_Straubing,11.763091087341309,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09271_Deggendorf,11.00914192199707,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09272_Freyung-Grafenau,5.692922115325928,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09273_Kelheim,9.910860061645508,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09274_Landshut,9.454177856445312,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09275_Passau,10.07768440246582,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09276_Regen,5.192500591278076,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09277_Rottal-Inn,10.857566833496094,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09278_Straubing-Bogen,10.47562313079834,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09279_Dingolfing-Landau,10.340409278869629,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09361_Amberg,8.516401290893555,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09362_Regensburg,12.23596477508545,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09363_Weiden i.d. OPf.,7.794270038604736,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09371_Amberg-Sulzbach,8.098167419433594,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09372_Cham,7.276587963104248,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09373_Neumarkt i.d. OPf.,8.095809936523438,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09374_Neustadt a.d. Waldnaab,7.349567890167236,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09375_Regensburg,10.03692626953125,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09376_Schwandorf,8.583651542663574,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09377_Tirschenreuth,5.601552486419678,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09461_Bamberg,9.50438117980957,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09462_Bayreuth,6.981675624847412,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09463_Coburg,8.488412857055664,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09464_Hof,4.6851372718811035,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09471_Bamberg,9.019474983215332,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09472_Bayreuth,6.28962516784668,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09473_Coburg,7.835930824279785,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09474_Forchheim,8.74239730834961,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
09475_Hof,4.582601070404053,SU30,year,days_with_air_temperature_above_or_equal_threshold,days,7
