region,RRm_sem_1.5C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
06440_Wetteraukreis,0.09492208,RRm,sem,precipitation,mm day-1,1
06440_Wetteraukreis,0.1418383,RRm,sem,precipitation,mm day-1,4
06440_Wetteraukreis,-0.02288661,RRm,sem,precipitation,mm day-1,7
06440_Wetteraukreis,0.037328176,RRm,sem,precipitation,mm day-1,10
06531_Gießen,0.08897898,RRm,sem,precipitation,mm day-1,1
06531_Gießen,0.13451263,RRm,sem,precipitation,mm day-1,4
06531_Gießen,-0.01594481,RRm,sem,precipitation,mm day-1,7
06531_Gießen,0.02548787,RRm,sem,precipitation,mm day-1,10
06532_Lahn-Dill-Kreis,0.08431709,RRm,sem,precipitation,mm day-1,1
06532_Lahn-Dill-Kreis,0.12490013,RRm,sem,precipitation,mm day-1,4
06532_Lahn-Dill-Kreis,-0.013745563,RRm,sem,precipitation,mm day-1,7
06532_Lahn-Dill-Kreis,0.0035243765,RRm,sem,precipitation,mm day-1,10
06533_Limburg-Weilburg,0.088610016,RRm,sem,precipitation,mm day-1,1
06533_Limburg-Weilburg,0.12764336,RRm,sem,precipitation,mm day-1,4
06533_Limburg-Weilburg,-0.012066507,RRm,sem,precipitation,mm day-1,7
06533_Limburg-Weilburg,0.018693572,RRm,sem,precipitation,mm day-1,10
06534_Marburg-Biedenkopf,0.07596684,RRm,sem,precipitation,mm day-1,1
06534_Marburg-Biedenkopf,0.12570196,RRm,sem,precipitation,mm day-1,4
06534_Marburg-Biedenkopf,-0.005673737,RRm,sem,precipitation,mm day-1,7
06534_Marburg-Biedenkopf,0.012414711,RRm,sem,precipitation,mm day-1,10
06535_Vogelsbergkreis,0.06476282,RRm,sem,precipitation,mm day-1,1
06535_Vogelsbergkreis,0.14281464,RRm,sem,precipitation,mm day-1,4
06535_Vogelsbergkreis,-0.016156243,RRm,sem,precipitation,mm day-1,7
06535_Vogelsbergkreis,0.018956905,RRm,sem,precipitation,mm day-1,10
06611_06633_03159_Region_um_Kassel,0.06083428,RRm,sem,precipitation,mm day-1,1
06611_06633_03159_Region_um_Kassel,0.13580506,RRm,sem,precipitation,mm day-1,4
06611_06633_03159_Region_um_Kassel,0.024990484,RRm,sem,precipitation,mm day-1,7
06611_06633_03159_Region_um_Kassel,0.032455727,RRm,sem,precipitation,mm day-1,10
06611_Kassel,0.07829809,RRm,sem,precipitation,mm day-1,1
06611_Kassel,0.13537805,RRm,sem,precipitation,mm day-1,4
06611_Kassel,0.030340444,RRm,sem,precipitation,mm day-1,7
06611_Kassel,0.028485605,RRm,sem,precipitation,mm day-1,10
06631_Fulda,0.050052222,RRm,sem,precipitation,mm day-1,1
06631_Fulda,0.14385118,RRm,sem,precipitation,mm day-1,4
06631_Fulda,-0.010252432,RRm,sem,precipitation,mm day-1,7
06631_Fulda,0.023093754,RRm,sem,precipitation,mm day-1,10
06632_Hersfeld-Rotenburg,0.07194884,RRm,sem,precipitation,mm day-1,1
06632_Hersfeld-Rotenburg,0.13972123,RRm,sem,precipitation,mm day-1,4
06632_Hersfeld-Rotenburg,0.031722352,RRm,sem,precipitation,mm day-1,7
06632_Hersfeld-Rotenburg,0.018812126,RRm,sem,precipitation,mm day-1,10
06633_Kassel,0.07262941,RRm,sem,precipitation,mm day-1,1
06633_Kassel,0.13287121,RRm,sem,precipitation,mm day-1,4
06633_Kassel,0.024476847,RRm,sem,precipitation,mm day-1,7
06633_Kassel,0.023226194,RRm,sem,precipitation,mm day-1,10
06634_Schwalm-Eder-Kreis,0.07616563,RRm,sem,precipitation,mm day-1,1
06634_Schwalm-Eder-Kreis,0.13782018,RRm,sem,precipitation,mm day-1,4
06634_Schwalm-Eder-Kreis,0.014254051,RRm,sem,precipitation,mm day-1,7
06634_Schwalm-Eder-Kreis,0.020909613,RRm,sem,precipitation,mm day-1,10
06635_Waldeck-Frankenberg,0.05228876,RRm,sem,precipitation,mm day-1,1
06635_Waldeck-Frankenberg,0.12578051,RRm,sem,precipitation,mm day-1,4
06635_Waldeck-Frankenberg,0.011150619,RRm,sem,precipitation,mm day-1,7
06635_Waldeck-Frankenberg,0.000679014,RRm,sem,precipitation,mm day-1,10
06636_Werra-Meißner-Kreis,0.0684355,RRm,sem,precipitation,mm day-1,1
06636_Werra-Meißner-Kreis,0.13880973,RRm,sem,precipitation,mm day-1,4
06636_Werra-Meißner-Kreis,0.03524164,RRm,sem,precipitation,mm day-1,7
06636_Werra-Meißner-Kreis,0.017190272,RRm,sem,precipitation,mm day-1,10
07111_07137_07141_07143_Region_um_Koblenz,0.08573215,RRm,sem,precipitation,mm day-1,1
07111_07137_07141_07143_Region_um_Koblenz,0.13328464,RRm,sem,precipitation,mm day-1,4
07111_07137_07141_07143_Region_um_Koblenz,-0.028525842,RRm,sem,precipitation,mm day-1,7
07111_07137_07141_07143_Region_um_Koblenz,0.015390079,RRm,sem,precipitation,mm day-1,10
07111_Koblenz,0.0894411,RRm,sem,precipitation,mm day-1,1
07111_Koblenz,0.13209423,RRm,sem,precipitation,mm day-1,4
07111_Koblenz,-0.021806717,RRm,sem,precipitation,mm day-1,7
07111_Koblenz,0.03315475,RRm,sem,precipitation,mm day-1,10
07131_Ahrweiler,0.07876329,RRm,sem,precipitation,mm day-1,1
07131_Ahrweiler,0.13072452,RRm,sem,precipitation,mm day-1,4
07131_Ahrweiler,-0.02506622,RRm,sem,precipitation,mm day-1,7
07131_Ahrweiler,0.0057144603,RRm,sem,precipitation,mm day-1,10
07132_Altenkirchen (Westerwald),0.064663686,RRm,sem,precipitation,mm day-1,1
07132_Altenkirchen (Westerwald),0.1345415,RRm,sem,precipitation,mm day-1,4
07132_Altenkirchen (Westerwald),-0.05619562,RRm,sem,precipitation,mm day-1,7
07132_Altenkirchen (Westerwald),0.03513428,RRm,sem,precipitation,mm day-1,10
07133_Bad Kreuznach,0.09366362,RRm,sem,precipitation,mm day-1,1
07133_Bad Kreuznach,0.12966448,RRm,sem,precipitation,mm day-1,4
07133_Bad Kreuznach,-0.0017870549,RRm,sem,precipitation,mm day-1,7
07133_Bad Kreuznach,0.007956741,RRm,sem,precipitation,mm day-1,10
07134_Birkenfeld,0.08733989,RRm,sem,precipitation,mm day-1,1
07134_Birkenfeld,0.12904657,RRm,sem,precipitation,mm day-1,4
07134_Birkenfeld,-0.038332086,RRm,sem,precipitation,mm day-1,7
07134_Birkenfeld,-0.015182945,RRm,sem,precipitation,mm day-1,10
07135_Cochem-Zell,0.07498175,RRm,sem,precipitation,mm day-1,1
07135_Cochem-Zell,0.11550604,RRm,sem,precipitation,mm day-1,4
07135_Cochem-Zell,-0.0324608,RRm,sem,precipitation,mm day-1,7
07135_Cochem-Zell,0.005810489,RRm,sem,precipitation,mm day-1,10
07137_Mayen-Koblenz,0.08548132,RRm,sem,precipitation,mm day-1,1
07137_Mayen-Koblenz,0.12617509,RRm,sem,precipitation,mm day-1,4
07137_Mayen-Koblenz,-0.022608984,RRm,sem,precipitation,mm day-1,7
07137_Mayen-Koblenz,0.014733256,RRm,sem,precipitation,mm day-1,10
07138_Neuwied,0.105390914,RRm,sem,precipitation,mm day-1,1
07138_Neuwied,0.14127934,RRm,sem,precipitation,mm day-1,4
07138_Neuwied,-0.04669801,RRm,sem,precipitation,mm day-1,7
07138_Neuwied,0.032756194,RRm,sem,precipitation,mm day-1,10
07140_Rhein-Hunsrück-Kreis,0.077703476,RRm,sem,precipitation,mm day-1,1
07140_Rhein-Hunsrück-Kreis,0.13028122,RRm,sem,precipitation,mm day-1,4
07140_Rhein-Hunsrück-Kreis,-0.027507318,RRm,sem,precipitation,mm day-1,7
07140_Rhein-Hunsrück-Kreis,-0.0015420077,RRm,sem,precipitation,mm day-1,10
07141_Rhein-Lahn-Kreis,0.08925444,RRm,sem,precipitation,mm day-1,1
07141_Rhein-Lahn-Kreis,0.13498,RRm,sem,precipitation,mm day-1,4
07141_Rhein-Lahn-Kreis,-0.011644548,RRm,sem,precipitation,mm day-1,7
07141_Rhein-Lahn-Kreis,0.013646473,RRm,sem,precipitation,mm day-1,10
07143_Westerwaldkreis,0.08272902,RRm,sem,precipitation,mm day-1,1
07143_Westerwaldkreis,0.1378875,RRm,sem,precipitation,mm day-1,4
07143_Westerwaldkreis,-0.04749486,RRm,sem,precipitation,mm day-1,7
07143_Westerwaldkreis,0.015310735,RRm,sem,precipitation,mm day-1,10
07211_07235_Region_um_Trier,0.080608584,RRm,sem,precipitation,mm day-1,1
07211_07235_Region_um_Trier,0.13189015,RRm,sem,precipitation,mm day-1,4
07211_07235_Region_um_Trier,-0.058052257,RRm,sem,precipitation,mm day-1,7
07211_07235_Region_um_Trier,-0.008939019,RRm,sem,precipitation,mm day-1,10
07211_Trier,0.074560136,RRm,sem,precipitation,mm day-1,1
07211_Trier,0.12443741,RRm,sem,precipitation,mm day-1,4
07211_Trier,-0.04520511,RRm,sem,precipitation,mm day-1,7
07211_Trier,-0.0021005492,RRm,sem,precipitation,mm day-1,10
07231_Bernkastel-Wittlich,0.07419973,RRm,sem,precipitation,mm day-1,1
07231_Bernkastel-Wittlich,0.12028624,RRm,sem,precipitation,mm day-1,4
07231_Bernkastel-Wittlich,-0.046784755,RRm,sem,precipitation,mm day-1,7
07231_Bernkastel-Wittlich,-0.005493651,RRm,sem,precipitation,mm day-1,10
07232_Eifelkreis Bitburg-Prüm,0.07687795,RRm,sem,precipitation,mm day-1,1
07232_Eifelkreis Bitburg-Prüm,0.11804519,RRm,sem,precipitation,mm day-1,4
07232_Eifelkreis Bitburg-Prüm,-0.061211105,RRm,sem,precipitation,mm day-1,7
07232_Eifelkreis Bitburg-Prüm,-0.02220694,RRm,sem,precipitation,mm day-1,10
07233_Vulkaneifel,0.06694291,RRm,sem,precipitation,mm day-1,1
07233_Vulkaneifel,0.121982224,RRm,sem,precipitation,mm day-1,4
07233_Vulkaneifel,-0.054749023,RRm,sem,precipitation,mm day-1,7
07233_Vulkaneifel,-0.0153327845,RRm,sem,precipitation,mm day-1,10
07235_Trier-Saarburg,0.08129208,RRm,sem,precipitation,mm day-1,1
07235_Trier-Saarburg,0.13273221,RRm,sem,precipitation,mm day-1,4
07235_Trier-Saarburg,-0.059504043,RRm,sem,precipitation,mm day-1,7
07235_Trier-Saarburg,-0.009711711,RRm,sem,precipitation,mm day-1,10
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.10237217,RRm,sem,precipitation,mm day-1,1
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.12673219,RRm,sem,precipitation,mm day-1,4
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.0061895093,RRm,sem,precipitation,mm day-1,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),0.033798207,RRm,sem,precipitation,mm day-1,10
07311_Frankenthal (Pfalz),0.09839203,RRm,sem,precipitation,mm day-1,1
07311_Frankenthal (Pfalz),0.12155875,RRm,sem,precipitation,mm day-1,4
07311_Frankenthal (Pfalz),0.014894237,RRm,sem,precipitation,mm day-1,7
07311_Frankenthal (Pfalz),0.036327887,RRm,sem,precipitation,mm day-1,10
07312_07335_07332_Region_um_Kaiserslautern,0.09776131,RRm,sem,precipitation,mm day-1,1
07312_07335_07332_Region_um_Kaiserslautern,0.13903888,RRm,sem,precipitation,mm day-1,4
07312_07335_07332_Region_um_Kaiserslautern,-0.014763512,RRm,sem,precipitation,mm day-1,7
07312_07335_07332_Region_um_Kaiserslautern,-0.0005158395,RRm,sem,precipitation,mm day-1,10
07312_Kaiserslautern,0.089470744,RRm,sem,precipitation,mm day-1,1
07312_Kaiserslautern,0.14206769,RRm,sem,precipitation,mm day-1,4
07312_Kaiserslautern,-0.023057498,RRm,sem,precipitation,mm day-1,7
07312_Kaiserslautern,-0.005201413,RRm,sem,precipitation,mm day-1,10
07313_07337_Region_um_Landau_in_der_Pfalz,0.11340966,RRm,sem,precipitation,mm day-1,1
07313_07337_Region_um_Landau_in_der_Pfalz,0.12685949,RRm,sem,precipitation,mm day-1,4
07313_07337_Region_um_Landau_in_der_Pfalz,-0.02791294,RRm,sem,precipitation,mm day-1,7
07313_07337_Region_um_Landau_in_der_Pfalz,0.0057474207,RRm,sem,precipitation,mm day-1,10
07313_Landau in der Pfalz,0.111727245,RRm,sem,precipitation,mm day-1,1
07313_Landau in der Pfalz,0.1270787,RRm,sem,precipitation,mm day-1,4
07313_Landau in der Pfalz,-0.027796138,RRm,sem,precipitation,mm day-1,7
07313_Landau in der Pfalz,0.006214234,RRm,sem,precipitation,mm day-1,10
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.10220983,RRm,sem,precipitation,mm day-1,1
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.12662941,RRm,sem,precipitation,mm day-1,4
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.0065656547,RRm,sem,precipitation,mm day-1,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,0.034478135,RRm,sem,precipitation,mm day-1,10
07314_Ludwigshafen am Rhein,0.10052039,RRm,sem,precipitation,mm day-1,1
07314_Ludwigshafen am Rhein,0.123012945,RRm,sem,precipitation,mm day-1,4
07314_Ludwigshafen am Rhein,0.010919165,RRm,sem,precipitation,mm day-1,7
07314_Ludwigshafen am Rhein,0.0364902,RRm,sem,precipitation,mm day-1,10
07315_07339_06414_06433_Region_um_Mainz,0.10281869,RRm,sem,precipitation,mm day-1,1
07315_07339_06414_06433_Region_um_Mainz,0.13460502,RRm,sem,precipitation,mm day-1,4
07315_07339_06414_06433_Region_um_Mainz,0.00468765,RRm,sem,precipitation,mm day-1,7
07315_07339_06414_06433_Region_um_Mainz,0.031828903,RRm,sem,precipitation,mm day-1,10
07315_Mainz,0.10349554,RRm,sem,precipitation,mm day-1,1
07315_Mainz,0.1350792,RRm,sem,precipitation,mm day-1,4
07315_Mainz,0.0033138948,RRm,sem,precipitation,mm day-1,7
07315_Mainz,0.0337917,RRm,sem,precipitation,mm day-1,10
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.108667806,RRm,sem,precipitation,mm day-1,1
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.1306132,RRm,sem,precipitation,mm day-1,4
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.016128806,RRm,sem,precipitation,mm day-1,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,0.004656133,RRm,sem,precipitation,mm day-1,10
07316_Neustadt an der Weinstraße,0.11094813,RRm,sem,precipitation,mm day-1,1
07316_Neustadt an der Weinstraße,0.12690061,RRm,sem,precipitation,mm day-1,4
07316_Neustadt an der Weinstraße,-0.0067208274,RRm,sem,precipitation,mm day-1,7
07316_Neustadt an der Weinstraße,0.0066790725,RRm,sem,precipitation,mm day-1,10
07317_07340_Region_um_Pirmasens,0.11945179,RRm,sem,precipitation,mm day-1,1
07317_07340_Region_um_Pirmasens,0.14968482,RRm,sem,precipitation,mm day-1,4
07317_07340_Region_um_Pirmasens,-0.05319424,RRm,sem,precipitation,mm day-1,7
07317_07340_Region_um_Pirmasens,-0.004647328,RRm,sem,precipitation,mm day-1,10
07317_Pirmasens,0.12148355,RRm,sem,precipitation,mm day-1,1
07317_Pirmasens,0.15463708,RRm,sem,precipitation,mm day-1,4
07317_Pirmasens,-0.06006885,RRm,sem,precipitation,mm day-1,7
07317_Pirmasens,-0.0043037776,RRm,sem,precipitation,mm day-1,10
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.10730687,RRm,sem,precipitation,mm day-1,1
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.14408843,RRm,sem,precipitation,mm day-1,4
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-0.020354863,RRm,sem,precipitation,mm day-1,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,0.01739541,RRm,sem,precipitation,mm day-1,10
07318_Speyer,0.10473474,RRm,sem,precipitation,mm day-1,1
07318_Speyer,0.12822796,RRm,sem,precipitation,mm day-1,4
07318_Speyer,0.00071722164,RRm,sem,precipitation,mm day-1,7
07318_Speyer,0.023904629,RRm,sem,precipitation,mm day-1,10
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.09800177,RRm,sem,precipitation,mm day-1,1
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.13597642,RRm,sem,precipitation,mm day-1,4
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-0.0059880204,RRm,sem,precipitation,mm day-1,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,0.022380559,RRm,sem,precipitation,mm day-1,10
07319_Worms,0.10009672,RRm,sem,precipitation,mm day-1,1
07319_Worms,0.12496376,RRm,sem,precipitation,mm day-1,4
07319_Worms,0.015754977,RRm,sem,precipitation,mm day-1,7
07319_Worms,0.03270813,RRm,sem,precipitation,mm day-1,10
07320_07340_10045_07317_Region_um_Zweibrücken,0.12123308,RRm,sem,precipitation,mm day-1,1
07320_07340_10045_07317_Region_um_Zweibrücken,0.14951512,RRm,sem,precipitation,mm day-1,4
07320_07340_10045_07317_Region_um_Zweibrücken,-0.05806535,RRm,sem,precipitation,mm day-1,7
07320_07340_10045_07317_Region_um_Zweibrücken,-0.0013214371,RRm,sem,precipitation,mm day-1,10
07320_Zweibrücken,0.12562191,RRm,sem,precipitation,mm day-1,1
07320_Zweibrücken,0.15174422,RRm,sem,precipitation,mm day-1,4
07320_Zweibrücken,-0.06915538,RRm,sem,precipitation,mm day-1,7
07320_Zweibrücken,0.0012477469,RRm,sem,precipitation,mm day-1,10
07331_Alzey-Worms,0.10427851,RRm,sem,precipitation,mm day-1,1
07331_Alzey-Worms,0.13402665,RRm,sem,precipitation,mm day-1,4
07331_Alzey-Worms,0.0048510903,RRm,sem,precipitation,mm day-1,7
07331_Alzey-Worms,0.020578448,RRm,sem,precipitation,mm day-1,10
07332_Bad Dürkheim,0.1026183,RRm,sem,precipitation,mm day-1,1
07332_Bad Dürkheim,0.13574855,RRm,sem,precipitation,mm day-1,4
07332_Bad Dürkheim,-0.003833733,RRm,sem,precipitation,mm day-1,7
07332_Bad Dürkheim,0.0029917432,RRm,sem,precipitation,mm day-1,10
07333_Donnersbergkreis,0.092427455,RRm,sem,precipitation,mm day-1,1
07333_Donnersbergkreis,0.14163925,RRm,sem,precipitation,mm day-1,4
07333_Donnersbergkreis,-0.010977789,RRm,sem,precipitation,mm day-1,7
07333_Donnersbergkreis,0.0001536273,RRm,sem,precipitation,mm day-1,10
07334_Germersheim,0.11058595,RRm,sem,precipitation,mm day-1,1
07334_Germersheim,0.12473918,RRm,sem,precipitation,mm day-1,4
07334_Germersheim,-0.021854635,RRm,sem,precipitation,mm day-1,7
07334_Germersheim,0.021831969,RRm,sem,precipitation,mm day-1,10
07335_Kaiserslautern,0.09501179,RRm,sem,precipitation,mm day-1,1
07335_Kaiserslautern,0.14150241,RRm,sem,precipitation,mm day-1,4
07335_Kaiserslautern,-0.02335768,RRm,sem,precipitation,mm day-1,7
07335_Kaiserslautern,-0.0028038025,RRm,sem,precipitation,mm day-1,10
07336_Kusel,0.093202755,RRm,sem,precipitation,mm day-1,1
07336_Kusel,0.13083774,RRm,sem,precipitation,mm day-1,4
07336_Kusel,-0.026130246,RRm,sem,precipitation,mm day-1,7
07336_Kusel,-0.0007156008,RRm,sem,precipitation,mm day-1,10
07337_Südliche Weinstraße,0.1136505,RRm,sem,precipitation,mm day-1,1
07337_Südliche Weinstraße,0.12682813,RRm,sem,precipitation,mm day-1,4
07337_Südliche Weinstraße,-0.027929617,RRm,sem,precipitation,mm day-1,7
07337_Südliche Weinstraße,0.0056806216,RRm,sem,precipitation,mm day-1,10
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.108013496,RRm,sem,precipitation,mm day-1,1
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.13817158,RRm,sem,precipitation,mm day-1,4
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-0.018348332,RRm,sem,precipitation,mm day-1,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,0.015359299,RRm,sem,precipitation,mm day-1,10
07338_Rhein-Pfalz-Kreis,0.102198504,RRm,sem,precipitation,mm day-1,1
07338_Rhein-Pfalz-Kreis,0.12401079,RRm,sem,precipitation,mm day-1,4
07338_Rhein-Pfalz-Kreis,0.0060989773,RRm,sem,precipitation,mm day-1,7
07338_Rhein-Pfalz-Kreis,0.029190827,RRm,sem,precipitation,mm day-1,10
07339_Mainz-Bingen,0.10121701,RRm,sem,precipitation,mm day-1,1
07339_Mainz-Bingen,0.13363868,RRm,sem,precipitation,mm day-1,4
07339_Mainz-Bingen,0.0048838644,RRm,sem,precipitation,mm day-1,7
07339_Mainz-Bingen,0.026562724,RRm,sem,precipitation,mm day-1,10
07340_Südwestpfalz,0.1193107,RRm,sem,precipitation,mm day-1,1
07340_Südwestpfalz,0.1493412,RRm,sem,precipitation,mm day-1,4
07340_Südwestpfalz,-0.05271711,RRm,sem,precipitation,mm day-1,7
07340_Südwestpfalz,-0.0046711806,RRm,sem,precipitation,mm day-1,10
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.109202206,RRm,sem,precipitation,mm day-1,1
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.16472004,RRm,sem,precipitation,mm day-1,4
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.0033170904,RRm,sem,precipitation,mm day-1,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,0.02170485,RRm,sem,precipitation,mm day-1,10
08111_Stuttgart,0.118096255,RRm,sem,precipitation,mm day-1,1
08111_Stuttgart,0.16261426,RRm,sem,precipitation,mm day-1,4
08111_Stuttgart,0.007871596,RRm,sem,precipitation,mm day-1,7
08111_Stuttgart,0.019757278,RRm,sem,precipitation,mm day-1,10
08115_Böblingen,0.10473879,RRm,sem,precipitation,mm day-1,1
08115_Böblingen,0.15942177,RRm,sem,precipitation,mm day-1,4
08115_Böblingen,0.008231412,RRm,sem,precipitation,mm day-1,7
08115_Böblingen,0.011889278,RRm,sem,precipitation,mm day-1,10
08116_Esslingen,0.10576659,RRm,sem,precipitation,mm day-1,1
08116_Esslingen,0.17338267,RRm,sem,precipitation,mm day-1,4
08116_Esslingen,-0.020090159,RRm,sem,precipitation,mm day-1,7
08116_Esslingen,0.03279581,RRm,sem,precipitation,mm day-1,10
08117_Göppingen,0.104812674,RRm,sem,precipitation,mm day-1,1
08117_Göppingen,0.18281788,RRm,sem,precipitation,mm day-1,4
08117_Göppingen,-0.021139987,RRm,sem,precipitation,mm day-1,7
08117_Göppingen,0.01600177,RRm,sem,precipitation,mm day-1,10
08118_Ludwigsburg,0.1202322,RRm,sem,precipitation,mm day-1,1
08118_Ludwigsburg,0.15517318,RRm,sem,precipitation,mm day-1,4
08118_Ludwigsburg,0.015539886,RRm,sem,precipitation,mm day-1,7
08118_Ludwigsburg,0.016065512,RRm,sem,precipitation,mm day-1,10
08119_Rems-Murr-Kreis,0.103927664,RRm,sem,precipitation,mm day-1,1
08119_Rems-Murr-Kreis,0.17023301,RRm,sem,precipitation,mm day-1,4
08119_Rems-Murr-Kreis,-0.016953383,RRm,sem,precipitation,mm day-1,7
08119_Rems-Murr-Kreis,0.02547272,RRm,sem,precipitation,mm day-1,10
08121_08125_Region_um_Heilbronn,0.11171244,RRm,sem,precipitation,mm day-1,1
08121_08125_Region_um_Heilbronn,0.14418294,RRm,sem,precipitation,mm day-1,4
08121_08125_Region_um_Heilbronn,0.0005757014,RRm,sem,precipitation,mm day-1,7
08121_08125_Region_um_Heilbronn,0.011651088,RRm,sem,precipitation,mm day-1,10
08121_Heilbronn,0.11762842,RRm,sem,precipitation,mm day-1,1
08121_Heilbronn,0.14311199,RRm,sem,precipitation,mm day-1,4
08121_Heilbronn,0.0034298603,RRm,sem,precipitation,mm day-1,7
08121_Heilbronn,0.0150789,RRm,sem,precipitation,mm day-1,10
08125_Heilbronn,0.11113483,RRm,sem,precipitation,mm day-1,1
08125_Heilbronn,0.14428754,RRm,sem,precipitation,mm day-1,4
08125_Heilbronn,0.00029706955,RRm,sem,precipitation,mm day-1,7
08125_Heilbronn,0.0113163935,RRm,sem,precipitation,mm day-1,10
08126_Hohenlohekreis,0.07312882,RRm,sem,precipitation,mm day-1,1
08126_Hohenlohekreis,0.14644554,RRm,sem,precipitation,mm day-1,4
08126_Hohenlohekreis,-0.0059347213,RRm,sem,precipitation,mm day-1,7
08126_Hohenlohekreis,0.013726992,RRm,sem,precipitation,mm day-1,10
08127_Schwäbisch Hall,0.07215991,RRm,sem,precipitation,mm day-1,1
08127_Schwäbisch Hall,0.15149215,RRm,sem,precipitation,mm day-1,4
08127_Schwäbisch Hall,0.0014698108,RRm,sem,precipitation,mm day-1,7
08127_Schwäbisch Hall,0.010863658,RRm,sem,precipitation,mm day-1,10
08128_Main-Tauber-Kreis,0.07376403,RRm,sem,precipitation,mm day-1,1
08128_Main-Tauber-Kreis,0.1355034,RRm,sem,precipitation,mm day-1,4
08128_Main-Tauber-Kreis,-0.0040280633,RRm,sem,precipitation,mm day-1,7
08128_Main-Tauber-Kreis,0.010292323,RRm,sem,precipitation,mm day-1,10
08135_Heidenheim,0.1044689,RRm,sem,precipitation,mm day-1,1
08135_Heidenheim,0.16432117,RRm,sem,precipitation,mm day-1,4
08135_Heidenheim,0.015534334,RRm,sem,precipitation,mm day-1,7
08135_Heidenheim,0.008516872,RRm,sem,precipitation,mm day-1,10
08136_Ostalbkreis,0.08027975,RRm,sem,precipitation,mm day-1,1
08136_Ostalbkreis,0.15794791,RRm,sem,precipitation,mm day-1,4
08136_Ostalbkreis,0.0013191387,RRm,sem,precipitation,mm day-1,7
08136_Ostalbkreis,0.012304973,RRm,sem,precipitation,mm day-1,10
08211_08216_Region_um_Baden-Baden,0.10205673,RRm,sem,precipitation,mm day-1,1
08211_08216_Region_um_Baden-Baden,0.17805831,RRm,sem,precipitation,mm day-1,4
08211_08216_Region_um_Baden-Baden,-0.108943075,RRm,sem,precipitation,mm day-1,7
08211_08216_Region_um_Baden-Baden,0.021558356,RRm,sem,precipitation,mm day-1,10
08211_Baden-Baden,0.088949606,RRm,sem,precipitation,mm day-1,1
08211_Baden-Baden,0.18162799,RRm,sem,precipitation,mm day-1,4
08211_Baden-Baden,-0.11365588,RRm,sem,precipitation,mm day-1,7
08211_Baden-Baden,0.02776307,RRm,sem,precipitation,mm day-1,10
08212_08215_07334_Region_um_Karlsruhe,0.10626189,RRm,sem,precipitation,mm day-1,1
08212_08215_07334_Region_um_Karlsruhe,0.14074062,RRm,sem,precipitation,mm day-1,4
08212_08215_07334_Region_um_Karlsruhe,-0.022795368,RRm,sem,precipitation,mm day-1,7
08212_08215_07334_Region_um_Karlsruhe,0.016852938,RRm,sem,precipitation,mm day-1,10
08212_Karlsruhe,0.09990758,RRm,sem,precipitation,mm day-1,1
08212_Karlsruhe,0.14090611,RRm,sem,precipitation,mm day-1,4
08212_Karlsruhe,-0.029886942,RRm,sem,precipitation,mm day-1,7
08212_Karlsruhe,0.020359363,RRm,sem,precipitation,mm day-1,10
08215_Karlsruhe,0.10547307,RRm,sem,precipitation,mm day-1,1
08215_Karlsruhe,0.14748369,RRm,sem,precipitation,mm day-1,4
08215_Karlsruhe,-0.022031903,RRm,sem,precipitation,mm day-1,7
