region,ci_name,ci_frequency,standard_name,units,mid_month,RRm_sem_2C_rcp85_ensemble-robustness
09572_Erlangen-Höchstadt,RRm,sem,precipitation,mm day-1,1,1.0
09572_Erlangen-Höchstadt,RRm,sem,precipitation,mm day-1,4,1.0
09572_Erlangen-Höchstadt,RRm,sem,precipitation,mm day-1,7,1.0
09572_Erlangen-Höchstadt,RRm,sem,precipitation,mm day-1,10,1.0
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,RRm,sem,precipitation,mm day-1,1,1.0
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,RRm,sem,precipitation,mm day-1,4,1.0
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,RRm,sem,precipitation,mm day-1,7,
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,RRm,sem,precipitation,mm day-1,10,1.0
09573_Fürth,RRm,sem,precipitation,mm day-1,1,1.0
09573_Fürth,RRm,sem,precipitation,mm day-1,4,1.0
09573_Fürth,RRm,sem,precipitation,mm day-1,7,1.0
09573_Fürth,RRm,sem,precipitation,mm day-1,10,1.0
09574_Nürnberger Land,RRm,sem,precipitation,mm day-1,1,1.0
09574_Nürnberger Land,RRm,sem,precipitation,mm day-1,4,1.0
09574_Nürnberger Land,RRm,sem,precipitation,mm day-1,7,
09574_Nürnberger Land,RRm,sem,precipitation,mm day-1,10,1.0
09575_Neustadt a.d. Aisch-Bad Windsheim,RRm,sem,precipitation,mm day-1,1,1.0
09575_Neustadt a.d. Aisch-Bad Windsheim,RRm,sem,precipitation,mm day-1,4,1.0
09575_Neustadt a.d. Aisch-Bad Windsheim,RRm,sem,precipitation,mm day-1,7,1.0
09575_Neustadt a.d. Aisch-Bad Windsheim,RRm,sem,precipitation,mm day-1,10,1.0
09576_Roth,RRm,sem,precipitation,mm day-1,1,1.0
09576_Roth,RRm,sem,precipitation,mm day-1,4,1.0
09576_Roth,RRm,sem,precipitation,mm day-1,7,
09576_Roth,RRm,sem,precipitation,mm day-1,10,1.0
09577_Weißenburg-Gunzenhausen,RRm,sem,precipitation,mm day-1,1,1.0
09577_Weißenburg-Gunzenhausen,RRm,sem,precipitation,mm day-1,4,1.0
09577_Weißenburg-Gunzenhausen,RRm,sem,precipitation,mm day-1,7,
09577_Weißenburg-Gunzenhausen,RRm,sem,precipitation,mm day-1,10,1.0
09661_09671_09676_Region_um_Aschaffenburg,RRm,sem,precipitation,mm day-1,1,1.0
09661_09671_09676_Region_um_Aschaffenburg,RRm,sem,precipitation,mm day-1,4,1.0
09661_09671_09676_Region_um_Aschaffenburg,RRm,sem,precipitation,mm day-1,7,
09661_09671_09676_Region_um_Aschaffenburg,RRm,sem,precipitation,mm day-1,10,1.0
09661_Aschaffenburg,RRm,sem,precipitation,mm day-1,1,1.0
09661_Aschaffenburg,RRm,sem,precipitation,mm day-1,4,1.0
09661_Aschaffenburg,RRm,sem,precipitation,mm day-1,7,
09661_Aschaffenburg,RRm,sem,precipitation,mm day-1,10,1.0
09662_09678_Region_um_Schweinfurt,RRm,sem,precipitation,mm day-1,1,1.0
09662_09678_Region_um_Schweinfurt,RRm,sem,precipitation,mm day-1,4,1.0
09662_09678_Region_um_Schweinfurt,RRm,sem,precipitation,mm day-1,7,
09662_09678_Region_um_Schweinfurt,RRm,sem,precipitation,mm day-1,10,1.0
09662_Schweinfurt,RRm,sem,precipitation,mm day-1,1,1.0
09662_Schweinfurt,RRm,sem,precipitation,mm day-1,4,1.0
09662_Schweinfurt,RRm,sem,precipitation,mm day-1,7,
09662_Schweinfurt,RRm,sem,precipitation,mm day-1,10,1.0
09663_09679_Region_um_Würzburg,RRm,sem,precipitation,mm day-1,1,1.0
09663_09679_Region_um_Würzburg,RRm,sem,precipitation,mm day-1,4,1.0
09663_09679_Region_um_Würzburg,RRm,sem,precipitation,mm day-1,7,
09663_09679_Region_um_Würzburg,RRm,sem,precipitation,mm day-1,10,1.0
09663_Würzburg,RRm,sem,precipitation,mm day-1,1,1.0
09663_Würzburg,RRm,sem,precipitation,mm day-1,4,1.0
09663_Würzburg,RRm,sem,precipitation,mm day-1,7,
09663_Würzburg,RRm,sem,precipitation,mm day-1,10,1.0
09671_Aschaffenburg,RRm,sem,precipitation,mm day-1,1,1.0
09671_Aschaffenburg,RRm,sem,precipitation,mm day-1,4,1.0
09671_Aschaffenburg,RRm,sem,precipitation,mm day-1,7,
09671_Aschaffenburg,RRm,sem,precipitation,mm day-1,10,1.0
09672_Bad Kissingen,RRm,sem,precipitation,mm day-1,1,1.0
09672_Bad Kissingen,RRm,sem,precipitation,mm day-1,4,1.0
09672_Bad Kissingen,RRm,sem,precipitation,mm day-1,7,
09672_Bad Kissingen,RRm,sem,precipitation,mm day-1,10,1.0
09673_Rhön-Grabfeld,RRm,sem,precipitation,mm day-1,1,1.0
09673_Rhön-Grabfeld,RRm,sem,precipitation,mm day-1,4,1.0
09673_Rhön-Grabfeld,RRm,sem,precipitation,mm day-1,7,
09673_Rhön-Grabfeld,RRm,sem,precipitation,mm day-1,10,1.0
09674_Haßberge,RRm,sem,precipitation,mm day-1,1,1.0
09674_Haßberge,RRm,sem,precipitation,mm day-1,4,1.0
09674_Haßberge,RRm,sem,precipitation,mm day-1,7,
09674_Haßberge,RRm,sem,precipitation,mm day-1,10,1.0
09675_Kitzingen,RRm,sem,precipitation,mm day-1,1,1.0
09675_Kitzingen,RRm,sem,precipitation,mm day-1,4,1.0
09675_Kitzingen,RRm,sem,precipitation,mm day-1,7,
09675_Kitzingen,RRm,sem,precipitation,mm day-1,10,1.0
09676_Miltenberg,RRm,sem,precipitation,mm day-1,1,1.0
09676_Miltenberg,RRm,sem,precipitation,mm day-1,4,1.0
09676_Miltenberg,RRm,sem,precipitation,mm day-1,7,
09676_Miltenberg,RRm,sem,precipitation,mm day-1,10,1.0
09677_Main-Spessart,RRm,sem,precipitation,mm day-1,1,1.0
09677_Main-Spessart,RRm,sem,precipitation,mm day-1,4,1.0
09677_Main-Spessart,RRm,sem,precipitation,mm day-1,7,
09677_Main-Spessart,RRm,sem,precipitation,mm day-1,10,1.0
09678_Schweinfurt,RRm,sem,precipitation,mm day-1,1,1.0
09678_Schweinfurt,RRm,sem,precipitation,mm day-1,4,1.0
09678_Schweinfurt,RRm,sem,precipitation,mm day-1,7,
09678_Schweinfurt,RRm,sem,precipitation,mm day-1,10,1.0
09679_Würzburg,RRm,sem,precipitation,mm day-1,1,1.0
09679_Würzburg,RRm,sem,precipitation,mm day-1,4,1.0
09679_Würzburg,RRm,sem,precipitation,mm day-1,7,
09679_Würzburg,RRm,sem,precipitation,mm day-1,10,1.0
09761_09772_09771_Region_um_Augsburg,RRm,sem,precipitation,mm day-1,1,1.0
09761_09772_09771_Region_um_Augsburg,RRm,sem,precipitation,mm day-1,4,1.0
09761_09772_09771_Region_um_Augsburg,RRm,sem,precipitation,mm day-1,7,
09761_09772_09771_Region_um_Augsburg,RRm,sem,precipitation,mm day-1,10,1.0
09761_Augsburg,RRm,sem,precipitation,mm day-1,1,1.0
09761_Augsburg,RRm,sem,precipitation,mm day-1,4,1.0
09761_Augsburg,RRm,sem,precipitation,mm day-1,7,
09761_Augsburg,RRm,sem,precipitation,mm day-1,10,1.0
09762_09777_Region_um_Kaufbeuren,RRm,sem,precipitation,mm day-1,1,1.0
09762_09777_Region_um_Kaufbeuren,RRm,sem,precipitation,mm day-1,4,1.0
09762_09777_Region_um_Kaufbeuren,RRm,sem,precipitation,mm day-1,7,
09762_09777_Region_um_Kaufbeuren,RRm,sem,precipitation,mm day-1,10,1.0
09762_Kaufbeuren,RRm,sem,precipitation,mm day-1,1,1.0
09762_Kaufbeuren,RRm,sem,precipitation,mm day-1,4,1.0
09762_Kaufbeuren,RRm,sem,precipitation,mm day-1,7,
09762_Kaufbeuren,RRm,sem,precipitation,mm day-1,10,
09763_09780_Region_um_Kempten_(Allgäu),RRm,sem,precipitation,mm day-1,1,1.0
09763_09780_Region_um_Kempten_(Allgäu),RRm,sem,precipitation,mm day-1,4,1.0
09763_09780_Region_um_Kempten_(Allgäu),RRm,sem,precipitation,mm day-1,7,
09763_09780_Region_um_Kempten_(Allgäu),RRm,sem,precipitation,mm day-1,10,
09763_Kempten (Allgäu),RRm,sem,precipitation,mm day-1,1,1.0
09763_Kempten (Allgäu),RRm,sem,precipitation,mm day-1,4,1.0
09763_Kempten (Allgäu),RRm,sem,precipitation,mm day-1,7,
09763_Kempten (Allgäu),RRm,sem,precipitation,mm day-1,10,1.0
09764_09778_08436_Region_um_Memmingen,RRm,sem,precipitation,mm day-1,1,1.0
09764_09778_08436_Region_um_Memmingen,RRm,sem,precipitation,mm day-1,4,1.0
09764_09778_08436_Region_um_Memmingen,RRm,sem,precipitation,mm day-1,7,
09764_09778_08436_Region_um_Memmingen,RRm,sem,precipitation,mm day-1,10,1.0
09764_Memmingen,RRm,sem,precipitation,mm day-1,1,1.0
09764_Memmingen,RRm,sem,precipitation,mm day-1,4,1.0
09764_Memmingen,RRm,sem,precipitation,mm day-1,7,
09764_Memmingen,RRm,sem,precipitation,mm day-1,10,1.0
09771_Aichach-Friedberg,RRm,sem,precipitation,mm day-1,1,1.0
09771_Aichach-Friedberg,RRm,sem,precipitation,mm day-1,4,1.0
09771_Aichach-Friedberg,RRm,sem,precipitation,mm day-1,7,
09771_Aichach-Friedberg,RRm,sem,precipitation,mm day-1,10,1.0
09772_Augsburg,RRm,sem,precipitation,mm day-1,1,1.0
09772_Augsburg,RRm,sem,precipitation,mm day-1,4,1.0
09772_Augsburg,RRm,sem,precipitation,mm day-1,7,
09772_Augsburg,RRm,sem,precipitation,mm day-1,10,1.0
09773_Dillingen a.d. Donau,RRm,sem,precipitation,mm day-1,1,1.0
09773_Dillingen a.d. Donau,RRm,sem,precipitation,mm day-1,4,1.0
09773_Dillingen a.d. Donau,RRm,sem,precipitation,mm day-1,7,
09773_Dillingen a.d. Donau,RRm,sem,precipitation,mm day-1,10,1.0
09774_Günzburg,RRm,sem,precipitation,mm day-1,1,1.0
09774_Günzburg,RRm,sem,precipitation,mm day-1,4,1.0
09774_Günzburg,RRm,sem,precipitation,mm day-1,7,
09774_Günzburg,RRm,sem,precipitation,mm day-1,10,1.0
09775_Neu-Ulm,RRm,sem,precipitation,mm day-1,1,1.0
09775_Neu-Ulm,RRm,sem,precipitation,mm day-1,4,1.0
09775_Neu-Ulm,RRm,sem,precipitation,mm day-1,7,
09775_Neu-Ulm,RRm,sem,precipitation,mm day-1,10,1.0
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),RRm,sem,precipitation,mm day-1,1,1.0
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),RRm,sem,precipitation,mm day-1,4,1.0
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),RRm,sem,precipitation,mm day-1,7,
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),RRm,sem,precipitation,mm day-1,10,
09776_Lindau (Bodensee),RRm,sem,precipitation,mm day-1,1,1.0
09776_Lindau (Bodensee),RRm,sem,precipitation,mm day-1,4,1.0
09776_Lindau (Bodensee),RRm,sem,precipitation,mm day-1,7,
09776_Lindau (Bodensee),RRm,sem,precipitation,mm day-1,10,1.0
09777_Ostallgäu,RRm,sem,precipitation,mm day-1,1,1.0
09777_Ostallgäu,RRm,sem,precipitation,mm day-1,4,1.0
09777_Ostallgäu,RRm,sem,precipitation,mm day-1,7,
09777_Ostallgäu,RRm,sem,precipitation,mm day-1,10,1.0
09778_Unterallgäu,RRm,sem,precipitation,mm day-1,1,1.0
09778_Unterallgäu,RRm,sem,precipitation,mm day-1,4,1.0
09778_Unterallgäu,RRm,sem,precipitation,mm day-1,7,
09778_Unterallgäu,RRm,sem,precipitation,mm day-1,10,1.0
09779_Donau-Ries,RRm,sem,precipitation,mm day-1,1,1.0
09779_Donau-Ries,RRm,sem,precipitation,mm day-1,4,1.0
09779_Donau-Ries,RRm,sem,precipitation,mm day-1,7,
09779_Donau-Ries,RRm,sem,precipitation,mm day-1,10,1.0
09780_Oberallgäu,RRm,sem,precipitation,mm day-1,1,1.0
09780_Oberallgäu,RRm,sem,precipitation,mm day-1,4,1.0
09780_Oberallgäu,RRm,sem,precipitation,mm day-1,7,
09780_Oberallgäu,RRm,sem,precipitation,mm day-1,10,
10041_Regionalverband Saarbrücken,RRm,sem,precipitation,mm day-1,1,1.0
10041_Regionalverband Saarbrücken,RRm,sem,precipitation,mm day-1,4,1.0
10041_Regionalverband Saarbrücken,RRm,sem,precipitation,mm day-1,7,
10041_Regionalverband Saarbrücken,RRm,sem,precipitation,mm day-1,10,1.0
10042_Merzig-Wadern,RRm,sem,precipitation,mm day-1,1,1.0
10042_Merzig-Wadern,RRm,sem,precipitation,mm day-1,4,1.0
10042_Merzig-Wadern,RRm,sem,precipitation,mm day-1,7,
10042_Merzig-Wadern,RRm,sem,precipitation,mm day-1,10,1.0
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,RRm,sem,precipitation,mm day-1,1,1.0
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,RRm,sem,precipitation,mm day-1,4,1.0
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,RRm,sem,precipitation,mm day-1,7,
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,RRm,sem,precipitation,mm day-1,10,1.0
10043_Neunkirchen,RRm,sem,precipitation,mm day-1,1,1.0
10043_Neunkirchen,RRm,sem,precipitation,mm day-1,4,1.0
10043_Neunkirchen,RRm,sem,precipitation,mm day-1,7,
10043_Neunkirchen,RRm,sem,precipitation,mm day-1,10,1.0
10044_Saarlouis,RRm,sem,precipitation,mm day-1,1,1.0
10044_Saarlouis,RRm,sem,precipitation,mm day-1,4,1.0
10044_Saarlouis,RRm,sem,precipitation,mm day-1,7,
10044_Saarlouis,RRm,sem,precipitation,mm day-1,10,1.0
10045_Saarpfalz-Kreis,RRm,sem,precipitation,mm day-1,1,1.0
10045_Saarpfalz-Kreis,RRm,sem,precipitation,mm day-1,4,1.0
10045_Saarpfalz-Kreis,RRm,sem,precipitation,mm day-1,7,
10045_Saarpfalz-Kreis,RRm,sem,precipitation,mm day-1,10,1.0
10046_St. Wendel,RRm,sem,precipitation,mm day-1,1,1.0
10046_St. Wendel,RRm,sem,precipitation,mm day-1,4,1.0
10046_St. Wendel,RRm,sem,precipitation,mm day-1,7,
10046_St. Wendel,RRm,sem,precipitation,mm day-1,10,1.0
11000_Berlin,RRm,sem,precipitation,mm day-1,1,1.0
11000_Berlin,RRm,sem,precipitation,mm day-1,4,1.0
11000_Berlin,RRm,sem,precipitation,mm day-1,7,1.0
11000_Berlin,RRm,sem,precipitation,mm day-1,10,1.0
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,RRm,sem,precipitation,mm day-1,1,1.0
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,RRm,sem,precipitation,mm day-1,4,1.0
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,RRm,sem,precipitation,mm day-1,7,
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,RRm,sem,precipitation,mm day-1,10,1.0
12051_Brandenburg an der Havel,RRm,sem,precipitation,mm day-1,1,1.0
12051_Brandenburg an der Havel,RRm,sem,precipitation,mm day-1,4,1.0
12051_Brandenburg an der Havel,RRm,sem,precipitation,mm day-1,7,
12051_Brandenburg an der Havel,RRm,sem,precipitation,mm day-1,10,1.0
12052_12071_Region_um_Cottbus,RRm,sem,precipitation,mm day-1,1,1.0
12052_12071_Region_um_Cottbus,RRm,sem,precipitation,mm day-1,4,1.0
12052_12071_Region_um_Cottbus,RRm,sem,precipitation,mm day-1,7,1.0
12052_12071_Region_um_Cottbus,RRm,sem,precipitation,mm day-1,10,1.0
12052_Cottbus,RRm,sem,precipitation,mm day-1,1,1.0
12052_Cottbus,RRm,sem,precipitation,mm day-1,4,1.0
12052_Cottbus,RRm,sem,precipitation,mm day-1,7,1.0
12052_Cottbus,RRm,sem,precipitation,mm day-1,10,1.0
12053_12067_12064_Region_um_Frankfurt_(Oder),RRm,sem,precipitation,mm day-1,1,1.0
12053_12067_12064_Region_um_Frankfurt_(Oder),RRm,sem,precipitation,mm day-1,4,1.0
12053_12067_12064_Region_um_Frankfurt_(Oder),RRm,sem,precipitation,mm day-1,7,1.0
12053_12067_12064_Region_um_Frankfurt_(Oder),RRm,sem,precipitation,mm day-1,10,1.0
12053_Frankfurt (Oder),RRm,sem,precipitation,mm day-1,1,1.0
12053_Frankfurt (Oder),RRm,sem,precipitation,mm day-1,4,1.0
12053_Frankfurt (Oder),RRm,sem,precipitation,mm day-1,7,1.0
12053_Frankfurt (Oder),RRm,sem,precipitation,mm day-1,10,1.0
12054_12063_12069_11000_12051_Region_um_Potsdam,RRm,sem,precipitation,mm day-1,1,1.0
12054_12063_12069_11000_12051_Region_um_Potsdam,RRm,sem,precipitation,mm day-1,4,1.0
12054_12063_12069_11000_12051_Region_um_Potsdam,RRm,sem,precipitation,mm day-1,7,
12054_12063_12069_11000_12051_Region_um_Potsdam,RRm,sem,precipitation,mm day-1,10,1.0
12054_Potsdam,RRm,sem,precipitation,mm day-1,1,1.0
12054_Potsdam,RRm,sem,precipitation,mm day-1,4,1.0
12054_Potsdam,RRm,sem,precipitation,mm day-1,7,1.0
12054_Potsdam,RRm,sem,precipitation,mm day-1,10,1.0
12060_Barnim,RRm,sem,precipitation,mm day-1,1,1.0
12060_Barnim,RRm,sem,precipitation,mm day-1,4,1.0
12060_Barnim,RRm,sem,precipitation,mm day-1,7,
12060_Barnim,RRm,sem,precipitation,mm day-1,10,1.0
12061_Dahme-Spreewald,RRm,sem,precipitation,mm day-1,1,1.0
12061_Dahme-Spreewald,RRm,sem,precipitation,mm day-1,4,1.0
12061_Dahme-Spreewald,RRm,sem,precipitation,mm day-1,7,1.0
12061_Dahme-Spreewald,RRm,sem,precipitation,mm day-1,10,1.0
12062_Elbe-Elster,RRm,sem,precipitation,mm day-1,1,1.0
12062_Elbe-Elster,RRm,sem,precipitation,mm day-1,4,1.0
12062_Elbe-Elster,RRm,sem,precipitation,mm day-1,7,1.0
12062_Elbe-Elster,RRm,sem,precipitation,mm day-1,10,1.0
12063_Havelland,RRm,sem,precipitation,mm day-1,1,1.0
12063_Havelland,RRm,sem,precipitation,mm day-1,4,1.0
12063_Havelland,RRm,sem,precipitation,mm day-1,7,
12063_Havelland,RRm,sem,precipitation,mm day-1,10,1.0
12064_Märkisch-Oderland,RRm,sem,precipitation,mm day-1,1,1.0
12064_Märkisch-Oderland,RRm,sem,precipitation,mm day-1,4,1.0
12064_Märkisch-Oderland,RRm,sem,precipitation,mm day-1,7,1.0
12064_Märkisch-Oderland,RRm,sem,precipitation,mm day-1,10,1.0
12065_Oberhavel,RRm,sem,precipitation,mm day-1,1,1.0
12065_Oberhavel,RRm,sem,precipitation,mm day-1,4,1.0
12065_Oberhavel,RRm,sem,precipitation,mm day-1,7,
12065_Oberhavel,RRm,sem,precipitation,mm day-1,10,1.0
12066_Oberspreewald-Lausitz,RRm,sem,precipitation,mm day-1,1,1.0
12066_Oberspreewald-Lausitz,RRm,sem,precipitation,mm day-1,4,1.0
12066_Oberspreewald-Lausitz,RRm,sem,precipitation,mm day-1,7,1.0
12066_Oberspreewald-Lausitz,RRm,sem,precipitation,mm day-1,10,1.0
12067_Oder-Spree,RRm,sem,precipitation,mm day-1,1,1.0
12067_Oder-Spree,RRm,sem,precipitation,mm day-1,4,1.0
12067_Oder-Spree,RRm,sem,precipitation,mm day-1,7,
12067_Oder-Spree,RRm,sem,precipitation,mm day-1,10,1.0
12068_Ostprignitz-Ruppin,RRm,sem,precipitation,mm day-1,1,1.0
12068_Ostprignitz-Ruppin,RRm,sem,precipitation,mm day-1,4,1.0
12068_Ostprignitz-Ruppin,RRm,sem,precipitation,mm day-1,7,
12068_Ostprignitz-Ruppin,RRm,sem,precipitation,mm day-1,10,1.0
12069_Potsdam-Mittelmark,RRm,sem,precipitation,mm day-1,1,1.0
12069_Potsdam-Mittelmark,RRm,sem,precipitation,mm day-1,4,1.0
12069_Potsdam-Mittelmark,RRm,sem,precipitation,mm day-1,7,
12069_Potsdam-Mittelmark,RRm,sem,precipitation,mm day-1,10,1.0
12070_Prignitz,RRm,sem,precipitation,mm day-1,1,1.0
12070_Prignitz,RRm,sem,precipitation,mm day-1,4,1.0
12070_Prignitz,RRm,sem,precipitation,mm day-1,7,
12070_Prignitz,RRm,sem,precipitation,mm day-1,10,1.0
12071_Spree-Neiße,RRm,sem,precipitation,mm day-1,1,1.0
12071_Spree-Neiße,RRm,sem,precipitation,mm day-1,4,1.0
12071_Spree-Neiße,RRm,sem,precipitation,mm day-1,7,1.0
12071_Spree-Neiße,RRm,sem,precipitation,mm day-1,10,1.0
12072_Teltow-Fläming,RRm,sem,precipitation,mm day-1,1,1.0
12072_Teltow-Fläming,RRm,sem,precipitation,mm day-1,4,1.0
12072_Teltow-Fläming,RRm,sem,precipitation,mm day-1,7,1.0
12072_Teltow-Fläming,RRm,sem,precipitation,mm day-1,10,1.0
12073_Uckermark,RRm,sem,precipitation,mm day-1,1,1.0
12073_Uckermark,RRm,sem,precipitation,mm day-1,4,1.0
12073_Uckermark,RRm,sem,precipitation,mm day-1,7,
12073_Uckermark,RRm,sem,precipitation,mm day-1,10,1.0
13003_13072_Region_um_Rostock,RRm,sem,precipitation,mm day-1,1,1.0
13003_13072_Region_um_Rostock,RRm,sem,precipitation,mm day-1,4,1.0
13003_13072_Region_um_Rostock,RRm,sem,precipitation,mm day-1,7,1.0
13003_13072_Region_um_Rostock,RRm,sem,precipitation,mm day-1,10,1.0
13003_Rostock,RRm,sem,precipitation,mm day-1,1,1.0
13003_Rostock,RRm,sem,precipitation,mm day-1,4,1.0
13003_Rostock,RRm,sem,precipitation,mm day-1,7,1.0
13003_Rostock,RRm,sem,precipitation,mm day-1,10,1.0
13004_13076_13074_Region_um_Schwerin,RRm,sem,precipitation,mm day-1,1,1.0
13004_13076_13074_Region_um_Schwerin,RRm,sem,precipitation,mm day-1,4,1.0
13004_13076_13074_Region_um_Schwerin,RRm,sem,precipitation,mm day-1,7,
13004_13076_13074_Region_um_Schwerin,RRm,sem,precipitation,mm day-1,10,1.0
13004_Schwerin,RRm,sem,precipitation,mm day-1,1,1.0
13004_Schwerin,RRm,sem,precipitation,mm day-1,4,1.0
13004_Schwerin,RRm,sem,precipitation,mm day-1,7,
13004_Schwerin,RRm,sem,precipitation,mm day-1,10,1.0
13071_Mecklenburgische Seenplatte,RRm,sem,precipitation,mm day-1,1,1.0
13071_Mecklenburgische Seenplatte,RRm,sem,precipitation,mm day-1,4,1.0
13071_Mecklenburgische Seenplatte,RRm,sem,precipitation,mm day-1,7,1.0
13071_Mecklenburgische Seenplatte,RRm,sem,precipitation,mm day-1,10,1.0
13072_Rostock,RRm,sem,precipitation,mm day-1,1,1.0
13072_Rostock,RRm,sem,precipitation,mm day-1,4,1.0
13072_Rostock,RRm,sem,precipitation,mm day-1,7,1.0
13072_Rostock,RRm,sem,precipitation,mm day-1,10,1.0
13073_Vorpommern-Rügen,RRm,sem,precipitation,mm day-1,1,1.0
13073_Vorpommern-Rügen,RRm,sem,precipitation,mm day-1,4,1.0
13073_Vorpommern-Rügen,RRm,sem,precipitation,mm day-1,7,1.0
13073_Vorpommern-Rügen,RRm,sem,precipitation,mm day-1,10,1.0
13074_Nordwestmecklenburg,RRm,sem,precipitation,mm day-1,1,1.0
13074_Nordwestmecklenburg,RRm,sem,precipitation,mm day-1,4,1.0
13074_Nordwestmecklenburg,RRm,sem,precipitation,mm day-1,7,1.0
13074_Nordwestmecklenburg,RRm,sem,precipitation,mm day-1,10,1.0
13075_Vorpommern-Greifswald,RRm,sem,precipitation,mm day-1,1,1.0
13075_Vorpommern-Greifswald,RRm,sem,precipitation,mm day-1,4,1.0
13075_Vorpommern-Greifswald,RRm,sem,precipitation,mm day-1,7,1.0
13075_Vorpommern-Greifswald,RRm,sem,precipitation,mm day-1,10,1.0
13076_Ludwigslust-Parchim,RRm,sem,precipitation,mm day-1,1,1.0
13076_Ludwigslust-Parchim,RRm,sem,precipitation,mm day-1,4,1.0
13076_Ludwigslust-Parchim,RRm,sem,precipitation,mm day-1,7,
13076_Ludwigslust-Parchim,RRm,sem,precipitation,mm day-1,10,1.0
14511_14524_14521_14522_Region_um_Chemnitz,RRm,sem,precipitation,mm day-1,1,1.0
14511_14524_14521_14522_Region_um_Chemnitz,RRm,sem,precipitation,mm day-1,4,1.0
14511_14524_14521_14522_Region_um_Chemnitz,RRm,sem,precipitation,mm day-1,7,
14511_14524_14521_14522_Region_um_Chemnitz,RRm,sem,precipitation,mm day-1,10,
14511_Chemnitz,RRm,sem,precipitation,mm day-1,1,1.0
14511_Chemnitz,RRm,sem,precipitation,mm day-1,4,1.0
14511_Chemnitz,RRm,sem,precipitation,mm day-1,7,
14511_Chemnitz,RRm,sem,precipitation,mm day-1,10,1.0
14521_Erzgebirgskreis,RRm,sem,precipitation,mm day-1,1,1.0
14521_Erzgebirgskreis,RRm,sem,precipitation,mm day-1,4,1.0
14521_Erzgebirgskreis,RRm,sem,precipitation,mm day-1,7,
14521_Erzgebirgskreis,RRm,sem,precipitation,mm day-1,10,1.0
14522_Mittelsachsen,RRm,sem,precipitation,mm day-1,1,1.0
14522_Mittelsachsen,RRm,sem,precipitation,mm day-1,4,1.0
14522_Mittelsachsen,RRm,sem,precipitation,mm day-1,7,
14522_Mittelsachsen,RRm,sem,precipitation,mm day-1,10,
14523_Vogtlandkreis,RRm,sem,precipitation,mm day-1,1,1.0
14523_Vogtlandkreis,RRm,sem,precipitation,mm day-1,4,1.0
14523_Vogtlandkreis,RRm,sem,precipitation,mm day-1,7,
14523_Vogtlandkreis,RRm,sem,precipitation,mm day-1,10,
14524_Zwickau,RRm,sem,precipitation,mm day-1,1,1.0
14524_Zwickau,RRm,sem,precipitation,mm day-1,4,1.0
14524_Zwickau,RRm,sem,precipitation,mm day-1,7,
14524_Zwickau,RRm,sem,precipitation,mm day-1,10,1.0
14612_14627_14625_14628_Region_um_Dresden,RRm,sem,precipitation,mm day-1,1,1.0
14612_14627_14625_14628_Region_um_Dresden,RRm,sem,precipitation,mm day-1,4,1.0
14612_14627_14625_14628_Region_um_Dresden,RRm,sem,precipitation,mm day-1,7,
14612_14627_14625_14628_Region_um_Dresden,RRm,sem,precipitation,mm day-1,10,1.0
14612_Dresden,RRm,sem,precipitation,mm day-1,1,1.0
14612_Dresden,RRm,sem,precipitation,mm day-1,4,1.0
14612_Dresden,RRm,sem,precipitation,mm day-1,7,
14612_Dresden,RRm,sem,precipitation,mm day-1,10,1.0
14625_Bautzen,RRm,sem,precipitation,mm day-1,1,1.0
14625_Bautzen,RRm,sem,precipitation,mm day-1,4,1.0
14625_Bautzen,RRm,sem,precipitation,mm day-1,7,
14625_Bautzen,RRm,sem,precipitation,mm day-1,10,1.0
14626_Görlitz,RRm,sem,precipitation,mm day-1,1,1.0
14626_Görlitz,RRm,sem,precipitation,mm day-1,4,1.0
14626_Görlitz,RRm,sem,precipitation,mm day-1,7,
14626_Görlitz,RRm,sem,precipitation,mm day-1,10,1.0
14627_Meißen,RRm,sem,precipitation,mm day-1,1,1.0
14627_Meißen,RRm,sem,precipitation,mm day-1,4,1.0
14627_Meißen,RRm,sem,precipitation,mm day-1,7,1.0
14627_Meißen,RRm,sem,precipitation,mm day-1,10,1.0
14628_Sächsische Schweiz-Osterzgebirge,RRm,sem,precipitation,mm day-1,1,1.0
14628_Sächsische Schweiz-Osterzgebirge,RRm,sem,precipitation,mm day-1,4,1.0
