region,RRm_sem_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
01057_Plön,0.14192337,RRm,sem,precipitation,mm day-1,4
01057_Plön,0.08411735,RRm,sem,precipitation,mm day-1,7
01057_Plön,0.12228414,RRm,sem,precipitation,mm day-1,10
01058_Rendsburg-Eckernförde,0.18427193,RRm,sem,precipitation,mm day-1,1
01058_Rendsburg-Eckernförde,0.13686304,RRm,sem,precipitation,mm day-1,4
01058_Rendsburg-Eckernförde,0.08382452,RRm,sem,precipitation,mm day-1,7
01058_Rendsburg-Eckernförde,0.17185023,RRm,sem,precipitation,mm day-1,10
01059_Schleswig-Flensburg,0.17261405,RRm,sem,precipitation,mm day-1,1
01059_Schleswig-Flensburg,0.13025008,RRm,sem,precipitation,mm day-1,4
01059_Schleswig-Flensburg,0.06959783,RRm,sem,precipitation,mm day-1,7
01059_Schleswig-Flensburg,0.16094172,RRm,sem,precipitation,mm day-1,10
01060_Segeberg,0.16671662,RRm,sem,precipitation,mm day-1,1
01060_Segeberg,0.13963833,RRm,sem,precipitation,mm day-1,4
01060_Segeberg,0.07898419,RRm,sem,precipitation,mm day-1,7
01060_Segeberg,0.14608069,RRm,sem,precipitation,mm day-1,10
01061_Steinburg,0.20783766,RRm,sem,precipitation,mm day-1,1
01061_Steinburg,0.14258504,RRm,sem,precipitation,mm day-1,4
01061_Steinburg,0.09944048,RRm,sem,precipitation,mm day-1,7
01061_Steinburg,0.25245535,RRm,sem,precipitation,mm day-1,10
01062_Stormarn,0.15571661,RRm,sem,precipitation,mm day-1,1
01062_Stormarn,0.13095593,RRm,sem,precipitation,mm day-1,4
01062_Stormarn,0.078629024,RRm,sem,precipitation,mm day-1,7
01062_Stormarn,0.11774532,RRm,sem,precipitation,mm day-1,10
02000_Hamburg,0.16961728,RRm,sem,precipitation,mm day-1,1
02000_Hamburg,0.1425723,RRm,sem,precipitation,mm day-1,4
02000_Hamburg,0.08629902,RRm,sem,precipitation,mm day-1,7
02000_Hamburg,0.1330472,RRm,sem,precipitation,mm day-1,10
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.17536105,RRm,sem,precipitation,mm day-1,1
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.14857766,RRm,sem,precipitation,mm day-1,4
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.07886241,RRm,sem,precipitation,mm day-1,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,0.11776607,RRm,sem,precipitation,mm day-1,10
03101_Braunschweig,0.17806873,RRm,sem,precipitation,mm day-1,1
03101_Braunschweig,0.15652192,RRm,sem,precipitation,mm day-1,4
03101_Braunschweig,0.08129231,RRm,sem,precipitation,mm day-1,7
03101_Braunschweig,0.13254742,RRm,sem,precipitation,mm day-1,10
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.17346172,RRm,sem,precipitation,mm day-1,1
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.16313861,RRm,sem,precipitation,mm day-1,4
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.083963476,RRm,sem,precipitation,mm day-1,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,0.12974346,RRm,sem,precipitation,mm day-1,10
03102_Salzgitter,0.16798827,RRm,sem,precipitation,mm day-1,1
03102_Salzgitter,0.16270244,RRm,sem,precipitation,mm day-1,4
03102_Salzgitter,0.09174107,RRm,sem,precipitation,mm day-1,7
03102_Salzgitter,0.11865138,RRm,sem,precipitation,mm day-1,10
03103_03154_03151_Region_um_Wolfsburg,0.17709535,RRm,sem,precipitation,mm day-1,1
03103_03154_03151_Region_um_Wolfsburg,0.14351113,RRm,sem,precipitation,mm day-1,4
03103_03154_03151_Region_um_Wolfsburg,0.071826585,RRm,sem,precipitation,mm day-1,7
03103_03154_03151_Region_um_Wolfsburg,0.11478636,RRm,sem,precipitation,mm day-1,10
03103_Wolfsburg,0.17703548,RRm,sem,precipitation,mm day-1,1
03103_Wolfsburg,0.14724177,RRm,sem,precipitation,mm day-1,4
03103_Wolfsburg,0.06455034,RRm,sem,precipitation,mm day-1,7
03103_Wolfsburg,0.11059701,RRm,sem,precipitation,mm day-1,10
03151_Gifhorn,0.17584878,RRm,sem,precipitation,mm day-1,1
03151_Gifhorn,0.14142196,RRm,sem,precipitation,mm day-1,4
03151_Gifhorn,0.0716953,RRm,sem,precipitation,mm day-1,7
03151_Gifhorn,0.11840269,RRm,sem,precipitation,mm day-1,10
03153_Goslar,0.18780467,RRm,sem,precipitation,mm day-1,1
03153_Goslar,0.19013096,RRm,sem,precipitation,mm day-1,4
03153_Goslar,0.05528614,RRm,sem,precipitation,mm day-1,7
03153_Goslar,0.14786883,RRm,sem,precipitation,mm day-1,10
03154_Helmstedt,0.18002318,RRm,sem,precipitation,mm day-1,1
03154_Helmstedt,0.14723381,RRm,sem,precipitation,mm day-1,4
03154_Helmstedt,0.07438199,RRm,sem,precipitation,mm day-1,7
03154_Helmstedt,0.10764106,RRm,sem,precipitation,mm day-1,10
03155_Northeim,0.18198822,RRm,sem,precipitation,mm day-1,1
03155_Northeim,0.14853139,RRm,sem,precipitation,mm day-1,4
03155_Northeim,0.078754015,RRm,sem,precipitation,mm day-1,7
03155_Northeim,0.14741476,RRm,sem,precipitation,mm day-1,10
03157_Peine,0.1698183,RRm,sem,precipitation,mm day-1,1
03157_Peine,0.15050349,RRm,sem,precipitation,mm day-1,4
03157_Peine,0.08496239,RRm,sem,precipitation,mm day-1,7
03157_Peine,0.13011244,RRm,sem,precipitation,mm day-1,10
03158_Wolfenbüttel,0.17510945,RRm,sem,precipitation,mm day-1,1
03158_Wolfenbüttel,0.15764709,RRm,sem,precipitation,mm day-1,4
03158_Wolfenbüttel,0.09340749,RRm,sem,precipitation,mm day-1,7
03158_Wolfenbüttel,0.11452785,RRm,sem,precipitation,mm day-1,10
03159_Göttingen,0.19673775,RRm,sem,precipitation,mm day-1,1
03159_Göttingen,0.16284437,RRm,sem,precipitation,mm day-1,4
03159_Göttingen,0.06976329,RRm,sem,precipitation,mm day-1,7
03159_Göttingen,0.16034807,RRm,sem,precipitation,mm day-1,10
03241_Region Hannover,0.16614859,RRm,sem,precipitation,mm day-1,1
03241_Region Hannover,0.13632494,RRm,sem,precipitation,mm day-1,4
03241_Region Hannover,0.09577253,RRm,sem,precipitation,mm day-1,7
03241_Region Hannover,0.1297104,RRm,sem,precipitation,mm day-1,10
03251_Diepholz,0.1702364,RRm,sem,precipitation,mm day-1,1
03251_Diepholz,0.12649472,RRm,sem,precipitation,mm day-1,4
03251_Diepholz,0.06053817,RRm,sem,precipitation,mm day-1,7
03251_Diepholz,0.12075415,RRm,sem,precipitation,mm day-1,10
03252_Hameln-Pyrmont,0.15865593,RRm,sem,precipitation,mm day-1,1
03252_Hameln-Pyrmont,0.13854353,RRm,sem,precipitation,mm day-1,4
03252_Hameln-Pyrmont,0.07221121,RRm,sem,precipitation,mm day-1,7
03252_Hameln-Pyrmont,0.12047915,RRm,sem,precipitation,mm day-1,10
03254_Hildesheim,0.16288467,RRm,sem,precipitation,mm day-1,1
03254_Hildesheim,0.15160021,RRm,sem,precipitation,mm day-1,4
03254_Hildesheim,0.099697344,RRm,sem,precipitation,mm day-1,7
03254_Hildesheim,0.12591216,RRm,sem,precipitation,mm day-1,10
03255_Holzminden,0.16460624,RRm,sem,precipitation,mm day-1,1
03255_Holzminden,0.14720696,RRm,sem,precipitation,mm day-1,4
03255_Holzminden,0.07407528,RRm,sem,precipitation,mm day-1,7
03255_Holzminden,0.12254907,RRm,sem,precipitation,mm day-1,10
03256_Nienburg (Weser),0.16713186,RRm,sem,precipitation,mm day-1,1
03256_Nienburg (Weser),0.13191202,RRm,sem,precipitation,mm day-1,4
03256_Nienburg (Weser),0.07597135,RRm,sem,precipitation,mm day-1,7
03256_Nienburg (Weser),0.13215557,RRm,sem,precipitation,mm day-1,10
03257_Schaumburg,0.15875682,RRm,sem,precipitation,mm day-1,1
03257_Schaumburg,0.13878551,RRm,sem,precipitation,mm day-1,4
03257_Schaumburg,0.06573884,RRm,sem,precipitation,mm day-1,7
03257_Schaumburg,0.13061579,RRm,sem,precipitation,mm day-1,10
03351_Celle,0.17954542,RRm,sem,precipitation,mm day-1,1
03351_Celle,0.13761328,RRm,sem,precipitation,mm day-1,4
03351_Celle,0.07194914,RRm,sem,precipitation,mm day-1,7
03351_Celle,0.13421682,RRm,sem,precipitation,mm day-1,10
03352_Cuxhaven,0.20452914,RRm,sem,precipitation,mm day-1,1
03352_Cuxhaven,0.14714812,RRm,sem,precipitation,mm day-1,4
03352_Cuxhaven,0.09060055,RRm,sem,precipitation,mm day-1,7
03352_Cuxhaven,0.21466906,RRm,sem,precipitation,mm day-1,10
03353_Harburg,0.16504273,RRm,sem,precipitation,mm day-1,1
03353_Harburg,0.13261361,RRm,sem,precipitation,mm day-1,4
03353_Harburg,0.07501993,RRm,sem,precipitation,mm day-1,7
03353_Harburg,0.11150262,RRm,sem,precipitation,mm day-1,10
03354_Lüchow-Dannenberg,0.1726037,RRm,sem,precipitation,mm day-1,1
03354_Lüchow-Dannenberg,0.1336909,RRm,sem,precipitation,mm day-1,4
03354_Lüchow-Dannenberg,0.070269816,RRm,sem,precipitation,mm day-1,7
03354_Lüchow-Dannenberg,0.100298256,RRm,sem,precipitation,mm day-1,10
03355_Lüneburg,0.16824228,RRm,sem,precipitation,mm day-1,1
03355_Lüneburg,0.12961686,RRm,sem,precipitation,mm day-1,4
03355_Lüneburg,0.07731389,RRm,sem,precipitation,mm day-1,7
03355_Lüneburg,0.10330545,RRm,sem,precipitation,mm day-1,10
03356_Osterholz,0.16920893,RRm,sem,precipitation,mm day-1,1
03356_Osterholz,0.121803336,RRm,sem,precipitation,mm day-1,4
03356_Osterholz,0.07305944,RRm,sem,precipitation,mm day-1,7
03356_Osterholz,0.11214974,RRm,sem,precipitation,mm day-1,10
03357_Rotenburg (Wümme),0.17143942,RRm,sem,precipitation,mm day-1,1
03357_Rotenburg (Wümme),0.12767583,RRm,sem,precipitation,mm day-1,4
03357_Rotenburg (Wümme),0.083509214,RRm,sem,precipitation,mm day-1,7
03357_Rotenburg (Wümme),0.12868468,RRm,sem,precipitation,mm day-1,10
03358_Heidekreis,0.17557447,RRm,sem,precipitation,mm day-1,1
03358_Heidekreis,0.13199498,RRm,sem,precipitation,mm day-1,4
03358_Heidekreis,0.07531556,RRm,sem,precipitation,mm day-1,7
03358_Heidekreis,0.1345535,RRm,sem,precipitation,mm day-1,10
03359_Stade,0.18053356,RRm,sem,precipitation,mm day-1,1
03359_Stade,0.1371198,RRm,sem,precipitation,mm day-1,4
03359_Stade,0.08488592,RRm,sem,precipitation,mm day-1,7
03359_Stade,0.15468688,RRm,sem,precipitation,mm day-1,10
03360_Uelzen,0.17113793,RRm,sem,precipitation,mm day-1,1
03360_Uelzen,0.13149592,RRm,sem,precipitation,mm day-1,4
03360_Uelzen,0.07353224,RRm,sem,precipitation,mm day-1,7
03360_Uelzen,0.105442494,RRm,sem,precipitation,mm day-1,10
03361_Verden,0.17741555,RRm,sem,precipitation,mm day-1,1
03361_Verden,0.121765114,RRm,sem,precipitation,mm day-1,4
03361_Verden,0.08436168,RRm,sem,precipitation,mm day-1,7
03361_Verden,0.13353866,RRm,sem,precipitation,mm day-1,10
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.17151944,RRm,sem,precipitation,mm day-1,1
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.123652436,RRm,sem,precipitation,mm day-1,4
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.054250494,RRm,sem,precipitation,mm day-1,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,0.12074246,RRm,sem,precipitation,mm day-1,10
03401_Delmenhorst,0.16944174,RRm,sem,precipitation,mm day-1,1
03401_Delmenhorst,0.114370316,RRm,sem,precipitation,mm day-1,4
03401_Delmenhorst,0.046188522,RRm,sem,precipitation,mm day-1,7
03401_Delmenhorst,0.10384282,RRm,sem,precipitation,mm day-1,10
03402_03452_03457_Region_um_Emden,0.18882552,RRm,sem,precipitation,mm day-1,1
03402_03452_03457_Region_um_Emden,0.13410644,RRm,sem,precipitation,mm day-1,4
03402_03452_03457_Region_um_Emden,0.051700138,RRm,sem,precipitation,mm day-1,7
03402_03452_03457_Region_um_Emden,0.19768266,RRm,sem,precipitation,mm day-1,10
03402_Emden,0.2122038,RRm,sem,precipitation,mm day-1,1
03402_Emden,0.1414244,RRm,sem,precipitation,mm day-1,4
03402_Emden,0.06346898,RRm,sem,precipitation,mm day-1,7
03402_Emden,0.24251148,RRm,sem,precipitation,mm day-1,10
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.16856435,RRm,sem,precipitation,mm day-1,1
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.12195681,RRm,sem,precipitation,mm day-1,4
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.04540078,RRm,sem,precipitation,mm day-1,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),0.116412774,RRm,sem,precipitation,mm day-1,10
03403_Oldenburg (Oldb),0.1633255,RRm,sem,precipitation,mm day-1,1
03403_Oldenburg (Oldb),0.11932353,RRm,sem,precipitation,mm day-1,4
03403_Oldenburg (Oldb),0.043475036,RRm,sem,precipitation,mm day-1,7
03403_Oldenburg (Oldb),0.105177626,RRm,sem,precipitation,mm day-1,10
03404_03459_05566_Region_um_Osnabrück,0.16700129,RRm,sem,precipitation,mm day-1,1
03404_03459_05566_Region_um_Osnabrück,0.12954062,RRm,sem,precipitation,mm day-1,4
03404_03459_05566_Region_um_Osnabrück,0.018752564,RRm,sem,precipitation,mm day-1,7
03404_03459_05566_Region_um_Osnabrück,0.12492206,RRm,sem,precipitation,mm day-1,10
03404_Osnabrück,0.16566798,RRm,sem,precipitation,mm day-1,1
03404_Osnabrück,0.1311271,RRm,sem,precipitation,mm day-1,4
03404_Osnabrück,0.009130298,RRm,sem,precipitation,mm day-1,7
03404_Osnabrück,0.1311678,RRm,sem,precipitation,mm day-1,10
03405_03455_Region_um_Wilhelmshaven,0.17326248,RRm,sem,precipitation,mm day-1,1
03405_03455_Region_um_Wilhelmshaven,0.13091427,RRm,sem,precipitation,mm day-1,4
03405_03455_Region_um_Wilhelmshaven,0.04913445,RRm,sem,precipitation,mm day-1,7
03405_03455_Region_um_Wilhelmshaven,0.15517619,RRm,sem,precipitation,mm day-1,10
03405_Wilhelmshaven,0.20221941,RRm,sem,precipitation,mm day-1,1
03405_Wilhelmshaven,0.14279267,RRm,sem,precipitation,mm day-1,4
03405_Wilhelmshaven,0.0653587,RRm,sem,precipitation,mm day-1,7
03405_Wilhelmshaven,0.21187836,RRm,sem,precipitation,mm day-1,10
03451_Ammerland,0.15859178,RRm,sem,precipitation,mm day-1,1
03451_Ammerland,0.12239246,RRm,sem,precipitation,mm day-1,4
03451_Ammerland,0.045256652,RRm,sem,precipitation,mm day-1,7
03451_Ammerland,0.102912426,RRm,sem,precipitation,mm day-1,10
03452_Aurich,0.20354982,RRm,sem,precipitation,mm day-1,1
03452_Aurich,0.13858894,RRm,sem,precipitation,mm day-1,4
03452_Aurich,0.05598689,RRm,sem,precipitation,mm day-1,7
03452_Aurich,0.25062773,RRm,sem,precipitation,mm day-1,10
03453_Cloppenburg,0.16131815,RRm,sem,precipitation,mm day-1,1
03453_Cloppenburg,0.12269374,RRm,sem,precipitation,mm day-1,4
03453_Cloppenburg,0.033677876,RRm,sem,precipitation,mm day-1,7
03453_Cloppenburg,0.10989226,RRm,sem,precipitation,mm day-1,10
03454_Emsland,0.16282122,RRm,sem,precipitation,mm day-1,1
03454_Emsland,0.13086182,RRm,sem,precipitation,mm day-1,4
03454_Emsland,0.029427942,RRm,sem,precipitation,mm day-1,7
03454_Emsland,0.116293356,RRm,sem,precipitation,mm day-1,10
03455_Friesland,0.16816133,RRm,sem,precipitation,mm day-1,1
03455_Friesland,0.12882173,RRm,sem,precipitation,mm day-1,4
03455_Friesland,0.046276342,RRm,sem,precipitation,mm day-1,7
03455_Friesland,0.14518732,RRm,sem,precipitation,mm day-1,10
03456_Grafschaft Bentheim,0.16175103,RRm,sem,precipitation,mm day-1,1
03456_Grafschaft Bentheim,0.13051318,RRm,sem,precipitation,mm day-1,4
03456_Grafschaft Bentheim,0.017664876,RRm,sem,precipitation,mm day-1,7
03456_Grafschaft Bentheim,0.120803475,RRm,sem,precipitation,mm day-1,10
03457_Leer,0.16833268,RRm,sem,precipitation,mm day-1,1
03457_Leer,0.12784676,RRm,sem,precipitation,mm day-1,4
03457_Leer,0.045214072,RRm,sem,precipitation,mm day-1,7
03457_Leer,0.12810722,RRm,sem,precipitation,mm day-1,10
03458_Oldenburg,0.16784044,RRm,sem,precipitation,mm day-1,1
03458_Oldenburg,0.11754141,RRm,sem,precipitation,mm day-1,4
03458_Oldenburg,0.03972923,RRm,sem,precipitation,mm day-1,7
03458_Oldenburg,0.106153,RRm,sem,precipitation,mm day-1,10
03459_Osnabrück,0.16609386,RRm,sem,precipitation,mm day-1,1
03459_Osnabrück,0.12867542,RRm,sem,precipitation,mm day-1,4
03459_Osnabrück,0.019349309,RRm,sem,precipitation,mm day-1,7
03459_Osnabrück,0.12511955,RRm,sem,precipitation,mm day-1,10
03460_Vechta,0.16438565,RRm,sem,precipitation,mm day-1,1
03460_Vechta,0.11980904,RRm,sem,precipitation,mm day-1,4
03460_Vechta,0.025318617,RRm,sem,precipitation,mm day-1,7
03460_Vechta,0.11425114,RRm,sem,precipitation,mm day-1,10
03461_Wesermarsch,0.17885925,RRm,sem,precipitation,mm day-1,1
03461_Wesermarsch,0.1274601,RRm,sem,precipitation,mm day-1,4
03461_Wesermarsch,0.052897815,RRm,sem,precipitation,mm day-1,7
03461_Wesermarsch,0.14253739,RRm,sem,precipitation,mm day-1,10
03462_Wittmund,0.18399459,RRm,sem,precipitation,mm day-1,1
03462_Wittmund,0.13195759,RRm,sem,precipitation,mm day-1,4
03462_Wittmund,0.051590804,RRm,sem,precipitation,mm day-1,7
03462_Wittmund,0.20509773,RRm,sem,precipitation,mm day-1,10
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.18304583,RRm,sem,precipitation,mm day-1,1
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.1315915,RRm,sem,precipitation,mm day-1,4
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.073021814,RRm,sem,precipitation,mm day-1,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,0.15332633,RRm,sem,precipitation,mm day-1,10
04011_Bremen,0.17287593,RRm,sem,precipitation,mm day-1,1
04011_Bremen,0.11828116,RRm,sem,precipitation,mm day-1,4
04011_Bremen,0.0671623,RRm,sem,precipitation,mm day-1,7
04011_Bremen,0.11568041,RRm,sem,precipitation,mm day-1,10
04012_03352_03461_Region_um_Bremerhaven,0.19762953,RRm,sem,precipitation,mm day-1,1
04012_03352_03461_Region_um_Bremerhaven,0.14165866,RRm,sem,precipitation,mm day-1,4
04012_03352_03461_Region_um_Bremerhaven,0.07971139,RRm,sem,precipitation,mm day-1,7
04012_03352_03461_Region_um_Bremerhaven,0.194847,RRm,sem,precipitation,mm day-1,10
04012_Bremerhaven,0.21597035,RRm,sem,precipitation,mm day-1,1
04012_Bremerhaven,0.14770442,RRm,sem,precipitation,mm day-1,4
04012_Bremerhaven,0.075990796,RRm,sem,precipitation,mm day-1,7
04012_Bremerhaven,0.22876023,RRm,sem,precipitation,mm day-1,10
05111_05162_05158_05112_Region_um_Düsseldorf,0.22434796,RRm,sem,precipitation,mm day-1,1
05111_05162_05158_05112_Region_um_Düsseldorf,0.14878145,RRm,sem,precipitation,mm day-1,4
05111_05162_05158_05112_Region_um_Düsseldorf,-0.004538603,RRm,sem,precipitation,mm day-1,7
05111_05162_05158_05112_Region_um_Düsseldorf,0.17422195,RRm,sem,precipitation,mm day-1,10
05111_Düsseldorf,0.23952407,RRm,sem,precipitation,mm day-1,1
05111_Düsseldorf,0.15838265,RRm,sem,precipitation,mm day-1,4
05111_Düsseldorf,-0.0022888288,RRm,sem,precipitation,mm day-1,7
05111_Düsseldorf,0.19591154,RRm,sem,precipitation,mm day-1,10
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.2026627,RRm,sem,precipitation,mm day-1,1
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.14056042,RRm,sem,precipitation,mm day-1,4
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.007803852,RRm,sem,precipitation,mm day-1,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,0.16253254,RRm,sem,precipitation,mm day-1,10
05112_Duisburg,0.20475987,RRm,sem,precipitation,mm day-1,1
05112_Duisburg,0.14187674,RRm,sem,precipitation,mm day-1,4
05112_Duisburg,0.0036707218,RRm,sem,precipitation,mm day-1,7
05112_Duisburg,0.16723943,RRm,sem,precipitation,mm day-1,10
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.19357169,RRm,sem,precipitation,mm day-1,1
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.1469329,RRm,sem,precipitation,mm day-1,4
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-0.012070377,RRm,sem,precipitation,mm day-1,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,0.16275628,RRm,sem,precipitation,mm day-1,10
05113_Essen,0.19156024,RRm,sem,precipitation,mm day-1,1
05113_Essen,0.14548929,RRm,sem,precipitation,mm day-1,4
05113_Essen,-0.015430503,RRm,sem,precipitation,mm day-1,7
05113_Essen,0.1748404,RRm,sem,precipitation,mm day-1,10
05114_05112_05162_05166_05170_Region_um_Krefeld,0.19215514,RRm,sem,precipitation,mm day-1,1
05114_05112_05162_05166_05170_Region_um_Krefeld,0.12950349,RRm,sem,precipitation,mm day-1,4
05114_05112_05162_05166_05170_Region_um_Krefeld,-0.0015344766,RRm,sem,precipitation,mm day-1,7
05114_05112_05162_05166_05170_Region_um_Krefeld,0.13395362,RRm,sem,precipitation,mm day-1,10
05114_Krefeld,0.20379807,RRm,sem,precipitation,mm day-1,1
05114_Krefeld,0.12989816,RRm,sem,precipitation,mm day-1,4
05114_Krefeld,-0.004071777,RRm,sem,precipitation,mm day-1,7
05114_Krefeld,0.14133005,RRm,sem,precipitation,mm day-1,10
05116_05370_05166_05162_Region_um_Mönchengladbach,0.19374101,RRm,sem,precipitation,mm day-1,1
05116_05370_05166_05162_Region_um_Mönchengladbach,0.12523314,RRm,sem,precipitation,mm day-1,4
05116_05370_05166_05162_Region_um_Mönchengladbach,-0.0012855133,RRm,sem,precipitation,mm day-1,7
05116_05370_05166_05162_Region_um_Mönchengladbach,0.118433826,RRm,sem,precipitation,mm day-1,10
05116_Mönchengladbach,0.18976106,RRm,sem,precipitation,mm day-1,1
05116_Mönchengladbach,0.12167725,RRm,sem,precipitation,mm day-1,4
05116_Mönchengladbach,-0.0043895226,RRm,sem,precipitation,mm day-1,7
05116_Mönchengladbach,0.10975893,RRm,sem,precipitation,mm day-1,10
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,0.21690331,RRm,sem,precipitation,mm day-1,1
