region,RRm_sem_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
07338_Rhein-Pfalz-Kreis,-0.3184685707092285,RRm,sem,precipitation,mm day-1,7
07338_Rhein-Pfalz-Kreis,-0.4483453035354614,RRm,sem,precipitation,mm day-1,10
07339_Mainz-Bingen,-0.30556201934814453,RRm,sem,precipitation,mm day-1,1
07339_Mainz-Bingen,-0.06922388076782227,RRm,sem,precipitation,mm day-1,4
07339_Mainz-Bingen,-0.34500551223754883,RRm,sem,precipitation,mm day-1,7
07339_Mainz-Bingen,-0.32281386852264404,RRm,sem,precipitation,mm day-1,10
07340_Südwestpfalz,-0.4121108055114746,RRm,sem,precipitation,mm day-1,1
07340_Südwestpfalz,-0.25684571266174316,RRm,sem,precipitation,mm day-1,4
07340_Südwestpfalz,-0.5389323234558105,RRm,sem,precipitation,mm day-1,7
07340_Südwestpfalz,-0.5211079120635986,RRm,sem,precipitation,mm day-1,10
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.4242548942565918,RRm,sem,precipitation,mm day-1,1
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.27188873291015625,RRm,sem,precipitation,mm day-1,4
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.4290139675140381,RRm,sem,precipitation,mm day-1,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-0.5425829887390137,RRm,sem,precipitation,mm day-1,10
08111_Stuttgart,-0.27187108993530273,RRm,sem,precipitation,mm day-1,1
08111_Stuttgart,-0.1978006362915039,RRm,sem,precipitation,mm day-1,4
08111_Stuttgart,-0.4355039596557617,RRm,sem,precipitation,mm day-1,7
08111_Stuttgart,-0.5201854705810547,RRm,sem,precipitation,mm day-1,10
08115_Böblingen,-0.3329627513885498,RRm,sem,precipitation,mm day-1,1
08115_Böblingen,-0.11215066909790039,RRm,sem,precipitation,mm day-1,4
08115_Böblingen,-0.4142007827758789,RRm,sem,precipitation,mm day-1,7
08115_Böblingen,-0.5742350816726685,RRm,sem,precipitation,mm day-1,10
08116_Esslingen,-0.44016146659851074,RRm,sem,precipitation,mm day-1,1
08116_Esslingen,-0.3237011432647705,RRm,sem,precipitation,mm day-1,4
08116_Esslingen,-0.46143317222595215,RRm,sem,precipitation,mm day-1,7
08116_Esslingen,-0.5329362154006958,RRm,sem,precipitation,mm day-1,10
08117_Göppingen,-0.4857320785522461,RRm,sem,precipitation,mm day-1,1
08117_Göppingen,-0.15494585037231445,RRm,sem,precipitation,mm day-1,4
08117_Göppingen,-0.43700313568115234,RRm,sem,precipitation,mm day-1,7
08117_Göppingen,-0.5458214282989502,RRm,sem,precipitation,mm day-1,10
08118_Ludwigsburg,-0.3636455535888672,RRm,sem,precipitation,mm day-1,1
08118_Ludwigsburg,-0.2521238327026367,RRm,sem,precipitation,mm day-1,4
08118_Ludwigsburg,-0.38887810707092285,RRm,sem,precipitation,mm day-1,7
08118_Ludwigsburg,-0.5040656328201294,RRm,sem,precipitation,mm day-1,10
08119_Rems-Murr-Kreis,-0.720660924911499,RRm,sem,precipitation,mm day-1,1
08119_Rems-Murr-Kreis,-0.3814864158630371,RRm,sem,precipitation,mm day-1,4
08119_Rems-Murr-Kreis,-0.5130939483642578,RRm,sem,precipitation,mm day-1,7
08119_Rems-Murr-Kreis,-0.5634772777557373,RRm,sem,precipitation,mm day-1,10
08121_08125_Region_um_Heilbronn,-0.5983753204345703,RRm,sem,precipitation,mm day-1,1
08121_08125_Region_um_Heilbronn,-0.27380943298339844,RRm,sem,precipitation,mm day-1,4
08121_08125_Region_um_Heilbronn,-0.5089025497436523,RRm,sem,precipitation,mm day-1,7
08121_08125_Region_um_Heilbronn,-0.5521388053894043,RRm,sem,precipitation,mm day-1,10
08121_Heilbronn,-0.6607356071472168,RRm,sem,precipitation,mm day-1,1
08121_Heilbronn,-0.2971687316894531,RRm,sem,precipitation,mm day-1,4
08121_Heilbronn,-0.5401959419250488,RRm,sem,precipitation,mm day-1,7
08121_Heilbronn,-0.628375768661499,RRm,sem,precipitation,mm day-1,10
08125_Heilbronn,-0.5922865867614746,RRm,sem,precipitation,mm day-1,1
08125_Heilbronn,-0.2715280055999756,RRm,sem,precipitation,mm day-1,4
08125_Heilbronn,-0.5058467388153076,RRm,sem,precipitation,mm day-1,7
08125_Heilbronn,-0.5446939468383789,RRm,sem,precipitation,mm day-1,10
08126_Hohenlohekreis,-0.5189361572265625,RRm,sem,precipitation,mm day-1,1
08126_Hohenlohekreis,-0.2552988529205322,RRm,sem,precipitation,mm day-1,4
08126_Hohenlohekreis,-0.5181853771209717,RRm,sem,precipitation,mm day-1,7
08126_Hohenlohekreis,-0.5559265613555908,RRm,sem,precipitation,mm day-1,10
08127_Schwäbisch Hall,-0.46811842918395996,RRm,sem,precipitation,mm day-1,1
08127_Schwäbisch Hall,-0.19285225868225098,RRm,sem,precipitation,mm day-1,4
08127_Schwäbisch Hall,-0.38959360122680664,RRm,sem,precipitation,mm day-1,7
08127_Schwäbisch Hall,-0.512164831161499,RRm,sem,precipitation,mm day-1,10
08128_Main-Tauber-Kreis,-0.4523046016693115,RRm,sem,precipitation,mm day-1,1
08128_Main-Tauber-Kreis,-0.18408584594726562,RRm,sem,precipitation,mm day-1,4
08128_Main-Tauber-Kreis,-0.41622042655944824,RRm,sem,precipitation,mm day-1,7
08128_Main-Tauber-Kreis,-0.4606729745864868,RRm,sem,precipitation,mm day-1,10
08135_Heidenheim,-0.32261204719543457,RRm,sem,precipitation,mm day-1,1
08135_Heidenheim,-0.15088129043579102,RRm,sem,precipitation,mm day-1,4
08135_Heidenheim,-0.32658934593200684,RRm,sem,precipitation,mm day-1,7
08135_Heidenheim,-0.4589945077896118,RRm,sem,precipitation,mm day-1,10
08136_Ostalbkreis,-0.4381091594696045,RRm,sem,precipitation,mm day-1,1
08136_Ostalbkreis,-0.16975176334381104,RRm,sem,precipitation,mm day-1,4
08136_Ostalbkreis,-0.35941457748413086,RRm,sem,precipitation,mm day-1,7
08136_Ostalbkreis,-0.4990365505218506,RRm,sem,precipitation,mm day-1,10
08211_08216_Region_um_Baden-Baden,-0.9162325859069824,RRm,sem,precipitation,mm day-1,1
08211_08216_Region_um_Baden-Baden,-0.4963371753692627,RRm,sem,precipitation,mm day-1,4
08211_08216_Region_um_Baden-Baden,-0.7480216026306152,RRm,sem,precipitation,mm day-1,7
08211_08216_Region_um_Baden-Baden,-0.7772543430328369,RRm,sem,precipitation,mm day-1,10
08211_Baden-Baden,-1.1846671104431152,RRm,sem,precipitation,mm day-1,1
08211_Baden-Baden,-0.4674062728881836,RRm,sem,precipitation,mm day-1,4
08211_Baden-Baden,-0.7588145732879639,RRm,sem,precipitation,mm day-1,7
08211_Baden-Baden,-0.8407981395721436,RRm,sem,precipitation,mm day-1,10
08212_08215_07334_Region_um_Karlsruhe,-0.3579561710357666,RRm,sem,precipitation,mm day-1,1
08212_08215_07334_Region_um_Karlsruhe,-0.28620338439941406,RRm,sem,precipitation,mm day-1,4
08212_08215_07334_Region_um_Karlsruhe,-0.441636323928833,RRm,sem,precipitation,mm day-1,7
08212_08215_07334_Region_um_Karlsruhe,-0.492473840713501,RRm,sem,precipitation,mm day-1,10
08212_Karlsruhe,-0.3883388042449951,RRm,sem,precipitation,mm day-1,1
08212_Karlsruhe,-0.35146570205688477,RRm,sem,precipitation,mm day-1,4
08212_Karlsruhe,-0.4401700496673584,RRm,sem,precipitation,mm day-1,7
08212_Karlsruhe,-0.4990105628967285,RRm,sem,precipitation,mm day-1,10
08215_Karlsruhe,-0.40572667121887207,RRm,sem,precipitation,mm day-1,1
08215_Karlsruhe,-0.2825343608856201,RRm,sem,precipitation,mm day-1,4
08215_Karlsruhe,-0.45133185386657715,RRm,sem,precipitation,mm day-1,7
08215_Karlsruhe,-0.49813342094421387,RRm,sem,precipitation,mm day-1,10
08216_Rastatt,-0.9154109954833984,RRm,sem,precipitation,mm day-1,1
08216_Rastatt,-0.5017449855804443,RRm,sem,precipitation,mm day-1,4
08216_Rastatt,-0.7460038661956787,RRm,sem,precipitation,mm day-1,7
08216_Rastatt,-0.7653763294219971,RRm,sem,precipitation,mm day-1,10
08221_08226_08222_Region_um_Heidelberg,-0.767676830291748,RRm,sem,precipitation,mm day-1,1
08221_08226_08222_Region_um_Heidelberg,-0.27506422996520996,RRm,sem,precipitation,mm day-1,4
08221_08226_08222_Region_um_Heidelberg,-0.5017619132995605,RRm,sem,precipitation,mm day-1,7
08221_08226_08222_Region_um_Heidelberg,-0.5254839658737183,RRm,sem,precipitation,mm day-1,10
08221_Heidelberg,-0.9662303924560547,RRm,sem,precipitation,mm day-1,1
08221_Heidelberg,-0.30264878273010254,RRm,sem,precipitation,mm day-1,4
08221_Heidelberg,-0.5709104537963867,RRm,sem,precipitation,mm day-1,7
08221_Heidelberg,-0.5437664985656738,RRm,sem,precipitation,mm day-1,10
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-0.6899335384368896,RRm,sem,precipitation,mm day-1,1
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-0.27008533477783203,RRm,sem,precipitation,mm day-1,4
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-0.4464704990386963,RRm,sem,precipitation,mm day-1,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-0.5193688869476318,RRm,sem,precipitation,mm day-1,10
08222_Mannheim,-0.7003579139709473,RRm,sem,precipitation,mm day-1,1
08222_Mannheim,-0.3617103099822998,RRm,sem,precipitation,mm day-1,4
08222_Mannheim,-0.37787389755249023,RRm,sem,precipitation,mm day-1,7
08222_Mannheim,-0.5651423931121826,RRm,sem,precipitation,mm day-1,10
08225_Neckar-Odenwald-Kreis,-0.48900294303894043,RRm,sem,precipitation,mm day-1,1
08225_Neckar-Odenwald-Kreis,-0.214827299118042,RRm,sem,precipitation,mm day-1,4
08225_Neckar-Odenwald-Kreis,-0.516587495803833,RRm,sem,precipitation,mm day-1,7
08225_Neckar-Odenwald-Kreis,-0.6208095550537109,RRm,sem,precipitation,mm day-1,10
08226_Rhein-Neckar-Kreis,-0.7971200942993164,RRm,sem,precipitation,mm day-1,1
08226_Rhein-Neckar-Kreis,-0.2711756229400635,RRm,sem,precipitation,mm day-1,4
08226_Rhein-Neckar-Kreis,-0.5242300033569336,RRm,sem,precipitation,mm day-1,7
08226_Rhein-Neckar-Kreis,-0.5180362462997437,RRm,sem,precipitation,mm day-1,10
08231_08236_08235_Region_um_Pforzheim,-0.4545564651489258,RRm,sem,precipitation,mm day-1,1
08231_08236_08235_Region_um_Pforzheim,-0.14160704612731934,RRm,sem,precipitation,mm day-1,4
08231_08236_08235_Region_um_Pforzheim,-0.4862942695617676,RRm,sem,precipitation,mm day-1,7
08231_08236_08235_Region_um_Pforzheim,-0.6680302619934082,RRm,sem,precipitation,mm day-1,10
08231_Pforzheim,-0.4201982021331787,RRm,sem,precipitation,mm day-1,1
08231_Pforzheim,-0.13909101486206055,RRm,sem,precipitation,mm day-1,4
08231_Pforzheim,-0.48296236991882324,RRm,sem,precipitation,mm day-1,7
08231_Pforzheim,-0.6077109575271606,RRm,sem,precipitation,mm day-1,10
08235_Calw,-0.5557200908660889,RRm,sem,precipitation,mm day-1,1
08235_Calw,-0.16130995750427246,RRm,sem,precipitation,mm day-1,4
08235_Calw,-0.5379571914672852,RRm,sem,precipitation,mm day-1,7
08235_Calw,-0.7366602420806885,RRm,sem,precipitation,mm day-1,10
08236_Enzkreis,-0.38451623916625977,RRm,sem,precipitation,mm day-1,1
08236_Enzkreis,-0.14074444770812988,RRm,sem,precipitation,mm day-1,4
08236_Enzkreis,-0.4727637767791748,RRm,sem,precipitation,mm day-1,7
08236_Enzkreis,-0.583678126335144,RRm,sem,precipitation,mm day-1,10
08237_Freudenstadt,-0.9914555549621582,RRm,sem,precipitation,mm day-1,1
08237_Freudenstadt,-0.22131013870239258,RRm,sem,precipitation,mm day-1,4
08237_Freudenstadt,-0.7552857398986816,RRm,sem,precipitation,mm day-1,7
08237_Freudenstadt,-0.8858246803283691,RRm,sem,precipitation,mm day-1,10
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.951606273651123,RRm,sem,precipitation,mm day-1,1
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.48168182373046875,RRm,sem,precipitation,mm day-1,4
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.7846312522888184,RRm,sem,precipitation,mm day-1,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,-0.8120238780975342,RRm,sem,precipitation,mm day-1,10
08311_Freiburg im Breisgau,-1.5283656120300293,RRm,sem,precipitation,mm day-1,1
08311_Freiburg im Breisgau,-0.571176290512085,RRm,sem,precipitation,mm day-1,4
08311_Freiburg im Breisgau,-0.696666955947876,RRm,sem,precipitation,mm day-1,7
08311_Freiburg im Breisgau,-0.7774407863616943,RRm,sem,precipitation,mm day-1,10
08315_Breisgau-Hochschwarzwald,-0.94537353515625,RRm,sem,precipitation,mm day-1,1
08315_Breisgau-Hochschwarzwald,-0.4802079200744629,RRm,sem,precipitation,mm day-1,4
08315_Breisgau-Hochschwarzwald,-0.7151432037353516,RRm,sem,precipitation,mm day-1,7
08315_Breisgau-Hochschwarzwald,-0.8226468563079834,RRm,sem,precipitation,mm day-1,10
08316_Emmendingen,-1.0410356521606445,RRm,sem,precipitation,mm day-1,1
08316_Emmendingen,-0.5250790119171143,RRm,sem,precipitation,mm day-1,4
08316_Emmendingen,-0.9484505653381348,RRm,sem,precipitation,mm day-1,7
08316_Emmendingen,-0.7994077205657959,RRm,sem,precipitation,mm day-1,10
08317_Ortenaukreis,-1.2301902770996094,RRm,sem,precipitation,mm day-1,1
08317_Ortenaukreis,-0.550041675567627,RRm,sem,precipitation,mm day-1,4
08317_Ortenaukreis,-0.8702254295349121,RRm,sem,precipitation,mm day-1,7
08317_Ortenaukreis,-0.7916955947875977,RRm,sem,precipitation,mm day-1,10
08325_Rottweil,-0.5736496448516846,RRm,sem,precipitation,mm day-1,1
08325_Rottweil,-0.14229631423950195,RRm,sem,precipitation,mm day-1,4
08325_Rottweil,-0.5484578609466553,RRm,sem,precipitation,mm day-1,7
08325_Rottweil,-0.7961485385894775,RRm,sem,precipitation,mm day-1,10
08326_Schwarzwald-Baar-Kreis,-0.706733226776123,RRm,sem,precipitation,mm day-1,1
08326_Schwarzwald-Baar-Kreis,-0.23082613945007324,RRm,sem,precipitation,mm day-1,4
08326_Schwarzwald-Baar-Kreis,-0.6449484825134277,RRm,sem,precipitation,mm day-1,7
08326_Schwarzwald-Baar-Kreis,-0.8221607208251953,RRm,sem,precipitation,mm day-1,10
08327_Tuttlingen,-0.40468645095825195,RRm,sem,precipitation,mm day-1,1
08327_Tuttlingen,-0.1621096134185791,RRm,sem,precipitation,mm day-1,4
08327_Tuttlingen,-0.54034423828125,RRm,sem,precipitation,mm day-1,7
08327_Tuttlingen,-0.652202844619751,RRm,sem,precipitation,mm day-1,10
08335_Konstanz,-0.3495659828186035,RRm,sem,precipitation,mm day-1,1
08335_Konstanz,-0.15134191513061523,RRm,sem,precipitation,mm day-1,4
08335_Konstanz,-0.45127081871032715,RRm,sem,precipitation,mm day-1,7
08335_Konstanz,-0.5077431201934814,RRm,sem,precipitation,mm day-1,10
08336_Lörrach,-1.3830604553222656,RRm,sem,precipitation,mm day-1,1
08336_Lörrach,-0.5305233001708984,RRm,sem,precipitation,mm day-1,4
08336_Lörrach,-0.8864293098449707,RRm,sem,precipitation,mm day-1,7
08336_Lörrach,-0.9153709411621094,RRm,sem,precipitation,mm day-1,10
08337_Waldshut,-0.762263298034668,RRm,sem,precipitation,mm day-1,1
08337_Waldshut,-0.24941277503967285,RRm,sem,precipitation,mm day-1,4
08337_Waldshut,-0.5286991596221924,RRm,sem,precipitation,mm day-1,7
08337_Waldshut,-0.7315528392791748,RRm,sem,precipitation,mm day-1,10
08415_Reutlingen,-0.35604190826416016,RRm,sem,precipitation,mm day-1,1
08415_Reutlingen,-0.13257765769958496,RRm,sem,precipitation,mm day-1,4
08415_Reutlingen,-0.4565749168395996,RRm,sem,precipitation,mm day-1,7
08415_Reutlingen,-0.5902869701385498,RRm,sem,precipitation,mm day-1,10
08416_Tübingen,-0.3445923328399658,RRm,sem,precipitation,mm day-1,1
08416_Tübingen,-0.1914069652557373,RRm,sem,precipitation,mm day-1,4
08416_Tübingen,-0.3990345001220703,RRm,sem,precipitation,mm day-1,7
08416_Tübingen,-0.5579898357391357,RRm,sem,precipitation,mm day-1,10
08417_Zollernalbkreis,-0.4154021739959717,RRm,sem,precipitation,mm day-1,1
08417_Zollernalbkreis,-0.18223214149475098,RRm,sem,precipitation,mm day-1,4
08417_Zollernalbkreis,-0.49217677116394043,RRm,sem,precipitation,mm day-1,7
08417_Zollernalbkreis,-0.6899840831756592,RRm,sem,precipitation,mm day-1,10
08421_08425_09775_Region_um_Ulm,-0.2648012638092041,RRm,sem,precipitation,mm day-1,1
08421_08425_09775_Region_um_Ulm,-0.13560080528259277,RRm,sem,precipitation,mm day-1,4
08421_08425_09775_Region_um_Ulm,-0.38657140731811523,RRm,sem,precipitation,mm day-1,7
08421_08425_09775_Region_um_Ulm,-0.4537428617477417,RRm,sem,precipitation,mm day-1,10
08421_Ulm,-0.2563815116882324,RRm,sem,precipitation,mm day-1,1
08421_Ulm,-0.1664125919342041,RRm,sem,precipitation,mm day-1,4
08421_Ulm,-0.33972859382629395,RRm,sem,precipitation,mm day-1,7
08421_Ulm,-0.4369319677352905,RRm,sem,precipitation,mm day-1,10
08425_Alb-Donau-Kreis,-0.27577733993530273,RRm,sem,precipitation,mm day-1,1
08425_Alb-Donau-Kreis,-0.13915300369262695,RRm,sem,precipitation,mm day-1,4
08425_Alb-Donau-Kreis,-0.3957796096801758,RRm,sem,precipitation,mm day-1,7
08425_Alb-Donau-Kreis,-0.47459542751312256,RRm,sem,precipitation,mm day-1,10
08426_Biberach,-0.31128454208374023,RRm,sem,precipitation,mm day-1,1
08426_Biberach,-0.16440367698669434,RRm,sem,precipitation,mm day-1,4
08426_Biberach,-0.4721086025238037,RRm,sem,precipitation,mm day-1,7
08426_Biberach,-0.42329883575439453,RRm,sem,precipitation,mm day-1,10
08435_Bodenseekreis,-0.4853534698486328,RRm,sem,precipitation,mm day-1,1
08435_Bodenseekreis,-0.22258710861206055,RRm,sem,precipitation,mm day-1,4
08435_Bodenseekreis,-0.6539082527160645,RRm,sem,precipitation,mm day-1,7
08435_Bodenseekreis,-0.996757984161377,RRm,sem,precipitation,mm day-1,10
08436_Ravensburg,-0.8145732879638672,RRm,sem,precipitation,mm day-1,1
08436_Ravensburg,-0.3475666046142578,RRm,sem,precipitation,mm day-1,4
08436_Ravensburg,-0.5690808296203613,RRm,sem,precipitation,mm day-1,7
08436_Ravensburg,-0.7189607620239258,RRm,sem,precipitation,mm day-1,10
08437_Sigmaringen,-0.33032894134521484,RRm,sem,precipitation,mm day-1,1
08437_Sigmaringen,-0.1503903865814209,RRm,sem,precipitation,mm day-1,4
08437_Sigmaringen,-0.440753698348999,RRm,sem,precipitation,mm day-1,7
08437_Sigmaringen,-0.5435006618499756,RRm,sem,precipitation,mm day-1,10
09161_09176_09185_09186_Region_um_Ingolstadt,-0.25449585914611816,RRm,sem,precipitation,mm day-1,1
09161_09176_09185_09186_Region_um_Ingolstadt,-0.1190042495727539,RRm,sem,precipitation,mm day-1,4
09161_09176_09185_09186_Region_um_Ingolstadt,-0.3925747871398926,RRm,sem,precipitation,mm day-1,7
09161_09176_09185_09186_Region_um_Ingolstadt,-0.32076382637023926,RRm,sem,precipitation,mm day-1,10
09161_Ingolstadt,-0.27031755447387695,RRm,sem,precipitation,mm day-1,1
09161_Ingolstadt,-0.14176487922668457,RRm,sem,precipitation,mm day-1,4
09161_Ingolstadt,-0.32903003692626953,RRm,sem,precipitation,mm day-1,7
09161_Ingolstadt,-0.3483400344848633,RRm,sem,precipitation,mm day-1,10
09162_09184_09179_09174_Region_um_München,-0.3352370262145996,RRm,sem,precipitation,mm day-1,1
09162_09184_09179_09174_Region_um_München,-0.20134305953979492,RRm,sem,precipitation,mm day-1,4
09162_09184_09179_09174_Region_um_München,-0.4098215103149414,RRm,sem,precipitation,mm day-1,7
09162_09184_09179_09174_Region_um_München,-0.394885778427124,RRm,sem,precipitation,mm day-1,10
09162_München,-0.35190701484680176,RRm,sem,precipitation,mm day-1,1
09162_München,-0.2190101146697998,RRm,sem,precipitation,mm day-1,4
09162_München,-0.4057345390319824,RRm,sem,precipitation,mm day-1,7
09162_München,-0.40009164810180664,RRm,sem,precipitation,mm day-1,10
09163_09187_Region_um_Rosenheim,-0.47350120544433594,RRm,sem,precipitation,mm day-1,1
09163_09187_Region_um_Rosenheim,-0.337399959564209,RRm,sem,precipitation,mm day-1,4
09163_09187_Region_um_Rosenheim,-0.8699150085449219,RRm,sem,precipitation,mm day-1,7
09163_09187_Region_um_Rosenheim,-0.5367228984832764,RRm,sem,precipitation,mm day-1,10
09163_Rosenheim,-0.3808259963989258,RRm,sem,precipitation,mm day-1,1
09163_Rosenheim,-0.3166937828063965,RRm,sem,precipitation,mm day-1,4
09163_Rosenheim,-0.951535701751709,RRm,sem,precipitation,mm day-1,7
09163_Rosenheim,-0.5258636474609375,RRm,sem,precipitation,mm day-1,10
09171_Altötting,-0.386643648147583,RRm,sem,precipitation,mm day-1,1
09171_Altötting,-0.29944586753845215,RRm,sem,precipitation,mm day-1,4
09171_Altötting,-0.5043184757232666,RRm,sem,precipitation,mm day-1,7
09171_Altötting,-0.32620179653167725,RRm,sem,precipitation,mm day-1,10
09172_Berchtesgadener Land,-0.8556103706359863,RRm,sem,precipitation,mm day-1,1
09172_Berchtesgadener Land,-0.31557178497314453,RRm,sem,precipitation,mm day-1,4
09172_Berchtesgadener Land,-1.1938800811767578,RRm,sem,precipitation,mm day-1,7
09172_Berchtesgadener Land,-0.7860674858093262,RRm,sem,precipitation,mm day-1,10
09173_Bad Tölz-Wolfratshausen,-0.6202182769775391,RRm,sem,precipitation,mm day-1,1
09173_Bad Tölz-Wolfratshausen,-0.3890347480773926,RRm,sem,precipitation,mm day-1,4
09173_Bad Tölz-Wolfratshausen,-0.7733249664306641,RRm,sem,precipitation,mm day-1,7
09173_Bad Tölz-Wolfratshausen,-0.6146798133850098,RRm,sem,precipitation,mm day-1,10
09174_Dachau,-0.2791879177093506,RRm,sem,precipitation,mm day-1,1
09174_Dachau,-0.19112133979797363,RRm,sem,precipitation,mm day-1,4
09174_Dachau,-0.44863009452819824,RRm,sem,precipitation,mm day-1,7
09174_Dachau,-0.3705177307128906,RRm,sem,precipitation,mm day-1,10
09175_Ebersberg,-0.4194056987762451,RRm,sem,precipitation,mm day-1,1
09175_Ebersberg,-0.271895170211792,RRm,sem,precipitation,mm day-1,4
09175_Ebersberg,-0.48825550079345703,RRm,sem,precipitation,mm day-1,7
09175_Ebersberg,-0.38108086585998535,RRm,sem,precipitation,mm day-1,10
09176_Eichstätt,-0.279893159866333,RRm,sem,precipitation,mm day-1,1
09176_Eichstätt,-0.12140560150146484,RRm,sem,precipitation,mm day-1,4
09176_Eichstätt,-0.4172961711883545,RRm,sem,precipitation,mm day-1,7
09176_Eichstätt,-0.2896583080291748,RRm,sem,precipitation,mm day-1,10
09177_Erding,-0.38744091987609863,RRm,sem,precipitation,mm day-1,1
09177_Erding,-0.26180410385131836,RRm,sem,precipitation,mm day-1,4
09177_Erding,-0.5427892208099365,RRm,sem,precipitation,mm day-1,7
09177_Erding,-0.36469030380249023,RRm,sem,precipitation,mm day-1,10
09178_Freising,-0.33260083198547363,RRm,sem,precipitation,mm day-1,1
09178_Freising,-0.1989893913269043,RRm,sem,precipitation,mm day-1,4
09178_Freising,-0.40816235542297363,RRm,sem,precipitation,mm day-1,7
09178_Freising,-0.388552188873291,RRm,sem,precipitation,mm day-1,10
09179_Fürstenfeldbruck,-0.2973966598510742,RRm,sem,precipitation,mm day-1,1
09179_Fürstenfeldbruck,-0.1688835620880127,RRm,sem,precipitation,mm day-1,4
09179_Fürstenfeldbruck,-0.4183156490325928,RRm,sem,precipitation,mm day-1,7
09179_Fürstenfeldbruck,-0.41502904891967773,RRm,sem,precipitation,mm day-1,10
09180_Garmisch-Partenkirchen,-0.5801639556884766,RRm,sem,precipitation,mm day-1,1
09180_Garmisch-Partenkirchen,-0.3677644729614258,RRm,sem,precipitation,mm day-1,4
09180_Garmisch-Partenkirchen,-0.7034454345703125,RRm,sem,precipitation,mm day-1,7
09180_Garmisch-Partenkirchen,-0.6373329162597656,RRm,sem,precipitation,mm day-1,10
09181_Landsberg am Lech,-0.35804009437561035,RRm,sem,precipitation,mm day-1,1
09181_Landsberg am Lech,-0.14972686767578125,RRm,sem,precipitation,mm day-1,4
09181_Landsberg am Lech,-0.5335516929626465,RRm,sem,precipitation,mm day-1,7
09181_Landsberg am Lech,-0.3867371082305908,RRm,sem,precipitation,mm day-1,10
09182_Miesbach,-0.5484755039215088,RRm,sem,precipitation,mm day-1,1
09182_Miesbach,-0.3628239631652832,RRm,sem,precipitation,mm day-1,4
09182_Miesbach,-0.753077507019043,RRm,sem,precipitation,mm day-1,7
09182_Miesbach,-0.578941822052002,RRm,sem,precipitation,mm day-1,10
09183_Mühldorf a. Inn,-0.4089844226837158,RRm,sem,precipitation,mm day-1,1
09183_Mühldorf a. Inn,-0.31144118309020996,RRm,sem,precipitation,mm day-1,4
09183_Mühldorf a. Inn,-0.5295896530151367,RRm,sem,precipitation,mm day-1,7
09183_Mühldorf a. Inn,-0.3506653308868408,RRm,sem,precipitation,mm day-1,10
09184_München,-0.40174055099487305,RRm,sem,precipitation,mm day-1,1
09184_München,-0.2595036029815674,RRm,sem,precipitation,mm day-1,4
09184_München,-0.4617495536804199,RRm,sem,precipitation,mm day-1,7
09184_München,-0.4034731388092041,RRm,sem,precipitation,mm day-1,10
09185_Neuburg-Schrobenhausen,-0.2087414264678955,RRm,sem,precipitation,mm day-1,1
09185_Neuburg-Schrobenhausen,-0.12278056144714355,RRm,sem,precipitation,mm day-1,4
09185_Neuburg-Schrobenhausen,-0.35955810546875,RRm,sem,precipitation,mm day-1,7
09185_Neuburg-Schrobenhausen,-0.3646496534347534,RRm,sem,precipitation,mm day-1,10
09186_Pfaffenhofen a.d. Ilm,-0.2610502243041992,RRm,sem,precipitation,mm day-1,1
09186_Pfaffenhofen a.d. Ilm,-0.1321418285369873,RRm,sem,precipitation,mm day-1,4
09186_Pfaffenhofen a.d. Ilm,-0.3963963985443115,RRm,sem,precipitation,mm day-1,7
09186_Pfaffenhofen a.d. Ilm,-0.3233093023300171,RRm,sem,precipitation,mm day-1,10
09187_Rosenheim,-0.47707033157348633,RRm,sem,precipitation,mm day-1,1
09187_Rosenheim,-0.33797502517700195,RRm,sem,precipitation,mm day-1,4
09187_Rosenheim,-0.8676519393920898,RRm,sem,precipitation,mm day-1,7
09187_Rosenheim,-0.5370242595672607,RRm,sem,precipitation,mm day-1,10
09188_Starnberg,-0.36411070823669434,RRm,sem,precipitation,mm day-1,1
09188_Starnberg,-0.22957706451416016,RRm,sem,precipitation,mm day-1,4
09188_Starnberg,-0.4773716926574707,RRm,sem,precipitation,mm day-1,7
09188_Starnberg,-0.4364438056945801,RRm,sem,precipitation,mm day-1,10
09189_Traunstein,-0.5931768417358398,RRm,sem,precipitation,mm day-1,1
09189_Traunstein,-0.39626502990722656,RRm,sem,precipitation,mm day-1,4
09189_Traunstein,-0.8972811698913574,RRm,sem,precipitation,mm day-1,7
09189_Traunstein,-0.5647368431091309,RRm,sem,precipitation,mm day-1,10
09190_Weilheim-Schongau,-0.4109461307525635,RRm,sem,precipitation,mm day-1,1
