realization,region,DSx5_year_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_year_DSx5,12051_Brandenburg an der Havel,22.713442,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12052_12071_Region_um_Cottbus,23.0252,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12052_Cottbus,23.135052,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12053_12067_12064_Region_um_Frankfurt_(Oder),23.006994,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12053_Frankfurt (Oder),23.668629,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12054_12063_12069_11000_12051_Region_um_Potsdam,22.981075,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12054_Potsdam,22.331022,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12060_Barnim,23.852932,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12061_Dahme-Spreewald,23.30303,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12062_Elbe-Elster,22.219057,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12063_Havelland,23.66696,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12064_Märkisch-Oderland,22.880941,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12065_Oberhavel,23.28463,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12066_Oberspreewald-Lausitz,22.449821,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12067_Oder-Spree,23.08278,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12068_Ostprignitz-Ruppin,23.157768,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12069_Potsdam-Mittelmark,22.579119,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12070_Prignitz,21.544868,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12071_Spree-Neiße,23.013987,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12072_Teltow-Fläming,22.903467,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,12073_Uckermark,23.54913,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13003_13072_Region_um_Rostock,22.238182,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13003_Rostock,21.754717,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13004_13076_13074_Region_um_Schwerin,21.691866,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13004_Schwerin,22.063658,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13071_Mecklenburgische Seenplatte,22.989025,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13072_Rostock,22.262354,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13073_Vorpommern-Rügen,23.56146,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13074_Nordwestmecklenburg,22.238264,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13075_Vorpommern-Greifswald,23.986982,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,13076_Ludwigslust-Parchim,21.451029,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14511_14524_14521_14522_Region_um_Chemnitz,19.105165,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14511_Chemnitz,19.067026,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14521_Erzgebirgskreis,18.700146,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14522_Mittelsachsen,19.21613,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14523_Vogtlandkreis,19.092749,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14524_Zwickau,19.655386,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14612_14627_14625_14628_Region_um_Dresden,20.452295,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14612_Dresden,20.829456,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14625_Bautzen,20.590065,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14626_Görlitz,20.25669,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14627_Meißen,21.001009,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14628_Sächsische Schweiz-Osterzgebirge,19.697254,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14713_14729_14730_Region_um_Leipzig,21.165392,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14713_Leipzig,21.355772,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14729_Leipzig,20.707146,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,14730_Nordsachsen,21.50707,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15001_15091_15082_Region_um_Dessau-Rolau,22.051525,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15001_Dessau-Roßlau,21.782614,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15002_15088_Region_um_Halle_(Saale),22.68217,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15002_Halle (Saale),22.820982,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15003_15083_15089_15086_Region_um_Magdeburg,23.062586,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15003_Magdeburg,24.279325,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15081_Altmarkkreis Salzwedel,22.518312,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15082_Anhalt-Bitterfeld,21.986895,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15083_Börde,22.950537,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15084_Burgenlandkreis,21.630104,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15085_Harz,20.539999,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15086_Jerichower Land,22.989185,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15087_Mansfeld-Südharz,22.444494,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15088_Saalekreis,22.66856,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15089_Salzlandkreis,23.16261,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15090_Stendal,23.479156,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,15091_Wittenberg,22.134047,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16051_16067_16068_16070_16071_16055_Region_um_Erfurt,20.505636,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16051_Erfurt,21.409843,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16052_16076_15084_16074_Region_um_Gera,21.100348,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16052_Gera,21.28398,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16053_16074_16071_16055_Region_um_Jena,20.67535,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16053_Jena,20.756449,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16054_16066_16069_16070_Region_um_Suhl,19.184034,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16054_Suhl,18.340094,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16055_16071_Region_um_Weimar,20.624859,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16055_Weimar,21.045963,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16056_16063_06636_Region_um_Eisenach,18.925127,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16056_Eisenach,19.168056,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16061_Eichsfeld,18.330517,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16062_Nordhausen,19.244753,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16063_Wartburgkreis,18.888222,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16064_Unstrut-Hainich-Kreis,19.739643,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16065_Kyffhäuserkreis,21.230211,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16066_Schmalkalden-Meiningen,19.025906,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16067_Gotha,19.757826,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16068_Sömmerda,22.312347,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16069_Hildburghausen,19.58261,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16070_Ilm-Kreis,19.12247,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16071_Weimarer Land,20.576603,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16072_Sonneberg,19.214674,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16073_Saalfeld-Rudolstadt,18.807741,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16074_Saale-Holzland-Kreis,20.718393,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16075_Saale-Orla-Kreis,19.342934,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16076_Greiz,20.558863,DSx5,year,dry_spell_duration,days,7
nan_GERICS_nan_nan_nan_nan_year_DSx5,16077_Altenburger Land,20.809278,DSx5,year,dry_spell_duration,days,7
