region,DD_sem_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
07335_Kaiserslautern,-0.7335178,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07336_Kusel,-0.84354687,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07337_Südliche Weinstraße,-1.0297028,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07338_Rhein-Pfalz-Kreis,-1.4687246,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07339_Mainz-Bingen,-1.457311,DD,sem,days_with_precipitation_amount_below_threshold,days,1
07340_Südwestpfalz,-0.6242409,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08111_Stuttgart,-1.7152469,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08115_Böblingen,-1.6661634,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08116_Esslingen,-1.6237397,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08117_Göppingen,-1.4864568,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08118_Ludwigsburg,-1.4456843,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08119_Rems-Murr-Kreis,-1.2633675,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08121_Heilbronn,-1.1138748,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08125_Heilbronn,-1.087535,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08126_Hohenlohekreis,-0.978034,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08127_Schwäbisch Hall,-1.0141453,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08128_Main-Tauber-Kreis,-1.2513165,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08135_Heidenheim,-1.4694288,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08136_Ostalbkreis,-1.2710285,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08211_Baden-Baden,-0.86244965,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08212_Karlsruhe,-1.2189326,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08215_Karlsruhe,-1.2427663,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08216_Rastatt,-0.99201167,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08221_Heidelberg,-0.97902733,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08222_Mannheim,-1.424227,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08225_Neckar-Odenwald-Kreis,-0.8853668,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08226_Rhein-Neckar-Kreis,-0.9926179,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08231_Pforzheim,-1.4321378,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08235_Calw,-1.2320626,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08236_Enzkreis,-1.3610201,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08237_Freudenstadt,-1.0198313,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08311_Freiburg im Breisgau,-1.1729865,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08315_Breisgau-Hochschwarzwald,-1.0104961,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08316_Emmendingen,-1.2278689,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08317_Ortenaukreis,-1.2131554,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08325_Rottweil,-1.363569,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08326_Schwarzwald-Baar-Kreis,-1.2656875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08327_Tuttlingen,-1.2974287,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08335_Konstanz,-1.3564005,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08336_Lörrach,-0.86234874,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08337_Waldshut,-1.048614,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08415_Reutlingen,-1.5439146,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08416_Tübingen,-1.700531,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08417_Zollernalbkreis,-1.4459541,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08421_Ulm,-1.6381849,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08425_Alb-Donau-Kreis,-1.5611517,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08426_Biberach,-1.4587297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08435_Bodenseekreis,-1.2567989,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08436_Ravensburg,-1.1596675,DD,sem,days_with_precipitation_amount_below_threshold,days,1
08437_Sigmaringen,-1.3223321,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09161_Ingolstadt,-1.6577617,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09162_München,-1.5812702,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09163_Rosenheim,-1.7773178,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09171_Altötting,-1.4643278,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09172_Berchtesgadener Land,-1.3208218,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09173_Bad Tölz-Wolfratshausen,-1.4748204,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09174_Dachau,-1.5570893,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09175_Ebersberg,-1.494946,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09176_Eichstätt,-1.4927132,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09177_Erding,-1.4922718,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09178_Freising,-1.5106193,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09179_Fürstenfeldbruck,-1.5806248,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09180_Garmisch-Partenkirchen,-1.4915798,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09181_Landsberg am Lech,-1.5605901,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09182_Miesbach,-1.3805534,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09183_Mühldorf a. Inn,-1.4429684,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09184_München,-1.4628515,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09185_Neuburg-Schrobenhausen,-1.7169237,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09186_Pfaffenhofen a.d. Ilm,-1.6268913,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09187_Rosenheim,-1.5177859,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09188_Starnberg,-1.6135541,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09189_Traunstein,-1.4064331,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09190_Weilheim-Schongau,-1.5879803,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09261_Landshut,-1.5825543,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09262_Passau,-0.98930764,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09263_Straubing,-1.4101945,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09271_Deggendorf,-1.1906794,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09272_Freyung-Grafenau,-0.95847017,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09273_Kelheim,-1.55163,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09274_Landshut,-1.5355299,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09275_Passau,-1.0828959,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09276_Regen,-0.99258274,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09277_Rottal-Inn,-1.3881807,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09278_Straubing-Bogen,-1.3652667,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09279_Dingolfing-Landau,-1.532426,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09361_Amberg,-1.2142483,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09362_Regensburg,-1.5820812,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09363_Weiden i.d. OPf.,-0.99032533,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09371_Amberg-Sulzbach,-1.1289394,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09372_Cham,-1.0720912,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09373_Neumarkt i.d. OPf.,-1.2524152,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09374_Neustadt a.d. Waldnaab,-0.9507813,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09375_Regensburg,-1.4871085,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09376_Schwandorf,-1.230125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09377_Tirschenreuth,-0.85852385,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09461_Bamberg,-1.1678774,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09462_Bayreuth,-1.0112865,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09463_Coburg,-0.81281626,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09464_Hof,-1.1553172,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09471_Bamberg,-1.0604378,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09472_Bayreuth,-0.8657397,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09473_Coburg,-0.79866284,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09474_Forchheim,-0.9949789,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09475_Hof,-0.8456038,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09476_Kronach,-0.5319135,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09477_Kulmbach,-0.80169034,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09478_Lichtenfels,-0.91100055,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09479_Wunsiedel i. Fichtelgebirge,-0.95680225,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09561_Ansbach,-1.3454201,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09562_Erlangen,-1.3662246,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09563_Fürth,-1.3577678,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09564_Nürnberg,-1.3550423,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09565_Schwabach,-1.4436878,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09571_Ansbach,-1.3589609,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09572_Erlangen-Höchstadt,-1.31423,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09573_Fürth,-1.4146619,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09574_Nürnberger Land,-1.0553527,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09575_Neustadt a.d. Aisch-Bad Windsheim,-1.3641198,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09576_Roth,-1.4627436,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09577_Weißenburg-Gunzenhausen,-1.4806061,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09661_Aschaffenburg,-1.0745293,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09662_Schweinfurt,-1.1342294,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09663_Würzburg,-1.3703524,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09671_Aschaffenburg,-0.8187486,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09672_Bad Kissingen,-0.80206954,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09673_Rhön-Grabfeld,-0.92781425,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09674_Haßberge,-1.0450131,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09675_Kitzingen,-1.3417848,DD,sem,days_with_precipitation_amount_below_threshold,days,1
