region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
09182_Miesbach,-1.400634765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09183_Mühldorf a. Inn,-1.3582725524902344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09184_München,-1.3860435485839844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09185_Neuburg-Schrobenhausen,-1.4864654541015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09186_Pfaffenhofen a.d. Ilm,-1.5430145263671875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09187_Rosenheim,-1.3829536437988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09188_Starnberg,-1.3449287414550781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09189_Traunstein,-1.3240203857421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09190_Weilheim-Schongau,-1.4193878173828125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09261_Landshut,-1.4464340209960938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09262_Passau,-1.0526542663574219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09263_Straubing,-1.3166122436523438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09271_Deggendorf,-1.1994819641113281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09272_Freyung-Grafenau,-1.3091850280761719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09273_Kelheim,-1.2343635559082031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09274_Landshut,-1.5549659729003906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09275_Passau,-0.9392814636230469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09276_Regen,-1.3378677368164062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09277_Rottal-Inn,-1.015899658203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09278_Straubing-Bogen,-1.3565521240234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09279_Dingolfing-Landau,-1.269989013671875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09361_Amberg,-1.181365966796875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09362_Regensburg,-1.0896797180175781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09363_Weiden i.d. OPf.,-1.5424652099609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09371_Amberg-Sulzbach,-1.1655731201171875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09372_Cham,-1.4202194213867188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09373_Neumarkt i.d. OPf.,-1.3322639465332031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09374_Neustadt a.d. Waldnaab,-1.4465827941894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09375_Regensburg,-1.1280479431152344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09376_Schwandorf,-1.3258094787597656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09377_Tirschenreuth,-1.3782386779785156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09461_Bamberg,-0.9827957153320312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09462_Bayreuth,-1.3610496520996094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09463_Coburg,-1.1824417114257812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09464_Hof,-1.5184707641601562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09471_Bamberg,-1.2012481689453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09472_Bayreuth,-1.4382896423339844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09473_Coburg,-1.0588836669921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09474_Forchheim,-1.1563720703125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09475_Hof,-1.7821578979492188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09476_Kronach,-1.5102272033691406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09477_Kulmbach,-1.3904609680175781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09478_Lichtenfels,-0.9646873474121094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09479_Wunsiedel i. Fichtelgebirge,-1.2728958129882812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09561_Ansbach,-1.4231681823730469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09562_Erlangen,-1.1693649291992188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09563_Fürth,-1.0310096740722656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09564_Nürnberg,-1.1858291625976562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09565_Schwabach,-1.1688232421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09571_Ansbach,-1.1940994262695312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09572_Erlangen-Höchstadt,-1.0961761474609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09573_Fürth,-1.2461166381835938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09574_Nürnberger Land,-1.0830078125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09575_Neustadt a.d. Aisch-Bad Windsheim,-1.3475723266601562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09576_Roth,-1.3816757202148438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09577_Weißenburg-Gunzenhausen,-1.3631019592285156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09661_Aschaffenburg,-1.2181816101074219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09662_Schweinfurt,-1.2208938598632812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09663_Würzburg,-1.3477134704589844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09671_Aschaffenburg,-1.0374565124511719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09672_Bad Kissingen,-1.1024360656738281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09673_Rhön-Grabfeld,-1.1533164978027344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09674_Haßberge,-1.0197372436523438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09675_Kitzingen,-1.2269744873046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09676_Miltenberg,-1.0688667297363281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09677_Main-Spessart,-1.0764656066894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09678_Schweinfurt,-1.2454910278320312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09679_Würzburg,-1.377899169921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09761_Augsburg,-1.4508895874023438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09762_Kaufbeuren,-1.4731826782226562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09763_Kempten (Allgäu),-1.6918754577636719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09764_Memmingen,-1.3110847473144531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09771_Aichach-Friedberg,-1.4035758972167969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09772_Augsburg,-1.4319496154785156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09773_Dillingen a.d. Donau,-1.5824928283691406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09774_Günzburg,-1.4250335693359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09775_Neu-Ulm,-1.4261932373046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09776_Lindau (Bodensee),-1.2856101989746094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09777_Ostallgäu,-1.6333160400390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09778_Unterallgäu,-1.4346084594726562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09779_Donau-Ries,-1.2231636047363281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09780_Oberallgäu,-1.7690277099609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
10041_Regionalverband Saarbrücken,-0.8658866882324219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
10042_Merzig-Wadern,-0.8069076538085938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
10043_Neunkirchen,-0.6760101318359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
10044_Saarlouis,-0.920989990234375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
10045_Saarpfalz-Kreis,-0.7373695373535156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
10046_St. Wendel,-0.928070068359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
11000_Berlin,-1.4599342346191406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12051_Brandenburg an der Havel,-1.4102210998535156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12052_Cottbus,-1.4491653442382812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12053_Frankfurt (Oder),-1.4737091064453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12054_Potsdam,-1.4217529296875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12060_Barnim,-1.431854248046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12061_Dahme-Spreewald,-1.2141571044921875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12062_Elbe-Elster,-1.0209693908691406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12063_Havelland,-1.2731437683105469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12064_Märkisch-Oderland,-1.5406341552734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12065_Oberhavel,-1.5902481079101562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12066_Oberspreewald-Lausitz,-1.1422004699707031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12067_Oder-Spree,-1.3289031982421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12068_Ostprignitz-Ruppin,-1.1121444702148438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12069_Potsdam-Mittelmark,-1.2056350708007812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12070_Prignitz,-1.373809814453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12071_Spree-Neiße,-1.0753593444824219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12072_Teltow-Fläming,-1.1480941772460938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12073_Uckermark,-1.6897506713867188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13003_Rostock,-1.5676803588867188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13004_Schwerin,-1.5474777221679688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13072_Rostock,-1.1794815063476562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13076_Ludwigslust-Parchim,-1.4421005249023438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13071_Mecklenburgische Seenplatte,-1.3409957885742188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13073_Vorpommern-Rügen,-1.4347038269042969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13074_Nordwestmecklenburg,-1.5533294677734375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13075_Vorpommern-Greifswald,-1.3235931396484375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14511_Chemnitz,-1.1590194702148438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14522_Mittelsachsen,-1.2745819091796875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14523_Vogtlandkreis,-1.2276573181152344,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14521_Erzgebirgskreis,-1.1156196594238281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14524_Zwickau,-1.24029541015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14612_Dresden,-1.3426284790039062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14626_Görlitz,-1.2886734008789062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14625_Bautzen,-1.3717460632324219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14627_Meißen,-1.1667251586914062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14628_Sächsische Schweiz-Osterzgebirge,-1.1902694702148438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14713_Leipzig,-1.4189567565917969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14729_Leipzig,-1.1614761352539062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14730_Nordsachsen,-1.2710380554199219,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15001_Dessau-Roßlau,-1.4341850280761719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15082_Anhalt-Bitterfeld,-1.3966903686523438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15091_Wittenberg,-1.2179336547851562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15002_Halle (Saale),-1.7823829650878906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15084_Burgenlandkreis,-1.5765724182128906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15088_Saalekreis,-1.7882766723632812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15087_Mansfeld-Südharz,-1.5883445739746094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15003_Magdeburg,-1.5523338317871094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15085_Harz,-1.5681953430175781,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15086_Jerichower Land,-1.2238655090332031,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15083_Börde,-1.264923095703125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15090_Stendal,-1.0369949340820312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15089_Salzlandkreis,-1.4434547424316406,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15081_Altmarkkreis Salzwedel,-1.0931320190429688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16051_Erfurt,-1.4574089050292969,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16052_Gera,-1.6966476440429688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16053_Jena,-1.7316665649414062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16054_Suhl,-1.2089920043945312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16055_Weimar,-1.3113250732421875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16056_Eisenach,-1.4078903198242188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16061_Eichsfeld,-1.4907760620117188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16062_Nordhausen,-1.3985939025878906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16063_Wartburgkreis,-1.257568359375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16064_Unstrut-Hainich-Kreis,-1.4404869079589844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16065_Kyffhäuserkreis,-1.4504890441894531,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16066_Schmalkalden-Meiningen,-1.1398048400878906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16067_Gotha,-1.4672088623046875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16068_Sömmerda,-1.8050575256347656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16069_Hildburghausen,-1.2587509155273438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16070_Ilm-Kreis,-1.5875587463378906,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16071_Weimarer Land,-1.4007949829101562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16072_Sonneberg,-1.3217544555664062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16073_Saalfeld-Rudolstadt,-1.5061759948730469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16074_Saale-Holzland-Kreis,-1.7884750366210938,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16075_Saale-Orla-Kreis,-1.4034614562988281,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16076_Greiz,-1.2780609130859375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16077_Altenburger Land,-1.30511474609375,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01001_01059_Region_um_Flensburg,-0.560089111328125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01002_01057_01058_Region_um_Kiel,-1.0291290283203125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01003_13074_01055_01053_01062_Region_um_Lübeck,-1.0839271545410156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01004_01058_01060_01057_01002_Region_um_Neumünster,-0.9030838012695312,DD,sem,days_with_precipitation_amount_below_threshold,days,4
