region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-median,ci_name,ci_frequency,standard_name,units,mid_month
15002_15088_Region_um_Halle_(Saale),-1.7626762390136719,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15003_15083_15089_15086_Region_um_Magdeburg,-1.3266754150390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-1.4588241577148438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16052_16076_15084_16074_Region_um_Gera,-1.6376457214355469,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16053_16074_16071_16055_Region_um_Jena,-1.8012847900390625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16054_16066_16069_16070_Region_um_Suhl,-1.5428848266601562,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16055_16071_Region_um_Weimar,-1.3158645629882812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16056_16063_06636_Region_um_Eisenach,-1.3606796264648438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01001_Flensburg,0.49733734130859375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01002_Kiel,0.252960205078125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01003_Lübeck,0.46056365966796875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01004_Neumünster,0.16162109375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01051_Dithmarschen,-0.14614486694335938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01053_Herzogtum Lauenburg,0.3278617858886719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01054_Nordfriesland,0.2664947509765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01055_Ostholstein,0.20489120483398438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01057_Plön,0.2603111267089844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01058_Rendsburg-Eckernförde,0.43260955810546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01059_Schleswig-Flensburg,0.08415603637695312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01060_Segeberg,0.3221397399902344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01061_Steinburg,0.3486976623535156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01062_Stormarn,0.5271720886230469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
02000_Hamburg,0.3384552001953125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03101_Braunschweig,0.737030029296875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03102_Salzgitter,0.8190231323242188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03103_Wolfsburg,0.6290321350097656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03151_Gifhorn,0.6534461975097656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03159_Göttingen,1.0794830322265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03153_Goslar,1.1070442199707031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03154_Helmstedt,0.6334304809570312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03155_Northeim,0.8987960815429688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03157_Peine,0.6093482971191406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03158_Wolfenbüttel,0.9140090942382812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03241_Region Hannover,0.6958503723144531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03251_Diepholz,0.5277252197265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03252_Hameln-Pyrmont,0.9365158081054688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03254_Hildesheim,1.0284461975097656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03255_Holzminden,1.1951217651367188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01056_Pinneberg,0.32379913330078125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03256_Nienburg (Weser),0.46579742431640625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03257_Schaumburg,0.6791877746582031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03351_Celle,0.5291595458984375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03352_Cuxhaven,0.40888214111328125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03353_Harburg,0.6123428344726562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03354_Lüchow-Dannenberg,0.6625442504882812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03355_Lüneburg,0.7531509399414062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03356_Osterholz,0.36856842041015625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03357_Rotenburg (Wümme),0.6471061706542969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03358_Heidekreis,0.5362319946289062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03359_Stade,0.4182548522949219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03360_Uelzen,0.4864616394042969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03361_Verden,0.5515975952148438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03401_Delmenhorst,0.7242088317871094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03402_Emden,0.3835945129394531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03403_Oldenburg (Oldb),0.5288658142089844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03404_Osnabrück,0.9998321533203125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03405_Wilhelmshaven,0.35762786865234375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03451_Ammerland,0.8323898315429688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03452_Aurich,0.26940155029296875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03453_Cloppenburg,0.7235565185546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03454_Emsland,0.5425376892089844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03455_Friesland,0.5448493957519531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03456_Grafschaft Bentheim,0.5603103637695312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03457_Leer,0.4696502685546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03458_Oldenburg,0.43126678466796875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03459_Osnabrück,0.6110153198242188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03460_Vechta,0.49671173095703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03461_Wesermarsch,0.7085189819335938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03462_Wittmund,0.3866424560546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
04011_Bremen,0.6705513000488281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
04012_Bremerhaven,0.5676460266113281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05111_Düsseldorf,1.135986328125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05112_Duisburg,1.1483612060546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05113_Essen,1.2415390014648438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05114_Krefeld,1.1879806518554688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05116_Mönchengladbach,1.1046142578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05117_Mülheim an der Ruhr,1.1649322509765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05119_Oberhausen,1.3424530029296875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05120_Remscheid,1.2604598999023438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05122_Solingen,1.1762962341308594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05124_Wuppertal,1.2645988464355469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05154_Kleve,1.1159896850585938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05158_Mettmann,1.2304420471191406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05162_Rhein-Kreis Neuss,1.117279052734375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05166_Viersen,1.1648139953613281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05170_Wesel,1.0343246459960938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05314_Bonn,0.9389686584472656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05315_Köln,1.0146217346191406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05316_Leverkusen,1.4725990295410156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05334_Städteregion Aachen,1.2825126647949219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05358_Düren,1.2025947570800781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05362_Rhein-Erft-Kreis,1.2757301330566406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05366_Euskirchen,1.3189964294433594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05370_Heinsberg,0.9486160278320312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05374_Oberbergischer Kreis,1.4202995300292969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,1.3218536376953125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05382_Rhein-Sieg-Kreis,1.257568359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05512_Bottrop,1.1006507873535156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05513_Gelsenkirchen,0.9777183532714844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05515_Münster,1.0994949340820312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05554_Borken,1.0811538696289062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05558_Coesfeld,0.9068756103515625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05562_Recklinghausen,0.7026634216308594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05566_Steinfurt,0.9207611083984375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05570_Warendorf,0.9730072021484375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05711_Bielefeld,1.210235595703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05754_Gütersloh,1.09222412109375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05758_Herford,0.7593765258789062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05762_Höxter,1.1204910278320312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05766_Lippe,1.1516494750976562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05770_Minden-Lübbecke,0.53424072265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05774_Paderborn,1.2777671813964844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05911_Bochum,1.0546302795410156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05913_Dortmund,0.9412269592285156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05914_Hagen,1.2431411743164062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05915_Hamm,0.8887481689453125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05916_Herne,1.0098152160644531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,1.2968215942382812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05958_Hochsauerlandkreis,1.4519081115722656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05962_Märkischer Kreis,1.4401016235351562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05966_Olpe,1.5750885009765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05970_Siegen-Wittgenstein,1.3754920959472656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05974_Soest,1.2540664672851562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05978_Unna,0.9347419738769531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06411_Darmstadt,1.0532417297363281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06412_Frankfurt am Main,0.8324241638183594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06413_Offenbach am Main,1.0327377319335938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06414_Wiesbaden,0.9932785034179688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06431_Bergstraße,0.9538497924804688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06432_Darmstadt-Dieburg,1.1204566955566406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06433_Groß-Gerau,0.7295761108398438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06434_Hochtaunuskreis,0.9375572204589844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06435_Main-Kinzig-Kreis,1.1270294189453125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06436_Main-Taunus-Kreis,0.9887351989746094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06437_Odenwaldkreis,1.1794776916503906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06438_Offenbach,1.1030502319335938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,0.9822845458984375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06440_Wetteraukreis,0.7709770202636719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06531_Gießen,0.8645248413085938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06532_Lahn-Dill-Kreis,1.0993843078613281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06533_Limburg-Weilburg,0.9920616149902344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06534_Marburg-Biedenkopf,0.9788703918457031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06535_Vogelsbergkreis,1.0165824890136719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06611_Kassel,0.7300949096679688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06631_Fulda,1.0583724975585938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06632_Hersfeld-Rotenburg,0.8807449340820312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06633_Kassel,0.886749267578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06634_Schwalm-Eder-Kreis,0.891632080078125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06635_Waldeck-Frankenberg,1.0544891357421875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06636_Werra-Meißner-Kreis,0.9453582763671875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07111_Koblenz,1.0946006774902344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07131_Ahrweiler,1.0462875366210938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07132_Altenkirchen (Westerwald),1.21783447265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07133_Bad Kreuznach,1.0147438049316406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07134_Birkenfeld,1.3027572631835938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07135_Cochem-Zell,1.0142288208007812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07137_Mayen-Koblenz,0.965728759765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07138_Neuwied,1.1915702819824219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,0.9563751220703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07141_Rhein-Lahn-Kreis,1.1626091003417969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07143_Westerwaldkreis,1.1494712829589844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07211_Trier,1.3655738830566406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07231_Bernkastel-Wittlich,1.3149642944335938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,1.0382919311523438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07233_Vulkaneifel,1.0629081726074219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07235_Trier-Saarburg,1.4661483764648438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07311_Frankenthal (Pfalz),1.0431747436523438,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07312_Kaiserslautern,0.9918327331542969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07313_Landau in der Pfalz,1.2490386962890625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07314_Ludwigshafen am Rhein,1.1266670227050781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07315_Mainz,1.0171432495117188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07316_Neustadt an der Weinstraße,1.1697158813476562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07317_Pirmasens,1.7443695068359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07318_Speyer,1.1119956970214844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07319_Worms,0.707366943359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07320_Zweibrücken,1.7216835021972656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07331_Alzey-Worms,0.7918167114257812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07332_Bad Dürkheim,1.1807632446289062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07333_Donnersbergkreis,1.1435470581054688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07334_Germersheim,1.178375244140625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07335_Kaiserslautern,1.2622947692871094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07336_Kusel,1.3136520385742188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07337_Südliche Weinstraße,1.3522796630859375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,1.1398086547851562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07339_Mainz-Bingen,0.9117355346679688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07340_Südwestpfalz,1.5239334106445312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08111_Stuttgart,0.8123970031738281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08115_Böblingen,1.1614189147949219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08116_Esslingen,1.0527763366699219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08117_Göppingen,1.1869697570800781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08118_Ludwigsburg,1.0249176025390625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08119_Rems-Murr-Kreis,1.1291313171386719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08121_Heilbronn,1.09893798828125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08125_Heilbronn,1.0648689270019531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08126_Hohenlohekreis,1.2361564636230469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08127_Schwäbisch Hall,1.1193161010742188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08128_Main-Tauber-Kreis,1.074066162109375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08135_Heidenheim,1.0770378112792969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08136_Ostalbkreis,1.1739845275878906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08211_Baden-Baden,1.731201171875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08212_Karlsruhe,1.3549232482910156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08215_Karlsruhe,1.2398910522460938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08216_Rastatt,1.8713226318359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08221_Heidelberg,1.1568412780761719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08222_Mannheim,1.2116775512695312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,1.1152114868164062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08226_Rhein-Neckar-Kreis,1.1128730773925781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08231_Pforzheim,1.279937744140625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08235_Calw,1.5643997192382812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08236_Enzkreis,1.2611503601074219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08237_Freudenstadt,1.7562675476074219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08311_Freiburg im Breisgau,1.6006546020507812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,1.4474220275878906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08316_Emmendingen,1.6883010864257812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08317_Ortenaukreis,1.6558952331542969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08325_Rottweil,1.3414230346679688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,1.3336906433105469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08327_Tuttlingen,1.3720588684082031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08335_Konstanz,1.0445098876953125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08336_Lörrach,1.667449951171875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08337_Waldshut,1.3176498413085938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08415_Reutlingen,1.5121002197265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08416_Tübingen,0.9123039245605469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08417_Zollernalbkreis,1.2283172607421875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08421_Ulm,1.0161895751953125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08425_Alb-Donau-Kreis,1.1092109680175781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08426_Biberach,1.1001625061035156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08435_Bodenseekreis,1.162322998046875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08436_Ravensburg,1.288909912109375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08437_Sigmaringen,1.1229934692382812,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09161_Ingolstadt,0.8559074401855469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09162_München,1.0247459411621094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09163_Rosenheim,1.0691795349121094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09171_Altötting,1.2078399658203125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09172_Berchtesgadener Land,1.0007362365722656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,1.5200271606445312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09174_Dachau,1.0370407104492188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09175_Ebersberg,1.1398887634277344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09176_Eichstätt,1.3289756774902344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09177_Erding,0.9496994018554688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09178_Freising,0.9625205993652344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09179_Fürstenfeldbruck,1.0089530944824219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09180_Garmisch-Partenkirchen,1.078765869140625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09181_Landsberg am Lech,1.1264190673828125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09182_Miesbach,1.2243843078613281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09183_Mühldorf a. Inn,1.059906005859375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09184_München,1.0862083435058594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09185_Neuburg-Schrobenhausen,1.1524314880371094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,0.81317138671875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09187_Rosenheim,1.1718559265136719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09188_Starnberg,1.354278564453125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09189_Traunstein,1.3919448852539062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09190_Weilheim-Schongau,1.19024658203125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09261_Landshut,1.0128974914550781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09262_Passau,1.4253883361816406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09263_Straubing,1.4065895080566406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09271_Deggendorf,1.3488197326660156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09272_Freyung-Grafenau,1.6344337463378906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09273_Kelheim,0.9026145935058594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09274_Landshut,0.9141159057617188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09275_Passau,1.3436775207519531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09276_Regen,1.62127685546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09277_Rottal-Inn,1.2774429321289062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09278_Straubing-Bogen,1.1374473571777344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09279_Dingolfing-Landau,1.1483268737792969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09361_Amberg,1.0621299743652344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09362_Regensburg,1.1883811950683594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09363_Weiden i.d. OPf.,0.9573287963867188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09371_Amberg-Sulzbach,1.106292724609375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09372_Cham,1.1928443908691406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09373_Neumarkt i.d. OPf.,0.8666915893554688,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09374_Neustadt a.d. Waldnaab,0.9014472961425781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09375_Regensburg,0.8907470703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09376_Schwandorf,1.0860633850097656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09377_Tirschenreuth,0.9105606079101562,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09461_Bamberg,0.8823013305664062,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09462_Bayreuth,0.9265899658203125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09463_Coburg,0.6946678161621094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09464_Hof,0.6917953491210938,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09471_Bamberg,0.8160972595214844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09472_Bayreuth,0.8645973205566406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09473_Coburg,0.6288566589355469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09474_Forchheim,0.8895721435546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09475_Hof,0.8336601257324219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09476_Kronach,0.8490867614746094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09477_Kulmbach,0.72247314453125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09478_Lichtenfels,0.5037918090820312,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09479_Wunsiedel i. Fichtelgebirge,0.7659721374511719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
