region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-max,ci_name,ci_frequency,standard_name,units,mid_month
09663_09679_Region_um_Würzburg,3.636913299560547,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09761_09772_09771_Region_um_Augsburg,3.2037010192871094,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09762_09777_Region_um_Kaufbeuren,3.210430145263672,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09763_09780_Region_um_Kempten_(Allgäu),3.0361900329589844,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09764_09778_08436_Region_um_Memmingen,3.5289344787597656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),3.4979705810546875,DD,sem,days_with_precipitation_amount_below_threshold,days,4
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,6.426021575927734,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,2.314167022705078,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12052_12071_Region_um_Cottbus,2.4076576232910156,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12053_12067_12064_Region_um_Frankfurt_(Oder),2.8171005249023438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
12054_12063_12069_11000_12051_Region_um_Potsdam,2.1481246948242188,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13003_13072_Region_um_Rostock,3.2167434692382812,DD,sem,days_with_precipitation_amount_below_threshold,days,4
13004_13076_13074_Region_um_Schwerin,3.0723419189453125,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14511_14524_14521_14522_Region_um_Chemnitz,3.1501617431640625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14612_14627_14625_14628_Region_um_Dresden,1.9782752990722656,DD,sem,days_with_precipitation_amount_below_threshold,days,4
14713_14729_14730_Region_um_Leipzig,2.5637359619140625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15001_15091_15082_Region_um_Dessau-Rolau,2.781726837158203,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15002_15088_Region_um_Halle_(Saale),2.5931015014648438,DD,sem,days_with_precipitation_amount_below_threshold,days,4
15003_15083_15089_15086_Region_um_Magdeburg,2.467052459716797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,2.3683013916015625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16052_16076_15084_16074_Region_um_Gera,2.6989669799804688,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16053_16074_16071_16055_Region_um_Jena,2.4166030883789062,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16054_16066_16069_16070_Region_um_Suhl,2.74713134765625,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16055_16071_Region_um_Weimar,2.3015403747558594,DD,sem,days_with_precipitation_amount_below_threshold,days,4
16056_16063_06636_Region_um_Eisenach,3.285900115966797,DD,sem,days_with_precipitation_amount_below_threshold,days,4
01001_Flensburg,5.1854400634765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01002_Kiel,5.890247344970703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01003_Lübeck,4.01080322265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01004_Neumünster,5.673469543457031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01051_Dithmarschen,4.933979034423828,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01053_Herzogtum Lauenburg,4.014369964599609,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01054_Nordfriesland,4.920799255371094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01055_Ostholstein,3.8153610229492188,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01057_Plön,5.253486633300781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01058_Rendsburg-Eckernförde,5.398223876953125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01059_Schleswig-Flensburg,5.115520477294922,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01060_Segeberg,4.786746978759766,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01061_Steinburg,5.094032287597656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01062_Stormarn,4.087108612060547,DD,sem,days_with_precipitation_amount_below_threshold,days,7
02000_Hamburg,4.0043792724609375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03101_Braunschweig,5.890296936035156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03102_Salzgitter,6.0298004150390625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03103_Wolfsburg,5.694389343261719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03151_Gifhorn,5.610969543457031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03159_Göttingen,5.9179840087890625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03153_Goslar,6.739021301269531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03154_Helmstedt,5.191864013671875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03155_Northeim,6.20465087890625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03157_Peine,5.883171081542969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03158_Wolfenbüttel,5.990119934082031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03241_Region Hannover,5.6467742919921875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03251_Diepholz,4.4358673095703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03252_Hameln-Pyrmont,6.3109130859375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03254_Hildesheim,6.0539093017578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03255_Holzminden,5.6080169677734375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
01056_Pinneberg,4.852012634277344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03256_Nienburg (Weser),4.794700622558594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03257_Schaumburg,5.938636779785156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03351_Celle,4.873085021972656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03352_Cuxhaven,5.073677062988281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03353_Harburg,4.430397033691406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03354_Lüchow-Dannenberg,4.326690673828125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03355_Lüneburg,4.153797149658203,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03356_Osterholz,4.9960174560546875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03357_Rotenburg (Wümme),4.8782501220703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03358_Heidekreis,4.789070129394531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03359_Stade,5.304191589355469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03360_Uelzen,4.552680969238281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03361_Verden,4.835700988769531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03401_Delmenhorst,4.290309906005859,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03402_Emden,4.380157470703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03403_Oldenburg (Oldb),4.908470153808594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03404_Osnabrück,4.83648681640625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03405_Wilhelmshaven,4.903499603271484,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03451_Ammerland,5.435127258300781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03452_Aurich,4.644737243652344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03453_Cloppenburg,4.626121520996094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03454_Emsland,4.855018615722656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03455_Friesland,5.217353820800781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03456_Grafschaft Bentheim,5.325286865234375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03457_Leer,4.598255157470703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03458_Oldenburg,4.432708740234375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03459_Osnabrück,5.001197814941406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03460_Vechta,4.883293151855469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03461_Wesermarsch,5.054695129394531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
03462_Wittmund,4.928985595703125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
04011_Bremen,4.6309967041015625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
04012_Bremerhaven,5.10906982421875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05111_Düsseldorf,5.301872253417969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05112_Duisburg,5.009387969970703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05113_Essen,5.002189636230469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05114_Krefeld,5.427074432373047,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05116_Mönchengladbach,4.623634338378906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05117_Mülheim an der Ruhr,4.681205749511719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05119_Oberhausen,5.279914855957031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05120_Remscheid,5.631664276123047,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05122_Solingen,5.6812591552734375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05124_Wuppertal,5.473369598388672,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05154_Kleve,4.743961334228516,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05158_Mettmann,5.213733673095703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05162_Rhein-Kreis Neuss,4.7820892333984375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05166_Viersen,4.957698822021484,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05170_Wesel,4.882423400878906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05314_Bonn,5.034618377685547,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05315_Köln,4.927799224853516,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05316_Leverkusen,5.065071105957031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05334_Städteregion Aachen,4.806678771972656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05358_Düren,4.444488525390625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05362_Rhein-Erft-Kreis,4.1710205078125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05366_Euskirchen,4.185062408447266,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05370_Heinsberg,4.399089813232422,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05374_Oberbergischer Kreis,5.275993347167969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05378_Rheinisch-Bergischer Kreis,5.522731781005859,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05382_Rhein-Sieg-Kreis,5.1463623046875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05512_Bottrop,4.678066253662109,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05513_Gelsenkirchen,5.048248291015625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05515_Münster,5.001869201660156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05554_Borken,5.410942077636719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05558_Coesfeld,5.0787353515625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05562_Recklinghausen,5.453926086425781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05566_Steinfurt,5.651298522949219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05570_Warendorf,5.277549743652344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05711_Bielefeld,5.417732238769531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05754_Gütersloh,5.226783752441406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05758_Herford,4.9756927490234375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05762_Höxter,4.935325622558594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05766_Lippe,5.379981994628906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05770_Minden-Lübbecke,4.845878601074219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05774_Paderborn,5.300056457519531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05911_Bochum,5.112819671630859,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05913_Dortmund,4.803245544433594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05914_Hagen,4.91888427734375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05915_Hamm,5.5025787353515625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05916_Herne,5.409797668457031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05954_Ennepe-Ruhr-Kreis,5.0395660400390625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05958_Hochsauerlandkreis,5.0494537353515625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05962_Märkischer Kreis,4.895294189453125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05966_Olpe,5.140666961669922,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05970_Siegen-Wittgenstein,4.658576965332031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05974_Soest,5.702415466308594,DD,sem,days_with_precipitation_amount_below_threshold,days,7
05978_Unna,5.092506408691406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06411_Darmstadt,5.306343078613281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06412_Frankfurt am Main,5.054630279541016,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06413_Offenbach am Main,4.866493225097656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06414_Wiesbaden,5.672882080078125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06431_Bergstraße,6.257717132568359,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06432_Darmstadt-Dieburg,5.573085784912109,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06433_Groß-Gerau,5.522178649902344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06434_Hochtaunuskreis,4.673683166503906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06435_Main-Kinzig-Kreis,5.700778961181641,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06436_Main-Taunus-Kreis,5.311519622802734,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06437_Odenwaldkreis,6.258888244628906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06438_Offenbach,5.2565765380859375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06439_Rheingau-Taunus-Kreis,5.349437713623047,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06440_Wetteraukreis,5.173774719238281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06531_Gießen,4.491729736328125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06532_Lahn-Dill-Kreis,4.7715606689453125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06533_Limburg-Weilburg,4.888858795166016,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06534_Marburg-Biedenkopf,4.6364593505859375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06535_Vogelsbergkreis,5.1447906494140625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06611_Kassel,5.220085144042969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06631_Fulda,5.665779113769531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06632_Hersfeld-Rotenburg,4.9350433349609375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06633_Kassel,4.888175964355469,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06634_Schwalm-Eder-Kreis,5.2477569580078125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06635_Waldeck-Frankenberg,4.164333343505859,DD,sem,days_with_precipitation_amount_below_threshold,days,7
06636_Werra-Meißner-Kreis,5.3798675537109375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07111_Koblenz,6.010650634765625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07131_Ahrweiler,5.165065765380859,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07132_Altenkirchen (Westerwald),5.155338287353516,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07133_Bad Kreuznach,5.366916656494141,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07134_Birkenfeld,5.582942962646484,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07135_Cochem-Zell,5.738559722900391,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07137_Mayen-Koblenz,5.219890594482422,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07138_Neuwied,5.361289978027344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07140_Rhein-Hunsrück-Kreis,5.3232879638671875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07141_Rhein-Lahn-Kreis,5.518665313720703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07143_Westerwaldkreis,5.092704772949219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07211_Trier,5.666362762451172,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07231_Bernkastel-Wittlich,5.6082611083984375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07232_Eifelkreis Bitburg-Prüm,5.137950897216797,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07233_Vulkaneifel,5.1485748291015625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07235_Trier-Saarburg,6.101284027099609,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07311_Frankenthal (Pfalz),4.306644439697266,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07312_Kaiserslautern,5.807918548583984,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07313_Landau in der Pfalz,5.077228546142578,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07314_Ludwigshafen am Rhein,4.849231719970703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07315_Mainz,5.410404205322266,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07316_Neustadt an der Weinstraße,4.92236328125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07317_Pirmasens,5.842052459716797,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07318_Speyer,4.720127105712891,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07319_Worms,5.1652374267578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07320_Zweibrücken,6.36273193359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07331_Alzey-Worms,4.994121551513672,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07332_Bad Dürkheim,5.250766754150391,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07333_Donnersbergkreis,5.272918701171875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07334_Germersheim,5.340839385986328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07335_Kaiserslautern,5.868686676025391,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07336_Kusel,5.555580139160156,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07337_Südliche Weinstraße,5.035877227783203,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07338_Rhein-Pfalz-Kreis,4.769706726074219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07339_Mainz-Bingen,5.275661468505859,DD,sem,days_with_precipitation_amount_below_threshold,days,7
07340_Südwestpfalz,5.866069793701172,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08111_Stuttgart,4.916271209716797,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08115_Böblingen,4.617748260498047,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08116_Esslingen,5.473186492919922,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08117_Göppingen,5.489402770996094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08118_Ludwigsburg,5.814090728759766,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08119_Rems-Murr-Kreis,5.448657989501953,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08121_Heilbronn,6.425266265869141,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08125_Heilbronn,6.406124114990234,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08126_Hohenlohekreis,6.404010772705078,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08127_Schwäbisch Hall,5.518199920654297,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08128_Main-Tauber-Kreis,6.243202209472656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08135_Heidenheim,5.2407989501953125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08136_Ostalbkreis,5.310127258300781,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08211_Baden-Baden,5.984992980957031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08212_Karlsruhe,6.295845031738281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08215_Karlsruhe,6.126766204833984,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08216_Rastatt,5.740264892578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08221_Heidelberg,6.503990173339844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08222_Mannheim,6.085075378417969,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08225_Neckar-Odenwald-Kreis,6.561767578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08226_Rhein-Neckar-Kreis,6.6927642822265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08231_Pforzheim,5.873241424560547,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08235_Calw,5.3692779541015625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08236_Enzkreis,6.068794250488281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08237_Freudenstadt,5.235279083251953,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08311_Freiburg im Breisgau,5.444606781005859,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08315_Breisgau-Hochschwarzwald,5.154315948486328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08316_Emmendingen,5.264247894287109,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08317_Ortenaukreis,5.073814392089844,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08325_Rottweil,4.708003997802734,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08326_Schwarzwald-Baar-Kreis,4.895477294921875,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08327_Tuttlingen,4.415580749511719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08335_Konstanz,4.737602233886719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08336_Lörrach,5.937145233154297,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08337_Waldshut,4.870246887207031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08415_Reutlingen,5.214115142822266,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08416_Tübingen,5.287891387939453,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08417_Zollernalbkreis,4.794574737548828,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08421_Ulm,5.231742858886719,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08425_Alb-Donau-Kreis,4.990604400634766,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08426_Biberach,5.3538970947265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08435_Bodenseekreis,4.602802276611328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08436_Ravensburg,5.067661285400391,DD,sem,days_with_precipitation_amount_below_threshold,days,7
08437_Sigmaringen,4.480800628662109,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09161_Ingolstadt,4.634803771972656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09162_München,6.138202667236328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09163_Rosenheim,7.624267578125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09171_Altötting,6.338768005371094,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09172_Berchtesgadener Land,8.439338684082031,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09173_Bad Tölz-Wolfratshausen,7.727458953857422,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09174_Dachau,5.4201507568359375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09175_Ebersberg,6.9912109375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09176_Eichstätt,5.216770172119141,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09177_Erding,6.069530487060547,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09178_Freising,5.214286804199219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09179_Fürstenfeldbruck,5.903083801269531,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09180_Garmisch-Partenkirchen,7.138771057128906,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09181_Landsberg am Lech,6.481105804443359,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09182_Miesbach,7.81634521484375,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09183_Mühldorf a. Inn,6.291236877441406,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09184_München,6.970691680908203,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09185_Neuburg-Schrobenhausen,4.586879730224609,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09186_Pfaffenhofen a.d. Ilm,4.8113555908203125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09187_Rosenheim,7.683185577392578,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09188_Starnberg,6.665241241455078,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09189_Traunstein,8.002010345458984,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09190_Weilheim-Schongau,7.028812408447266,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09261_Landshut,5.371578216552734,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09262_Passau,5.878456115722656,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09263_Straubing,4.926300048828125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09271_Deggendorf,5.185626983642578,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09272_Freyung-Grafenau,5.9519805908203125,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09273_Kelheim,4.857597351074219,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09274_Landshut,5.059597015380859,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09275_Passau,6.1927642822265625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09276_Regen,6.043018341064453,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09277_Rottal-Inn,6.206935882568359,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09278_Straubing-Bogen,5.037418365478516,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09279_Dingolfing-Landau,5.551532745361328,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09361_Amberg,4.490913391113281,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09362_Regensburg,4.840782165527344,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09363_Weiden i.d. OPf.,5.419330596923828,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09371_Amberg-Sulzbach,4.593128204345703,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09372_Cham,5.1075592041015625,DD,sem,days_with_precipitation_amount_below_threshold,days,7
09373_Neumarkt i.d. OPf.,4.582973480224609,DD,sem,days_with_precipitation_amount_below_threshold,days,7
